name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"22,247,000,000","20,059,000,000","19,892,000,000","20,378,000,000","20,541,000,000","20,807,000,000","20,982,000,000","21,695,000,000","21,167,000,000","23,199,000,000","22,427,000,000","22,594,000,000","22,313,000,000","22,547,000,000","23,339,000,000","22,855,000,000","21,504,000,000","20,687,000,000","19,808,000,000","20,142,000,000","20,042,000,000","20,469,000,000","20,680,660,000","20,980,532,000","20,384,909,000","20,987,421,000","20,502,890,000","21,608,209,000","21,046,082,000","22,361,691,000","22,027,781,000","22,249,123,000","22,474,601,000","22,724,264,000","22,485,095,000","21,783,824,000","22,010,953,000","22,163,652,000","23,158,362,000","22,416,806,000","22,871,032,000","22,244,123,000","21,965,251,000","21,737,157,000","21,236,990,000","21,044,308,000","20,247,997,000","20,267,154,000","20,093,458,000","20,572,106,000","18,273,058,000","17,296,995,000","16,961,632,000","17,144,113,000","14,759,412,000","13,282,222,000","12,568,401,000","11,466,517,000","11,129,552,000","10,447,844,000","7,535,652,000","7,126,458,000","6,778,473,000","5,740,841,000","4,097,334,000","3,879,739,000","3,693,335,000","3,325,656,000","3,297,920,000","3,601,478,000"
	CurrentAssets,"6,725,000,000","5,510,000,000","5,228,000,000","5,577,000,000","5,630,000,000","2,644,000,000","2,958,000,000","3,772,000,000","3,493,000,000","5,305,000,000","4,808,000,000","4,957,000,000","5,055,000,000","5,566,000,000","5,614,000,000","5,075,000,000","3,394,000,000","3,207,000,000","2,836,000,000","3,100,000,000","2,820,000,000","3,098,000,000","2,838,683,000","3,309,270,000","2,951,894,000","3,609,250,000","3,329,223,000","4,318,610,000","3,986,784,000","5,190,499,000","4,817,337,000","4,978,117,000","5,242,112,000","5,515,539,000","5,207,268,000","4,465,359,000","4,501,701,000","4,477,514,000","5,599,077,000","5,225,597,000","5,722,739,000","5,397,152,000","5,342,656,000","4,721,305,000","4,205,285,000","4,058,907,000","3,313,560,000","4,456,824,000","4,756,558,000","5,623,674,000","3,778,257,000","3,217,941,000","3,363,908,000","3,741,276,000","1,996,975,000","1,360,643,000","1,498,061,000","1,379,086,000","2,202,596,000","2,348,498,000","909,523,000","1,093,557,000","998,309,000","777,348,000","578,131,000","644,706,000","716,140,000","795,503,000","968,040,000","1,405,126,000"
		CashCashEquivalentsAndShortTermInvestments,"6,430,000,000","1,854,000,000","1,644,000,000","2,057,000,000","2,074,000,000","2,121,000,000","2,381,000,000","3,016,000,000","2,602,000,000","4,226,000,000","3,817,000,000","4,017,000,000","4,134,000,000","4,648,000,000","4,772,000,000","4,350,000,000","2,628,000,000","2,419,000,000","2,001,000,000","2,307,000,000","1,956,000,000","2,128,000,000","1,790,400,000","2,225,303,000","1,695,643,000","2,179,490,000","1,855,466,000","2,818,680,000","2,406,465,000","3,506,319,000","3,147,109,000","3,292,727,000","3,303,402,000","3,600,414,000","3,209,120,000","2,514,141,000","2,379,748,000","2,512,766,000","3,745,415,000","3,522,000,000","4,056,360,000","3,902,718,000","3,951,575,000","3,479,106,000","3,133,941,000","3,037,081,000","2,394,712,000","3,692,296,000","3,925,713,000","4,955,416,000","3,091,845,000","2,585,033,000","2,758,472,000","3,038,163,000","1,275,975,000","801,770,000","855,362,000","857,150,000","1,679,647,000","1,785,103,000","439,525,000","468,066,000","493,709,000","281,999,000","317,277,000","456,846,000","589,903,000","650,194,000","799,611,000","1,294,898,000"
			CashAndCashEquivalents,"6,430,000,000","1,854,000,000","1,644,000,000","2,057,000,000","2,074,000,000","2,121,000,000","2,381,000,000","3,016,000,000","2,602,000,000","4,226,000,000","3,817,000,000","4,017,000,000","4,134,000,000","4,648,000,000","4,772,000,000","4,350,000,000","2,628,000,000","2,419,000,000","2,001,000,000","2,307,000,000","1,956,000,000","2,128,000,000","1,790,400,000","2,225,303,000","1,695,643,000","2,179,490,000","1,855,466,000","2,818,680,000","2,406,465,000","3,506,319,000","3,147,109,000","3,292,727,000","3,303,402,000","3,600,414,000","3,209,120,000","2,514,141,000","2,379,748,000","2,512,766,000","3,745,415,000","3,522,000,000","4,056,360,000","3,902,718,000","3,951,575,000","3,479,106,000","3,133,941,000","3,037,081,000","2,394,712,000","3,518,835,000","3,751,845,000","4,955,416,000","3,091,845,000","2,585,033,000","2,758,472,000","3,038,163,000","1,275,975,000","801,770,000","855,362,000","857,150,000","1,679,647,000","1,785,103,000","439,525,000","468,066,000","493,709,000","281,999,000","317,277,000","456,846,000","589,903,000","650,194,000","799,611,000","1,294,898,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"173,461,000","173,868,000",,,,,,,,,,,,,,,,,,,,,
		Receivables,"147,000,000","202,000,000","167,000,000","160,000,000","205,000,000","338,000,000","382,000,000","567,000,000","653,000,000","844,000,000","757,000,000","767,000,000","737,000,000","726,000,000","650,000,000","555,000,000","587,000,000","615,000,000","637,000,000","623,000,000","683,000,000","776,000,000","868,090,000","925,971,000","1,081,544,000","1,267,848,000","1,315,191,000","1,342,146,000","1,408,381,000","1,510,772,000","1,496,987,000","1,531,555,000","1,781,090,000","1,762,110,000","1,848,522,000","1,803,357,000","1,973,984,000","1,819,260,000","1,702,458,000","1,561,776,000","1,530,340,000","1,336,817,000","1,112,896,000","968,988,000","803,100,000","716,919,000","618,998,000","530,331,000","436,074,000","460,766,000","375,201,000","367,244,000","345,954,000","384,819,000","333,176,000","270,025,000","253,614,000","187,195,000","152,307,000","119,070,000","120,854,000","173,683,000","102,129,000","86,939,000","108,450,000","84,778,000","53,631,000","66,386,000","75,759,000","56,582,000"
			AccountsReceivable,"147,000,000","202,000,000","167,000,000","160,000,000","205,000,000","338,000,000","382,000,000","567,000,000","653,000,000","844,000,000","757,000,000","767,000,000","737,000,000","726,000,000","650,000,000","555,000,000","587,000,000","615,000,000","637,000,000","623,000,000","683,000,000","776,000,000","868,090,000","925,971,000","1,081,544,000","1,267,848,000","1,315,191,000","1,342,146,000","1,408,381,000","1,510,772,000","1,496,987,000","1,531,555,000","1,781,090,000","1,762,110,000","1,848,522,000","1,803,357,000","1,973,984,000","1,819,260,000","1,702,458,000","1,561,776,000","1,530,340,000","1,336,817,000","1,112,896,000","968,988,000","803,100,000","716,919,000","618,998,000","530,331,000","436,074,000","460,766,000","375,201,000","367,244,000","345,954,000","384,819,000","333,176,000","270,025,000","253,614,000","187,195,000","152,307,000","119,070,000","120,854,000","173,683,000","102,129,000","86,939,000","108,450,000","84,778,000","53,631,000","66,386,000","75,759,000","56,582,000"
				GrossAccountsReceivable,"381,000,000","434,000,000","408,000,000","400,000,000","447,000,000","652,000,000","674,000,000","847,000,000","924,000,000","1,126,000,000",,,,"1,050,000,000",,,,"1,057,000,000",,,,"1,352,000,000",,,,"1,904,451,000",,,,"2,184,057,000",,,,"2,391,837,000",,,,"2,310,942,000",,,,"1,611,883,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-234,000,000","-232,000,000","-241,000,000","-240,000,000","-242,000,000","-314,000,000","-292,000,000","-280,000,000","-271,000,000","-282,000,000",,,,"-324,000,000",,,,"-442,000,000",,,,"-576,000,000",,,,"-636,603,000",,,,"-673,285,000",,,,"-629,727,000",,,,"-491,682,000",,,,"-275,066,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"23,000,000","22,000,000","22,000,000","22,000,000","23,000,000","32,000,000","34,000,000","37,000,000","36,000,000","37,000,000","33,000,000","33,000,000","35,000,000","35,000,000","42,000,000","44,000,000","46,000,000","47,000,000","45,000,000","47,000,000","47,000,000","46,000,000","43,764,000","42,358,000","43,174,000","42,573,000","39,755,000","39,820,000","42,088,000","41,674,000","43,090,000","43,083,000","41,385,000","41,946,000","41,683,000","41,229,000","42,381,000","43,875,000","42,511,000","40,537,000","40,014,000","34,990,000","33,462,000","35,634,000","33,633,000","32,260,000","27,751,000","26,523,000","24,922,000","27,073,000","26,153,000","27,180,000","27,188,000","28,837,000","27,284,000","24,864,000","24,035,000","19,902,000","15,914,000","13,077,000","13,052,000","12,291,000","11,663,000","10,820,000","10,645,000","9,967,000","8,987,000","8,769,000","8,334,000","8,010,000"
