name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
TotalAssets,"23,244,000,000","25,483,000,000","27,042,000,000","27,065,000,000","29,449,000,000","31,038,000,000","29,476,000,000","27,468,000,000","26,805,000,000","23,266,000,000","22,048,000,000","20,206,000,000","19,445,000,000","18,531,000,000","18,697,000,000","18,130,000,000","17,736,000,000","16,912,000,000","16,880,000,000","15,965,000,000","15,361,000,000","14,053,000,000","14,273,000,000","13,723,000,000","13,737,000,000","13,715,000,000","12,519,000,000","12,139,000,000","11,571,000,000","9,839,851,000","9,625,410,000","9,933,114,000","9,611,353,000","9,407,301,000","11,807,815,000","12,735,017,000","13,094,150,000","14,082,012,000","14,899,222,000","14,368,446,000","14,042,349,000","13,637,473,000","13,734,029,000","12,662,812,000","13,016,967,000","13,643,504,000","13,836,573,000","13,693,830,000","14,332,842,000","14,013,331,000","14,820,815,000","16,423,292,000","16,809,817,000","14,203,657,000","14,159,369,000","14,605,993,000","15,923,312,000","15,792,736,000","16,564,999,000","16,179,478,000","15,432,122,000","15,497,205,000","15,120,025,000","15,225,864,000","15,051,458,000","15,075,430,000","15,444,512,000","14,916,627,000","14,273,842,000","13,125,488,000","12,783,121,000","11,965,611,000","12,185,697,000","10,570,193,000","10,943,160,000","10,172,982,000","9,506,721,000","8,203,702,000","7,658,661,000","6,788,880,000","6,402,675,000","6,623,824,000","6,107,149,000","5,995,603,000","6,371,534,000","5,763,224,000","5,638,642,000","5,459,355,000","4,810,084,000","4,310,000,000","3,785,800,000","3,749,300,000","3,665,800,000","3,046,400,000","3,092,500,000","2,573,300,000","2,563,900,000","1,901,100,000","2,033,300,000","1,596,300,000","1,519,100,000"
TotalLiabilitiesNetMinorityInterest,"20,511,000,000","22,765,000,000","24,397,000,000","24,567,000,000","27,091,000,000","28,837,000,000","27,281,000,000","25,497,000,000","24,963,000,000","21,478,000,000","20,314,000,000","18,550,000,000","17,871,000,000","16,961,000,000","17,179,000,000","16,655,000,000","16,309,000,000","15,513,000,000","15,429,000,000","14,557,000,000","13,990,000,000","12,717,000,000","12,987,000,000","12,124,000,000","12,179,000,000","12,186,000,000","11,015,000,000","10,688,000,000","10,151,000,000","8,467,030,000","8,273,805,000","8,547,440,000","8,260,073,000","7,981,427,000","10,535,460,000","11,481,282,000","11,910,122,000","12,922,650,000","13,648,623,000","13,190,097,000","12,954,928,000","12,557,757,000","12,574,690,000","11,488,372,000","11,779,945,000","12,383,841,000","12,775,844,000","12,617,469,000","13,228,078,000","13,416,607,000","14,153,218,000","15,507,771,000","15,879,083,000","13,731,364,000","13,482,898,000","13,804,230,000","15,219,658,000","15,099,758,000","15,836,093,000","15,409,203,000","14,634,464,000","14,684,971,000","14,305,013,000","14,421,920,000","14,268,374,000","14,303,547,000","14,692,482,000","14,161,349,000","13,530,644,000","12,390,651,000","12,051,879,000","11,255,790,000","11,513,599,000","9,915,510,000","10,324,456,000","9,637,795,000","9,048,838,000","7,784,756,000","7,268,552,000","6,445,031,000","6,085,443,000","6,332,336,000","5,847,446,000","5,767,382,000","6,161,133,000","5,566,394,000","5,448,308,000","5,275,152,000","4,629,482,000","4,124,300,000","3,596,300,000","3,564,400,000","3,491,700,000","2,882,500,000","2,940,400,000","2,430,500,000","2,430,300,000","1,774,500,000","1,911,800,000","1,480,900,000","1,436,100,000"
TotalEquityGrossMinorityInterest,"2,733,000,000","2,718,000,000","2,645,000,000","2,498,000,000","2,358,000,000","2,201,000,000","2,195,000,000","1,971,000,000","1,842,000,000","1,788,000,000","1,734,000,000","1,656,000,000","1,574,000,000","1,570,000,000","1,518,000,000","1,475,000,000","1,427,000,000","1,399,000,000","1,451,000,000","1,408,000,000","1,371,000,000","1,336,000,000","1,286,000,000","1,599,000,000","1,558,000,000","1,529,000,000","1,504,000,000","1,451,000,000","1,420,000,000","1,372,821,000","1,351,605,000","1,385,674,000","1,351,280,000","1,425,874,000","1,272,355,000","1,253,735,000","1,184,028,000","1,159,362,000","1,250,599,000","1,178,349,000","1,087,421,000","1,079,716,000","1,159,339,000","1,174,440,000","1,237,022,000","1,259,663,000","1,060,729,000","1,076,361,000","1,104,764,000","596,724,000","667,597,000","915,521,000","930,734,000","472,293,000","676,471,000","801,763,000","703,654,000","692,978,000","728,906,000","770,275,000","797,658,000","812,234,000","815,012,000","803,944,000","783,084,000","771,883,000","752,030,000","755,278,000","743,198,000","734,837,000","731,242,000","709,821,000","672,098,000","654,683,000","618,704,000","535,187,000","457,883,000","418,946,000","390,109,000","343,849,000","317,232,000","291,488,000","259,703,000","228,221,000","210,401,000","196,830,000","190,334,000","184,203,000","180,602,000","185,700,000","189,500,000","184,900,000","174,100,000","163,900,000","152,100,000","142,800,000","133,600,000","126,600,000","121,500,000","115,400,000","83,000,000"
	StockholdersEquity,"2,733,000,000","2,718,000,000","2,645,000,000","2,498,000,000","2,358,000,000","2,201,000,000","2,195,000,000","1,971,000,000","1,842,000,000","1,788,000,000","1,734,000,000","1,656,000,000","1,574,000,000","1,570,000,000","1,518,000,000","1,475,000,000","1,427,000,000","1,399,000,000","1,451,000,000","1,408,000,000","1,371,000,000","1,336,000,000","1,286,000,000","1,599,000,000","1,558,000,000","1,529,000,000","1,504,000,000","1,451,000,000","1,420,000,000","1,372,821,000","1,351,605,000","1,385,674,000","1,351,280,000","1,425,874,000","1,272,355,000","1,253,735,000","1,184,028,000","1,159,362,000","1,250,599,000","1,178,349,000","1,087,421,000","1,079,716,000","1,159,339,000","1,174,440,000","1,237,022,000","1,259,663,000","1,060,729,000","1,076,361,000","1,104,764,000","596,724,000","667,597,000","915,521,000","930,734,000","472,293,000","676,471,000","801,763,000","703,654,000","692,978,000","728,906,000","770,275,000","797,658,000","812,234,000","815,012,000","803,944,000","783,084,000","771,883,000","752,030,000","755,278,000","743,198,000","734,837,000","731,242,000","709,821,000","672,098,000","654,683,000","618,704,000","535,187,000","457,883,000","418,946,000","390,109,000","343,849,000","317,232,000","291,488,000","259,703,000","228,221,000","210,401,000","196,830,000","190,334,000","184,203,000","180,602,000","185,700,000","189,500,000","184,900,000","174,100,000","163,900,000","152,100,000","142,800,000","133,600,000","126,600,000","121,500,000","115,400,000","83,000,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","268,000,000","268,000,000","268,000,000","268,000,000","268,000,000","268,000,000","267,220,000","267,220,000","267,219,000","267,219,000","266,735,000","265,287,000","263,838,000","262,389,000","260,949,000","264,556,000","263,133,000","261,710,000","260,290,000","5,553,000","5,545,000","5,540,000","5,536,000","1,538,000","1,536,000","14,704,000","4,691,000","4,688,000","4,688,000","910,000","836,000","836,000","723,000","637,000","637,000","637,000","637,000","636,000","636,000","636,000","635,000","635,000","632,000","624,000","623,000","620,000","614,000","614,000","612,000","608,000","607,000","603,000","595,000","594,000","296,000","295,000","292,000","290,000","191,000","189,000","123,000","121,000","119,000","119,000","120,000","123,000","100,000","100,000",,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,"0","0","0","0","267,000,000","267,000,000","267,000,000","267,000,000","267,000,000","267,000,000","266,657,000","266,657,000","266,657,000","266,657,000","266,174,000","264,726,000","263,277,000","261,828,000","260,390,000","258,973,000","257,556,000","256,139,000","254,732,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","3,000","6,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","563,000","563,000","562,000","562,000","561,000","561,000","561,000","561,000","559,000","5,583,000","5,577,000","5,571,000","5,558,000","5,550,000","5,542,000","5,537,000","5,533,000","1,535,000","1,533,000","14,701,000","4,688,000","4,685,000","4,685,000","904,000","836,000","836,000","723,000","637,000","637,000","637,000","637,000","636,000","636,000","636,000","635,000","635,000","632,000","624,000","623,000","620,000","614,000","614,000","612,000","608,000","607,000","603,000","595,000","594,000","296,000","295,000","292,000","290,000","191,000","189,000","123,000","121,000","119,000","119,000","120,000","123,000","100,000","100,000",,,,,,,,,,
		AdditionalPaidInCapital,"1,357,000,000","1,355,000,000","1,362,000,000","1,356,000,000","1,350,000,000","1,346,000,000","1,493,000,000","1,488,000,000","1,487,000,000","1,483,000,000","1,481,000,000","1,477,000,000","1,476,000,000","1,522,000,000","1,519,000,000","1,514,000,000","1,514,000,000","1,512,000,000","1,511,000,000","1,509,000,000","1,510,000,000","1,503,000,000","1,494,000,000","1,491,000,000","1,489,000,000","1,486,000,000","1,484,000,000","1,482,000,000","1,483,000,000","1,482,465,000","1,480,955,000","1,480,321,000","1,479,459,000","1,479,265,000","1,478,391,000","1,477,484,000","1,476,624,000","1,476,569,000","1,470,355,000","1,468,905,000","1,467,476,000","1,466,461,000","1,718,895,000","1,716,087,000","1,713,189,000","1,710,566,000","1,326,879,000","1,323,725,000","1,258,224,000","687,008,000","685,721,000","684,195,000","635,182,000","119,024,000","118,664,000","118,413,000","63,775,000","64,350,000","64,075,000","63,758,000","63,451,000","63,223,000","62,559,000","61,760,000","60,165,000","57,304,000","45,678,000","44,348,000","42,375,000","40,754,000","38,595,000","37,786,000","36,150,000","35,394,000","29,162,000","27,389,000","29,721,000","29,443,000","27,943,000","25,266,000","23,514,000","22,049,000","23,110,000","13,099,000","9,125,000","5,374,000","5,249,000","6,913,000","10,701,000","18,300,000","28,900,000",,,,,,,,,,
		RetainedEarnings,"1,377,000,000","1,327,000,000","1,244,000,000","1,096,000,000","953,000,000","807,000,000","655,000,000","436,000,000","323,000,000","303,000,000","247,000,000","186,000,000","128,000,000","94,000,000","40,000,000","-8,000,000","-58,000,000","-98,000,000","-53,000,000","-93,000,000","-134,000,000","-161,000,000","-189,000,000","-141,000,000","-188,000,000","-227,000,000","-260,000,000","-307,000,000","-354,000,000","-385,244,000","-396,320,000","-368,687,000","-394,201,000","-315,295,000","-475,752,000","-488,575,000","-554,329,000","-576,498,000","-482,270,000","-561,963,000","-647,932,000","-639,216,000","-561,035,000","-546,836,000","-471,947,000","-440,274,000","-248,204,000","-225,618,000","-128,612,000","-46,712,000","24,873,000","323,086,000","399,671,000","434,175,000","652,639,000","714,729,000","698,983,000","681,165,000","714,239,000","752,321,000","743,203,000","743,193,000","745,833,000","734,613,000","715,501,000","706,113,000","698,651,000","704,787,000","692,541,000","688,126,000","688,869,000","664,214,000","638,262,000","616,509,000","588,939,000","507,203,000","427,568,000","389,207,000","361,871,000","318,291,000","293,428,000","269,248,000","236,404,000","214,999,000","201,155,000","191,830,000","184,966,000","177,170,000","169,778,000","167,300,000","160,400,000","154,600,000","144,000,000","133,700,000","122,000,000","112,700,000","103,400,000","96,500,000","91,400,000","85,200,000","80,100,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,130,000","41,679,000","41,679,000","41,705,000","16,466,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
