name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
OperatingCashFlow,"-134,946,000","-38,869,000","-34,908,000","-34,817,000","-26,352,000","-28,262,000","-22,764,000","-15,075,000","-13,077,000","-16,387,000","-12,067,000","-15,380,000","-9,324,000","-8,345,000","-6,193,000","-5,889,000"
	CashFlowFromContinuingOperatingActivities,"-134,946,000","-38,869,000","-34,908,000","-34,817,000","-26,352,000","-28,262,000","-22,764,000","-15,075,000","-13,077,000","-16,387,000","-12,067,000","-15,380,000","-9,324,000","-8,345,000","-6,193,000","-5,889,000"
		NetIncomeFromContinuingOperations,"-185,414,000","-51,894,000","-50,642,000","-44,164,000","-38,714,000","-31,644,000","-24,622,000","-20,270,000","-18,839,000","-17,624,000","-14,815,000","-10,172,000","-10,676,000","-7,470,000","-9,053,000","-6,517,000"
		DepreciationAmortizationDepletion,"5,035,000","1,224,000","1,303,000","1,095,000","1,413,000","673,000","312,000","248,000","243,000","222,000","-1,022,000","1,360,000","145,000","114,000","87,000","71,000"
			DepreciationAndAmortization,"5,035,000","1,224,000","1,303,000","1,095,000","1,413,000","673,000","312,000","248,000","243,000","222,000","-1,022,000","1,360,000","145,000","114,000","87,000","71,000"
				Depreciation,"5,035,000","1,224,000","1,303,000","1,095,000","1,413,000","673,000","312,000","248,000","243,000","222,000","-1,022,000","1,360,000","145,000","114,000","87,000","71,000"
		AmortizationOfSecurities,"594,000","165,000","138,000","154,000","137,000","195,000","204,000","131,000","-52,000","-306,000","-254,000",,,"0",,
		StockBasedCompensation,"31,868,000","11,499,000","8,548,000","6,212,000","5,609,000","5,504,000","2,582,000","2,594,000","1,955,000","1,323,000","400,000","334,000","141,000","139,000","119,000","20,000"
		OtherNonCashItems,"3,569,000","1,001,000","875,000","858,000","835,000","672,000","646,000","640,000","636,000","629,000",,,"-35,000","305,000",,
		ChangeInWorkingCapital,"9,245,000","-864,000","4,713,000","1,028,000","4,368,000","-3,662,000","-1,886,000","1,582,000","2,980,000","-631,000","1,888,000","-6,580,000","1,101,000","-1,433,000","2,627,000","537,000"
			ChangeInReceivables,,,,"0","0","0","0","0","0","35,000","0","0","0","0","0","0"
			ChangeInPrepaidAssets,"135,000","933,000","-1,605,000","-120,000","927,000","-2,500,000","-2,473,000","-1,324,000","2,810,000","735,000","-77,000","-4,582,000","236,000","-989,000","186,000","199,000"
			ChangeInPayablesAndAccruedExpense,"12,452,000","-882,000","7,224,000","1,989,000","4,121,000","-113,000","1,285,000","3,761,000","787,000","-798,000","2,658,000","-1,038,000","525,000","-209,000","2,467,000","378,000"
				ChangeInPayable,"-1,637,000","-1,244,000","1,932,000","-1,965,000","-360,000","1,045,000","2,464,000","639,000","478,000","-1,383,000","1,306,000","-766,000","-400,000","1,821,000","131,000","17,000"
					ChangeInTaxPayable,,,,,,,,,,,"0","0",,,"0","0"
						ChangeInIncomeTaxPayable,,,,,,,,,,,"0","0",,,"0","0"
					ChangeInAccountPayable,"-1,637,000","-1,244,000","1,932,000","-1,965,000","-360,000","1,045,000","2,464,000","639,000","478,000","-1,383,000","1,306,000","-766,000","-400,000","1,821,000","131,000","17,000"
				ChangeInAccruedExpense,"14,089,000","362,000","5,292,000","3,954,000","4,481,000","-1,158,000","-1,179,000","3,122,000","309,000","585,000","1,352,000","-272,000","925,000","-2,030,000","2,336,000","361,000"
			ChangeInOtherCurrentAssets,"-121,000","29,000","-126,000","-79,000","55,000","-338,000","-62,000",,,,"-258,000","0",,,"0","9,000"
			ChangeInOtherCurrentLiabilities,"-3,221,000","-944,000","-780,000","-762,000","-735,000","-711,000","-636,000","-627,000","-617,000","-603,000","-435,000","-846,000","226,000","-235,000","0","0"
			ChangeInOtherWorkingCapital,,,,,,,"-62,000",,,,,,,,"-26,000","-49,000"
InvestingCashFlow,"-43,916,000","-19,123,000","1,848,000","-46,699,000","20,058,000","39,611,000","20,650,000","11,485,000","-2,953,000","28,529,000","-143,727,000","-58,363,000","-433,000","-715,000","-357,000","-110,000"
	CashFlowFromContinuingInvestingActivities,"-43,916,000","-19,123,000","1,848,000","-46,699,000","20,058,000","39,611,000","20,650,000","11,485,000","-2,953,000","28,529,000","-143,727,000","-58,363,000","-433,000","-715,000","-357,000","-110,000"
		NetPPEPurchaseAndSale,"-10,148,000","-2,977,000","-1,763,000","-2,246,000","-3,162,000","-6,073,000","-6,708,000","-6,565,000","-2,524,000","-1,705,000","-600,000","-589,000","-433,000","-715,000","-357,000","-110,000"
			PurchaseOfPPE,"-10,148,000","-2,977,000","-1,763,000","-2,246,000","-3,162,000","-6,073,000","-6,708,000","-6,565,000","-2,524,000","-1,705,000","-600,000","-589,000","-433,000","-715,000","-357,000","-110,000"
		NetInvestmentPurchaseAndSale,"-33,768,000","-16,146,000","3,611,000","-44,453,000","23,220,000","45,684,000","27,358,000","18,050,000","-429,000","30,234,000","-143,127,000",,,"0",,
			PurchaseOfInvestment,"-156,505,000","-40,146,000","-17,989,000","-62,697,000","-35,673,000","-12,989,000","-44,817,000","-36,445,000","-86,171,000","-41,131,000","-151,127,000",,,"0",,
