name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
TotalRevenue,"477,332,000","124,751,000","142,861,000","111,149,000","98,571,000","82,556,000","114,836,000","110,236,000","66,632,000","65,450,000","122,413,000","106,116,000","83,598,000","57,880,000","122,158,000","131,174,000","110,948,000","100,638,000","124,774,000","104,887,000","79,194,000","61,803,000"
	OperatingRevenue,"477,332,000","124,751,000","142,861,000","111,149,000","98,571,000","82,556,000","114,836,000","110,236,000","66,632,000","65,450,000","122,413,000","106,116,000","83,598,000","57,880,000","122,158,000","131,174,000","110,948,000","100,638,000","124,774,000","104,887,000","79,194,000","61,803,000"
CostOfRevenue,"361,529,000","91,176,000","111,145,000","86,806,000","72,402,000","56,749,000","90,298,000","88,827,000","61,143,000","61,497,000","108,707,000","95,613,000","73,948,000","55,935,000","117,177,000","101,427,000","82,654,000","71,585,000","94,957,000","76,535,000","62,482,000","45,450,000"
GrossProfit,"115,803,000","33,575,000","31,716,000","24,343,000","26,169,000","25,807,000","24,538,000","21,409,000","5,489,000","3,953,000","13,706,000","10,503,000","9,650,000","1,945,000","4,981,000","29,747,000","28,294,000","29,053,000","29,817,000","28,352,000","16,712,000","16,353,000"
OperatingExpense,"162,404,000","42,168,000","38,692,000","39,275,000","42,269,000","37,225,000","40,197,000","39,293,000","35,742,000","45,065,000","46,636,000","41,420,000","43,019,000","42,918,000","40,991,000","37,300,000","33,190,000","28,115,000","25,740,000","22,609,000","19,320,000","16,450,000"
	SellingGeneralAndAdministration,"101,753,000","25,789,000","25,048,000","24,898,000","26,018,000","22,434,000","24,931,000","23,857,000","21,550,000","29,822,000","29,708,000","24,719,000","25,425,000","24,757,000","24,126,000","21,200,000","19,386,000","16,090,000","15,943,000","14,320,000","10,707,000","8,466,000"
		GeneralAndAdministrativeExpense,"50,883,000","12,621,000","12,584,000","12,119,000","13,559,000","11,227,000","11,338,000","11,137,000","9,837,000","18,784,000","15,112,000","11,062,000","10,914,000","10,536,000","8,656,000","8,357,000","6,318,000","4,878,000","4,670,000","4,337,000","3,344,000","2,745,000"
			OtherGandA,"50,883,000","12,621,000","12,584,000","12,119,000","13,559,000","11,227,000","11,338,000","11,137,000","9,837,000","18,784,000","15,112,000","11,062,000","10,914,000","10,536,000","8,656,000","8,357,000","6,318,000","4,878,000","4,670,000","4,337,000","3,344,000","2,745,000"
		SellingAndMarketingExpense,"50,870,000","13,168,000","12,464,000","12,779,000","12,459,000","11,207,000","13,593,000","12,720,000","11,713,000","11,038,000","14,596,000","13,657,000","14,511,000","14,221,000","15,470,000","12,843,000","13,068,000","11,212,000","11,273,000","9,983,000","7,363,000","5,721,000"
	ResearchAndDevelopment,"60,651,000","16,379,000","13,644,000","14,377,000","16,251,000","14,791,000","15,266,000","15,436,000","14,192,000","15,243,000","16,928,000","16,701,000","17,594,000","18,161,000","16,865,000","16,100,000","13,804,000","12,025,000","9,797,000","8,289,000","8,613,000","7,984,000"
OperatingIncome,"-46,601,000","-8,593,000","-6,976,000","-14,932,000","-16,100,000","-11,418,000","-15,659,000","-17,884,000","-30,253,000","-41,112,000","-32,930,000","-30,917,000","-33,369,000","-40,973,000","-36,010,000","-7,553,000","-4,896,000","938,000","4,077,000","5,743,000","-2,608,000","-97,000"
NetNonOperatingInterestIncomeExpense,"-18,000","-5,000","-15,000","-1,000","3,000","24,000","42,000","74,000","151,000","535,000","567,000","596,000","712,000","862,000","736,000","503,000",,,,"0",,
	InterestIncomeNonOperating,,,"-15,000",,"3,000","24,000","42,000","74,000","151,000","535,000","567,000","596,000","712,000","862,000","736,000","503,000",,,,"0",,
	InterestExpenseNonOperating,,,"15,000","1,000",,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,"5,000",,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-6,460,000","332,000","351,000","-84,000","-7,059,000","855,000","589,000","466,000","1,029,000","1,396,000","55,503,000","17,000","-686,000","-953,000","-3,857,000","-5,952,000","-12,638,000","-5,982,000","-1,087,000","716,000","593,000","340,000"
	SpecialIncomeCharges,"-10,737,000","-79,000","-254,000","-683,000","-9,721,000","-54,000","-10,000","-77,000","-82,000","213,000","54,728,000","-137,000","-717,000","-906,000","-3,603,000","-5,823,000","-11,269,000","-6,557,000","-1,384,000","0",,"0"
		RestructuringAndMergernAcquisition,"1,621,000","79,000","254,000","683,000","605,000","54,000","10,000","77,000","82,000","79,000","153,000","137,000","717,000","906,000","3,603,000","5,823,000","11,269,000","6,557,000","1,384,000","0",,"0"
		ImpairmentOfCapitalAssets,,,"0","0","9,116,000",,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,"0","0","0","0","0","0","0","292,000","54,728,000","-137,000","-717,000","-906,000","-3,603,000","-5,823,000","-11,269,000","-6,557,000","-1,384,000","0",,"0"
	OtherNonOperatingIncomeExpenses,"4,277,000","411,000","605,000","599,000","2,662,000","909,000","599,000","543,000","1,111,000","1,183,000","775,000","154,000","31,000","-47,000","976,000","-129,000","-1,369,000","575,000","297,000","716,000","593,000","340,000"
PretaxIncome,"-53,079,000","-8,266,000","-6,640,000","-15,017,000","-23,156,000","-10,539,000","-15,028,000","-17,344,000","-29,073,000","-39,181,000","23,140,000","-30,304,000","-33,343,000","-41,064,000","-39,131,000","-13,002,000","-17,534,000","-5,044,000","2,990,000","6,459,000","-2,015,000","243,000"
TaxProvision,"710,000","213,000","152,000","181,000","164,000","180,000","182,000","115,000","183,000","145,000","3,525,000","286,000","349,000","220,000","-58,000","223,000","288,000","319,000","327,000","445,000","137,000","219,000"
NetIncomeCommonStockholders,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-258,000","-4,563,000","6,014,000","-2,152,000","24,000"
	NetIncome,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-5,363,000","2,663,000","6,014,000","-2,152,000","24,000"
		NetIncomeIncludingNoncontrollingInterests,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-5,363,000","2,663,000","6,014,000","-2,152,000","24,000"
			NetIncomeContinuousOperations,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-5,363,000","2,663,000","6,014,000","-2,152,000","24,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,"-5,105,000",,,,
DilutedNIAvailtoComStockholders,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-258,000","-4,563,000","6,014,000","-2,152,000","24,000"
BasicEPS,,"-0.1","-0.08","-0.18","-0.28","-0.13","-0.19","-0.22","-0.38","-0.51","0.26","-0.41","-0.45","-0.55","-0.43","-0.19","-0.245","-0.004",,"0.083","-0.03","0"
DilutedEPS,,"-0.1","-0.08","-0.18","-0.28","-0.13","-0.19","-0.22","-0.38","-0.51","0.26","-0.41","-0.45","-0.55","-0.43","-0.19","-0.245","-0.004",,"0.083","-0.03","0"
BasicAverageShares,,"85,222,000","84,367,000","83,809,000","82,134,000","80,370,000","79,164,000","78,662,000","77,885,000","76,560,000","75,805,000","75,337,000","74,729,000","74,409,000","74,247,000","69,600,000","72,715,000","72,715,000",,"72,715,000","72,715,000","72,715,000"
DilutedAverageShares,,"85,222,000","84,367,000","83,809,000","82,134,000","80,370,000","79,164,000","78,662,000","77,885,000","76,560,000","76,090,000","75,337,000","74,729,000","74,409,000","74,247,000","69,600,000","72,715,000","72,715,000",,"72,715,000","72,715,000","72,715,000"
TotalOperatingIncomeAsReported,"-57,338,000","-8,672,000","-7,230,000","-15,615,000","-25,821,000","-11,472,000","-15,669,000","-17,961,000","-30,335,000","-40,899,000","21,798,000","-31,054,000","-34,086,000","-41,879,000","-39,613,000","-13,376,000","-16,165,000","-5,619,000","2,693,000","5,743,000","-2,608,000","-97,000"
TotalExpenses,"523,933,000","133,344,000","149,837,000","126,081,000","114,671,000","93,974,000","130,495,000","128,120,000","96,885,000","106,562,000","155,343,000","137,033,000","116,967,000","98,853,000","158,168,000","138,727,000","115,844,000","99,700,000","120,697,000","99,144,000","81,802,000","61,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-5,363,000","2,663,000","6,014,000","-2,152,000","24,000"
NormalizedIncome,"-47,346,800","-8,431,600","-6,606,580","-14,699,410","-16,223,670","-10,679,580","-15,202,700","-17,402,790","-29,196,140","-39,481,490","-26,776,085.566","-30,489,990","-33,168,590","-40,622,620","-34,247,163.477","-8,974,210","-9,595,630","-576,390","3,895,639.465","6,014,000","-2,152,000","24,000"
InterestIncome,,,"-15,000",,"3,000","24,000","42,000","74,000","151,000","535,000","567,000","596,000","712,000","862,000","736,000","503,000",,,,"0",,
InterestExpense,,,"15,000","1,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"-18,000","-5,000","-15,000","-1,000","3,000","24,000","42,000","74,000","151,000","535,000","567,000","596,000","712,000","862,000","736,000","503,000",,,,"0",,
EBIT,"-46,601,000","-8,593,000","-6,976,000","-15,016,000","-16,100,000","-11,418,000","-15,659,000","-17,884,000","-30,253,000","-41,112,000","-32,930,000","-30,917,000","-33,369,000","-40,973,000","-36,010,000","-7,553,000","-4,896,000","938,000","4,077,000","5,743,000","-2,608,000","-97,000"
EBITDA,"-40,871,000"
ReconciledCostOfRevenue,"361,529,000","91,176,000","111,145,000","86,806,000","72,402,000","56,749,000","90,298,000","88,827,000","61,143,000","61,497,000","108,707,000","95,613,000","73,948,000","55,935,000","117,177,000","101,427,000","82,654,000","71,585,000","94,957,000","76,535,000","62,482,000","45,450,000"
ReconciledDepreciation,"5,730,000","1,302,000","1,429,000","1,377,000","1,622,000","1,547,000","2,182,000","2,548,000","2,703,000","2,773,000","-269,000","3,863,000","4,062,000","3,025,000","1,901,000","1,450,000","1,069,000","887,000","929,000","906,000","952,000","953,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-53,789,000","-8,479,000","-6,792,000","-15,198,000","-23,320,000","-10,719,000","-15,210,000","-17,459,000","-29,256,000","-39,326,000","19,615,000","-30,590,000","-33,692,000","-41,284,000","-39,073,000","-13,225,000","-17,822,000","-5,363,000","2,663,000","6,014,000","-2,152,000","24,000"
TotalUnusualItemsExcludingGoodwill,"-10,737,000","-79,000","-254,000","-683,000","-9,721,000","-54,000","-10,000","-77,000","-82,000","213,000","54,728,000","-137,000","-717,000","-906,000","-4,833,000","-5,823,000","-11,269,000","-6,557,000","-1,384,000","0",,"0"
TotalUnusualItems,"-10,737,000","-79,000","-254,000","-683,000","-9,721,000","-54,000","-10,000","-77,000","-82,000","213,000","54,728,000","-137,000","-717,000","-906,000","-4,833,000","-5,823,000","-11,269,000","-6,557,000","-1,384,000","0",,"0"
NormalizedEBITDA,"-30,134,000","-7,212,000","-5,293,000","-12,956,000","-4,757,000","-9,817,000","-13,467,000","-15,259,000","-27,468,000","-38,552,000","-87,658,000","-26,917,000","-28,590,000","-37,042,000","-29,276,000","-280,000","7,442,000","8,382,000","6,390,000","6,649,000","-1,656,000","856,000"
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.152","0.27","0.27","0.27","0.001","0.27","0.27","0.27","0.109","0.069","0.4","0.4"
TaxEffectOfUnusualItems,"-4,294,800","-31,600","-68,580","-184,410","-2,624,670","-14,580","-2,700","-20,790","-22,140","57,510","8,336,914.434","-36,990","-193,590","-244,620","-7,163.477","-1,572,210","-3,042,630","-1,770,390","-151,360.535","0","0","0"
