name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"1,651,393,000","1,663,373,000","1,489,285,000","1,486,757,000","1,377,363,000","1,327,584,000"
	CurrentAssets,"186,482,000","171,617,000","162,654,000","267,328,000","138,915,000","143,828,000"
		CashCashEquivalentsAndShortTermInvestments,"101,201,000","93,993,000","95,588,000","199,470,000","86,974,000","96,035,000"
			CashAndCashEquivalents,"101,201,000","93,993,000","95,588,000","199,470,000","86,974,000","96,035,000"
		Receivables,"55,179,000","51,553,000","45,294,000","43,600,000","38,181,000","34,804,000"
			AccountsReceivable,"42,318,000","40,514,000","31,699,000","31,458,000","29,305,000","24,966,000"
				GrossAccountsReceivable,"44,418,000","42,414,000","33,499,000","33,358,000","30,705,000","25,966,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,100,000","-1,900,000","-1,800,000","-1,900,000","-1,400,000","-1,000,000"
			OtherReceivables,"12,861,000","11,039,000","13,595,000","12,142,000","8,876,000","9,838,000"
		PrepaidAssets,"26,304,000","22,505,000","19,015,000","21,147,000","11,809,000","10,686,000"
		RestrictedCash,"3,798,000","3,566,000","2,757,000","3,111,000","1,951,000","2,303,000"
	TotalNonCurrentAssets,"1,464,911,000","1,491,756,000","1,326,631,000","1,219,429,000","1,238,448,000","1,183,756,000"
		NetPPE,"13,367,000","13,509,000","14,080,000","14,035,000","14,095,000","14,705,000"
			GrossPPE,"24,765,000","23,890,000","23,222,000","22,221,000","21,366,000","21,069,000"
				Properties,"0","0","0","0","0","0"
				MachineryFurnitureEquipment,"12,735,000","11,858,000","11,185,000","10,280,000","9,478,000","9,183,000"
				Leases,"12,030,000","12,032,000","12,037,000","11,941,000","11,888,000","11,886,000"
			AccumulatedDepreciation,"-11,398,000","-10,381,000","-9,142,000","-8,186,000","-7,271,000","-6,364,000"
		GoodwillAndOtherIntangibleAssets,"1,430,508,000","1,453,951,000","1,286,758,000","1,188,127,000","1,208,088,000","1,154,949,000"
			Goodwill,"921,615,000","921,416,000","796,218,000","719,651,000","719,408,000","668,151,000"
			OtherIntangibleAssets,"508,893,000","532,535,000","490,540,000","468,476,000","488,680,000","486,798,000"
		OtherNonCurrentAssets,"21,036,000","24,296,000","25,793,000","17,267,000","16,265,000","14,102,000"
TotalLiabilitiesNetMinorityInterest,"672,860,000","677,725,000","505,488,000","883,390,000","871,605,000","808,428,000"
	CurrentLiabilities,"108,880,000","103,428,000","87,620,000","94,289,000","83,102,000","86,701,000"
		PayablesAndAccruedExpenses,"61,930,000","59,665,000","51,280,000","57,486,000","49,270,000","57,539,000"
			Payables,"8,195,000","10,325,000","9,643,000","11,667,000","12,737,000","11,131,000"
				AccountsPayable,"8,195,000","10,325,000","9,643,000","11,667,000","12,737,000","11,131,000"
			CurrentAccruedExpenses,"53,735,000","49,340,000","41,637,000","45,819,000","36,533,000","46,408,000"
		CurrentDebtAndCapitalLeaseObligation,"11,070,000","10,943,000","6,279,000","8,000,000","8,000,000","7,294,000"
			CurrentDebt,"11,070,000","10,943,000","6,279,000","8,000,000","8,000,000","7,294,000"
				OtherCurrentBorrowings,,,,"8,000,000",,
		CurrentDeferredLiabilities,"35,880,000","32,820,000","30,061,000","28,803,000","25,832,000","21,868,000"
			CurrentDeferredRevenue,"35,880,000","32,820,000","30,061,000","28,803,000","25,832,000","21,868,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"563,980,000","574,297,000","417,868,000","789,101,000","788,503,000","721,727,000"
		LongTermDebtAndCapitalLeaseObligation,"534,122,000","535,184,000","378,789,000","758,243,000","758,383,000","691,038,000"
			LongTermDebt,"534,122,000","535,184,000","378,789,000","758,243,000","758,383,000","691,038,000"
		NonCurrentDeferredLiabilities,"10,729,000","20,665,000","22,143,000","13,745,000","13,449,000","13,063,000"
			NonCurrentDeferredTaxesLiabilities,"7,747,000","17,862,000","19,632,000","11,093,000","10,860,000","10,766,000"
			NonCurrentDeferredRevenue,"2,982,000","2,803,000","2,511,000","2,652,000","2,589,000","2,297,000"
		PreferredSecuritiesOutsideStockEquity,,,,"1,033,197,000","923,415,000",
		OtherNonCurrentLiabilities,"19,129,000","18,448,000","16,936,000","17,113,000","16,671,000","17,626,000"
TotalEquityGrossMinorityInterest,"978,533,000","985,648,000","983,797,000","603,367,000","505,758,000","519,156,000"
	StockholdersEquity,"978,533,000","985,648,000","983,797,000","603,367,000","505,758,000","519,156,000"
		CapitalStock,"2,000","2,000","2,000","1,033,197,000","923,415,000","908,310,000"
			PreferredStock,"0","0","0","1,033,197,000","923,415,000","908,310,000"
			CommonStock,"2,000","2,000","2,000","0","0","0"
		AdditionalPaidInCapital,"1,507,501,000","1,500,643,000","1,493,266,000","39,305,000","27,513,000","40,564,000"
		RetainedEarnings,"-526,539,000","-513,230,000","-508,499,000","-471,593,000","-447,259,000","-431,264,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,431,000","-1,767,000","-972,000","2,458,000","2,089,000","1,546,000"
TotalCapitalization,"1,512,655,000","1,520,832,000","1,362,586,000","1,361,610,000","1,264,141,000","1,210,194,000"
PreferredStockEquity,,,,"1,033,197,000","923,415,000","908,310,000"
