name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
TotalAssets,"192,097,000,000","188,409,000,000","187,007,000,000","185,104,000,000","187,217,000,000","183,349,000,000","179,228,000,000","179,874,000,000","176,719,000,000","165,733,000,000","164,362,000,000","162,749,000,000","161,342,000,000","160,518,000,000","158,598,000,000","155,431,000,000","153,453,000,000","152,336,000,000","151,356,000,000","151,407,000,000","150,285,000,000","149,520,000,000","147,015,000,000","145,183,000,000","140,077,000,000","138,208,000,000","135,447,000,000","137,251,000,000","136,535,000,000","132,857,000,000","131,341,000,000","130,279,000,000","126,892,000,000","122,154,000,000"
TotalLiabilitiesNetMinorityInterest,"170,023,000,000","164,989,000,000","163,584,000,000","161,905,000,000","164,564,000,000","160,676,000,000","156,759,000,000","157,456,000,000","154,769,000,000","143,532,000,000","142,511,000,000","140,732,000,000","139,811,000,000","139,701,000,000","138,322,000,000","134,964,000,000","133,394,000,000","132,066,000,000","131,247,000,000","131,343,000,000","130,438,000,000","129,773,000,000","126,834,000,000","124,957,000,000","120,112,000,000","118,562,000,000","115,847,000,000","117,665,000,000","116,971,000,000","113,589,000,000","111,958,000,000","110,682,000,000","107,450,000,000","102,958,000,000"
TotalEquityGrossMinorityInterest,"22,074,000,000","23,420,000,000","23,423,000,000","23,199,000,000","22,653,000,000","22,673,000,000","22,469,000,000","22,418,000,000","21,950,000,000","22,201,000,000","21,851,000,000","22,017,000,000","21,531,000,000","20,817,000,000","20,276,000,000","20,467,000,000","20,059,000,000","20,270,000,000","20,109,000,000","20,064,000,000","19,847,000,000","19,747,000,000","20,181,000,000","20,226,000,000","19,965,000,000","19,646,000,000","19,600,000,000","19,586,000,000","19,564,000,000","19,268,000,000","19,383,000,000","19,597,000,000","19,442,000,000","19,196,000,000"
	StockholdersEquity,"22,074,000,000","23,420,000,000","23,423,000,000","23,199,000,000","22,653,000,000","22,673,000,000","22,469,000,000","22,418,000,000","21,950,000,000","22,201,000,000","21,851,000,000","22,017,000,000","21,531,000,000","20,817,000,000","20,276,000,000","20,467,000,000","20,059,000,000","20,270,000,000","20,109,000,000","20,064,000,000","19,847,000,000","19,747,000,000","20,181,000,000","20,226,000,000","19,965,000,000","19,646,000,000","19,600,000,000","19,586,000,000","19,564,000,000","19,268,000,000","19,383,000,000","19,597,000,000","19,442,000,000","19,196,000,000"
		CapitalStock,"2,020,000,000","2,020,000,000","2,020,000,000","2,020,000,000","1,971,000,000","1,971,000,000","1,971,000,000","1,971,000,000","1,576,000,000","1,576,000,000","1,139,000,000","1,139,000,000","1,138,000,000","846,000,000","549,000,000","549,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","253,000,000","6,000,000","6,000,000","6,000,000","6,000,000","0","6,000,000"
			PreferredStock,"2,014,000,000","2,014,000,000","2,014,000,000","2,014,000,000","1,965,000,000","1,965,000,000","1,965,000,000","1,965,000,000","1,570,000,000","1,570,000,000","1,133,000,000","1,133,000,000","1,132,000,000","840,000,000","543,000,000","543,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","247,000,000","0","0","0","0","0","0"
			CommonStock,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000",,"6,000,000"
		AdditionalPaidInCapital,"19,021,000,000","19,005,000,000","18,981,000,000","18,964,000,000","18,945,000,000","18,940,000,000","18,922,000,000","18,908,000,000","18,901,000,000","18,891,000,000","18,876,000,000","18,860,000,000","18,847,000,000","18,815,000,000","18,816,000,000","18,806,000,000","18,797,000,000","18,781,000,000","18,768,000,000","18,761,000,000","18,751,000,000","18,722,000,000","18,740,000,000","18,735,000,000","18,730,000,000","18,725,000,000","18,718,000,000","18,714,000,000","18,707,000,000","18,676,000,000","18,660,000,000","18,603,000,000","18,609,000,000","18,603,000,000"
		RetainedEarnings,"8,209,000,000","7,978,000,000","7,648,000,000","7,314,000,000","6,866,000,000","6,445,000,000","6,189,000,000","6,068,000,000","6,011,000,000","6,498,000,000","6,229,000,000","5,959,000,000","5,672,000,000","5,385,000,000","5,062,000,000","4,755,000,000","4,437,000,000","4,164,000,000","3,442,000,000","3,191,000,000","2,944,000,000","2,703,000,000","2,483,000,000","2,255,000,000","2,076,000,000","1,913,000,000","1,745,000,000","1,585,000,000","1,448,000,000","1,294,000,000","1,152,000,000","1,346,000,000","1,376,000,000","1,235,000,000"
		TreasuryStock,"4,918,000,000","4,918,000,000","4,718,000,000","4,718,000,000","4,718,000,000","4,623,000,000","4,623,000,000","4,623,000,000","4,623,000,000","4,353,000,000","3,953,000,000","3,453,000,000","3,333,000,000","3,133,000,000","2,833,000,000","2,433,000,000","2,283,000,000","2,108,000,000","1,773,000,000","1,548,000,000","1,418,000,000","1,263,000,000","1,108,000,000","858,000,000","858,000,000","858,000,000","857,000,000","607,000,000","357,000,000","336,000,000",,,,
