name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015
TotalRevenue,"1,291,979,000","315,323,000","395,598,000","301,091,000","279,967,000","219,811,000","319,905,000","216,113,000","139,355,000","160,660,000","215,944,000","164,203,000","159,924,000","120,987,000","160,468,000","118,825,000","112,333,000","85,668,000","102,648,000","79,413,000","72,804,000","53,352,000","72,410,000","52,956,000","47,182,000","30,378,000","42,658,000","28,768,000"
	OperatingRevenue,"1,291,979,000","315,323,000","395,598,000","301,091,000","279,967,000","219,811,000","319,905,000","216,113,000","139,355,000","160,660,000","215,944,000","164,203,000","159,924,000","120,987,000","160,468,000","118,825,000","112,333,000","85,668,000","102,648,000","79,413,000","72,804,000","53,352,000","72,410,000","52,956,000","47,182,000","30,378,000","42,658,000","28,768,000"
CostOfRevenue,"234,944,000","63,890,000","66,845,000","53,400,000","50,809,000","50,500,000","51,645,000","44,826,000","42,133,000","40,208,000","47,267,000","39,932,000","35,330,000","33,651,000","35,256,000","29,344,000","26,601,000","22,897,000","21,133,000","17,397,000","15,151,000","12,549,000","13,259,000","10,422,000","8,682,000","7,513,000","7,357,000","5,968,000"
GrossProfit,"1,057,035,000","251,433,000","328,753,000","247,691,000","229,158,000","169,311,000","268,260,000","171,287,000","97,222,000","120,452,000","168,677,000","124,271,000","124,594,000","87,336,000","125,212,000","89,481,000","85,732,000","62,771,000","81,515,000","62,016,000","57,653,000","40,803,000","59,151,000","42,534,000","38,500,000","22,865,000","35,301,000","22,800,000"
OperatingExpense,"957,055,000","268,486,000","354,114,000","167,245,000","167,210,000","161,527,000","161,828,000","128,505,000","112,994,000","109,686,000","116,027,000","102,344,000","92,645,000","81,666,000","76,244,000","67,218,000","59,570,000","52,841,000","52,197,000","43,608,000","37,959,000","38,867,000","35,114,000","27,483,000","23,466,000","19,469,000","17,316,000","13,608,000"
	SellingGeneralAndAdministration,"712,837,000","196,487,000","291,278,000","111,398,000","113,674,000","107,609,000","113,105,000","87,426,000","72,936,000","72,892,000","83,224,000","73,159,000","63,193,000","56,354,000","52,158,000","44,597,000","40,086,000","35,140,000","35,168,000","30,427,000","25,824,000","28,406,000","25,495,000","20,191,000","17,703,000","14,830,000","13,004,000","10,197,000"
		GeneralAndAdministrativeExpense,"448,615,000","125,799,000","218,777,000","52,120,000","51,919,000","51,845,000","54,365,000","42,789,000","35,865,000","38,598,000","40,293,000","37,017,000","32,121,000","33,617,000","25,094,000","21,310,000","19,396,000","19,110,000","16,631,000","14,227,000","11,658,000","15,930,000","10,721,000","8,591,000","6,452,000","6,399,000","4,740,000","3,359,000"
			OtherGandA,"448,615,000","125,799,000","218,777,000","52,120,000","51,919,000","51,845,000","54,365,000","42,789,000","35,865,000","38,598,000","40,293,000","37,017,000","32,121,000","33,617,000","25,094,000","21,310,000","19,396,000","19,110,000","16,631,000","14,227,000","11,658,000","15,930,000","10,721,000","8,591,000","6,452,000","6,399,000","4,740,000","3,359,000"
		SellingAndMarketingExpense,"264,222,000","70,688,000","72,501,000","59,278,000","61,755,000","55,764,000","58,740,000","44,637,000","37,071,000","34,294,000","42,931,000","36,142,000","31,072,000","22,737,000","27,064,000","23,287,000","20,690,000","16,030,000","18,537,000","16,200,000","14,166,000","12,476,000","14,774,000","11,600,000","11,251,000","8,431,000","8,264,000","6,838,000"
	ResearchAndDevelopment,"244,218,000","71,999,000","62,836,000","55,847,000","53,536,000","53,918,000","48,723,000","41,079,000","40,058,000","36,794,000","32,803,000","29,185,000","29,452,000","25,312,000","24,086,000","22,621,000","19,484,000","17,701,000","17,029,000","13,181,000","12,135,000","10,461,000","9,619,000","7,292,000","5,763,000","4,639,000","4,312,000","3,411,000"
OperatingIncome,"99,980,000","-17,053,000","-25,361,000","80,446,000","61,948,000","7,784,000","106,432,000","42,782,000","-15,772,000","10,766,000","52,650,000","21,927,000","31,949,000","5,670,000","48,968,000","22,263,000","26,162,000","9,930,000","29,318,000","18,408,000","19,694,000","1,936,000","24,037,000","15,051,000","15,034,000","3,396,000","17,985,000","9,192,000"
NetNonOperatingInterestIncomeExpense,"-2,061,000","-1,076,000","-474,000","-317,000","-194,000","-45,000","-84,000","-235,000","-104,000","1,092,000","956,000","1,480,000","1,286,000","997,000","220,000","237,000","32,000","-156,000","-501,000","-513,000","-413,000","-364,000","-411,000","-1,347,000","-482,000","-835,000","-425,000","-295,000"
	InterestExpenseNonOperating,,,,,,,,,,"-1,092,000",,,,,,,,"156,000","501,000","513,000","413,000","364,000","411,000","1,347,000","482,000","835,000","425,000","295,000"
	TotalOtherFinanceCost,"2,061,000","1,076,000","474,000","317,000","194,000","45,000",,"235,000","104,000",,"-956,000","-1,480,000","-1,286,000","-997,000",,"-237,000","-32,000",,,,,,,,,,,
OtherIncomeExpense,"-1,309,000","795,000","-747,000","-1,153,000","-204,000","353,000","613,000","12,000","-90,000","-1,509,000","89,000","412,000","134,000","-1,330,000","116,000","-395,000","-1,096,000","-544,000","-781,000","-1,841,000","-890,000","-428,000","-662,000","-4,740,000","-778,000","-4,429,000","-4,888,000","-1,081,000"
	GainOnSaleOfSecurity,"-1,309,000","795,000","-747,000","-1,153,000","-204,000","353,000","613,000","12,000","-352,000","-1,234,000","89,000","412,000","134,000","-1,330,000","116,000","-395,000","-1,096,000","-544,000","-781,000","-1,841,000","-890,000","-428,000","-662,000","-4,740,000","-778,000","-4,429,000","-4,885,000","-1,081,000"
	SpecialIncomeCharges,,,,,,,,,"262,000","-275,000",,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,"-262,000","275,000",,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,,"-281,000","-1,221,000",,,,"529,000","-223,000","-194,000","-417,000",,"1,892,000",,,,,,,,"-2,354,000",,,,,,,,
PretaxIncome,"96,610,000","-17,334,000","-26,582,000","78,976,000","61,550,000","8,092,000","106,961,000","42,559,000","-15,966,000","10,349,000","53,695,000","23,819,000","33,369,000","5,337,000","49,304,000","22,105,000","25,098,000","9,230,000","28,036,000","16,054,000","18,391,000","1,144,000","22,964,000","8,964,000","13,774,000","-1,868,000","12,672,000","7,816,000"
TaxProvision,"-3,912,000","-2,736,000","-34,621,000","19,592,000","13,853,000","-14,550,000","-44,941,000","1,312,000","-41,077,000","-13,708,000","2,750,000","4,397,000","5,569,000","-4,814,000","9,869,000","1,813,000","5,755,000","160,000","11,225,000","5,825,000","-458,000","-3,765,000","12,684,000","5,320,000","6,176,000","-828,000","7,022,000","3,211,000"
NetIncomeCommonStockholders,"100,522,000","-14,598,000","8,039,000","59,384,000","47,697,000","22,642,000","151,902,000","41,247,000","25,111,000","24,057,000","50,945,000","19,422,000","27,800,000","10,151,000","39,435,000","20,292,000","19,343,000","9,070,000","16,811,000","10,229,000","18,849,000","4,909,000","10,280,000","972,000","2,392,000","-48,249,000","14,968,000","1,453,000"
