name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002
MarketCap,"6,227,980,221","7,874,901,113","8,725,341,839","11,003,501,940","9,296,512,920","7,372,777,496","6,004,007,211","5,048,207,489","4,080,585,643","2,624,389,865","3,737,436,105","3,518,443,919","3,420,585,380","3,515,372,146","3,471,075,610","3,574,815,658","3,499,835,026","3,455,383,839","3,378,949,659","2,553,767,992","4,002,865,287","5,758,160,761","5,693,066,596","6,283,612,623","5,850,522,023","5,300,962,351","4,493,505,625","5,282,101,533","6,038,770,033","6,417,204,696","6,179,575,049","5,500,608,438","5,216,031,159","6,505,219,922","6,603,870,367","6,678,378,479","6,438,107,458","6,012,031,890","5,837,056,126","6,132,629,300","5,934,782,976","6,073,822,662","5,000,168,864","4,715,341,952","4,444,485,066","4,907,599,297","4,284,960,214","3,339,707,048","3,045,714,426","3,357,786,246","2,563,569,652","2,555,212,907","2,231,647,088","2,134,744,297","1,232,575,654","1,715,058,634","1,955,279,880","3,186,382,027","3,613,327,916","3,704,133,069","3,103,929,288","3,030,960,738","2,733,352,674","2,563,144,466","1,852,267,725","2,130,519,590","1,848,658,705","1,501,022,363","1,988,990,399","1,517,398,151","1,660,216,158","1,745,512,128","1,558,514,002","1,283,647,776","1,173,118,084","1,071,479,986","877,538,446","633,813,565","384,712,608","322,886,102"
EnterpriseValue,"8,495,989,221","9,741,890,113","10,407,824,839","11,842,788,940","10,585,775,920","8,865,181,496","8,140,390,211","7,239,581,489","7,357,513,643","5,655,471,865","7,296,892,105","6,858,584,919","6,748,991,380","3,461,763,146","3,822,634,610","3,621,602,658","3,739,289,026","3,419,416,839","3,788,422,659","2,613,961,992","3,992,083,287","5,598,708,761","5,874,034,596","6,328,912,623","5,921,399,023","5,187,939,351","4,768,158,625","5,165,068,533","6,014,881,033","6,201,975,696","6,388,711,049","5,407,169,438","5,083,474,159","6,330,863,922","6,668,759,367","6,558,273,479","6,339,762,458","5,683,092,890","5,565,304,126","5,860,877,300","5,617,571,976","5,710,368,662","4,426,926,864","4,372,072,952","4,052,560,066","4,502,388,297","3,879,749,214","3,203,323,048","2,980,768,426","3,292,840,246","2,596,928,652","2,532,474,907","2,208,909,088","2,214,494,297","1,556,916,654","2,039,399,634","2,111,660,880","3,442,243,027","3,744,455,916","3,985,719,069","3,286,719,288","3,329,107,738","2,778,427,674","2,810,883,466","2,041,856,725","2,275,156,590","1,993,295,705","1,858,523,363","2,259,468,399","1,756,516,151","1,899,334,158","2,045,686,128","1,564,430,002","1,289,563,776","1,212,605,084","1,110,966,986","887,089,446","666,865,565","377,169,608","409,054,102"
PeRatio,"5.981","6.952","8.891","10.223","9.607","14.437","15.767","18.758","44.725","8.799","12.32","11.761","11.402","11.42","10.765","10.917","11.084","10.993","11.566","8.771","14.473","19.746","17.979","19.526","18.318","16.375","13.027","14.85","18.207","19.106","19.417","17.121","15.522","19.576","20.115","20.387","21.601","20.823","22.032","23.148","23.502","22.489","19.624","20.149","23.418","27.287","24.06","21.036","20.555","22.742",,,,,"9.099","12.661","13.984","21.667","24.444","25.376","21.965","25.495","25.365","27.341","20.688","31.222","27.237","26.026","42.255","23.662","26.154","31.304","29.018","24.08","25.254","23.34","21.229","16.112","10.16","11.156"
ForwardPeRatio,"7.123","7.949","14.535","16.34","13.793","16.287","14.006","12.987","98.039","7.843","11.521","11.161","11.338","11.351","10.672","10.881","11.211","11.416","10.929","8.13","10.142","13.569","13.699","14.97","18.116","15.337","11.947","13.812","16.077","17.065","16.208","16.42","15.361","16.667","16.502","19.231","16.75","15.65","15.873","16.556","16.722","18.116","17.361","17.153","16.287","18.215","19.685",,,,,"13.889",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,"3.923","5.029","5.053","8.532","2.277","2.501","22.17","1.274","2.037","2.218","2.227","1.724","1.62","1.409","0.881","0.949","0.909","0.613","0.676","0.904","0.972","1.07","1.394","1.227","0.855","0.925","1.077","1.151","1.028","1.037","0.965","1.102","1.148","1.392","1.296","1.211","1.338","2.788","1.441","1.13","1.101","1.017","0.917","1.07","1.187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.706","0.859","1.024","1.088","0.916","0.798","0.66","0.571","0.483","0.299","0.469","0.43","0.426","0.433","0.414","0.419","0.414","0.414","0.409","0.328","0.516","0.716","0.758","0.844","0.803","0.744","0.643","0.75","0.882","0.965","0.959","0.869","0.841","1.065","1.089","1.12","1.098","1.038","1.062","1.116","1.122","1.187","0.994","0.956","0.921","1.023","0.902","0.752","0.696","0.77","0.588","0.604","0.528","0.509","0.312","0.434","0.509","0.843","0.974","1.04","0.894","0.955","0.916","0.928","0.704","0.867","0.756","0.628","0.893","0.772","0.853","1.174","1.091","0.906","0.877","0.811","0.689","0.516","0.306","0.244"
PbRatio,"2.838","3.579","3.448","3.402","3.372","3.151","2.682","2.485","2.441","1.516","2.187","1.993","1.873","1.846","1.879","1.851","1.844","1.78","1.804","1.329","2.041","2.896","3.045","3.434","3.144","2.898","2.534","2.751","3.464","3.502","3.303","3.242","3.006","3.844","3.889","4.012","4.084","3.788","3.424","3.597","3.681","3.805","3.062","3.018","3.109","3.605","3.142","2.824","2.696","2.97","2.551","2.711","2.329","2.342","1.244","1.731","2.006","3.47","4.067","4.596","4.007","4.421","4.405","5.062","3.872","5.136","4.457","4.201","6.302","4.838","5.293","6.67","6.548","5.394","5.636","5.148","4.371","4.046","2.738","2.94"
EnterprisesValueRevenueRatio,"0.704","3.608","3.105","4.31","3.232","3.037","2.605","3.001","2.712","4.242","2.797","3.495","2.987","1.802","1.534","1.95","1.717","1.791","1.422","1.345","1.851","3.067","2.365","3.496","3.009","3.125","2.129","3.144","3.299","3.962","2.958","3.542","3.01","4.4","3.424","4.682","4.14","4.261","3.083","4.467","3.909","4.455","2.747","3.706","3.101","4.042","2.554","2.969","2.431","3.143","1.943","2.559","1.96","2.308","1.289","2.207","1.944","3.774","3.088","4.752","3.243","4.042","2.707","3.968","2.782","3.525","2.346","3.19","3.633","3.077","2.41","3.781","3.759","3.541","2.556","3.285","2.509","2.188","0.954","1.408"
EnterprisesValueEBITDARatio,"3.775","22.284","18.518","23.625","14.115","15.788","20.825","22.156","15.248","-49.778","42.132","44.575","30.779","23.259","18.803","32.488","16.376","23.932","14.966","22.114","17.379","38.35","25.587","48.633","29.96","36.855","18.09","42.343","30.645","42.294","21.351","44.45","30.534","41.84","25.062","55.153","34.77","41.595","22.332","51.487","42.346","45.59","20.284","44.48","26.495","48.42","21.903","55.668","26.216","44.773","18.78","44.254","24.304","52.391","-26.815","50.59","21.091","63.024","25.979","101.643","31.353","59.776","21.263","97.8","34.349","67.336","18.706","80.504","41.141","49.014","21.66","85.184","44.627","58.441","25.179","94.631","30.477","44.837","9.728","74.428"
