name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"965,939,000","937,118,000","727,407,000","641,447,000","593,987,000","559,708,000"
TotalLiabilitiesNetMinorityInterest,"541,898,000","490,585,000","328,401,000","261,727,000","232,424,000","320,960,000"
TotalEquityGrossMinorityInterest,"424,041,000","446,533,000","399,006,000","379,720,000","361,563,000","238,748,000"
	StockholdersEquity,"424,041,000","446,533,000","399,006,000","379,720,000","361,563,000","238,748,000"
		CapitalStock,"28,000","27,000","27,000","26,000","26,000","18,000"
			CommonStock,"28,000","27,000","27,000","26,000","26,000","18,000"
		AdditionalPaidInCapital,"370,570,000","368,609,000","370,442,000","369,379,000","368,245,000","263,366,000"
		RetainedEarnings,"53,443,000","77,897,000","28,537,000","10,315,000","-6,708,000","-24,636,000"
TotalCapitalization,"923,077,000","901,881,000","699,364,000","616,713,000","572,690,000","538,496,000"
CommonStockEquity,"424,041,000","446,533,000","399,006,000","379,720,000","361,563,000","238,748,000"
NetTangibleAssets,"424,041,000","446,533,000","399,006,000","379,720,000","361,563,000","238,748,000"
InvestedCapital,"923,077,000","901,881,000","699,364,000","616,713,000","572,690,000","538,496,000"
TangibleBookValue,"424,041,000","446,533,000","399,006,000","379,720,000","361,563,000","238,748,000"
TotalDebt,"499,036,000","455,348,000","300,358,000","236,993,000","211,127,000","299,748,000"
NetDebt,"470,352,000","423,663,000","275,045,000","217,869,000","175,101,000","255,092,000"
ShareIssued,"27,982,842","27,229,541","27,148,096","26,491,274","26,415,275","25,308,984"
OrdinarySharesNumber,"27,982,842","27,229,541","27,148,096","26,491,274","26,415,275","25,308,984"
