name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,01/31/2016
TotalAssets,"9,045,681,000","9,205,695,000","8,996,973,000","8,932,095,000","3,430,447,000","3,298,797,000","3,170,279,000","3,115,015,000","2,037,007,000","1,955,395,000","1,870,777,000","1,026,810,000","998,542,000","864,335,000","796,709,000","763,917,000","726,904,000","367,397,000","337,157,000","316,227,000","320,230,000","130,635,000","120,777,000","149,763,000"
	CurrentAssets,"2,898,643,000","3,040,633,000","2,852,868,000","2,877,158,000","3,012,139,000","2,878,567,000","2,757,539,000","2,706,935,000","1,633,523,000","1,599,725,000","1,526,600,000","697,020,000","676,929,000","709,330,000","658,114,000","633,376,000","636,163,000","315,416,000","294,672,000","274,686,000","279,799,000","92,790,000","86,982,000","125,668,000"
		CashCashEquivalentsAndShortTermInvestments,"2,487,129,000","2,501,791,000","2,482,059,000","2,468,903,000","2,690,066,000","2,556,191,000","2,495,142,000","2,514,513,000","1,446,777,000","1,403,024,000","1,366,255,000","557,465,000","547,483,000","563,768,000","546,003,000","536,256,000","547,041,000","229,714,000","223,618,000","213,219,000","224,226,000","37,672,000","42,133,000","87,945,000"
			CashAndCashEquivalents,"194,227,000","260,134,000","372,372,000","225,265,000","659,886,000","434,607,000","409,769,000","957,234,000","619,221,000","520,048,000","1,039,626,000","206,753,000","208,106,000","298,394,000","195,898,000","192,882,000","211,756,000","127,949,000","137,575,000","126,464,000","221,726,000","23,282,000","20,134,000","54,408,000"
			OtherShortTermInvestments,"2,292,902,000","2,241,657,000","2,109,687,000","2,243,638,000","2,030,180,000","2,121,584,000","2,085,373,000","1,557,279,000","827,556,000","882,976,000","326,629,000","350,712,000","339,377,000","265,374,000","350,105,000","343,374,000","335,285,000","101,765,000","86,043,000","86,755,000","2,500,000","14,390,000","21,999,000","33,537,000"
		Receivables,"258,911,000","397,509,000","253,568,000","238,478,000","218,474,000","194,818,000","139,473,000","110,540,000","111,039,000","130,115,000","101,778,000","87,851,000","83,328,000","91,926,000","70,136,000","59,839,000","50,368,000","52,248,000","46,882,000","35,304,000","32,171,000","34,544,000","26,515,000","23,009,000"
			AccountsReceivable,"258,911,000","397,509,000","253,568,000","238,478,000","218,474,000","194,818,000","139,473,000","110,540,000","111,039,000","130,115,000","101,778,000","87,851,000","83,328,000","91,926,000","70,136,000","59,839,000","50,368,000","52,248,000","46,882,000","35,304,000","32,171,000","34,544,000","26,515,000","23,009,000"
				GrossAccountsReceivable,"262,546,000","401,868,000","256,717,000","241,320,000","219,795,000","198,269,000","142,020,000","113,783,000","115,357,000","131,281,000","102,924,000","89,182,000","85,288,000","94,024,000","71,561,000","60,801,000","51,937,000","53,720,000","47,858,000","36,565,000","33,196,000","35,850,000","27,476,000","23,870,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,635,000","-4,359,000","-3,149,000","-2,842,000","-1,321,000","-3,451,000","-2,547,000","-3,243,000","-4,318,000","-1,166,000","-1,146,000","-1,331,000","-1,960,000","-2,098,000","-1,425,000","-962,000","-1,569,000","-1,472,000","-976,000","-1,261,000","-1,025,000","-1,306,000","-961,000","-861,000"
		PrepaidAssets,"75,483,000","66,605,000","56,776,000","115,251,000","55,777,000","81,609,000","82,016,000","44,074,000","40,912,000","32,950,000","29,023,000","24,642,000","20,542,000","29,451,000","20,280,000","17,433,000","20,203,000","16,973,000","10,038,000","12,884,000","10,271,000","7,025,000","6,075,000","4,570,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,"1,039,000","0"
		CurrentDeferredAssets,"77,120,000","74,728,000","60,465,000","54,526,000","47,822,000","45,949,000","40,908,000","37,808,000","34,795,000","33,636,000","29,544,000","27,062,000","25,576,000","24,185,000","21,695,000","19,848,000","18,551,000","16,481,000","14,134,000","13,279,000","13,131,000","13,549,000","11,220,000","10,144,000"
	TotalNonCurrentAssets,"6,147,038,000","6,165,062,000","6,144,105,000","6,054,937,000","418,308,000","420,230,000","412,740,000","408,080,000","403,484,000","355,670,000","344,177,000","329,790,000","321,612,000","155,004,000","138,595,000","130,541,000","90,741,000","51,981,000","42,485,000","41,541,000","40,431,000","37,845,000","33,795,000","24,095,000"
		NetPPE,"211,149,000","213,428,000","215,273,000","208,350,000","207,977,000","212,387,000","217,104,000","221,187,000","224,677,000","178,739,000","178,476,000","168,564,000","172,105,000","52,921,000","44,251,000","40,670,000","19,176,000","12,540,000","13,122,000","13,302,000","13,180,000","11,026,000","8,985,000","5,249,000"
			GrossPPE,"211,149,000","247,647,000","215,273,000","208,350,000","207,977,000","234,656,000","217,104,000","221,187,000","224,677,000","195,148,000","178,476,000","168,564,000","172,105,000","62,563,000",,,,"20,655,000",,,,"15,132,000","12,701,000","7,390,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,"0",,,,"0","0","0"
				BuildingsAndImprovements,"144,731,000","147,940,000","154,522,000","146,492,000","145,462,000","149,604,000","154,699,000","157,781,000","162,763,000","125,204,000","126,746,000","116,706,000","119,916,000",,,,,,,,,,,
				MachineryFurnitureEquipment,,"18,641,000",,,,"15,190,000",,,,"14,581,000",,,,"14,680,000",,,,"12,467,000",,,,"7,957,000","7,937,000","5,945,000"
				OtherProperties,"66,418,000","65,488,000","60,751,000","61,858,000","62,515,000","62,783,000","62,405,000","63,406,000","61,914,000","125,204,000","51,730,000","51,858,000","52,189,000",,,,,,,,,,,
				Leases,,"81,066,000",,,,"69,862,000",,,,"55,363,000",,,,"47,883,000",,,,"8,188,000",,,,"7,175,000","4,764,000","1,445,000"
			AccumulatedDepreciation,,"-34,219,000",,,,"-22,269,000",,,,"-16,409,000",,,,"-9,642,000",,,,"-8,115,000",,,,"-4,106,000","-3,716,000","-2,141,000"
		GoodwillAndOtherIntangibleAssets,"5,700,166,000","5,718,311,000","5,737,697,000","5,675,902,000","72,213,000","75,032,000","76,976,000","78,054,000","79,055,000","80,552,000","81,790,000","82,676,000","75,985,000","31,985,000","33,063,000","34,101,000","18,145,000","18,043,000","17,737,000","17,333,000","16,117,000","11,785,000","9,865,000","6,683,000"
