name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
MarketCap,"304,304,250","304,612,875","303,069,750","300,909,375","299,983,500","300,909,375"
EnterpriseValue,"304,346,806","304,655,431","303,112,306","300,951,931","300,026,056","300,951,931"
PeRatio,"77.04","82.25",,,,
PbRatio,"1.343","1.347",,,,
EnterprisesValueEBITDARatio,"-100.209","-132.147","-925.068","-1,208.002","-1,936.827","-2,948.919"
