name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"307,860,000","311,101,000","316,104,000","295,785,000","303,129,000","314,178,000","324,046,000","220,508,000","213,014,000","209,369,000","208,397,000","191,295,000","199,008,000","198,925,000","204,934,000","202,508,000","190,227,000","196,448,000","200,946,000","203,579,000","201,052,000","208,129,000","212,093,000","235,156,000","233,724,000","225,627,000","227,939,000","237,071,000","232,771,000","241,341,000","249,649,000","257,646,000","262,851,000","268,298,000","275,542,000","282,379,000","290,208,000","304,881,000","316,266,000","315,966,000","334,655,000","346,345,000","370,932,000","383,746,000","367,446,000","298,640,000","298,704,000","295,290,000","234,491,000","235,670,000","239,636,000","239,621,000","247,485,000","256,792,000","261,637,000","260,958,000","268,037,000","273,428,000","271,523,000","265,474,000","79,123,000","73,928,000","19,583,000"
	CurrentAssets,"133,073,000","134,599,000","135,423,000","159,017,000","160,965,000","171,054,000","179,656,000","73,755,000","67,305,000","62,813,000","63,467,000","68,884,000","80,546,000","91,418,000","96,795,000","95,732,000","82,069,000","87,192,000","90,959,000","92,983,000","91,107,000","98,683,000","102,808,000","125,040,000","57,916,000","109,634,000","106,139,000","116,358,000","116,836,000","125,646,000","133,093,000","139,512,000","145,219,000","148,548,000","148,586,000","153,844,000","159,238,000","167,374,000","170,685,000","165,942,000","179,298,000","188,983,000","209,999,000","166,941,000","184,234,000","121,039,000","119,488,000","127,831,000","184,222,000","191,013,000","189,896,000","198,449,000","204,817,000","215,966,000","218,610,000","217,654,000","223,166,000","224,933,000","222,193,000","217,893,000","35,518,000","30,927,000","6,906,000"
		CashCashEquivalentsAndShortTermInvestments,"61,926,000","79,285,000","75,786,000","119,536,000","116,928,000","123,723,000","124,792,000","18,200,000","21,421,000","18,335,000","18,050,000","28,922,000","38,641,000","50,466,000","52,635,000","45,570,000","43,695,000","49,316,000","57,692,000","60,596,000","60,828,000","66,187,000","74,400,000","30,885,000","24,141,000","73,002,000","69,575,000","74,917,000","80,944,000","93,084,000","101,256,000","107,456,000","112,372,000","118,462,000","112,265,000","118,866,000","120,204,000","127,955,000","129,961,000","124,633,000","136,647,000","140,199,000","157,729,000","116,447,000","134,756,000","68,750,000","70,650,000","82,844,000","148,852,000","154,379,000","152,814,000","164,303,000","161,988,000","174,643,000","176,655,000","184,499,000","194,677,000","197,097,000","194,120,000","187,679,000","12,749,000","7,611,000","1,536,000"
			CashAndCashEquivalents,"27,175,000","41,918,000","39,585,000","44,065,000","35,620,000","46,795,000","75,169,000","18,200,000","21,421,000","18,335,000","14,832,000","24,698,000","16,499,000","25,383,000","28,678,000","28,719,000","19,863,000","20,912,000","20,744,000","22,972,000","19,152,000","21,734,000","74,400,000","30,885,000","24,141,000","44,680,000","35,452,000","40,502,000","45,508,000","57,767,000","67,028,000","73,404,000","79,214,000","85,956,000","79,222,000","82,111,000","86,163,000","108,915,000","102,468,000","95,029,000","108,733,000","120,349,000","143,840,000","109,973,000","128,357,000","56,741,000","52,229,000","60,771,000","95,295,000","89,509,000","102,447,000","145,162,000","146,791,000","138,180,000","123,146,000","114,841,000","120,254,000","113,824,000","128,750,000","159,103,000","12,749,000","7,611,000","1,536,000"
			OtherShortTermInvestments,"34,751,000","37,367,000","36,201,000","75,471,000","81,308,000","76,928,000","49,623,000",,,"0","3,218,000","4,224,000","22,142,000","25,083,000","23,957,000","16,851,000","23,832,000","28,404,000","36,948,000","37,624,000","41,676,000","44,453,000",,"0",,"28,322,000","34,123,000","34,415,000","35,436,000","35,317,000","34,228,000","34,052,000","33,158,000","32,506,000","33,043,000","36,755,000","34,041,000","19,040,000","27,493,000","29,604,000","27,914,000","19,850,000","13,889,000","6,474,000","6,399,000","12,009,000","18,421,000","22,073,000","53,557,000","64,870,000","50,367,000","19,141,000","15,197,000","36,463,000","53,509,000","69,658,000","74,423,000","83,273,000","65,370,000","28,576,000",,,
		Receivables,"60,095,000","47,059,000","50,695,000","29,657,000","33,683,000","36,135,000","46,180,000","48,410,000","37,983,000","37,626,000","38,968,000","33,640,000","35,097,000","34,145,000","37,088,000","45,541,000","34,224,000","33,933,000","29,855,000","29,788,000","27,360,000","28,839,000","24,227,000","26,053,000","28,790,000","26,965,000","27,336,000","31,656,000","27,575,000","22,859,000","24,585,000","26,081,000","25,182,000","23,389,000","29,020,000","27,667,000","30,759,000","30,585,000","28,832,000","28,472,000","27,419,000","28,076,000","28,481,000","37,954,000","39,386,000","42,661,000","39,947,000","35,266,000","29,322,000","26,980,000","27,876,000","26,415,000","34,402,000","36,907,000","35,960,000","23,615,000","26,536,000","25,982,000","22,567,000","23,555,000","18,216,000","21,030,000","4,503,000"
			AccountsReceivable,"55,040,000","42,217,000","46,179,000","24,867,000","29,151,000","31,675,000","42,222,000","45,246,000","34,603,000","34,476,000","35,818,000","31,098,000","29,505,000","26,041,000","26,147,000","31,862,000","32,433,000","32,381,000","28,712,000","28,154,000","26,191,000","27,418,000","22,859,000","24,872,000","27,452,000","26,795,000","27,151,000","31,444,000","16,601,000","12,673,000","14,057,000","16,912,000","16,117,000","15,487,000","18,233,000","18,089,000","20,540,000","19,605,000","28,408,000","28,183,000","27,339,000","28,045,000","18,955,000","37,008,000","38,641,000","41,940,000","39,085,000","34,479,000","25,828,000","26,363,000","27,692,000","26,391,000","34,238,000","33,482,000","31,274,000","22,070,000","22,115,000","21,407,000","18,431,000","19,722,000","13,474,000","16,626,000","4,273,000"
				GrossAccountsReceivable,"56,755,000","43,887,000","48,007,000","26,418,000","30,486,000","32,857,000","43,306,000","46,254,000","35,690,000","35,619,000","36,621,000","32,117,000","30,576,000","27,040,000","27,014,000","32,674,000","33,552,000","33,519,000","29,756,000","29,100,000","27,045,000","28,260,000","24,138,000","26,198,000","28,914,000","28,599,000","28,865,000","33,313,000","18,430,000","14,507,000","15,982,000","18,915,000","18,078,000","17,497,000","20,231,000","20,521,000","23,879,000","23,675,000","31,874,000","32,103,000",,"32,436,000","23,643,000","42,406,000",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,715,000","-1,670,000","-1,828,000","-1,551,000","-1,335,000","-1,182,000","-1,084,000","-1,008,000","-1,087,000","-1,143,000","-803,000","-1,019,000","-1,071,000","-999,000","-867,000","-812,000","-1,119,000","-1,138,000","-1,044,000","-946,000","-854,000","-842,000","-1,279,000","-1,326,000","-1,462,000","-1,804,000","-1,714,000","-1,869,000","-1,829,000","-1,834,000","-1,925,000","-2,003,000","-1,961,000","-2,010,000","-1,998,000","-2,432,000","-3,339,000","-4,070,000","-3,466,000","-3,920,000",,"-4,391,000","-4,688,000","-5,398,000",,,,,,,,,,,,,,,,,,,
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"317,000",,,,,,,,,,,,,,
