name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
MarketCap,"12,154,392,530","15,147,149,995","14,176,437,918","15,403,480,437","16,921,606,901","18,618,645,782","13,487,306,284","10,111,918,276","10,070,894,495","7,800,953,775","22,129,651,002","22,422,933,734","23,036,978,707","21,279,526,093","22,599,963,608","24,278,109,746","19,333,722,826","19,778,147,000","19,967,414,119","18,521,241,804","22,952,016,045","21,978,239,517","23,123,773,289","16,680,510,609","13,253,133,219","20,310,774,852","20,892,101,888","19,826,370,293","20,082,248,763","25,722,499,104","25,052,038,521","17,299,618,506","15,342,506,018","16,669,437,238","13,705,186,885","11,113,059,638","10,448,904,906","10,647,650,799","7,773,213,573","6,480,943,131","8,079,046,733","7,139,433,082","6,243,195,147","6,411,861,294","7,485,242,658","7,584,106,613","7,811,115,498","3,986,953,414","3,461,518,505","3,274,642,219","2,163,853,104","1,364,855,418","461,827,857","644,822,483","1,543,217,966","1,132,732,500","660,820,304","2,706,564,461","4,169,404,607","5,399,123,532","4,697,886,153","4,411,909,795","4,940,347,676","2,942,093,044","3,233,755,681","3,889,432,480"
EnterpriseValue,"32,089,392,530","36,107,149,995","34,641,437,918","34,416,480,437","37,605,606,901","39,686,645,782","32,646,306,284","27,540,918,276","28,278,894,495","23,306,953,775","37,143,651,002","37,161,933,734","39,057,978,707","32,057,526,093","32,044,963,608","33,710,109,746","29,822,722,826","30,372,147,000","29,582,414,119","27,035,241,804","31,416,016,045","29,255,239,517","29,724,773,289","23,410,510,609","20,887,133,219","26,873,774,852","27,414,101,888","26,500,370,293","26,760,248,763","33,453,499,104","31,632,038,521","23,823,618,506","22,442,506,018","23,957,437,238","20,028,186,885","17,115,059,638","17,205,904,906","17,270,650,799","14,396,213,573","11,223,943,131","13,242,046,733","12,112,433,082","11,043,195,147","11,211,861,294","12,504,242,658","13,281,106,613","14,264,115,498","7,889,953,414","7,729,518,505","9,062,642,219","7,664,853,104","6,646,855,418","5,707,827,857","6,135,822,483","7,653,217,966","6,260,732,500","5,757,820,304","8,036,564,461","9,064,404,607","10,392,123,532","10,624,886,153","10,867,909,795","11,547,347,676","9,397,093,044","9,688,755,681","10,960,432,480"
PeRatio,"9.501",,,,,,,,"9.534","2.725","8.187","9.003","10.574","10.361","10.572","12.687","9.658","9.896","10.665","8.503","11.982","10.312","9.237","2.973","2.157","3.074","3.324","7.677","8.97","22.952","20.773","25.292","36.309","29.17",,,,,,"18.571","15.697","9.513","25.5","26.189","22.63","24.989","22.056","18.341",,,,,,,,,,,"12.781","1.375","52.714","0.194",,"0.616","0.719","1.849"
ForwardPeRatio,"26.596",,"12.27","13.87",,,,,,"5.123","6.725","6.725","7.435","6.757","8.104","9.025","8.85","8.811","10.204","7.849","10.183","9.718","11.377","8.052","5.144","6.92","6.771","4.751","4.916","6.821","7.199","8.496","8.217","8.993","13.774","8.039","7.102","7.407","7.587","3.609","5.371","3.754","3.488","3.854","4.658","4.715","4.955",,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,"1.542","1.525","0.869","0.853","0.697","1.147","0.781","0.92","6.376","3.504","5.852","2.14","10.737",,,,"0.4","0.422","0.437","0.583","0.287","0.473",,,,,,,,,,"0.247","1.163","1.284","1.552","1.572","1.652",,,,,,,,,,,,,,,,,,,
PsRatio,"0.416","0.606","0.695","1.001","1.463","1.047","0.509","0.285","0.212","0.19","0.544","0.56","0.57","0.534","0.586","0.656","0.539","0.559","0.559","0.512","0.655","0.638","0.685","0.508","0.405","0.596","0.569","0.532","0.538","0.674","0.677","0.506","0.428","0.455","0.377","0.275","0.278","0.285","0.208","0.185","0.249","0.222","0.195","0.2","0.242","0.248","0.259","0.268","0.208","0.181","0.119","0.078","0.024","0.031","0.069","0.054","0.033","0.153","0.256","0.287","0.245","0.229","0.287","0.163","0.19","0.259"
PbRatio,"3.354","3.012","2.61","3.141","3.25","3.124","1.926","1.187","1.069","0.677","1.958","2.173","2.302","2.109","2.387","2.809","2.284","2.204","2.156","2.037","2.717","2.538","2.717","2.143","1.69","2.265","2.442","4.81","6.676","10.736","6.483","5.169","5.949","5.586","7.931","9.132","118.466","22.217","16.161","3.965","5.355","3.953","2.701","2.773","3.854","3.967","4.523",,,,,,,,,,,"1.25","1.724","2.336","2.311","2.054","2.365","1.523","1.674","2.237"
EnterprisesValueRevenueRatio,"1.107","4.772","4.229","4.441","6.874","12.321","9.568","11.065","19.172","2.921","3.411","3.266","3.426","3.343","3.055","3.064","2.767","3.363","3.134","2.737","3.142","3.474","3.284","2.362","2.223","3.279","3.034","2.571","2.699","3.886","3.397","2.255","2.173","2.755","2.147","1.673","1.72","1.98","1.654","1.133","1.332","1.408","1.237","1.102","1.275","1.619","1.691","1.463","1.498","2.137","1.828","1.499","1.421","1.662","1.683","1.125","1.072","1.706","1.802","1.88","2.038","2.485","1.911","1.816","1.895","2.455"
EnterprisesValueEBITDARatio,"-34.994","-26.706","-78.91","33.285","-235.035","-28.047","-16.011","-13.75","-15.504","-11.867","37.709","24.481","25.629","60.145","44.139","27.407","29.238","89.068","39.391","24.053","22.265","107.556","29.489","14.275","19.448","42.056","25.887","15.083","19.808","49.782","169.155","21.797","23.281","-55.329","68.825","30.292","26.349","-73.181","-266.597","19.121","14.362","81.291","25.682","8.821","10.624","31.25","36.858","10.128","11.765","29.329","43.304","21.865","15.385","-136.352","-8.256","-14.942","-2.382","-42.976","-58.86","18.042","23.823","-46.844","135.851","14.706","67.283","243.565"
