name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989
TotalAssets,"36,317,291,000","36,531,205,000","35,318,308,000","35,098,709,000","35,072,643,000","33,638,602,000","33,193,324,000","33,215,400,000","31,761,693,000","30,600,757,000","30,543,549,000","28,761,863,000","28,490,231,000","28,235,907,000","28,098,175,000","27,925,447,000","27,297,337,000","27,336,086,000","26,816,755,000","26,630,569,000","25,485,026,000","23,975,302,000","23,108,730,000","23,063,790,000","22,809,370,000","22,839,459,000","21,608,150,000","21,538,405,000","20,724,511,000","20,747,266,000","19,985,950,000","19,349,431,000","19,004,170,000","19,009,251,000","18,801,846,000","18,934,301,000","19,064,123,000","19,464,485,000","18,524,130,000","18,778,707,000","19,291,097,000","19,774,096,000","19,415,689,000","19,757,545,000","8,311,034,000","8,138,327,000","8,239,362,000","8,500,018,000","8,565,480,000","8,697,083,000","6,805,050,000","7,047,315,000","7,097,484,000","7,167,254,000","6,744,762,000","6,270,116,000","6,425,113,000","6,055,979,000","5,906,053,000","5,874,806,000","5,845,114,000","5,964,565,000","6,121,665,000","6,155,192,000","6,256,589,000","5,950,187,000","4,913,490,000","4,789,065,000","4,769,016,000","4,664,726,000","4,491,649,000","4,464,937,000","4,365,666,000","4,150,358,000","4,142,520,000","4,133,052,000","4,153,186,000","3,973,147,022","3,971,754,000","3,875,380,000","3,824,773,000","3,679,844,884","3,634,948,000","3,256,096,000","3,238,399,000","3,013,430,321","3,002,162,000","2,991,678,000","3,016,486,000","2,991,874,084","2,953,200,000","2,998,800,000","3,066,600,000","2,814,700,000","2,737,400,000","2,716,200,000","2,692,200,000","2,538,000,000","2,430,900,000","2,442,400,000","2,444,200,000","2,289,600,000","2,285,100,000","2,276,400,000","2,322,000,000","2,234,300,000","2,220,000,000","2,207,200,000","2,201,200,000","1,940,800,000","1,974,200,000","1,931,100,000","1,862,700,000","1,821,100,000","1,781,900,000","1,787,500,000","1,787,400,000","1,735,200,000","1,677,100,000","1,657,200,000","1,649,000,000","1,554,500,000","1,529,200,000","1,464,800,000","1,456,100,000","1,405,000,000","1,378,000,000","1,076,800,000","965,400,000","980,600,000"
TotalLiabilitiesNetMinorityInterest,"32,866,340,000","32,860,853,000","31,688,542,000","31,535,808,000","31,655,740,000","30,199,577,000","29,817,680,000","29,899,243,000","28,340,629,000","27,133,072,000","26,957,169,000","25,442,948,000","25,299,656,000","25,154,567,000","25,119,297,000","24,995,892,000","24,401,299,000","24,451,137,000","23,953,480,000","23,816,607,000","22,721,404,000","21,255,534,000","20,619,603,000","20,600,425,000","20,388,330,000","20,426,316,000","19,154,589,000","19,108,365,000","18,299,413,000","18,274,864,000","17,476,608,000","16,856,849,000","16,541,636,000","16,584,182,000","16,445,404,000","16,588,961,000","16,587,023,000","17,011,207,000","16,089,642,000","16,379,345,000","16,915,894,000","17,406,933,000","16,989,027,000","17,371,232,000","7,253,335,000","7,281,779,000","7,373,582,000","7,638,736,000","7,714,677,000","7,859,420,000","6,150,298,000","6,416,541,000","6,472,141,000","6,557,755,000","6,143,927,000","5,696,711,000","5,847,685,000","5,501,792,000","5,348,078,000","5,325,108,000","5,283,506,000","5,406,155,000","5,579,564,000","5,662,932,000","5,767,146,000","5,472,772,000","4,444,431,000","4,308,625,000","4,309,465,000","4,200,144,000","4,031,706,000","4,031,430,000","3,918,097,000","3,715,477,000","3,714,388,000","3,698,508,000","3,723,352,000","3,548,565,388","3,544,416,000","3,448,552,000","3,415,022,000","3,275,228,177","3,230,100,000","2,899,558,000","2,887,245,000","2,672,040,129","2,667,574,000","2,667,258,000","2,699,129,000","2,681,446,656","2,641,900,000","2,693,600,000","2,760,000,000","2,527,900,000","2,453,200,000","2,416,700,000","2,398,600,000","2,249,400,000","2,147,400,000","2,165,900,000","2,173,100,000","2,027,700,000","2,044,800,000","2,042,000,000","2,092,700,000","2,010,100,000","2,000,400,000","1,992,200,000","1,991,100,000","1,770,900,000","1,807,900,000","1,768,900,000","1,715,600,000","1,677,300,000","1,639,900,000","1,650,100,000","1,654,500,000","1,607,000,000","1,553,000,000","1,536,800,000","1,531,800,000","1,440,700,000","1,442,500,000","1,380,700,000","1,373,800,000","1,324,700,000","1,298,200,000","998,900,000","888,300,000","905,100,000"
TotalEquityGrossMinorityInterest,"3,450,951,000","3,670,352,000","3,629,766,000","3,562,901,000","3,416,903,000","3,439,025,000","3,375,644,000","3,316,157,000","3,421,064,000","3,467,685,000","3,586,380,000","3,318,915,000","3,190,575,000","3,081,340,000","2,978,878,000","2,929,555,000","2,896,038,000","2,884,949,000","2,863,275,000","2,813,962,000","2,763,622,000","2,719,768,000","2,489,127,000","2,463,365,000","2,421,040,000","2,413,143,000","2,453,561,000","2,430,040,000","2,425,098,000","2,472,402,000","2,509,342,000","2,492,582,000","2,462,534,000","2,425,069,000","2,356,442,000","2,345,340,000","2,477,100,000","2,453,278,000","2,434,488,000","2,399,362,000","2,375,203,000","2,367,163,000","2,426,662,000","2,386,313,000","1,057,699,000","856,548,000","865,780,000","861,282,000","850,803,000","837,663,000","654,752,000","630,774,000","625,343,000","609,499,000","600,835,000","573,405,000","577,428,000","554,187,000","557,975,000","549,698,000","561,608,000","558,410,000","542,101,000","492,260,000","489,443,000","477,415,000","469,059,000","480,440,000","459,551,000","464,582,000","459,943,000","433,507,000","447,569,000","434,881,000","428,132,000","434,544,000","429,834,000","424,581,634","427,338,000","426,828,000","409,751,000","404,616,707","404,848,000","356,538,000","351,154,000","341,390,192","334,588,000","324,420,000","317,357,000","310,427,428","311,300,000","305,200,000","306,600,000","286,800,000","284,200,000","299,500,000","293,600,000","288,600,000","283,500,000","276,500,000","271,100,000","261,900,000","240,300,000","234,400,000","229,300,000","224,200,000","219,600,000","215,000,000","210,100,000","169,900,000","166,300,000","162,200,000","147,100,000","143,800,000","142,000,000","137,400,000","132,900,000","128,200,000","124,100,000","120,400,000","117,200,000","113,800,000","86,700,000","84,100,000","82,300,000","80,300,000","79,800,000","77,900,000","77,100,000","75,500,000"
	StockholdersEquity,"3,450,951,000","3,670,352,000","3,629,766,000","3,562,901,000","3,416,903,000","3,439,025,000","3,375,644,000","3,316,157,000","3,421,064,000","3,467,685,000","3,586,380,000","3,318,915,000","3,190,575,000","3,081,340,000","2,978,878,000","2,929,555,000","2,896,038,000","2,884,949,000","2,863,275,000","2,813,962,000","2,763,622,000","2,719,768,000","2,489,127,000","2,463,365,000","2,421,040,000","2,413,143,000","2,453,561,000","2,430,040,000","2,425,098,000","2,472,402,000","2,509,342,000","2,492,582,000","2,462,534,000","2,425,069,000","2,356,442,000","2,345,340,000","2,477,100,000","2,453,278,000","2,434,488,000","2,399,362,000","2,375,203,000","2,367,163,000","2,426,662,000","2,386,313,000","1,057,699,000","856,548,000","865,780,000","861,282,000","850,803,000","837,663,000","654,752,000","630,774,000","625,343,000","609,499,000","600,835,000","573,405,000","577,428,000","554,187,000","557,975,000","549,698,000","561,608,000","558,410,000","542,101,000","492,260,000","489,443,000","477,415,000","469,059,000","480,440,000","459,551,000","464,582,000","459,943,000","433,507,000","447,569,000","434,881,000","428,132,000","434,544,000","429,834,000","424,581,634","427,338,000","426,828,000","409,751,000","404,616,707","404,848,000","356,538,000","351,154,000","341,390,192","334,588,000","324,420,000","317,357,000","310,427,428","311,300,000","305,200,000","306,600,000","286,800,000","284,200,000","299,500,000","293,600,000","288,600,000","283,500,000","276,500,000","271,100,000","261,900,000","240,300,000","234,400,000","229,300,000","224,200,000","219,600,000","215,000,000","210,100,000","169,900,000","166,300,000","162,200,000","147,100,000","143,800,000","142,000,000","137,400,000","132,900,000","128,200,000","124,100,000","120,400,000","117,200,000","113,800,000","86,700,000","84,100,000","82,300,000","80,300,000","79,800,000","77,900,000","77,100,000","75,500,000"
		CapitalStock,"309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","292,716,000","292,716,000","292,716,000","292,716,000","292,716,000","292,716,000","292,716,000","291,358,000","291,358,000","291,358,000","291,358,000","258,310,000","258,202,000","258,102,000","258,063,000","258,138,000","260,052,000","259,361,000","267,820,000","271,617,000","272,595,000","273,999,000","273,850,000","273,416,000","273,319,000","282,657,000","282,543,000","282,323,000","282,297,000","282,284,000","282,069,000","282,045,000","282,032,000","143,652,000","122,855,000","122,822,000","122,802,000","122,895,000","122,679,000","106,149,000","105,983,000","105,938,000","105,793,000","105,568,000","104,515,000","104,468,000","104,211,000","105,847,000","106,873,000","108,284,000","108,778,000","108,505,000","108,407,000","108,205,000","107,563,000","107,588,000","107,591,000","108,100,000","108,024,000","110,610,000","110,764,000","110,729,000","92,372,000","92,374,000","92,374,000","92,374,000","92,373,945","92,374,000","92,374,000","73,941,000","73,941,229","70,043,000","36,872,000","36,872,000","36,872,324","36,872,000","36,872,000","36,872,000","36,872,324","36,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,067,000","37,069,000","37,069,000","37,069,000","37,068,905","37,069,000","37,069,000","37,069,000","37,068,905","33,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","309,513,000","292,716,000","292,716,000","292,716,000","292,716,000","292,716,000","292,716,000","292,716,000","291,358,000","291,358,000","291,358,000","291,358,000","258,310,000","258,202,000","258,102,000","258,063,000","258,138,000","260,052,000","259,361,000","267,820,000","271,617,000","272,595,000","273,999,000","273,850,000","273,416,000","273,319,000","282,657,000","282,543,000","282,323,000","282,297,000","282,284,000","282,069,000","282,045,000","282,032,000","143,652,000","122,855,000","122,822,000","122,802,000","122,895,000","122,679,000","106,149,000","105,983,000","105,938,000","105,793,000","105,568,000","104,515,000","104,468,000","104,211,000","105,847,000","106,873,000","108,284,000","108,778,000","108,505,000","108,407,000","108,205,000","107,563,000","107,588,000","107,591,000","108,100,000","108,024,000","110,610,000","110,764,000","110,729,000","55,305,000","55,305,000","55,305,000","55,305,000","55,305,040","55,305,000","55,305,000","36,872,000","36,872,324","36,872,000","36,872,000","36,872,000","36,872,324","36,872,000","36,872,000","36,872,000","36,872,324","36,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"1,742,021,000","1,755,701,000","1,774,874,000","1,770,973,000","1,764,145,000","1,757,937,000","1,755,315,000","1,747,640,000","1,741,156,000","1,736,664,000","1,919,840,000","1,737,492,000","1,731,148,000","1,725,741,000","1,735,444,000","1,729,542,000","1,723,689,000","1,718,117,000","1,721,477,000","1,716,584,000","1,711,823,000","1,698,253,000","1,697,147,000","1,693,667,000","1,688,482,000","1,684,101,000","1,710,903,000","1,705,531,000","1,701,377,000","1,689,291,000","1,560,912,000","1,566,336,000","1,563,462,000","1,558,432,000","1,554,135,000","1,550,150,000","1,652,109,000","1,647,638,000","1,644,114,000","1,641,010,000","1,638,225,000","1,634,634,000","1,631,873,000","1,629,740,000","434,845,000","263,484,000","262,181,000","261,145,000","259,743,000","257,643,000","105,537,000","103,519,000","102,665,000","101,210,000","98,589,000","89,501,000","88,347,000","87,122,000","104,792,000","115,735,000","130,507,000","139,099,000","133,662,000","132,028,000","130,340,000","129,222,000","129,724,000","130,071,000","135,104,000","134,905,000","137,419,000","136,499,000","139,166,000","145,125,000","145,415,000","143,834,000","145,334,000","177,434,234","195,892,000","177,161,000","196,244,000","196,169,563","196,087,000","196,038,000","196,038,000","196,024,178","196,009,000","196,062,000","195,389,000","196,047,463","196,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,758,693,000","1,659,073,000","1,545,181,000","1,439,553,000","1,374,688,000","1,291,506,000","1,211,878,000","1,156,278,000","1,297,129,000","1,476,232,000","1,408,183,000","1,363,910,000","1,299,220,000","1,243,592,000","1,170,897,000","1,110,506,000","1,060,182,000","1,008,518,000","948,591,000","910,459,000","878,953,000","850,689,000","818,060,000","790,452,000","762,652,000","777,944,000","781,769,000","759,780,000","744,131,000","723,496,000","703,506,000","676,942,000","657,062,000","628,166,000","613,662,000","600,566,000","573,812,000","546,022,000","519,838,000","493,517,000","474,879,000","476,970,000","478,570,000","468,743,000","477,195,000","470,828,000","462,760,000","456,834,000","459,260,000","454,343,000","431,475,000","423,966,000","417,916,000","411,579,000","410,936,000","402,543,000","389,145,000","377,481,000","368,450,000","358,445,000","345,870,000","334,546,000","323,651,000","295,484,000","280,690,000","265,039,000","252,303,000","257,196,000","244,477,000","234,423,000","224,206,000","214,188,000","201,898,000","247,001,000","235,939,000","225,822,000","217,955,000","176,767,793","148,476,000","157,705,000","148,680,000","141,099,009","133,883,000","126,784,000","120,909,000","115,365,765","111,450,000","105,546,000","100,445,000","92,153,278","86,500,000","81,400,000","76,400,000","71,500,000","66,600,000","62,900,000","57,200,000","51,400,000","46,400,000","42,400,000","91,500,000","31,800,000","80,900,000","75,100,000","69,300,000","63,800,000","54,000,000","49,600,000","45,100,000",,"45,500,000","41,300,000","27,900,000","24,800,000","37,000,000","32,400,000","27,800,000","23,100,000","32,100,000","28,300,000","25,200,000","21,800,000","19,300,000","16,700,000","15,000,000","14,900,000","14,400,000","12,500,000","11,800,000","10,100,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,"228,701,000","229,415,000","227,130,000","226,370,000","251,082,000","235,239,000","234,002,000","158,131,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,773,000","1,910,000","842,000","42,356,000","39,320,000","31,420,000","30,929,000","31,491,973","27,394,000","14,334,000","10,495,000","10,902,490","8,020,000","5,543,000","4,692,000","4,567,482","860,000","82,000","82,000","73,381","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
