name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"198,328,000","197,484,000","200,974,000","175,149,000","183,861,000"
	CurrentAssets,"170,210,000","173,259,000","178,120,000","151,469,000","159,147,000"
		CashCashEquivalentsAndShortTermInvestments,"17,986,000","28,690,000","35,910,000","19,488,000","72,181,000"
			CashAndCashEquivalents,"17,986,000","28,690,000","35,910,000","19,488,000","72,181,000"
		Receivables,"57,084,000","56,587,000","57,172,000","62,343,000","44,733,000"
			AccountsReceivable,"57,084,000","47,195,000","57,172,000","62,343,000","30,504,000"
				GrossAccountsReceivable,"58,212,000","48,496,000","58,435,000","63,576,000","31,715,000"
				AllowanceForDoubtfulAccountsReceivable,"-1,128,000","-1,301,000","-1,263,000","-1,233,000","-1,211,000"
			TaxesReceivable,,"4,382,000",,,"9,026,000"
			OtherReceivables,,"5,010,000",,,"5,203,000"
		Inventory,"64,595,000","75,360,000","47,185,000","46,621,000","31,967,000"
			RawMaterials,"5,467,000","4,868,000","4,874,000","3,730,000","2,771,000"
			FinishedGoods,"59,128,000","70,492,000","42,311,000","42,891,000","29,196,000"
		PrepaidAssets,"24,303,000","12,496,000","37,697,000","23,017,000","10,066,000"
		HedgingAssetsCurrent,"6,242,000","126,000","156,000","0","200,000"
	TotalNonCurrentAssets,"28,118,000","24,225,000","22,854,000","23,680,000","24,714,000"
		NetPPE,"2,521,000","2,473,000","2,274,000","2,484,000","2,880,000"
			GrossPPE,,"6,754,000",,,"7,398,000"
				Properties,,"0",,,"0"
				LandAndImprovements,,"506,000",,,"506,000"
				MachineryFurnitureEquipment,,"1,141,000",,,"1,144,000"
				OtherProperties,,"4,604,000",,,"4,930,000"
				Leases,,"503,000",,,"818,000"
			AccumulatedDepreciation,,"-4,281,000",,,"-4,518,000"
		GoodwillAndOtherIntangibleAssets,"15,420,000","15,725,000","16,030,000","16,335,000","16,945,000"
			Goodwill,"7,791,000","7,791,000","7,791,000","7,791,000","7,791,000"
			OtherIntangibleAssets,"7,629,000","7,934,000","8,239,000","8,544,000","9,154,000"
		NonCurrentDeferredAssets,"1,238,000","1,265,000",,,"0"
			NonCurrentDeferredTaxesAssets,"1,238,000","1,265,000",,,"0"
		NonCurrentPrepaidAssets,"5,473,000","2,808,000","2,650,000","2,925,000","2,925,000"
		OtherNonCurrentAssets,"3,466,000","1,954,000","1,900,000","1,936,000","1,964,000"
TotalLiabilitiesNetMinorityInterest,"70,645,000","74,311,000","106,697,000","112,135,000","81,562,000"
	CurrentLiabilities,"57,827,000","73,962,000","72,797,000","76,673,000","55,705,000"
		PayablesAndAccruedExpenses,"57,194,000","70,737,000","64,412,000","71,480,000","50,319,000"
			Payables,"21,522,000","34,399,000","12,976,000","24,139,000","22,207,000"
				AccountsPayable,"21,522,000","29,985,000","12,976,000","24,139,000","18,619,000"
				TotalTaxPayable,,"4,414,000",,,"3,588,000"
					IncomeTaxPayable,,"2,138,000",,,"1,661,000"
			CurrentAccruedExpenses,"35,672,000","36,338,000","51,436,000","47,341,000","28,112,000"
		CurrentDebtAndCapitalLeaseObligation,"26,000","28,000","4,316,000","3,244,000","22,000"
			CurrentDebt,"26,000","28,000","4,316,000","3,244,000","22,000"
				OtherCurrentBorrowings,"26,000","28,000","4,316,000","3,244,000","22,000"
		OtherCurrentLiabilities,"607,000","3,197,000","4,069,000","1,949,000","5,364,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"12,818,000","349,000","33,900,000","35,462,000","25,857,000"
		LongTermDebtAndCapitalLeaseObligation,"12,042,000","48,000","33,269,000","34,840,000","25,034,000"
			LongTermDebt,"12,042,000","48,000","33,269,000","34,840,000","25,034,000"
		NonCurrentDeferredLiabilities,,"0","344,000","347,000","342,000"
			NonCurrentDeferredTaxesLiabilities,,"0","344,000","347,000","342,000"
		OtherNonCurrentLiabilities,"776,000","301,000","287,000","275,000","481,000"
TotalEquityGrossMinorityInterest,"127,683,000","123,173,000","94,277,000","63,014,000","102,299,000"
	StockholdersEquity,"127,683,000","123,173,000","94,254,000","62,952,000","102,221,000"
		CapitalStock,"618,000","618,000","592,000","592,000","592,000"
			CommonStock,"618,000","618,000","592,000","592,000","592,000"
		AdditionalPaidInCapital,"137,267,000","134,730,000","102,626,000","101,880,000","100,849,000"
		RetainedEarnings,"49,596,000","47,369,000","50,786,000","37,796,000","28,354,000"
		TreasuryStock,"58,928,000","58,928,000","58,928,000","58,928,000","8,925,000"
		GainsLossesNotAffectingRetainedEarnings,"-870,000","-616,000","-822,000","-637,000","-949,000"
		OtherEquityInterest,,,,"-17,751,000","-17,700,000"
	MinorityInterest,,"0","23,000","62,000","78,000"
TotalCapitalization,"139,725,000","123,221,000","127,523,000","97,792,000","127,255,000"
CommonStockEquity,"127,683,000","123,173,000","94,254,000","62,952,000","102,221,000"
NetTangibleAssets,"112,263,000","107,448,000","78,224,000","46,617,000","85,276,000"
WorkingCapital,"112,383,000","99,297,000","105,323,000","74,796,000","103,442,000"
InvestedCapital,"139,751,000","123,249,000","131,839,000","101,036,000","127,277,000"
TangibleBookValue,"112,263,000","107,448,000","78,224,000","46,617,000","85,276,000"
TotalDebt,"12,068,000","76,000","37,585,000","38,084,000","25,056,000"
NetDebt,,,"1,675,000","18,596,000",
ShareIssued,"61,791,427","61,764,582","55,496,125","55,496,125","55,496,125"
OrdinarySharesNumber,"55,585,227","55,558,382","55,496,125","55,496,125","55,496,125"
TreasurySharesNumber,"6,206,200","6,206,200",,,
