name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
OperatingCashFlow,"234,080,000","101,798,000","-25,427,000","108,748,000","48,961,000","95,799,000","47,045,000","21,051,000","34,155,000","45,941,000","-10,580,000","10,253,000","24,738,000","-10,704,000","23,219,000","2,171,000","3,169,000","-14,637,000","6,100,000","979,000","3,974,000","26,239,000","-19,553,000","4,523,000"
	CashFlowFromContinuingOperatingActivities,"234,080,000","101,798,000","-25,427,000","108,748,000","48,961,000","95,799,000","47,045,000","21,051,000","34,155,000","45,941,000","-10,580,000","10,253,000","24,738,000","-10,704,000","23,219,000","2,171,000","3,169,000","-14,637,000","6,100,000","979,000","3,974,000","26,239,000","-19,553,000","4,523,000"
		NetIncomeFromContinuingOperations,"139,783,000","-26,306,000","23,687,000","68,935,000","73,467,000","76,296,000","67,306,000","12,947,000","-43,148,000","-54,612,000","-15,717,000","-25,155,000","-9,333,000","-9,732,000","6,778,000","-9,527,000","526,000","-6,634,000","6,941,000","-46,235,000","-15,513,000","-8,702,000","3,227,000","-12,743,000"
		OperatingGainsLosses,"-2,000",,,,,,,,,,,,,,"670,000","73,000","256,000","129,000","2,631,000","37,917,000","1,967,000","735,000","199,000","-1,481,000"
			GainLossOnSaleOfPPE,"-2,000",,,,,,,,,,"-2,000",,,,"0",,,,"0","3,000",,,"0","0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","37,682,000","1,916,000","735,000","199,000","-1,481,000"
		DepreciationAmortizationDepletion,"80,211,000","22,629,000","20,753,000","18,501,000","8,510,000","25,881,000","21,221,000","20,743,000","36,929,000","8,448,000","6,499,000","3,493,000","2,828,000","2,849,000","2,565,000","2,218,000","1,950,000","1,656,000","1,453,000","1,303,000","1,333,000","1,247,000","1,101,000","1,351,000"
			DepreciationAndAmortization,"80,211,000","22,629,000","20,753,000","18,501,000","8,510,000","25,881,000","21,221,000","20,743,000","36,929,000","8,448,000","6,499,000","3,493,000","2,828,000","2,849,000","2,565,000","2,218,000","1,950,000","1,656,000","1,453,000","1,303,000","1,333,000","1,247,000","1,101,000","1,351,000"
				Depreciation,"80,211,000","22,629,000","20,753,000","18,501,000","18,328,000","16,063,000","15,960,000","15,794,000",,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,"18,275,000","9,818,000","5,261,000","4,949,000",,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,"18,275,000","9,818,000","5,261,000","4,949,000",,,,,,,,,,,,,,,,
		AmortizationOfSecurities,"-282,000",,,,,,,,"0","0","-2,000","-15,000","-83,000","-182,000","-193,000",,,,,,,,,
		AssetImpairmentCharge,"854,000",,,,,,,,,,,,,,,,,,,"0",,,"0","0"
		ProvisionandWriteOffofAssets,"163,000","1,013,000","576,000","-381,000","-1,045,000","-54,000","704,000","-419,000","-272,000","3,788,000","590,000","61,000","-128,000","181,000","121,000","469,000","85,000","201,000","87,000","-277,000","133,000","161,000","58,000","132,000"
		StockBasedCompensation,"216,575,000","69,580,000","54,053,000","50,396,000","42,546,000","40,537,000","38,728,000","34,907,000","30,036,000","30,405,000","26,022,000","22,618,000","18,671,000","17,864,000","16,437,000","11,499,000","5,309,000","4,429,000","3,436,000","2,924,000","2,418,000","2,175,000","2,190,000","2,011,000"
		OtherNonCashItems,"129,808,000","44,188,000","39,187,000","28,197,000","28,054,000","31,000","179,000","55,000","304,000","-14,000","60,000","59,000","68,000","344,000","126,000",,,,"116,000","368,000","280,000","20,000","26,000","624,000"
		ChangeInWorkingCapital,"-332,460,000","-9,306,000","-163,683,000","-56,900,000","-102,571,000","-46,892,000","-81,093,000","-47,182,000","10,306,000","57,926,000","-28,884,000","9,192,000","12,715,000","-22,028,000","-3,637,000","-2,613,000","-4,957,000","-14,418,000","-8,564,000","4,979,000","13,356,000","30,603,000","-26,354,000","14,629,000"
			ChangeInReceivables,"-178,701,000","75,675,000","-157,058,000","-8,049,000","-89,269,000","32,608,000","-133,279,000","-84,139,000","-11,086,000","32,458,000","-97,145,000","7,932,000","-29,714,000","8,702,000","-49,304,000","-10,752,000","-17,603,000","26,986,000","-35,647,000","-28,376,000","4,588,000","18,251,000","-22,461,000","-13,212,000"
				ChangesInAccountReceivables,"-178,701,000","75,675,000","-157,058,000","-8,049,000","-89,269,000","32,608,000","-133,279,000","-84,139,000","-11,086,000","32,458,000","-97,145,000","7,932,000","-29,714,000","8,702,000","-49,304,000","-10,752,000","-17,603,000","26,986,000","-35,652,000","-28,223,000","4,440,000","18,251,000","-22,434,000","-13,382,000"
			ChangeInInventory,"-31,617,000","-22,587,000","25,669,000","-27,949,000","-6,750,000","12,649,000","8,714,000","-17,608,000","-1,023,000","5,736,000","23,817,000","-34,088,000","-6,045,000","2,187,000","33,218,000","-29,372,000","-1,369,000","-5,430,000","2,710,000","-8,368,000","10,774,000","5,712,000","6,482,000","-16,348,000"
			ChangeInPrepaidAssets,"-63,990,000","-15,751,000","-3,838,000","-33,167,000","-11,234,000","-19,001,000","145,000","1,627,000","8,592,000","-13,814,000","3,704,000","-9,893,000","2,739,000","-8,116,000","-1,663,000","1,048,000","11,952,000","-11,643,000","-3,647,000","-769,000","474,000","-2,572,000","-929,000","-753,000"
			ChangeInPayablesAndAccruedExpense,"3,306,000","-33,206,000","-2,636,000","16,367,000","22,781,000","10,195,000","38,353,000","44,092,000","17,066,000","10,117,000","19,019,000","37,193,000","50,861,000","-18,606,000","873,000","35,943,000","-526,000","-18,474,000","13,374,000","41,553,000","-3,593,000","-2,892,000","-18,342,000","40,584,000"
				ChangeInPayable,"39,592,000","12,307,000","-6,711,000","-1,294,000","35,290,000","-18,857,000",,,,,,,,,,,,"-14,884,000","6,909,000","25,162,000",,,"-15,945,000","23,008,000"
					ChangeInAccountPayable,"39,592,000","12,307,000","-6,711,000","-1,294,000","35,290,000","-18,857,000",,,,,,,,,,,,"-14,884,000","6,909,000","25,162,000",,,"-15,945,000","23,008,000"
				ChangeInAccruedExpense,"-36,286,000","-45,513,000","4,075,000","17,661,000","-12,509,000","29,052,000",,,,,,,,,,,,"-3,590,000","6,465,000","16,391,000",,,"-2,397,000","17,576,000"
			ChangeInOtherCurrentAssets,"-52,237,000","-9,764,000","-24,408,000","-6,354,000","-11,711,000","-60,484,000","-1,970,000","-1,253,000","626,000","1,469,000","-3,016,000","-54,000","-675,000","685,000","366,000","235,000","-980,000","-353,000","3,076,000","-3,067,000","146,000","-2,949,000","3,000","-2,000"
			ChangeInOtherCurrentLiabilities,"-18,537,000","-9,242,000","-6,919,000","4,657,000","-7,033,000","-11,888,000","-3,666,000","5,144,000","-2,587,000","14,726,000","10,417,000","3,819,000","-2,530,000","-3,072,000","-560,000","17,000","-440,000","-118,000","-831,000","852,000","-239,000","3,797,000","-665,000","-257,000"
			ChangeInOtherWorkingCapital,"9,316,000","5,569,000","5,507,000","-2,405,000","645,000","-10,971,000","10,610,000","4,955,000","-1,282,000","7,234,000","14,320,000","4,283,000","-1,921,000","-3,808,000","13,433,000","268,000","4,009,000","-5,386,000","12,401,000","3,154,000","1,206,000","11,256,000","9,558,000","4,617,000"
InvestingCashFlow,"-85,062,000","-14,764,000","-12,021,000","-14,122,000","-44,155,000","-106,521,000","-6,370,000","-11,903,000","-18,792,000","-44,259,000","-113,186,000","-5,383,000","-1,600,000","9,874,000","-4,870,000","-46,250,000","-5,606,000","-3,407,000","-2,669,000","-5,099,000","-2,940,000","-1,560,000","-1,216,000","-1,469,000"
	CashFlowFromContinuingInvestingActivities,"-85,062,000","-14,764,000","-12,021,000","-14,122,000","-44,155,000","-106,521,000","-6,370,000","-11,903,000","-18,792,000","-44,259,000","-113,186,000","-5,383,000","-1,600,000","9,874,000","-4,870,000","-46,250,000","-5,606,000","-3,407,000","-2,669,000","-5,099,000","-2,940,000","-1,560,000","-1,216,000","-1,469,000"
		NetPPEPurchaseAndSale,"-51,088,000","-14,764,000","-12,021,000","-14,122,000","-10,181,000","-3,717,000","-6,370,000","-11,903,000","-18,792,000","-45,317,000","-39,126,000","-14,883,000","-18,100,000","-5,071,000","-4,964,000","-4,350,000","-5,606,000","-3,407,000","-2,558,000","-2,085,000","-3,026,000","-1,560,000","-1,216,000","-1,465,000"
			PurchaseOfPPE,"-51,088,000","-14,764,000","-12,021,000","-14,122,000","-10,181,000","-3,717,000","-6,370,000","-11,903,000","-18,792,000","-45,317,000","-39,126,000","-14,883,000","-18,100,000","-5,071,000","-4,964,000","-4,350,000","-5,606,000","-3,407,000","-2,558,000","-2,085,000","-3,026,000","-1,560,000","-1,216,000","-1,465,000"
		NetBusinessPurchaseAndSale,"-33,974,000","0","0","0","-33,974,000","-102,804,000","0","0","0","1,058,000",,,,,"0",,,,"0",,,,,
			PurchaseOfBusiness,"-33,974,000","0","0","0","-33,974,000","-102,804,000",,,,,,,,,"0",,,,"0",,,,,
			SaleOfBusiness,,,,"0","0","0","0","0","0","1,058,000",,,,,,,,,,,,,,
