name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
TotalRevenue,"310,836,000","75,377,000","82,160,000","76,283,000","77,016,000","73,903,000","72,444,000","70,800,000","70,523,000","71,040,000","71,687,000","71,165,000","70,612,000","69,629,000","69,620,000","69,401,000","68,243,000","65,659,000","63,472,000","62,816,000","60,060,000","69,006,000","57,318,000","57,679,000","55,632,000","55,672,000","56,141,000","53,371,000","52,039,000","52,998,000","51,651,000","52,982,000","49,730,000","51,348,000","47,681,000","46,865,000","48,501,000","46,996,000","50,612,000","50,269,000","47,724,000","47,367,000","30,675,000","28,876,000","29,316,000","27,066,000","25,437,000","24,640,000","24,781,000","23,921,000","23,442,000","22,770,000","22,467,000","20,124,000","21,141,000","18,700,000","19,169,000","16,905,000","18,984,000","18,924,000","19,332,000","19,182,000","18,590,000","19,011,000","18,650,000","17,828,000","18,086,000","17,877,000","18,708,000","18,673,000","13,869,000","14,155,000","14,116,000","14,056,000","14,820,000","12,946,000","11,806,000","13,383,000","13,068,000","12,384,000","11,730,000","12,175,000","12,109,000","12,134,000","14,390,000","13,722,000","12,860,000","13,100,000","12,347,000","12,575,000","11,700,000","12,600,000","11,900,000","10,700,000","10,600,000","10,200,000","10,500,000"
	OperatingRevenue,"310,836,000","75,377,000","82,160,000","76,283,000","77,016,000","73,903,000","72,444,000","70,800,000","70,523,000","71,040,000","71,687,000","71,165,000","70,612,000","69,629,000","69,620,000","69,401,000","68,243,000","65,659,000","63,472,000","62,816,000","60,060,000","69,006,000","57,318,000","57,679,000","55,632,000","55,672,000","56,141,000","53,371,000","52,039,000","52,998,000","51,651,000","52,982,000","49,730,000","51,348,000","47,681,000","46,865,000","48,501,000","46,996,000","50,612,000","50,269,000","47,724,000","47,367,000","30,675,000","28,876,000","29,316,000","27,066,000","25,437,000","24,640,000","24,781,000","23,921,000","23,442,000","22,770,000","22,467,000","20,124,000","21,141,000","18,700,000","19,169,000","16,905,000","18,984,000","18,924,000","19,332,000","19,182,000","18,590,000","19,011,000","18,650,000","17,828,000","18,086,000","17,877,000","18,708,000","18,673,000","13,869,000","14,155,000","14,116,000","14,056,000","14,820,000","12,946,000","11,806,000","13,383,000","13,068,000","12,384,000","11,730,000","12,175,000","12,109,000","12,134,000","14,390,000","13,722,000","12,860,000","13,100,000","12,347,000","12,575,000","11,700,000","12,600,000","11,900,000","10,700,000","10,600,000","10,200,000","10,500,000"
PretaxIncome,"152,402,000","33,050,000","38,500,000","38,471,000","42,381,000","35,239,000","34,509,000","25,325,000","26,067,000","-23,822,000","29,270,000","30,103,000","27,251,000","29,405,000","29,215,000","29,374,000","29,071,000","25,080,000","26,518,000","24,497,000","24,392,000","21,848,000","21,462,000","22,076,000","20,837,000","21,241,000","22,292,000","20,346,000","19,674,000","19,409,000","17,464,000","19,022,000","16,226,000","16,839,000","12,474,000","14,564,000","15,247,000","14,369,000","19,098,000","16,898,000","12,103,000","11,390,000","12,642,000","10,906,000","12,600,000","12,558,000","11,523,000","12,196,000","12,122,000","10,954,000","10,070,000","9,153,000","8,048,000","5,877,000","6,859,000","4,318,000","6,091,000","4,442,000","6,178,000","6,960,000","7,955,000","8,059,000","8,882,000","8,492,000","8,227,000","8,825,000","9,213,000","9,215,000","9,182,000","9,293,000","7,198,000","7,661,000","7,860,000","7,885,000","5,961,000","7,778,000","6,866,000","8,874,000","9,061,000","8,604,000","8,083,000","8,555,000","8,225,000","7,730,000","5,724,000","8,887,000","8,206,000","8,321,000","8,365,000","8,740,000","8,000,000","8,200,000","8,000,000","8,100,000","8,100,000","7,900,000","8,100,000"
TaxProvision,"38,711,000","8,345,000","9,955,000","9,632,000","10,779,000","8,785,000","7,846,000","6,646,000","6,496,000","-6,546,000","7,087,000","7,507,000","6,780,000","6,895,000","7,055,000","6,140,000","7,342,000","5,652,000","18,712,000","8,330,000","8,759,000","7,835,000","7,524,000","7,804,000","7,465,000","7,599,000","8,237,000","6,897,000","7,115,000","7,104,000","6,201,000","6,779,000","5,774,000","5,995,000","4,325,000","4,645,000","5,382,000","5,129,000","6,868,000","5,176,000","4,320,000","4,756,000","5,282,000","4,324,000","5,273,000","5,008,000","4,917,000","4,923,000","4,876,000","4,439,000","4,051,000","3,723,000","3,245,000","2,394,000","1,927,000","2,567,000","2,417,000","1,748,000","2,479,000","2,711,000","3,103,000","3,118,000","3,505,000","3,383,000","3,298,000","3,428,000","3,677,000","3,694,000","3,741,000","3,761,000","3,202,000","3,164,000","3,238,000","3,233,000","2,522,000","3,276,000","179,000","9,022,000","3,197,000","3,143,000","2,952,000","3,077,000","2,884,000","2,801,000","2,290,000","3,256,000","3,024,000","2,955,000","2,903,000","3,116,000","2,800,000","2,900,000","2,800,000","2,900,000","2,900,000","2,800,000","3,000,000"
NetIncomeCommonStockholders,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,467,000","21,138,000","22,460,000","20,831,000","18,633,000","6,827,000","15,366,000","14,880,000","13,445,000","13,279,000","13,617,000","12,654,000","12,812,000","13,326,000","12,888,000","11,865,000","11,703,000","10,786,000","11,581,000","9,976,000","10,422,000","7,654,000","9,429,000","9,490,000","8,813,000","11,863,000","11,401,000","7,529,000","6,349,000","7,057,000","6,275,000","7,001,000","7,267,000","6,398,000","7,038,000","7,083,000","6,353,000","5,836,000","5,242,000","4,678,000","3,444,000","4,730,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
	NetIncome,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,467,000","21,138,000","22,460,000","20,831,000","18,633,000","6,827,000","15,366,000","14,880,000","13,445,000","13,279,000","13,617,000","12,654,000","12,812,000","13,326,000","12,888,000","11,865,000","11,703,000","10,786,000","11,581,000","9,976,000","10,422,000","7,654,000","9,429,000","9,490,000","8,813,000","11,863,000","11,401,000","7,529,000","6,349,000","7,057,000","6,275,000","7,001,000","7,267,000","6,398,000","7,038,000","7,083,000","6,353,000","5,836,000","5,242,000","4,678,000","3,444,000","4,730,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
		NetIncomeIncludingNoncontrollingInterests,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,510,000","22,160,000","23,234,000","21,729,000","19,428,000","7,806,000","16,167,000","15,633,000","14,013,000","13,938,000","14,272,000","13,372,000","13,642,000","14,055,000","13,449,000","12,559,000","12,305,000","11,263,000","12,243,000","10,452,000","10,844,000","8,149,000","9,919,000","9,865,000","9,240,000","12,230,000","11,722,000","7,783,000","6,634,000","7,360,000","6,582,000","7,327,000","7,550,000","6,606,000","7,273,000","7,246,000","6,515,000","6,019,000","5,430,000","4,803,000","3,483,000","4,760,000","1,814,000","3,738,000","2,740,000","3,750,000","4,315,000","4,896,000","4,985,000","5,421,000","5,183,000","4,996,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
			NetIncomeContinuousOperations,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,510,000","22,160,000","23,234,000","21,729,000","19,428,000","7,806,000","16,167,000","15,633,000","14,013,000","13,938,000","14,272,000","13,372,000","13,642,000","14,055,000","13,449,000","12,559,000","12,305,000","11,263,000","12,243,000","10,452,000","10,844,000","8,149,000","9,919,000","9,865,000","9,240,000","12,230,000","11,722,000","7,783,000","6,634,000","7,360,000","6,582,000","7,327,000","7,550,000","6,606,000","7,273,000","7,246,000","6,515,000","6,019,000","5,430,000","4,803,000","3,483,000","4,932,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
		MinorityInterests,,,,,,,"0","0","0","0","0","0","0","-43,000","-1,022,000","-774,000","-898,000","-795,000","-979,000","-801,000","-753,000","-568,000","-659,000","-655,000","-718,000","-830,000","-729,000","-561,000","-694,000","-602,000","-477,000","-662,000","-476,000","-422,000","-495,000","-490,000","-375,000","-427,000","-367,000","-321,000","-254,000","-285,000","-303,000","-307,000","-326,000","-283,000","-208,000","-235,000","-163,000","-162,000","-183,000","-188,000","-125,000","-39,000","-30,000","-63,000","-64,000","-46,000","-51,000","-66,000","-44,000","-44,000","-44,000","-74,000","-67,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,467,000","21,138,000","22,460,000","20,831,000","18,633,000","6,827,000","15,366,000","14,880,000","13,445,000","13,279,000","13,617,000","12,654,000","12,812,000","13,326,000","12,888,000","11,865,000","11,703,000","10,786,000","11,581,000","9,976,000","10,422,000","7,654,000","9,429,000","9,490,000","8,813,000","11,863,000","11,401,000","7,529,000","6,349,000","7,057,000","6,275,000","7,001,000","7,267,000","6,398,000","7,038,000","7,083,000","6,353,000","5,836,000","5,242,000","4,678,000","3,444,000","4,730,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
