name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
BasicEPS,,"0.32","0.37","0.37","0.4","0.34","0.34","0.24","0.25","-0.22","0.28","0.28","0.26","0.28","0.26","0.28","0.26","0.24","0.09","0.2","0.2","0.19","0.19","0.19","0.18","0.18","0.19","0.18","0.17","0.17","0.15","0.17","0.14","0.15","0.11","0.14","0.14","0.13","0.17","0.16","0.11","0.09",,"0.11","0.12","0.12",,"0.12","0.12","0.11",,"0.09","0.08","0.06",,"0.03","0.06","0.05",,"0.07","0.08","0.08",,"0.08","0.08","0.09",,"0.09","0.09","0.09",,"0.08","0.08","0.08",,"0.08","0.12","0",,"0.09","0.087","0.096",,"0.082","0.059","0.096",,"0.091","0.091","0.096",,"0.087","0.082","0.082",,"0.082","0.082"
DilutedEPS,,"0.32","0.37","0.37","0.4","0.34","0.34","0.24","0.25","-0.22","0.28","0.28","0.26","0.28","0.26","0.28","0.26","0.24","0.09","0.2","0.2","0.19","0.19","0.19","0.18","0.18","0.19","0.18","0.17","0.17","0.15","0.17","0.14","0.15","0.11","0.13","0.14","0.13","0.17","0.16","0.11","0.09",,"0.11","0.12","0.12",,"0.12","0.12","0.11",,"0.09","0.08","0.06",,"0.03","0.06","0.05",,"0.07","0.08","0.08",,"0.08","0.08","0.09",,"0.09","0.09","0.09",,"0.08","0.08","0.08",,"0.08","0.12","0",,"0.09","0.087","0.096",,"0.082","0.059","0.096",,"0.091","0.091","0.096",,"0.087","0.082","0.082",,"0.082","0.082"
BasicAverageShares,,"77,617,227","77,610,608","78,000,261","78,150,364","78,143,752","78,533,351","78,948,139","78,849,282","79,481,462","79,682,724","79,700,403","79,669,922","79,658,583","80,258,456","80,315,050","80,184,977","77,879,593","76,583,712","76,452,539","74,325,013","70,386,766","70,362,702","70,299,722","70,196,950","70,185,356","70,177,382","70,129,056","70,049,829","70,036,090","70,024,495","69,989,909","69,886,576","69,875,473","69,862,175","69,830,953","69,774,703","69,762,784","69,742,225","69,716,283","69,677,656","69,664,619",,"58,640,775","58,629,265","58,611,488",,"58,586,274","58,574,230","58,554,922",,"58,522,547","58,491,808","57,919,412",,"57,672,084","57,571,596","57,488,499",,"58,541,627","59,749,897","60,534,234",,"60,387,098","60,363,461","60,309,532",,"60,108,206","60,086,614","59,944,866",,"57,373,970","57,247,354","57,076,261",,"56,644,208","56,599,521","57,468,369",,"57,583,175","57,531,694","57,456,971",,"58,565,570","58,715,150","58,796,515",,"58,465,755","58,570,558","59,385,857",,"61,005,789","63,180,000","63,180,000",,"61,965,000","61,965,000"
DilutedAverageShares,,"77,926,822","77,864,097","78,240,633","78,470,451","78,404,063","78,680,873","79,055,901","79,015,274","79,665,774","79,845,447","79,883,510","79,886,292","79,843,578","80,407,525","80,515,467","80,505,614","78,167,800","76,868,307","76,961,948","74,810,088","70,844,096","70,592,204","70,450,760","70,388,438","70,341,843","70,318,657","70,240,020","70,215,850","70,164,105","70,130,243","70,088,987","70,012,377","69,983,999","69,951,683","69,913,765","69,833,541","69,830,630","69,799,324","69,754,473","69,715,890","69,665,873",,"58,640,973","58,630,908","58,618,309",,"58,588,536","58,579,529","58,559,786",,"58,529,929","58,494,720","58,052,757",,"57,894,141","57,821,388","57,763,871",,"59,020,681","60,346,901","61,182,972",,"61,060,561","61,082,113","61,051,157",,"60,948,961","60,866,872","60,737,986",,"58,144,811","58,057,812","58,055,753",,"57,658,817","57,575,487","57,468,369",,"58,624,026","59,027,792","58,411,598",,"59,402,316","59,347,654","58,796,515",,"58,465,755","58,570,558","59,385,857",,"61,005,789","63,180,000","63,180,000",,"61,965,000","61,965,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,467,000","21,138,000","22,460,000","20,831,000","18,633,000","6,827,000","15,366,000","14,880,000","13,445,000","13,279,000","13,617,000","12,654,000","12,812,000","13,326,000","12,888,000","11,865,000","11,703,000","10,786,000","11,581,000","9,976,000","10,422,000","7,654,000","9,429,000","9,490,000","8,813,000","11,863,000","11,401,000","7,529,000","6,349,000","7,057,000","6,275,000","7,001,000","7,267,000","6,398,000","7,038,000","7,083,000","6,353,000","5,836,000","5,242,000","4,678,000","3,444,000","4,730,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
NormalizedIncome,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","23,440,875","20,471,000","22,467,000","21,536,978.607","22,477,402","21,080,498","20,884,375","6,950,600","15,501,300","14,880,000","13,445,000","13,279,000","13,617,000","12,654,000","12,812,000","13,326,000","12,888,000","11,865,000","11,703,000","10,786,000","11,582,288","9,979,864","9,449,560","7,654,000","9,429,000","9,490,000","8,813,000","11,571,626.558","11,451,639.484","7,685,907.544","6,438,700","7,493,150","6,708,931.597","7,001,000","7,267,000","6,398,000","7,038,000","7,083,000","6,353,000","5,846,800","5,242,000","4,678,000","3,915,900","4,730,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,342,513.405","5,521,600","5,747,600","5,761,200","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,639,986.75","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","4,841,772.152","4,344,444.444"
InterestIncome,"308,173,000","75,111,000","76,945,000","77,695,000","78,422,000","78,467,000","80,467,000","80,704,000","82,124,000","83,522,000","87,450,000","87,906,000","87,184,000","85,086,000","83,544,000","80,636,000","78,074,000","71,639,000","68,337,000","67,176,000","65,186,000","62,351,000","60,983,000","61,531,000","59,236,000","57,898,000","58,448,000","56,687,000","55,166,000","56,609,000","55,826,000","54,616,000","53,346,000","54,694,000","51,049,000","50,823,000","52,900,000","51,612,000","52,975,000","55,394,000","51,839,000","52,991,000","36,588,000","35,286,000","35,452,000","33,209,000","32,053,000","32,451,000","32,775,000","32,830,000","33,660,000","34,322,000","36,222,000","34,854,000","36,441,000","35,991,000","35,378,000","35,887,000","37,034,000","36,843,000","36,097,000","35,567,000","35,220,000","35,157,000","33,149,000","29,124,000","28,359,000","27,284,000","26,324,000","25,130,000","19,093,000","18,113,000","17,893,000","17,011,000","16,969,000","16,609,000","15,345,000","17,286,000","17,827,000","18,632,000","17,686,000","17,351,000","18,154,000","19,059,000","19,209,000","19,539,000","19,146,000","18,151,000","17,379,000","16,884,000","16,500,000","16,600,000","16,000,000","15,800,000","15,900,000","16,000,000","15,200,000"
InterestExpense,"25,061,000","5,263,000","5,484,000","6,998,000","7,316,000","9,358,000","12,242,000","14,766,000","17,836,000","21,810,000","23,519,000","24,670,000","24,050,000","22,087,000","20,385,000","18,304,000","15,357,000","12,148,000","10,680,000","10,333,000","9,603,000","9,253,000","9,129,000","9,181,000","8,979,000","8,695,000","8,370,000","8,100,000","7,994,000","8,081,000","8,250,000","7,292,000","6,912,000","6,960,000","7,275,000","7,411,000","7,537,000","7,943,000","8,412,000","8,983,000","9,080,000","9,357,000","7,368,000","7,642,000","7,823,000","7,503,000","7,652,000","8,183,000","9,047,000","9,685,000","11,055,000","12,547,000","14,406,000","15,748,000","16,322,000","16,649,000","17,332,000","18,691,000","19,136,000","18,846,000","18,046,000","17,434,000","17,532,000","16,983,000","15,460,000","12,496,000","11,446,000","10,335,000","9,194,000","8,076,000","5,830,000","5,452,000","5,006,000","4,836,000","4,644,000","4,468,000","4,633,000","4,863,000","5,460,000","6,621,000","6,757,000","6,680,000","7,354,000","8,197,000","8,448,000","8,905,000","8,636,000","7,733,000","7,260,000","6,943,000","6,900,000","6,900,000","6,800,000","6,600,000","6,800,000","6,500,000","6,300,000"
NetInterestIncome,"283,112,000","69,848,000","71,461,000","70,697,000","71,106,000","69,109,000","68,225,000","65,938,000","64,288,000","61,712,000","63,931,000","63,236,000","63,134,000","62,999,000","63,159,000","62,332,000","62,717,000","59,491,000","57,657,000","56,843,000","55,583,000","53,098,000","51,854,000","52,350,000","50,257,000","49,203,000","50,078,000","48,587,000","47,172,000","48,528,000","47,576,000","47,324,000","46,434,000","47,734,000","43,774,000","43,412,000","45,363,000","43,669,000","44,563,000","46,411,000","42,759,000","43,634,000","29,220,000","27,644,000","27,629,000","25,706,000","24,401,000","24,268,000","23,728,000","23,145,000","22,605,000","21,775,000","21,816,000","19,106,000","20,119,000","19,342,000","18,046,000","17,196,000","17,898,000","17,997,000","18,051,000","18,133,000","17,688,000","18,174,000","17,689,000","16,628,000","16,913,000","16,949,000","17,130,000","17,054,000","13,263,000","12,661,000","12,887,000","12,175,000","12,325,000","12,141,000","10,712,000","12,423,000","12,367,000","12,011,000","10,929,000","10,671,000","10,800,000","10,862,000","10,761,000","10,634,000","10,510,000","10,418,000","10,119,000","9,941,000","9,600,000","9,700,000","9,200,000","9,200,000","9,100,000","9,500,000","8,900,000"
ReconciledDepreciation,"6,710,000","1,595,000","1,705,000","1,695,000","1,715,000","1,550,000","1,520,000","1,565,000","1,755,000","1,917,000","2,029,000","2,159,000","2,152,000","2,184,000","2,325,000","2,503,000","2,366,000","2,268,000","2,305,000","2,350,000","2,339,000","2,327,000","2,381,000","2,378,000","2,403,000","2,418,000","2,485,000","2,476,000","2,494,000","2,530,000","2,640,000","2,619,000","2,573,000","2,531,000","2,832,000","2,917,000","2,524,000","2,641,000","2,773,000","2,332,000","2,072,000","2,178,000","931,000","1,008,000","980,000","712,000","755,000","714,000","688,000","680,000","741,000","754,000","830,000","706,000","785,000","-4,575,000","3,465,000","3,446,000","3,241,000","3,289,000","3,117,000","2,956,000","3,009,000","3,069,000","3,124,000","2,836,000","2,806,000","3,025,000","3,174,000","2,996,000","2,384,000","2,468,000","2,051,000","2,506,000","1,830,000","2,009,000","3,539,000","1,345,000","993,000","555,000","429,000","281,000","237,000","341,000","376,000","365,000","765,000","283,000","186,000","466,000","500,000","300,000","900,000","500,000","400,000","0",
NetIncomeFromContinuingOperationNetMinorityInterest,"113,691,000","24,705,000","28,545,000","28,839,000","31,602,000","26,454,000","26,663,000","18,679,000","19,571,000","-17,276,000","22,183,000","22,596,000","20,471,000","22,467,000","21,138,000","22,460,000","20,831,000","18,633,000","6,827,000","15,366,000","14,880,000","13,445,000","13,279,000","13,617,000","12,654,000","12,812,000","13,326,000","12,888,000","11,865,000","11,703,000","10,786,000","11,581,000","9,976,000","10,422,000","7,654,000","9,429,000","9,490,000","8,813,000","11,863,000","11,401,000","7,529,000","6,349,000","7,057,000","6,275,000","7,001,000","7,267,000","6,398,000","7,038,000","7,083,000","6,353,000","5,836,000","5,242,000","4,678,000","3,444,000","4,730,000","1,751,000","3,674,000","2,694,000","3,699,000","4,249,000","4,852,000","4,941,000","5,377,000","5,109,000","4,929,000","5,397,000","5,536,000","5,521,000","5,441,000","5,532,000","3,996,000","4,497,000","4,622,000","4,652,000","3,439,000","4,502,000","6,687,000","-148,000","5,864,000","5,461,000","5,131,000","5,478,000","5,341,000","4,929,000","3,434,000","5,631,000","5,182,000","5,366,000","5,462,000","5,624,000","5,200,000","5,300,000","5,200,000","5,200,000","5,200,000","5,100,000","5,100,000"
TotalUnusualItemsExcludingGoodwill,"0",,,,,,"0","0","0","0","0","-1,125,000","0","0","-526,000","-22,000","-334,000","-2,905,000","-206,000","-205,000","-18,000","-26,000",,,,,"0","0","0","0","0","-2,000","-6,000","1,510,000",,,,,"455,000","-73,000","-244,000","-138,000","-671,000","-719,000","0","0","0","0","0","0","-18,000","0","0","-726,000",,,,,,,,,,,,,"322,000","-1,000","-511,000","-382,000",,,,,,,,,,"-282,000",,,,,,,,,,,,,,,,"400,000","1,200,000"
TotalUnusualItems,"0",,,,,,"0","0","0","0","0","-1,125,000","0","0","-526,000","-22,000","-334,000","-2,905,000","-206,000","-205,000","-18,000","-26,000",,,,,"0","0","0","0","0","-2,000","-6,000","1,510,000",,,,,"455,000","-73,000","-244,000","-138,000","-671,000","-719,000","0","0","0","0","0","0","-18,000","0","0","-726,000",,,,,,,,,,,,,"322,000","-1,000","-511,000","-382,000",,,,,,,,,,"-282,000",,,,,,,,,,,,,,,,"400,000","1,200,000"
TaxRateForCalcs,"0.254","0.252","0.259","0.25","0.254","0.249","0.227","0.262","0.249","0.275","0.242","0.249","0.249","0.234","0.241","0.209","0.253","0.225","0.4","0.34","0.359","0.359","0.351","0.354","0.358","0.358","0.37","0.339","0.362","0.366","0.355","0.356","0.356","0.356","0.347","0.319","0.353","0.357","0.36","0.306","0.357","0.35","0.35","0.396","0.35","0.399","0.35","0.4","0.4","0.35","0.4","0.35","0.4","0.35","0.281","0.35","0.397","0.394","0.4","0.39","0.39","0.387","0.395","0.398","0.4","0.388","0.399","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.026","0.4","0.353","0.365","0.365","0.36","0.351","0.362","0.4","0.366","0.369","0.355","0.347","0.357","0.35","0.354","0.35","0.358","0.358","0.354","0.37"
