name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,01/31/2017
TotalAssets,"2,434,541,000","2,449,588,000","2,351,612,000","2,281,411,000","1,377,627,000","1,407,495,000","1,355,861,000","1,355,163,000","1,336,842,000","1,328,567,000","734,985,000","741,597,000","734,241,000","733,476,000","670,670,000","663,930,000","400,227,000","415,196,000","353,995,000","157,916,000","174,432,000"
	CurrentAssets,"2,096,307,000","2,117,402,000","2,054,570,000","1,996,111,000","1,096,022,000","1,141,887,000","1,103,786,000","1,104,823,000","1,100,406,000","1,113,196,000","525,621,000","533,373,000","567,189,000","566,236,000","587,464,000","583,706,000","325,719,000","343,550,000","338,859,000","139,593,000","158,452,000"
		CashCashEquivalentsAndShortTermInvestments,"1,828,695,000","1,825,923,000","1,802,886,000","1,814,825,000","935,043,000","957,742,000","966,301,000","974,896,000","977,017,000","986,518,000","425,867,000","436,053,000","476,406,000","465,970,000","522,171,000","522,677,000","270,988,000","278,974,000","288,555,000","92,451,000","116,500,000"
			CashAndCashEquivalents,"456,275,000","473,904,000","748,140,000","1,160,996,000","407,055,000","429,697,000","414,762,000","469,492,000","700,645,000","706,192,000","151,307,000","186,684,000","158,060,000","147,831,000","139,490,000","122,771,000","111,617,000","61,902,000","242,745,000","40,769,000","69,305,000"
				CashFinancial,"167,282,000",,,,,,,,,,,,,,,,,,,,
				CashEquivalents,"288,993,000",,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"1,372,420,000","1,352,019,000","1,054,746,000","653,829,000","527,988,000","528,045,000","551,539,000","505,404,000","276,372,000","280,326,000","274,560,000","249,369,000","318,346,000","318,139,000","382,681,000","399,906,000","159,371,000","217,072,000","45,810,000","51,682,000","47,195,000"
		Receivables,"164,885,000","195,383,000","182,701,000","120,152,000","100,646,000","135,176,000","91,784,000","87,193,000","80,760,000","85,554,000","67,506,000","66,783,000","61,600,000","72,808,000","37,497,000","38,340,000","32,475,000","46,872,000","35,233,000","32,661,000","31,340,000"
			AccountsReceivable,"164,885,000","195,383,000","182,701,000","120,152,000","100,646,000","135,176,000","91,784,000","87,193,000","80,760,000","85,554,000","67,506,000","66,783,000","61,600,000","72,808,000","37,497,000","38,340,000","32,475,000","46,872,000","35,233,000","32,661,000","31,340,000"
				GrossAccountsReceivable,"169,102,000","200,349,000","187,697,000","124,144,000","105,050,000","141,200,000","96,494,000","91,561,000","85,087,000","88,069,000","69,719,000","68,262,000","63,370,000","74,347,000","38,931,000","39,991,000","33,710,000","48,110,000","36,689,000","33,828,000","32,298,000"
				AllowanceForDoubtfulAccountsReceivable,"-4,217,000","-4,966,000","-4,996,000","-3,992,000","-4,404,000","-6,024,000","-4,710,000","-4,368,000","-4,327,000","-2,515,000","-2,213,000","-1,479,000","-1,770,000","-1,539,000","-1,434,000","-1,651,000","-1,235,000","-1,238,000","-1,456,000","-1,167,000","-958,000"
		PrepaidAssets,"35,973,000","32,573,000","19,446,000","17,776,000","20,738,000","12,350,000","15,611,000","15,281,000","16,892,000","16,905,000","12,531,000","12,444,000","12,251,000","11,580,000","8,653,000","7,832,000","9,101,000","5,884,000","5,221,000","6,043,000","3,131,000"
		CurrentDeferredAssets,"66,754,000","63,523,000","49,537,000","43,358,000","39,595,000","36,619,000","30,090,000","27,453,000","25,737,000","24,219,000","19,717,000","18,093,000","16,932,000","15,878,000","19,143,000","14,857,000","13,155,000","11,820,000","9,850,000","8,438,000","7,481,000"
	TotalNonCurrentAssets,"338,234,000","332,186,000","297,042,000","285,300,000","281,605,000","265,608,000","252,075,000","250,340,000","236,436,000","215,371,000","209,364,000","208,224,000","167,052,000","167,240,000","83,206,000","80,224,000","74,508,000","71,646,000","15,136,000","18,323,000","15,980,000"
		NetPPE,"108,009,000","104,370,000","104,088,000","104,078,000","105,925,000","96,951,000","100,497,000","102,635,000","90,879,000","69,463,000","71,569,000","71,327,000","72,687,000","73,664,000","73,191,000","70,374,000","63,335,000","59,557,000","4,430,000","5,100,000","4,877,000"
			GrossPPE,"108,009,000","116,187,000","104,088,000","104,078,000","105,925,000","104,896,000","100,497,000","102,635,000","90,879,000","75,016,000","71,569,000","71,327,000","72,687,000","77,105,000",,,,"71,740,000",,"16,156,000","14,606,000"
				Properties,"0","0","0","0",,"0",,,,"0",,,,"0",,,,"0",,"0","0"
				BuildingsAndImprovements,,,,,,,,,,"0",,,,"56,161,000",,,,"54,709,000",,,
				MachineryFurnitureEquipment,,"8,347,000",,,,"5,565,000",,,,"4,833,000",,,,"3,970,000",,,,"7,600,000",,"7,775,000","7,200,000"
				OtherProperties,"62,761,000","73,208,000","61,797,000","60,830,000","105,925,000","70,024,000","100,497,000","102,635,000","90,879,000","50,558,000","71,569,000","71,327,000","72,687,000",,,,,,,,
				ConstructionInProgress,,"4,562,000",,,,"227,000",,,,"314,000",,,,"16,000",,,,"883,000",,"8,000","171,000"
				Leases,"45,248,000","30,070,000","42,291,000","43,248,000",,"29,080,000",,,,"19,311,000",,,,"16,958,000",,,,"8,548,000",,"8,373,000","7,235,000"
			AccumulatedDepreciation,,"-11,817,000",,,,"-7,945,000",,,,"-5,553,000",,,,"-3,441,000",,,,"-12,183,000",,"-11,056,000","-9,729,000"
		GoodwillAndOtherIntangibleAssets,"76,088,000","78,383,000","80,678,000","82,973,000","85,268,000","82,105,000","84,230,000","86,355,000","88,480,000","90,609,000","92,466,000","95,586,000","56,101,000","57,772,000","2,665,000","2,885,000","3,106,000","3,327,000","3,548,000","3,769,000","4,211,000"
			Goodwill,"57,775,000","57,775,000","57,775,000","57,775,000","57,775,000","55,830,000","55,830,000","55,830,000","55,830,000","55,830,000","55,484,000","55,484,000","41,878,000","41,878,000","1,700,000","1,700,000","1,700,000","1,700,000","1,700,000","1,700,000","1,700,000"
			OtherIntangibleAssets,"18,313,000","20,608,000","22,903,000","25,198,000","27,493,000","26,275,000","28,400,000","30,525,000","32,650,000","34,779,000","36,982,000","40,102,000","14,223,000","15,894,000","965,000","1,185,000","1,406,000","1,627,000","1,848,000","2,069,000","2,511,000"
		NonCurrentDeferredAssets,"1,963,000","1,939,000","2,170,000","1,762,000","1,006,000","997,000","728,000","744,000","680,000","615,000","2,206,000","1,897,000","1,753,000","1,193,000","701,000","300,000","323,000","326,000","102,000","84,000","114,000"
			NonCurrentDeferredTaxesAssets,"1,963,000","1,939,000","2,170,000","1,762,000","1,006,000","997,000","728,000","744,000","680,000","615,000","2,206,000","1,897,000","1,753,000","1,193,000","701,000","300,000","323,000","326,000","102,000","84,000","114,000"
		OtherNonCurrentAssets,"152,174,000","147,494,000","110,106,000","96,487,000","89,406,000","85,555,000","66,620,000","60,606,000","56,397,000","54,684,000","43,123,000","39,414,000","36,511,000","34,611,000","6,649,000","6,665,000","7,744,000","8,436,000","7,056,000","9,370,000","6,778,000"
TotalLiabilitiesNetMinorityInterest,"1,761,662,000","1,782,888,000","1,688,707,000","1,607,687,000","1,645,991,000","1,407,814,000","1,334,057,000","1,307,012,000","1,273,801,000","1,245,709,000","516,150,000","502,254,000","486,373,000","468,910,000","473,425,000","455,306,000","227,720,000","221,703,000","140,810,000","129,684,000","460,946,000"
	CurrentLiabilities,"503,722,000","526,735,000","432,199,000","347,903,000","328,681,000","354,541,000","271,539,000","252,661,000","241,017,000","242,384,000","204,522,000","189,002,000","178,167,000","164,637,000","172,335,000","156,236,000","144,656,000","142,617,000","117,252,000","110,246,000","97,790,000"
		PayablesAndAccruedExpenses,"55,420,000","54,082,000","51,709,000","39,636,000","31,727,000","60,584,000","31,101,000","28,256,000","30,296,000","29,709,000","31,218,000","28,579,000","22,218,000","16,322,000","14,111,000","15,729,000","9,947,000","10,684,000","13,935,000","12,135,000","8,110,000"
			Payables,"6,204,000","5,234,000","5,237,000","4,564,000","4,358,000","4,144,000","3,644,000","3,631,000","3,184,000","2,849,000","2,124,000","2,658,000","2,080,000","2,153,000","1,942,000","2,256,000","1,429,000","2,261,000","3,147,000","2,507,000","2,841,000"
				AccountsPayable,"6,204,000","5,234,000","5,237,000","4,564,000","4,358,000","4,144,000","3,644,000","3,631,000","3,184,000","2,849,000","2,124,000","2,658,000","2,080,000","2,153,000","1,942,000","2,256,000","1,429,000","2,261,000","3,147,000","2,507,000","2,841,000"
			CurrentAccruedExpenses,"49,216,000","48,848,000","46,472,000","35,072,000","27,369,000","56,440,000","27,457,000","24,625,000","27,112,000","26,860,000","29,094,000","25,921,000","20,138,000","14,169,000","12,169,000","13,473,000","8,518,000","8,423,000","10,788,000","9,628,000","5,269,000"
