name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,12/31/2004
OperatingCashFlow,"3,686,000,000","1,391,000,000","1,480,000,000","687,000,000","128,000,000","578,000,000","290,000,000","223,000,000","426,000,000","292,000,000","302,000,000","510,000,000","387,000,000","306,000,000","254,000,000","645,000,000","316,000,000","282,000,000","230,000,000","214,000,000","831,000,000","356,000,000","26,000,000","145,000,000","100,000,000","346,000,000","132,200,000","572,700,000","-32,100,000","530,900,000","231,700,000","621,600,000","-194,700,000","750,000,000","37,500,000","861,000,000","-110,400,000","678,700,000","421,300,000","905,600,000","445,500,000","603,200,000","123,800,000","1,033,000,000","250,900,000","671,200,000","560,400,000","588,000,000","-1,500,000","47,500,000","111,300,000","83,300,000","194,900,000","292,300,000","24,700,000","97,400,000","219,300,000","297,200,000","186,500,000","201,400,000","111,100,000","191,100,000","40,300,000","100,400,000","44,400,000","18,500,000","-85,197,000","89,395,000","84,007,000"
	CashFlowFromContinuingOperatingActivities,"3,686,000,000","1,391,000,000","1,480,000,000","687,000,000","128,000,000","578,000,000","290,000,000","223,000,000","426,000,000","292,000,000","302,000,000","510,000,000","387,000,000","306,000,000","254,000,000","645,000,000","316,000,000","282,000,000","230,000,000","214,000,000","831,000,000","356,000,000","26,000,000","145,000,000","100,000,000","346,000,000","132,200,000","572,700,000","-32,100,000","530,900,000","231,700,000","621,600,000","-194,700,000","750,000,000","37,500,000","861,000,000","-110,400,000","678,700,000","421,300,000","905,600,000","445,500,000","603,200,000","123,800,000","1,033,000,000","250,900,000","671,200,000","560,400,000","588,000,000","-1,500,000","47,500,000","111,300,000","83,300,000","194,900,000","292,300,000","24,700,000","97,400,000","219,300,000","297,200,000","186,500,000","201,400,000","111,100,000","191,100,000","40,300,000","100,400,000","44,400,000","18,500,000","-85,197,000","89,395,000","84,007,000"
		NetIncomeFromContinuingOperations,"2,136,000,000","1,051,000,000","859,000,000","-91,000,000","317,000,000","175,000,000","119,000,000","4,000,000","218,000,000","91,000,000","94,000,000","114,000,000","320,000,000","118,000,000","95,000,000","71,000,000","174,000,000","88,000,000","503,000,000","-68,000,000","24,000,000","-9,000,000","-288,000,000","0","83,000,000","47,000,000","36,000,000","97,400,000","364,800,000","235,900,000","251,100,000","140,600,000","324,700,000","720,400,000","341,400,000","243,900,000","518,100,000","429,400,000","355,300,000","458,100,000","678,300,000","431,700,000","502,200,000","382,400,000","543,800,000",,,"71,200,000","136,600,000","6,200,000","57,300,000","60,000,000","248,200,000","83,000,000","190,100,000","47,100,000","288,600,000","158,800,000","135,400,000","86,500,000","93,600,000","57,200,000","8,000,000","7,300,000","42,600,000","-24,600,000","-12,762,000","-91,388,000","18,115,000"
		OperatingGainsLosses,"-31,000,000","-35,000,000","2,000,000","-9,000,000",,"-11,000,000","9,000,000","12,000,000","7,000,000","-17,000,000","35,000,000","18,000,000","-48,000,000","-4,000,000","6,000,000","-5,000,000","-4,000,000","-6,000,000","32,000,000","-3,000,000","31,000,000","50,000,000","88,000,000","45,000,000","-201,000,000","17,000,000","94,000,000","38,300,000","20,500,000","-23,500,000","77,500,000","-16,400,000","36,700,000","-736,500,000","-53,100,000","-21,000,000","20,000,000","-10,900,000","-33,200,000","-36,600,000","-20,500,000","2,100,000","46,800,000","30,500,000","-24,400,000","-57,600,000","42,200,000","-14,100,000","-600,000","-27,800,000","-12,400,000","-1,000,000","-200,000","2,400,000","-158,100,000","25,000,000","81,500,000","-52,800,000","19,500,000","2,700,000","18,100,000","11,400,000","1,700,000","4,800,000","-5,400,000","27,700,000","83,000","36,509,000",
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"0",,,,"-14,000,000",,,,"0","0","0",,"0","0","42,800,000","0","-3,000,000","0","0","-747,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-47,000,000","0","-49,000,000","1,000,000","1,000,000","1,000,000","1,000,000","5,000,000","9,000,000","0","3,000,000","2,000,000","-46,000,000","1,000,000","7,000,000","-1,000,000",,"0","0","2,000,000","0","1,000,000","2,000,000","4,000,000","1,000,000","3,000,000","3,300,000","4,500,000","8,100,000","5,500,000","1,200,000","1,500,000","900,000","100,000","600,000","800,000","1,900,000","2,300,000","1,500,000","400,000","-300,000","3,900,000","1,400,000","36,800,000","3,300,000","-32,700,000","11,100,000","0","-700,000","600,000","300,000","-400,000","-900,000","1,700,000",,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-1,000,000","-33,000,000","42,000,000","-12,000,000","2,000,000","-6,000,000","7,000,000","1,000,000","2,000,000","-13,000,000","12,000,000","3,000,000","0","3,000,000","-3,000,000","-2,000,000","-4,000,000","-3,000,000","-3,000,000","-6,000,000","20,000,000","54,000,000","-90,000,000","42,000,000","-207,000,000","18,000,000","92,300,000","19,300,000","-32,600,000","-10,600,000","51,600,000","6,200,000","39,500,000","21,900,000","-55,300,000","-10,700,000","15,700,000","-9,000,000","-17,300,000",,,,,,,,"0","0","0","-28,300,000",,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"4,000,000","-2,000,000","9,000,000","-11,000,000","8,000,000","-12,000,000","1,000,000","6,000,000","-4,000,000","-4,000,000","-1,000,000","13,000,000","-2,000,000","-8,000,000","2,000,000","-2,000,000","0","-3,000,000","-4,000,000","1,000,000","11,000,000","-5,000,000","9,000,000","-1,000,000","5,000,000","-4,000,000","-1,600,000","14,500,000","2,200,000","-18,400,000","27,700,000","-24,100,000","-3,700,000","-11,400,000","1,600,000","-11,100,000","2,400,000","-4,200,000","44,100,000","-37,000,000","-20,200,000","-1,800,000","38,000,000","1,100,000","-27,700,000","-24,900,000",,"-21,600,000",,"-100,000",,"-600,000","700,000","700,000",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"892,000,000","208,000,000","238,000,000","203,000,000","243,000,000","204,000,000","230,000,000","212,000,000","239,000,000","211,000,000","212,000,000","223,000,000","252,000,000","188,000,000","221,000,000","233,000,000","241,000,000","193,000,000","235,000,000","226,000,000","217,000,000","205,000,000","203,000,000","148,000,000","181,000,000","146,000,000","131,600,000","128,700,000","103,900,000","115,400,000","94,000,000","95,400,000","97,800,000","105,300,000","96,800,000","100,100,000","106,600,000","107,100,000","101,100,000","99,700,000","115,900,000","103,100,000","101,300,000","101,600,000","94,800,000","118,500,000","106,300,000","110,400,000","149,800,000","28,300,000","27,700,000","27,000,000","24,400,000","21,900,000","25,100,000","24,300,000","25,600,000","25,800,000","23,400,000","20,600,000","20,400,000","20,100,000","24,300,000","22,900,000","24,900,000","22,500,000","21,069,000","23,224,000","27,580,000"
			DepreciationAndAmortization,"892,000,000","208,000,000","238,000,000","203,000,000","243,000,000","204,000,000","230,000,000","212,000,000","239,000,000","211,000,000","212,000,000","223,000,000","252,000,000","188,000,000","221,000,000","233,000,000","241,000,000","193,000,000","235,000,000","226,000,000","217,000,000","205,000,000","203,000,000","148,000,000","181,000,000","146,000,000","131,600,000","128,700,000","103,900,000","115,400,000","94,000,000","95,400,000","97,800,000","105,300,000","96,800,000","100,100,000","106,600,000","107,100,000","101,100,000",,,,,,,,,,,,,,,,"25,100,000","24,300,000","25,600,000","25,800,000","23,400,000","20,600,000","20,400,000","20,100,000","24,300,000","22,900,000","24,900,000","22,500,000","21,069,000","23,224,000",
