name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,06/30/2005
TotalAssets,"1,616,022,000","1,635,650,000","1,466,043,000","1,565,515,000","1,539,814,000","1,477,179,000","1,458,204,000","1,484,100,000","1,296,204,000","1,629,223,000","1,567,572,000","1,596,303,000","1,632,004,000","1,548,261,000","1,534,241,000","1,439,816,000","1,474,749,000","1,537,074,000","1,425,605,000","1,337,398,000","1,320,474,000","1,408,163,000","1,456,213,000","1,470,360,000","1,515,916,000","1,574,065,000","1,650,846,000","1,707,119,000","1,725,264,000","1,707,285,000","518,110,000","573,405,000","598,645,000","527,327,000","535,682,000","558,619,000","555,953,000","553,895,000","529,355,000","484,607,000","495,582,000","529,067,000","438,557,000","422,332,000","439,536,000","458,394,000","456,921,000","472,086,000","503,409,000","501,767,000","487,744,000","492,557,000","523,269,000","559,150,000","555,738,000","571,514,000","594,365,000","539,323,000","586,213,000","540,414,000","532,769,000","588,647,000","538,907,000","495,000,000","483,279,000","510,418,000","456,300,000"
	CurrentAssets,"516,390,000","552,638,000","418,255,000","542,454,000","510,784,000","431,639,000","396,577,000","415,276,000","187,122,000","502,532,000","464,340,000","492,528,000","518,568,000","488,940,000","464,201,000","354,351,000","387,416,000","448,408,000","327,213,000","283,143,000","262,119,000","341,639,000","218,608,000","208,928,000","227,001,000","253,783,000","244,322,000","296,073,000","285,941,000","246,375,000","190,770,000","242,244,000","279,668,000","205,954,000","210,015,000","229,757,000","226,083,000","219,655,000","195,035,000","143,242,000","148,245,000","175,614,000","89,496,000","70,076,000","82,978,000","98,721,000","91,870,000","101,407,000","139,888,000","131,076,000","107,088,000","105,267,000","131,156,000","157,766,000","138,455,000","180,292,000","221,251,000","167,743,000","210,753,000","164,699,000","150,485,000","201,696,000","149,459,000","100,715,000","88,432,000","113,601,000","68,217,000"
		CashCashEquivalentsAndShortTermInvestments,"269,400,000","302,009,000","215,551,000","340,361,000","335,133,000","251,706,000","235,407,000","257,430,000","49,941,000","289,870,000","275,706,000","123,845,000","139,857,000","297,532,000","128,722,000","110,164,000","132,645,000","128,586,000","108,471,000","148,633,000","127,861,000","119,051,000","90,488,000","85,104,000","99,334,000","102,030,000","111,473,000","165,017,000","145,013,000","89,095,000","106,499,000","161,998,000","194,566,000","114,254,000","142,990,000","65,448,000","70,702,000","153,020,000","46,940,000","39,961,000","40,566,000","55,535,000","38,346,000","25,256,000","40,531,000","60,636,000","43,249,000","62,148,000","106,608,000","84,768,000","73,712,000","44,017,000","70,652,000","77,148,000","59,393,000","98,094,000","163,234,000","71,063,000","62,764,000","61,732,000","52,619,000","40,919,000","69,157,000","58,635,000","47,247,000","35,123,000","28,968,000"
			CashAndCashEquivalents,"269,400,000","302,009,000","215,551,000","340,361,000","335,133,000","251,706,000","235,407,000","257,430,000","49,941,000","289,870,000","275,706,000","123,845,000","139,857,000","297,532,000","128,722,000","110,164,000","132,645,000","128,586,000","108,471,000","148,633,000","127,861,000","119,051,000","90,488,000","85,104,000","99,334,000","102,030,000","111,473,000","165,017,000","145,013,000","89,095,000","106,499,000","161,998,000","194,566,000","114,254,000","142,990,000","65,448,000","70,702,000","153,020,000","46,940,000","39,961,000","40,566,000","55,535,000","38,346,000","25,256,000","40,531,000","60,636,000","43,249,000","62,148,000","106,608,000","84,768,000","73,712,000","44,017,000","70,652,000","77,148,000","59,393,000","98,094,000","163,234,000","71,063,000","62,764,000","61,732,000","52,619,000","40,919,000","69,157,000","58,635,000","47,247,000","35,123,000","28,968,000"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174,599,000",,"97,876,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"173,435,000","194,097,000","145,796,000","145,816,000","126,057,000","134,843,000","109,123,000","104,566,000","70,843,000","158,192,000","131,158,000","315,890,000","331,621,000","146,746,000","286,862,000","200,897,000","209,558,000","275,185,000","172,414,000","92,752,000","90,317,000","185,472,000","88,581,000","78,635,000","78,452,000","102,243,000","78,515,000","76,922,000","89,399,000","101,538,000","44,595,000","41,794,000","45,813,000","55,227,000","38,347,000","137,385,000","130,009,000","41,055,000","124,065,000","79,001,000","85,119,000","97,131,000","27,297,000","23,107,000","22,248,000","25,585,000","34,162,000","25,057,000","23,137,000","35,524,000","21,862,000","50,199,000","46,995,000","68,363,000","67,071,000","68,344,000","49,089,000","87,808,000","138,436,000","93,877,000","87,688,000","149,939,000","69,767,000","32,250,000","30,312,000","67,519,000","24,353,000"
			AccountsReceivable,"113,087,000","104,822,000","95,200,000","95,705,000","80,235,000","74,191,000","75,997,000","70,733,000","68,946,000","87,910,000","75,123,000","66,953,000","68,921,000","64,387,000","60,444,000","60,281,000","54,450,000","47,782,000","44,971,000","45,423,000","47,874,000","51,651,000","48,393,000","48,349,000","45,449,000","52,382,000","47,702,000","41,834,000","39,220,000","37,697,000",,"44,494,000","48,413,000",,,"137,385,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"60,592,000","24,943,000","23,922,000","60,164,000",
				GrossAccountsReceivable,"118,110,000","109,983,000","99,988,000","100,495,000","84,684,000","77,880,000","79,751,000","73,338,000","74,539,000","93,696,000","80,835,000","73,598,000","75,202,000","70,812,000","66,981,000","65,719,000","59,165,000","52,488,000","50,398,000","50,581,000","52,873,000","56,351,000","52,693,000","52,449,000","49,249,000","56,282,000","50,902,000","44,734,000","41,920,000","40,497,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,023,000","-5,161,000","-4,788,000","-4,790,000","-4,449,000","-3,689,000","-3,754,000","-2,605,000","-5,593,000","-5,786,000","-5,712,000","-6,645,000","-6,281,000","-6,425,000","-6,537,000","-5,438,000","-4,715,000","-4,706,000","-5,427,000","-5,158,000","-4,999,000","-4,700,000","-4,300,000","-4,100,000","-3,800,000","-3,900,000","-3,200,000","-2,900,000","-2,700,000","-2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,"4,908,000",,,,"9,676,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
