name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006
OperatingCashFlow,"-12,907,000","-2,128,000","-1,531,000","-10,784,000","1,536,000","-1,953,000","1,695,000","-2,162,000","-11,341,000","356,000","3,940,000","-5,720,000","5,300,000","1,382,000","4,800,000","-1,274,000","7,992,000","2,507,000","1,675,000","-2,500,000","3,105,000","2,661,000","15,898,000","-2,076,000","-3,383,000","-2,645,000","-12,719,000","-4,836,000","-7,272,000","-3,968,000","-6,643,000","-4,474,000","-8,542,000","-5,808,000","-6,870,000","-5,618,000","-1,401,000","-2,077,000","-5,495,000","-1,792,000","-2,873,000","-2,275,000","-4,158,000","-2,034,000","-1,211,000","-3,696,000","-2,063,000","-1,391,000","-1,795,000","-3,190,000","-6,594,000","-1,987,000","-3,274,000","-5,407,000","-13,799,000","-13,250,000","-12,180,000","-11,338,000","-10,418,000","-7,181,000","-5,778,000","-8,248,000","-5,405,000","-14,467,000","50,292,000"
	CashFlowFromContinuingOperatingActivities,"-12,907,000","-2,128,000","-1,531,000","-10,784,000","1,536,000","-1,953,000","1,695,000","-2,162,000","-11,341,000","356,000","3,940,000","-5,720,000","5,300,000","1,382,000","4,800,000","-1,274,000","7,992,000","2,507,000","1,675,000","-2,500,000","3,105,000","2,661,000","15,898,000","-2,076,000","-3,383,000","-2,645,000","-12,719,000","-4,836,000","-7,272,000","-3,968,000","-6,643,000","-4,474,000","-8,542,000","-5,808,000","-6,870,000","-5,618,000","-1,401,000","-2,077,000","-5,495,000","-1,792,000","-2,873,000","-2,275,000","-4,158,000","-2,034,000","-1,211,000","-3,696,000","-2,063,000","-1,391,000","-1,795,000","-3,190,000","-6,594,000","-1,987,000","-3,274,000","-5,407,000","-13,799,000","-13,250,000","-12,180,000","-11,338,000","-10,418,000","-7,181,000","-5,778,000","-8,248,000","-5,405,000","-14,467,000","50,292,000"
		NetIncomeFromContinuingOperations,"-32,528,000","-9,658,000","-8,967,000","-8,618,000","-5,285,000","-6,004,000","-56,000","-2,076,000","-15,166,000","-2,889,000","-3,401,000","-5,780,000","1,469,000","672,000","492,000","-2,888,000","3,737,000","365,000","-413,000","-1,977,000","772,000","-1,749,000","1,043,000","-1,858,000","-4,884,000","-22,716,000","-15,163,000","-13,261,000","-8,669,000","-10,656,000","-5,273,000","-8,224,000","-9,628,000","-9,712,000","-8,658,000","-7,292,000","-6,841,000","-6,219,000",,,,,,,,"-2,384,000","-1,990,000","-4,268,000","-4,401,000","-6,518,000","-6,785,000","-6,200,000","-5,637,000","-3,522,000","-9,914,000","-18,731,000","-8,958,000","-16,943,000","-12,303,000","45,490,000","-8,552,000","-9,617,000","-5,722,000","-6,208,000","-7,702,000"
		OperatingGainsLosses,"115,000","0",,,"130,000","0",,,,,,,,,,,,,,,"0",,,,"162,000",,,,"22,000",,,,"0","0","574,000","142,000","-162,000","455,000",,,,,,,,,,,,,,,"-100,000","-385,000","681,000",,,"2,000","8,000",,,"26,000","1,827,000","-1,227,000","-521,000"
			GainLossOnSaleOfPPE,"115,000","0",,,"130,000","0",,,,,,,,,,,,,,,"0",,,,"162,000",,,,"22,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","574,000","142,000","-162,000","455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,000,000","1,286,000","1,287,000","1,258,000","1,169,000","1,056,000","1,058,000","1,029,000","1,027,000","1,088,000","1,090,000","974,000","829,000","932,000","884,000","801,000","1,007,000","939,000","994,000","994,000","1,203,000","992,000","983,000","957,000","1,189,000","918,000","923,000","887,000","1,029,000","541,000","384,000","367,000","472,000","316,000","286,000","293,000","335,000","135,000","265,000","238,000","196,000","228,000","227,000","221,000","198,000","181,000","173,000","164,000","165,000","156,000","143,000","136,000","138,000","120,000","157,000","409,000","231,000","1,063,000","380,000","391,000","419,000","260,000","-277,000","328,000","372,000"
			DepreciationAndAmortization,"5,000,000","1,286,000","1,287,000","1,258,000","1,169,000","1,056,000","1,058,000","1,029,000","1,027,000","1,088,000","1,090,000","974,000","829,000","932,000","884,000","801,000","1,007,000","939,000","994,000","994,000","1,203,000","992,000","983,000","957,000","1,189,000","918,000","923,000","887,000","1,029,000","541,000","384,000","367,000","472,000","316,000","286,000","293,000","335,000","135,000","265,000","238,000","196,000","228,000","227,000","221,000","198,000","181,000","173,000","164,000","165,000","156,000","143,000","136,000","138,000","120,000","157,000","409,000","231,000","1,063,000","380,000","391,000","419,000","260,000","-277,000","328,000","372,000"
				Depreciation,"3,700,000","940,000","941,000","954,000","865,000","752,000","754,000","725,000","701,000","751,000","753,000","740,000","768,000","805,000","776,000","801,000","803,000","939,000","994,000","994,000","985,000","992,000","983,000","957,000","958,000","918,000","923,000","887,000","858,000","541,000","384,000","367,000","348,000","316,000","286,000","293,000","265,000",,,,"181,000",,,,"186,000","168,000",,,"150,000","144,000","131,000","124,000","112,000",,,,,,,,,"387,000","340,000","328,000","363,000"
				AmortizationCashFlow,"1,300,000","346,000","346,000","304,000","304,000","304,000","304,000","304,000","326,000","337,000","337,000","234,000","61,000","127,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000",,,,"12,000","13,000",,,"15,000","12,000","12,000","12,000","26,000",,,,,,,,,"-127,000","-617,000","0","9,000"
					AmortizationOfIntangibles,"1,300,000","346,000","346,000","304,000","304,000","304,000","304,000","304,000","326,000","337,000","337,000","234,000","61,000","127,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"15,000",,,,"12,000","13,000",,,"15,000","12,000","12,000","12,000","26,000",,,,,,,,,"-127,000","-617,000","0","9,000"
		AmortizationOfSecurities,"1,512,000","306,000","420,000","380,000","406,000","401,000","410,000","215,000","36,000","-3,000","-48,000","-94,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-21,000",,,"-15,000","-6,000","-18,000","-16,000","-58,000","67,000","41,000","72,000","72,000","72,000","3,196,000",,,,,,,,,,,,
		AssetImpairmentCharge,,,,,,"0","0","0","3,289,000","146,000","266,000","505,000","300,000","200,000","247,000","53,000","-153,000","522,000","79,000","49,000","-150,000","52,000","24,000","807,000","-47,000","71,000","58,000","86,000","-103,000","64,000","41,000","41,000","-74,000","36,000","74,000","28,000","-14,000",,,,,,,,,,,,,"0",,,"-250,000",,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,"0","0","0","700,000","150,000","375,000","75,000","0","25,000","50,000","50,000","-207,000","75,000","-193,000","100,000","150,000","125,000","40,000","150,000","125,000","75,000","350,000","175,000","100,000","175,000","150,000","696,000","-225,000","100,000","100,000","90,000","40,000","25,000","50,000","80,000","90,000","0",,,"-62,000",,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"17,546,000","3,892,000","4,240,000","5,672,000","3,742,000","3,704,000","3,877,000","4,907,000","3,143,000","3,273,000","3,290,000","3,906,000","2,666,000","2,674,000","2,770,000","3,156,000","2,422,000","2,140,000","2,670,000","3,070,000","2,018,000","2,403,000","2,483,000","3,450,000","2,585,000","3,173,000","3,112,000","4,107,000","3,679,000","3,956,000","3,510,000","3,573,000","3,246,000","2,827,000","2,555,000","2,300,000","2,126,000","1,876,000","1,685,000","1,755,000","1,246,000","1,200,000","1,263,000","1,456,000","1,247,000","1,316,000","1,916,000","1,989,000","2,634,000","2,122,000","2,117,000","2,221,000","1,840,000",,,,,,,,,,,,
		OtherNonCashItems,"-402,000","-391,000","-16,000","5,000","0",,,,,,,"-94,000",,,,,,,,,,,,,,,,,,,,,"0","0","145,000","-8,000","-14,000","-3,000","5,556,000","-5,598,000","-4,036,000","-4,168,000","-3,955,000","-3,473,000","-9,851,000","101,000","-516,000","250,000","-90,000","50,000",,,,"-785,000","596,000","487,000","-331,000","35,000","736,000","984,000","1,029,000","482,000","349,000","237,000","112,000"
		ChangeInWorkingCapital,"-4,200,000","2,387,000","1,520,000","-9,481,000","1,374,000","-4,463,000","-3,732,000","-6,237,000","-4,540,000","-1,409,000","2,368,000","-5,306,000","49,000","-3,121,000","357,000","-2,446,000","1,170,000","-1,534,000","-1,462,000","-4,736,000","-1,026,000","680,000","11,325,000","-5,582,000","-2,513,000","15,826,000","-1,999,000","3,170,000","-3,330,000","1,853,000","-5,455,000","-927,000","-2,333,000","625,000","-1,946,000","-1,171,000","3,129,000","1,510,000","-1,983,000","1,754,000","-301,000","444,000","-1,648,000","-232,000","-1,367,000","-2,920,000","-1,588,000","407,000","-144,000","928,000","-2,168,000","1,784,000","530,000","-1,703,000","-5,319,000","4,427,000","-3,122,000","4,505,000","761,000","-54,051,000","1,326,000","601,000","-1,582,000","-7,597,000","58,031,000"
			ChangeInReceivables,"3,340,000","228,000","1,505,000","3,584,000","-1,977,000","-5,530,000","-2,553,000","-4,761,000","4,952,000","4,819,000","-1,584,000","1,316,000","-1,045,000","-5,089,000","364,000","855,000","716,000","-4,155,000","-495,000","1,056,000","-745,000","-2,604,000","-1,130,000","-1,330,000","-205,000","2,629,000","1,112,000","3,791,000","290,000","-5,331,000","-3,838,000","-1,689,000","-1,665,000","-3,675,000","-747,000","-631,000","417,000","-2,192,000","397,000","97,000","-685,000","-530,000","-668,000","1,492,000","256,000","-2,669,000","-120,000","-1,185,000","347,000","-975,000","-722,000","293,000","-382,000",,,,,"0","0","2,205,000","2,429,000","-2,066,000","365,000","-793,000","-2,140,000"
				ChangesInAccountReceivables,"3,340,000","228,000","1,505,000","3,584,000","-1,977,000","-5,530,000","-2,553,000","-4,761,000","4,952,000","4,819,000","-1,584,000","1,316,000","-1,045,000","-5,089,000","364,000","855,000","716,000","-4,155,000","-495,000","1,056,000","-745,000","-2,604,000","-1,130,000","-1,330,000","-205,000","2,629,000","1,112,000","3,791,000","290,000","-5,331,000","-3,838,000","-1,689,000","-1,665,000","-3,675,000","-747,000","-631,000","417,000","-2,192,000","397,000","97,000","-685,000","-530,000","-668,000","1,492,000","256,000","-2,669,000","-120,000","-1,185,000","347,000","-975,000","-722,000","293,000","-382,000",,,,,,,,,,,,
			ChangeInInventory,"513,000","-1,183,000","1,456,000","-814,000","1,054,000","-861,000","-3,354,000","-1,446,000","-3,637,000","-2,597,000","-1,983,000","-1,431,000","1,246,000","375,000","-1,584,000","-1,490,000","397,000","399,000","-366,000","-138,000","-292,000","-436,000","718,000","553,000","786,000","11,000","-2,791,000","-1,480,000","-747,000","738,000","687,000","-1,754,000","-1,001,000","-1,606,000","-2,017,000","-2,023,000","553,000","365,000","-199,000","99,000","763,000","139,000","-908,000","-1,237,000","-953,000","-544,000","135,000","-137,000","243,000","-514,000","34,000","-713,000","-632,000",,,,,,,,,,,,
			ChangeInPrepaidAssets,"-1,920,000","-483,000","922,000","28,000","-2,387,000","533,000","278,000","-386,000","9,000","424,000","123,000","763,000","-1,040,000","-478,000","297,000","828,000","-571,000","87,000","3,435,000","-643,000","-1,670,000","-2,089,000","622,000","1,314,000","-1,626,000","237,000","1,074,000","1,043,000","-1,349,000","-121,000","-430,000","717,000","-828,000","458,000","-205,000","11,000","-56,000","400,000","180,000","401,000","-693,000","261,000","172,000","-119,000","-72,000","309,000","412,000","-326,000","-71,000","212,000","259,000","-394,000","424,000","393,000","-1,000","352,000","911,000","493,000","-940,000","-355,000","453,000","741,000","88,000","-2,459,000","-65,000"
			ChangeInPayablesAndAccruedExpense,"-3,780,000","4,486,000","-1,780,000","-11,741,000","5,255,000","1,952,000","2,366,000","739,000","-5,423,000","-3,674,000","6,198,000","-5,431,000","1,425,000","2,448,000","1,431,000","-1,820,000","1,016,000","1,558,000","-4,036,000","-5,011,000","1,681,000","5,809,000","1,115,000","-6,119,000","-1,468,000","12,949,000","-1,394,000","-184,000","-1,524,000","6,567,000","-1,874,000","1,799,000","1,161,000","5,448,000","1,023,000","1,472,000","2,215,000","2,937,000","-2,361,000","1,157,000","314,000","574,000","-244,000","-368,000","-598,000","-16,000","-2,015,000","2,055,000","-663,000","2,205,000","-1,739,000","2,598,000","1,004,000","-2,150,000","-5,318,000","4,104,000","-4,031,000","3,994,000","1,700,000","-739,000","-520,000","2,971,000","-949,000","-3,349,000","809,000"
