name,ttm,03/31/2022,12/31/2021
MarketCap,"512,919,886","849,741,008","1,655,090,385"
EnterpriseValue,"308,810,886","614,570,008","1,672,739,385"
PbRatio,"2.572","4.143",
EnterprisesValueEBITDARatio,"-0.949","-112.066","-9.266"
