name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
MarketCap,"935,085,128","1,249,714,699","1,294,875,807","1,585,251,016","2,282,576,001","2,198,525,088","2,522,825,779","1,798,835,155","1,238,157,975","781,911,785","1,951,554,489","1,156,847,982","962,297,428","837,245,163","908,797,680","997,040,491","1,414,489,010","1,489,753,776","1,392,302,692","1,667,321,849","1,556,770,378","1,466,462,720","1,709,077,129","1,982,301,627","1,730,873,410","861,211,205","375,321,057","386,233,330","782,970,971","486,539,340","528,294,324","513,056,274","950,001,112","962,301,593","1,115,846,582","1,211,613,172","1,349,640,402","1,695,770,326","2,222,421,514","2,591,999,551","1,578,402,550","2,134,324,710","2,164,291,663","1,922,151,272","2,172,012,938","3,113,624,512","2,440,106,754","1,778,760,901","1,409,048,778","1,289,195,008","1,450,404,866","1,601,914,977","927,445,338","573,933,083","485,174,800","844,433,453","1,597,507,021","2,225,159,441","2,719,237,918","1,056,522,533","999,626,489","1,144,562,910","1,376,075,893","1,309,400,959","1,341,963,496","1,822,432,484","999,608,560","1,056,757,381","871,424,225","880,855,820","943,078,523","1,010,855,054","870,103,084","1,492,218,000","1,231,925,964","652,952,803","208,520,989","199,064,815","227,700,595","156,872,575","133,562,136","82,910,115","38,575,216","37,227,120","57,322,521","40,394,889","160,144,608","147,815,685","277,838,614","195,657,914","357,107,393","283,225,758","355,728,750","331,101,375","314,683,125","402,247,125","416,971,930","350,463,125","315,879,750","273,000,000","288,526,000","255,024,250","326,506,250","305,692,125","347,406,875","329,358,500","266,289,250","319,867,625","245,072,000","178,083,375","231,745,250","260,474,000","221,995,000","218,167,500","202,297,500","250,082,500","205,157,500","203,660,000","258,232,500","250,672,125","282,720,625","259,067,500","204,110,500","197,197,000","175,597,875","179,140,000","180,579,375","194,278,500","182,632,000","181,398,000","261,210,500","177,604,500","223,335,000","146,763,000","138,011,250","90,812,500","98,077,500","96,261,250","112,468,000"
EnterpriseValue,"1,358,344,128","1,691,852,699","1,663,483,807","1,887,026,016","2,552,433,001","2,393,642,088","2,759,531,779","2,088,334,155","1,540,569,975","1,034,867,785","2,198,154,489","1,502,124,982","1,363,393,428","1,180,990,163","1,233,241,680","1,293,220,491","1,668,870,010","1,709,043,776","1,444,979,692","1,702,063,849","1,565,813,378","1,515,176,720","1,888,305,129","2,235,776,627","2,068,585,410","1,150,907,205","715,599,057","728,075,330","1,116,881,971","694,075,340","702,326,324","676,416,274","1,095,688,112","1,064,246,593","1,214,652,582","1,274,145,172","1,330,752,402","1,628,774,326","2,155,425,514","2,596,458,551","1,560,889,550","2,319,030,710","2,131,379,663","1,889,239,272","2,255,863,938","3,522,068,512","2,809,687,754","2,195,550,901","1,799,675,778","1,507,648,008","1,795,872,866","1,814,742,977","1,196,115,338","911,479,083","899,808,800","1,202,437,453","1,868,703,021","2,388,741,441","2,802,019,918","964,020,533","858,224,489","983,517,910","1,190,844,893","1,096,112,959","1,128,675,496","1,628,091,484","922,128,560","979,277,381","771,167,225","746,741,820","801,120,523","972,464,054","823,244,084","1,440,169,000","1,162,173,964","583,694,803","255,078,989","248,497,815","302,539,595","250,702,575","247,719,136","199,030,115","154,695,216","177,252,120","197,542,521","40,394,889","288,284,608","298,867,685","438,120,614","239,179,914","514,793,393","430,525,758","502,928,750","496,801,375","462,983,125","470,047,125","552,671,930","570,463,125","496,979,750","454,100,000","501,026,000","467,424,250","538,906,250","519,892,125","550,906,875","445,758,500","382,189,250","435,567,625","305,772,000","177,283,375","203,245,250","228,474,000","178,595,000","166,967,500","169,397,500","207,782,500","161,757,500","160,260,000","258,632,500","241,272,125","265,820,625","242,867,500","193,810,500","186,897,000","160,897,875","167,540,000","168,979,375","182,678,500","171,032,000","169,798,000","275,010,500","191,404,500","237,135,000","160,563,000","154,511,250","107,312,500","114,577,500","112,761,250","106,168,000"
PeRatio,,,,"20.567","52.235","82.091",,,,,,,,,,"177.667",,"133.333",,"21.881","14.793","23.765",,,,,,,,,,,,,,,"20.781","34.926","45.556","37.442","18.681","22.827","27.747","24.644","93.308",,,,,,,,"43.929",,,"51","58","40.4","35.286","16.478","13.808","15.808","23.571","29.438","30.063","72.889","100.187","105.948",,,,,,,,,,,,,,,,,,,,,,,,,,,,"141.346",,,,,,,,,,,,,,,,,,,,,,,"27.527","22.433","27.261","25.744","15.678","15.148","13.77","10.417","11.619","13.636","14.015","17.014","64.634",,,,,,,,
ForwardPeRatio,"22.222",,"21.93","8.17","27.778","13.587","12.18","10.111","102.041","26.738","29.94","120.482",,,,"26.667",,,"26.81","17.668","50.505","27.855","12.987","14.599",,"17.857",,,,,,,,,"53.763","25.773","9.737","9.407","10.718","11.696","6.028","7.169","7.273","5.42","7.283","11.962","13.316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.287","0.291","0.217","0.291","0.478","0.533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.037","1.336","1.499","1.738","2.656","2.788","3.319","2.418","1.589","0.987","2.557","1.568","1.357","1.229","1.209","1.403","2.049","2.076","1.879","2.301","2.036","1.984","2.101","2.632","2.352","1.128","0.474","0.495","0.93","0.759","0.785","0.726","1.263","1.219","1.316","1.366","1.382","1.887","2.461","2.466","1.536","2.086","2.203","1.956","2.867","4.947","4.621","4.139","3.389","3.35","4.299","5.164","3.623","2.924","2.558","3.669","5.724","6.899","7.124","5.202","4.875","5.619","6.465","6.156","6.287","8.975","5.988","6.333","5.657","6.146","7.067","8.73","8.021","13.947","11.436","6.045","1.881","1.86","1.589","1.843","1.354","0.979","0.536",,,,"1.339","1.1","2.047","1.407","2.816","2.589","3.76","3.541","3.462","4.141","3.629","2.596","3.365","2.908","2.868","2.611","3.388","2.702","3.598","3.926","4.019","6.076","5.014","3.612","4.277","4.705","4.014","3.687","4.115","4.265","3.287","3.263","3.925","4.095","3.698","3.671","2.773","2.679","2.283","1.921","2.142","2.573","2.718","2.836","6.117","7.339","13.786","9.38","17.924","16.217","17.207","16.563","19.391"
PbRatio,"1.039","1.562","1.591","1.825","3.168","3.17","3.798","2.751","1.874","1.172","2.097","1.367","1.157","0.982","1.184","1.217","1.746","1.828","1.821","2.144","1.979","1.908","2.601","3.995","4.272","2.043","0.525","0.531","1.414","0.831","0.318","0.31","0.56","0.556","0.487","0.515","0.615","0.77","1.011","1.193","0.737","0.999","1.018","0.905","1.036","1.513","1.196","0.869","0.681","0.622","0.728","0.81","0.475","0.308","0.279","0.49","0.924","1.283","1.574","1.734","1.679","1.97","2.471","2.437","2.498","3.63","3.026","3.199","2.999","3.022","3.214","5.867","4.586","7.729","6.276","3.325","2.451","2.578","4.814","2.984","5.283","3.095","1.44","2.785","4.906",,"0.657","0.599","1.091","0.621","1.109","0.854","1.063","0.976","0.922","1.086","1.739","2.082","1.909","1.65","1.815","1.581","2.024","1.923","2.141","1.928","1.56","1.767","1.347","0.984","1.29","1.441","1.218","1.186","1.235","1.528","1.236","1.227","2.12","2.07","2.354","2.239","1.794","1.733","1.565","2.047","2.064","2.22","2.087","2.073","5.082","3.455","4.345","2.855","3.603","2.371","2.561","2.513","2.899"
EnterprisesValueRevenueRatio,"1.658","8.98","8.002","9.074","11.88","11.843","12.086","9.09","9.988","5.976","11.27","7.531","8.41","7.626","8.573","8.691","9.818","10.468","9.374","9.673","9.032","7.35","11.866","12.685","11.365","7.756","4.355","4.479","6.718","4.538","4.995","3.957","6.658","6.667","7.194","6.345","6.507","9.481","10.467","11.26","6.135","11.336","8.632","5.499","9.762","17.644","13.535","18.518","17.815","17.229","18.291","20.21","16.339","18.305","21.226","30.24","37.356","41.699","46.754","18.236","16.612","19.338","17.755","21.66","20.886","36.298","17.894","22.206","20.001","19.574","17.391","31.102","30.362","50.942","40.719","24.627","9.731","8.569","10.494","9.448","11.194","11.71","7.946","10.925","9.852","2.241","12.067","9.265","20.699","5.657","13.327","12.775","20.528","16.671","21.434","25.003","24.455","24.911","20.04","19.242","23.858","13.279","22.932","20.549","22.486","16.821","16.058","23.292","25.481","13.132","16.797","16.8","14.52","7.323","13.661","17.912","13.045","13.029","16.369","20.98","21.266","13.057","8.652","11.609","11.411","11.716","5.486","10.321","11.106","8.323","12.444","20.581","51.551","23.965","42.92","82.548","88.137","75.174","70.779"
EnterprisesValueEBITDARatio,"9.89","42.339","59.61","-129.39","30.363","48.563","36.13","27.153","44.16","41.279","-10.238","40.555","190.711","82.836","171.474","-100.18","40.24","35.07","20.553","48.859","66.716","20.69","69.746","44.276","33.866","59.331","-2.606","31.475","33.527","75.468","-0.476","17.925","109.241","154.53","-1.729","65.281","25.576","20.783","25.535","41.981","13.157","29.276","15.984","14.267","17.642","41.559","55.123","75.675","-131.411","100.07","-477.372","-133.104","30.972","52.028","-65.17","-884.145","682.756","171.236","150.106","144.791","51.499","47.321","39.806","49.656","43.424","91.998","81.532","98.997","174.354","113.954","68.902","374.025","1,362.987","793.919","-19.795","1,268.902","809.775","58.677","-13.821","-437.526","169.671","-43.532","-71.19","-34.653","-82.827","-9.037","168.587","66.682","78.013","28.369","129.183","-307.518","-1,676.429","310.501","462.983","671.496","276.336","154.179","92.033","81.089","1,670.087","34.369","103.636","85.228","125.206","76.855","70.776","435.568","-218.409","-196.982","-254.057","-253.86","595.317","-11.282","141.165","-259.728","-404.394","-28.618","215.527","219.338","71.843","23.579","71.782","54.97","11.411","-3.58","5.486","10.321","11.106","-7.649","12.444","20.581","51.551","-12.447","42.92","82.548","88.137","-17.899","70.779"
