name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,06/30/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989
TotalRevenue,"60,465,578","13,028,394","14,135,132","15,646,460","17,655,592","13,340,487","14,616,989","11,749,186","10,321,754","9,943,104","10,578,016","8,728,403","9,727,060","6,976,115","6,371,809","5,203,268","5,501,730","2,572,872","2,586,613","3,692,406","4,314,068","2,405,519","3,243,599","3,563,106","5,560,776","4,772,801","8,230,659","7,154,985","7,813,207","10,977,467","6,659,206","5,554,113","7,900,055","4,346,223","6,690,195","4,789,187","7,280,498","9,476,866","9,910,227","9,911,701","8,656,390","7,831,364","8,634,442","7,109,050","3,517,439","4,287,245","3,651,368","7,799,923","1,754,211","7,179,147","5,488,674","7,912,227","6,966,767","7,319,509","5,344,838","7,839,973","5,658,125","6,401,277","5,734,751","5,174,226","4,623,190","5,323,953","4,198,879","4,422,103","3,301,206","3,692,871","3,408,362","3,217,394","2,792,739","3,605,764","1,545,657","1,534,707","2,760,235","2,205,565","2,328,748","2,106,416","3,010,911","1,684,293","2,243,940","2,494,756","1,991,287","2,260,298","1,670,171","1,756,662","2,296,590","1,449,297","1,213,625","1,843,443","1,377,932","1,349,718","847,295","700,000","1,451,399","1,100,000","1,600,000","1,300,000","816,408","800,000","600,000","600,000","564,258","700,000","300,000","500,000","600,000","600,000","400,000","2,100,000","3,400,000","5,400,000","4,000,000","3,500,000","2,400,000","4,600,000","3,800,000","1,600,000","1,900,000","4,000,000","4,200,000","1,000,000","2,000,000","6,300,000","3,500,000","1,300,000","8,900,000","1,400,000","1,300,000","1,300,000","1,300,000"
	OperatingRevenue,"60,465,578","13,028,394","14,135,132","15,646,460","17,655,592","13,340,487","14,616,989","11,749,186","10,321,754","9,943,104","10,578,016","8,728,403","9,727,060","6,976,115","6,371,809","5,203,268","5,501,730","2,572,872","2,586,613","3,692,406","4,314,068","2,405,519","3,243,599","3,563,106","5,560,776","4,772,801","8,230,659","7,154,985","7,813,207","10,977,467","6,659,206","5,554,113","7,900,055","4,346,223","6,690,195","4,789,187","7,280,498","9,476,866","9,910,227","9,911,701","8,656,390","7,831,364","8,634,442","7,109,050","3,517,439","4,287,245","3,651,368","7,799,923","1,754,211","7,179,147","5,488,674","7,912,227","6,966,767","7,319,509","5,344,838","7,734,097","5,658,125","6,401,277","5,734,751","5,174,226","4,623,190","5,323,593","4,198,879","4,422,103","3,301,206","3,692,871","3,408,062","3,217,394","2,792,739","3,605,764","1,545,657","1,534,707","2,760,235","2,205,565","2,328,748","2,106,416","3,010,911","1,684,293","2,243,940","2,494,756","1,991,287","2,260,298","1,670,171","1,756,662","2,296,590","1,449,297","1,213,625","1,843,443","1,377,932","1,349,718","847,295","700,000","1,451,399","1,100,000","1,600,000","1,300,000","816,408","800,000","600,000","600,000","564,258","700,000","300,000","500,000","600,000","600,000","400,000","2,100,000","3,400,000","5,400,000","4,000,000","3,500,000","2,400,000","4,600,000","3,800,000","1,600,000","1,900,000","4,000,000","4,200,000","1,000,000","2,000,000","6,300,000","3,500,000","1,300,000","8,900,000","1,400,000","1,300,000","1,300,000","1,300,000"
CostOfRevenue,"11,265,928","1,853,116","2,293,050","3,337,282","3,782,480","2,432,187","3,780,356","2,187,039","3,802,636","2,506,606","3,308,921","2,895,670","3,155,902","2,367,264","1,727,729","2,012,177","2,424,235","1,373,469","1,272,574","1,897,747","2,019,154","1,127,864","1,591,315","1,694,547","2,327,583","1,927,406","2,828,322","3,031,341","3,180,672","4,583,360","2,839,533","2,667,340","3,729,785","1,960,282","3,011,701","2,514,224","3,537,418","3,956,750","3,944,028","4,161,537","3,362,654","3,270,395","3,618,298","2,881,696","1,703,754","2,480,011","1,634,450","3,197,435","814,764","2,999,124","2,285,813","4,076,185","3,619,120","3,426,574","2,903,644","4,326,660","3,480,400","3,728,630","3,368,635","3,143,305","2,810,291","3,289,496","2,920,481","2,908,194","2,106,899","2,163,122","1,795,185","1,803,390","1,509,948","2,040,314","1,016,502","915,643","1,428,028","1,408,773","1,454,518","1,109,293","1,991,990","1,090,256","1,265,298","1,464,472","1,073,929","1,537,202","1,371,406","1,338,852","1,638,045","1,026,380","925,195","1,066,538","985,863","670,266","319,198","700,000","1,573,369","800,000","1,300,000","1,500,000","1,075,709","600,000","1,000,000","800,000","1,984,698","700,000","500,000","300,000","1,400,000","400,000","300,000","1,100,000","1,800,000","3,100,000","2,200,000","400,000","1,300,000","2,700,000","2,100,000","800,000","1,000,000","2,300,000","2,300,000","400,000","1,000,000","3,600,000","2,000,000","600,000",,,,,
GrossProfit,"49,199,650","11,175,278","11,842,082","12,309,178","13,873,112","10,908,300","10,836,633","9,562,147","6,519,118","7,436,498","7,269,095","5,832,733","6,571,158","4,608,851","4,644,080","3,191,091","3,077,495","1,199,403","1,314,039","1,794,659","2,294,914","1,277,655","1,652,284","1,868,559","3,233,193","2,845,395","5,402,337","4,123,644","4,632,535","6,394,107","3,819,673","2,886,773","4,170,270","2,385,941","3,678,494","2,274,963","3,743,080","5,520,116","5,966,199","5,750,164","5,293,736","4,560,969","5,016,144","4,227,354","1,813,685","1,807,234","2,016,918","4,602,488","939,447","4,180,023","3,202,861","3,836,042","3,347,647","3,892,935","2,441,194","3,513,313","2,177,725","2,672,647","2,366,116","2,030,921","1,812,899","2,034,457","1,278,398","1,513,909","1,194,307","1,529,749","1,613,177","1,414,004","1,282,791","1,565,450","529,155","619,064","1,332,207","796,792","874,230","997,123","1,018,921","594,037","978,642","1,030,284","917,358","723,096","298,765","417,810","658,545","422,917","288,430","776,905","392,069","679,452","528,097","0","-121,970","300,000","300,000","-200,000","-259,301","200,000","-400,000","-200,000","-1,420,440","0","-200,000","200,000","-800,000","200,000","100,000","1,000,000","1,600,000","2,300,000","1,800,000","3,100,000","1,100,000","1,900,000","1,700,000","800,000","900,000","1,700,000","1,900,000","600,000","1,000,000","2,700,000","1,500,000","700,000",,,,,
OperatingExpense,"70,669,989","22,940,242","16,804,367","14,180,404","16,744,976","12,379,710","10,059,634","6,731,918","7,911,970","7,736,176","9,053,488","7,290,308","8,413,160","6,733,441","5,655,807","6,965,638","8,042,223","5,895,953","8,750,620","3,632,931","3,561,050","3,856,888","3,526,974","679,007","2,384,674","2,774,970","3,009,782","3,362,327","3,178,687","3,444,714","2,365,824","3,369,350","2,142,640","1,590,718","2,094,858","532,983","2,653,184","2,163,429","2,365,165","2,564,791","2,485,690","2,397,738","2,232,864","1,917,784","1,363,184","1,705,949","1,582,931","1,537,477","960,053","2,217,568","1,930,640","1,796,510","1,861,956","1,642,454","2,002,259","2,282,743","1,781,349","1,845,514","1,636,471","1,628,515","1,442,322","1,712,766","1,496,804","1,432,357","1,191,929","1,475,063","1,510,900","1,514,409","1,451,094","1,462,163","1,674,988","1,166,636","1,156,282","1,156,626","1,210,276","1,467,951","1,017,412","1,224,941","1,213,534","1,267,008","3,423,786","482,634","499,263","407,460","485,151","706,936","791,010","1,226,744","956,171","1,352,127","1,479,786","800,000","428,929","1,200,000","1,000,000","800,000","579,112","1,100,000","1,600,000","1,300,000","2,429,473","1,800,000","1,700,000","600,000","3,400,000","1,000,000","1,300,000","4,300,000","6,000,000","2,400,000","1,800,000","1,600,000","3,500,000","1,700,000","1,800,000","1,300,000","-1,400,000","4,900,000","2,100,000","1,000,000","3,200,000","1,900,000","1,300,000","800,000",,,,,
	SellingGeneralAndAdministration,"25,603,886","7,399,138","6,723,206","5,924,812","5,556,730","4,806,897","4,381,880","3,463,426","3,475,474","3,805,916","3,753,514","3,685,006","3,547,046","3,822,854","3,293,984","3,942,232","4,027,453","3,819,159","2,947,697","2,163,422","3,134,239","2,419,826",,,,,,,,,,,,,,,,,,"2,564,791","2,485,690","2,397,738","2,232,864","1,917,784","1,361,116","1,697,088","1,582,931","1,537,477","960,053","2,217,568","1,930,259","1,795,649","1,851,676","1,618,100","1,931,839","2,200,768","1,766,484","1,759,267","1,535,342","1,576,575","1,409,395","1,653,729","1,432,100","1,336,997","1,129,902","1,453,020","1,479,455","1,441,809","1,359,690","1,398,774","1,657,302","1,138,443","1,083,464","1,112,483","1,128,107","1,467,951","1,017,412","1,224,941","1,213,534","2,713,587","803,151","482,634","499,263","407,460","485,151","502,257","586,331","720,763","690,233","896,320","882,091","700,000","828,929","1,000,000","800,000","700,000","1,079,112","900,000","1,500,000","1,100,000","2,468,379","1,600,000","1,500,000","600,000","3,300,000","1,000,000","1,300,000","4,200,000","5,800,000","2,300,000","1,700,000","1,500,000","3,400,000","1,600,000","1,700,000","1,200,000","-1,500,000","4,800,000","2,000,000","900,000","3,100,000","1,900,000","1,300,000","800,000",,,,,
		GeneralAndAdministrativeExpense,"14,498,330",,,,,,,"3,463,426","3,475,474","3,805,916","3,753,514","3,685,006","3,547,046","3,822,854","3,293,984","3,942,232","4,027,453","3,819,159","2,947,697","2,109,152","3,134,239","2,419,826",,,,,,,,,,,,,,,,,,,,,,"1,830,464","1,246,890","1,585,270","1,563,531","1,514,486","922,024","2,128,257","1,860,408","1,740,855","1,816,488","1,587,723","1,861,045","2,138,313","1,715,515","1,690,409","1,493,824","1,527,721","1,371,339","1,619,803","1,373,062","1,276,760","1,080,421","1,394,343","1,429,350","1,364,391","1,332,613","1,384,754","1,652,714","1,124,268","1,076,288","1,097,707","1,116,633","1,464,089","1,007,714","1,217,906","1,197,596","2,703,555","790,426","472,500","488,322","388,460","482,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"14,498,330",,,,,,,"3,463,426","3,475,474","3,805,916","3,753,514","3,685,006","3,547,046","3,822,854","3,293,984","3,942,232","4,027,453","3,819,159","2,947,697","2,109,152","3,134,239","2,419,826",,,,,,,,,,,,,,,,,,,,,,"1,830,464","1,246,890","1,585,270","1,563,531","1,514,486","922,024","2,128,257","1,860,408","1,740,855","1,816,488","1,587,723","1,861,045","2,138,313","1,715,515","1,690,409","1,493,824","1,527,721","1,371,339","1,619,803","1,373,062","1,276,760","1,080,421","1,394,343","1,429,350","1,364,391","1,332,613","1,384,754","1,652,714","1,124,268","1,076,288","1,097,707","1,116,633","1,464,089","1,007,714","1,217,906","1,197,596","2,703,555","790,426","472,500","488,322","388,460","482,162",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,232,864","87,320","114,226","111,818","19,400","22,991","38,029","89,311","69,851","54,794","35,188","30,377","70,794","62,455","50,969","68,858","41,518","48,854","38,056","33,926","59,038","60,237","49,481","58,677","50,105","77,418","27,077","14,020","4,588","14,175","7,176","14,776","11,474","3,862","9,698","7,035","15,938","10,032","12,725","10,134","10,941","19,000","2,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"45,066,103","15,541,104","10,081,161","8,255,592","11,188,246","7,572,813","5,677,754","3,268,492","4,436,496","3,930,260","5,299,974","3,605,302","4,866,114","2,910,587","2,361,823","3,028,234","3,787,562","2,076,794","2,038,786","1,469,509","426,811","1,437,062",,,,,,,,,,,,,,,,,,,,,,"0","2,068","8,861","0","0","0","0","381","861","10,280","24,354","70,420","81,975","14,865","86,247","101,129","51,940","32,927","59,037","64,704","95,360","62,027","22,043","31,446","72,598","91,405","63,389","17,686","28,193","72,818","44,143","34,271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
