name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","206,654,000","1,661,000","1,662,000","5,322,000","1,668,000","28,198,000","15,721,000","4,782,000","3,448,000","1,597,000","41,678,000","1,684,000","39,575,000","0","0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,"0","206,654,000","1,661,000","1,662,000","5,322,000","1,668,000","28,198,000","15,721,000","4,782,000","3,448,000","1,597,000","41,678,000","1,684,000","39,575,000","0","0","0","0","0","0","0","0"
OperatingExpense,"122,556,000","34,670,000","33,097,000","24,583,000","30,206,000","26,871,000","25,495,000","25,484,000","19,009,000","18,748,000","17,842,000","15,057,000","15,207,000","13,166,000","21,795,000","15,375,000","14,848,000","13,331,000","14,859,000","17,766,000","24,209,000","45,138,000","72,378,000","62,878,000","58,751,000","52,466,000","45,983,000","50,891,000","44,018,000","34,141,000","32,852,000","25,917,000","42,277,000","20,726,000","20,444,000","15,267,000","7,587,000","4,127,000","3,546,131","3,854,000"
	SellingGeneralAndAdministration,"33,480,000","12,113,000","8,001,000","6,648,000","6,718,000","8,322,000","8,022,000","6,643,000","6,289,000","4,998,000","6,275,000","4,674,000","5,198,000","5,481,000","5,667,000","5,968,000","6,332,000","5,645,000","6,913,000","7,059,000","8,552,000","13,159,000","12,969,000","12,024,000","10,489,000","14,696,000","12,066,000","10,412,000","11,959,000","9,584,000","10,656,000","8,812,000","7,570,000","6,349,000","5,065,000","4,166,000","3,242,000","1,738,000","1,547,956","2,259,000"
		GeneralAndAdministrativeExpense,"33,480,000","12,113,000","8,001,000","6,648,000","6,718,000","8,322,000","8,022,000","6,643,000","6,289,000","4,998,000","6,275,000","4,674,000","5,198,000","5,481,000","5,667,000","5,968,000","6,332,000","5,645,000","6,913,000","7,059,000","8,552,000","13,159,000","12,969,000","12,024,000","10,489,000","14,696,000","12,066,000","10,412,000","11,959,000","9,584,000","10,656,000","8,812,000","7,570,000","6,349,000","5,065,000","4,166,000","3,242,000","1,738,000","1,547,956","2,259,000"
			OtherGandA,"33,480,000","12,113,000","8,001,000","6,648,000","6,718,000","8,322,000","8,022,000","6,643,000","6,289,000","4,998,000","6,275,000","4,674,000","5,198,000","5,481,000","5,667,000","5,968,000","6,332,000","5,645,000","6,913,000","7,059,000","8,552,000","13,159,000","12,969,000","12,024,000","10,489,000","14,696,000","12,066,000","10,412,000","11,959,000","9,584,000","10,656,000","8,812,000","7,570,000","6,349,000","5,065,000","4,166,000","3,242,000","1,738,000","1,547,956","2,259,000"
	ResearchAndDevelopment,"89,076,000","22,557,000","25,096,000","17,935,000","23,488,000","18,549,000","17,473,000","18,841,000","12,720,000","13,750,000","11,567,000","10,383,000","10,009,000","7,685,000","16,128,000","9,407,000","8,516,000","7,686,000","7,946,000","10,707,000","15,657,000","31,979,000","59,409,000","50,854,000","48,262,000","37,770,000","33,917,000","40,479,000","32,059,000","24,557,000","22,196,000","17,105,000","34,707,000","14,377,000","15,379,000","11,101,000","4,345,000","2,389,000","1,998,175","1,595,000"
OperatingIncome,"-122,556,000","-34,670,000","-33,097,000","-24,583,000","-30,206,000","-26,871,000","-25,495,000","-25,484,000","-19,009,000","-18,748,000","-17,842,000","-15,057,000","-15,207,000","-13,166,000","-21,795,000","-15,375,000","-14,848,000","-13,331,000","-14,859,000","188,888,000","-22,548,000","-43,476,000","-67,056,000","-61,210,000","-30,553,000","-36,745,000","-41,201,000","-47,443,000","-42,421,000","7,537,000","-31,168,000","13,658,000","-42,277,000","-20,726,000","-20,444,000","-15,267,000","-7,587,000","-4,127,000","-3,546,131","-3,854,000"
NetNonOperatingInterestIncomeExpense,"301,000","133,000","61,000","42,000","65,000","77,000","63,000","33,000","46,000","358,000","369,000","495,000","617,000","670,000","678,000","637,000","602,000","473,000","409,000","391,000","344,000","378,000","403,000","409,000","446,000","446,000","341,000","339,000","218,000","73,000","28,000","73,000","72,000","44,000","0",,"-1,097,000","-357,000","-251,153","-230,000"
	InterestIncomeNonOperating,"301,000","133,000","61,000",,"65,000","77,000","63,000","33,000","46,000","358,000","369,000","495,000","617,000","670,000","678,000","637,000","602,000","473,000","409,000","391,000","344,000","378,000","403,000","409,000","446,000","446,000","341,000","339,000","218,000","73,000","28,000","73,000","72,000","44,000",,,"-1,097,000","-357,000",,
