name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019
		RetainedEarnings,"-264,057,000","-228,474,000","-176,688,000","-134,106,000","-104,151,000","-79,183,000","-50,534,000","-36,614,000","-19,746,000"
		GainsLossesNotAffectingRetainedEarnings,"-930,000","-269,000","-34,000","-41,000","-68,000","-27,000",,,
TotalCapitalization,"336,459,000","368,197,000","414,116,000","452,596,000","478,260,000","342,367,000","376,781,000","142,430,000","14,036,000"
PreferredStockEquity,,,,,,,,"29,401,000","27,429,000"
CommonStockEquity,"336,459,000","368,197,000","414,116,000","452,596,000","478,260,000","342,367,000","366,845,000","132,481,000","-13,393,000"
CapitalLeaseObligations,"32,777,000","32,636,000","34,000,000","403,000","596,000",,,,
NetTangibleAssets,"336,459,000","368,197,000","414,116,000","452,596,000","478,260,000","342,367,000","366,845,000","132,481,000","14,036,000"
WorkingCapital,"321,213,000","353,669,000","401,304,000","446,746,000","473,618,000","338,120,000","375,162,000","140,947,000","12,401,000"
InvestedCapital,"336,459,000","368,197,000","414,116,000","452,596,000","478,260,000","342,367,000","376,781,000","142,430,000","-13,393,000"
TangibleBookValue,"336,459,000","368,197,000","414,116,000","452,596,000","478,260,000","342,367,000","366,845,000","132,481,000","-13,393,000"
TotalDebt,"32,777,000","32,636,000","34,000,000","403,000","596,000",,"9,936,000","9,949,000",
ShareIssued,"51,649,423","51,607,522","51,607,908","51,232,341","51,158,276","45,446,903","45,445,115","41,633,643","41,633,643"
OrdinarySharesNumber,"51,649,423","51,569,381","51,483,643","51,232,341","51,158,276","45,076,574","45,004,247","41,633,643","41,633,643"
TreasurySharesNumber,,"38,141","124,265",,,"370,329","440,868",,
