name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,03/31/1999
MarketCap,"2,178,038,305","1,972,850,560","2,427,921,990","2,237,706,240","3,319,638,380","2,491,638,660","2,311,314,480","1,935,247,600","1,631,380,120","736,312,500","1,289,099,120","1,203,351,560","1,526,472,215","1,514,075,132","1,483,737,360","2,647,660,082","1,931,935,125","1,124,839,987","833,087,757","708,291,996","494,737,100","529,200,990","493,247,226","447,735,920","394,182,960","357,328,840","358,385,994","315,844,698","388,590,955","363,377,229","405,141,882","395,874,448","386,765,053","381,999,465","342,711,725","373,348,638","355,723,188","315,548,349","363,321,158","406,003,723","305,550,794","270,807,830","211,976,538","249,520,487","366,632,890","304,764,244","445,650,196","408,379,561","389,963,455","377,857,268","459,651,129","334,139,198","174,432,201","60,531,734","79,113,799","97,602,350","71,338,213","58,571,775","66,489,125","76,496,766","122,338,427","97,870,025","168,220,714","115,476,393","236,024,333","121,399,624","65,876,698","51,087,164","37,007,306","34,937,818","38,723,766","49,219,367","58,227,171","95,744,776","147,804,786","124,302,688","104,801,197","43,988,941","38,328,966","12,231,014","7,545,686","5,448,560","1,444,196","1,304,906","2,153,095","2,805,548","880,811","1,723,653","2,071,699","2,414,220","7,883,476"
EnterpriseValue,"2,087,020,305","1,895,849,560","2,287,649,990","2,060,802,240","3,116,978,380","2,328,324,660","2,153,493,480","1,801,869,600","1,538,925,120","657,235,500","1,204,558,120","1,102,807,560","1,419,595,215","1,413,041,132","1,407,668,360","2,571,591,082","1,855,866,125","1,048,770,987","757,018,757","632,222,996","418,668,100","453,131,990","411,247,226","368,261,920","322,699,960","290,438,840","292,193,994","251,164,698","327,629,955","313,187,229","350,043,882","327,889,448","310,046,053","314,893,465","261,453,725","296,069,638","287,740,188","259,891,349","307,664,158","354,065,723","258,969,794","242,684,830","179,821,538","217,365,487","324,597,890","259,878,244","417,013,196","377,773,561","364,654,455","355,903,268","449,589,129","322,755,198","169,155,201","60,790,734","83,907,799","102,137,350","75,286,213","62,697,775","69,288,125","77,651,766","124,893,427","100,558,025","169,403,714","115,089,393","235,637,333","119,859,624","65,791,698","51,002,164","38,397,306","37,199,818","41,069,766","51,925,367","60,794,171","96,025,776","147,351,786","121,614,688","106,504,197","45,766,941","41,154,966","15,421,014","8,218,686","6,600,560","2,596,196","2,261,906","3,293,095","3,998,548","2,545,375","3,860,617","4,208,663","4,024,220","12,189,476"
PeRatio,"13.493","12.295","15.699","15.192","26.747","24.403","24.604","25.695","22.062","9.72","18.023","17.564","24.162","27.608","31.974","66.732","57.405","40.808","34.389","29.834","25.287","29.779","28.128","26.613","20.537","18.636","19.987","17.907","21.263","18.164","20.211","19.426","17.377","16.815","17.655","16.806","19.815","19.759","22.75","27.526","16.966","13.328","9.397","11.062","15.926","13.527","21.393","20.553","22.53","25.907","37.753","32.909","21.222","9.222","14.526","18.917","16.438","15.143","17.321","18.6","25.571","18.842","31.425","27.125","55.844","32.964","40.308","30.769","23.385","22.077","25.143","24.889","27.947","47.316","64.091","65","34.091","14.114","17.733","6.172","11.571","11.857","3.143","4","5.5","5.375",,,,,
ForwardPeRatio,,,,,,,,,,,,"12.005","19.38","19.57","21.368","37.879","43.86","28.736","26.954","23.753",,,,,,"16.584","16.695","14.514","15.456","14.347","16.556","16.892","14.306","13.587","13.333","12.151","12.21","11.534","15.361","15.748","12.346","10.32","8.54","8.628","11.173","10.695","15.773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,"0.978","1.069","1.894","2.925","1.917","1.797","1.583",,,,,,,,,,"0.956","1.105","1.125","0.954","0.906","0.889","0.81","0.814","0.769","1.024","1.05","0.823","0.413","0.462","0.575","0.745",,"1.051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.387","1.322","1.756","1.799","3.06","2.685","2.772","2.581","2.295","1.061","1.929","1.97","2.733","3.075","3.499","7.241","5.891","3.746","2.941","2.573","1.819","1.931","1.816","1.665","1.469","1.336","1.347","1.19","1.448","1.342","1.377","1.33","1.195","1.126","1","1.014","0.974","0.883","1.017","1.103","0.881","0.831","0.673","0.792","1.215","1.06","1,634.101","1.672","1.749","1.939","2.72","2.219","1.342","0.528","0.75","0.957","0.763","0.652","0.79","0.979","1.616","1.303","2.471","1.891","3.892","2.347","1.854","1.415","1.218","1.249","1.598","1.927","2.304","3.976","6.085","5.482","5.47","2.681","3.765","1.611","1.196","1.334","0.354","0.362","0.507","0.814","0.174","0.403","0.484","0.564","0.496"
PbRatio,"10.082","9.744","12.372","11.494","18.981","15.845","16.508","16.578","14.73","7.024","11.593","9.549","12.468","13.909","13.29","25.751","16.845","10.382","7.723","6.799","4.989","5.512","5.206","4.906","4.386","4.034","4.128","3.581","4.581","4.515","4.908","4.06","3.678","3.881","3.078","3.571","3.67","3.486","4.002","5.114","3.912","3.693","2.974","3.487","4.953","3.835","6.193","5.92","6.305","6.832","8.684","6.899","3.881","1.477","2.073","2.637","2.009","1.736","2.051","2.517","4.136","3.475","6.173","4.523","9.245","5.114","3.099","2.403","1.814","1.787","2.07","2.689","3.252","5.579","9.009","8.671","14.257","7.74","8.345","3.268","5.532","4.796","1.271","1.258","2.384","4.27",,,,,"3.672"
EnterprisesValueRevenueRatio,"1.302","4.54","6.055","4.985","7.907","6.835","8.129","6.637","6.995","3.683","7.059","5.802","7.587","8.519","9.652","18.469","15.818","10.637","9.704","8.189","5.529","6.416","6.583","5.37","4.536","4.015","4.766","3.809","4.54","4.269","7.977","4.431","3.833","3.639","3.383","3.424","2.964","2.706","3.696","3.892","2.768","2.729","2.585","2.858","4.148","3.498","6.617","5.615","5.47","5.874","9.727","7.171","4.155","1.805","3.296","3.744","2.734","2.491","3.499","3.555","5.666","5.006","11.067","5.859","11.809","6.248","6.41","4.643","3.638","4.468","6.963","7.144","8.263","14.086","25.231","17.951","16.597","7.211","9.172","5.043","2.714","3.725","2.267","1.853","2.472","3.02","2.822","3.541","4.521","4.127","9.049"
EnterprisesValueEBITDARatio,"9.208","32.954","48.843","35.65","48.656","42.478","53.866","38.886","51.433","26.089","60.324","51.367","49.908","54.807","67.941","140.547","101.663","64.631","72.159","55.875","33.9","46.787","52.67","36.218","50.335","36.872","40.448","25.853","31.289","37.333","39.247","40.016","31.148","28.038","24.919","29.489","21.746","23.188","46.722","29.612","34.963","28.491","38.889","24.695","29.506","22.214","60.851","35.859","34.16","37.077","69.402","46.898","27.717","11.668","33.725","28.61","21.071","19.961","39.936","31.851","52.082","34.192","-8.146","46.073","77.41","31.434","59.92","29.244","23.658","27.555","42.08","57.952","49.831","78.581","185.582","141.907","98.706","29.623","276.208","18.315","11.289","18.646","19.818","11.905","11.014","8.905","8.082","32.134","91.688","18.046","-34.144"
