name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,12/31/2006
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,260,000","1,233,000","1,926,000","1,943,000","1,939,000",,,,,,,,,"3,680,000","912,000","18,355,000","40,854,000","41,217,000","57,922,000","100,441,000","99,133,128","145,919,166","133,467,799","32,099,163"
		Inventory,"683,000,000","484,000,000","422,000,000","404,000,000","378,000,000","298,000,000","266,000,000","252,000,000","211,000,000","390,000,000","388,000,000","390,000,000","403,000,000","380,000,000","427,000,000","433,000,000","424,400,000","385,200,000","339,700,000","318,300,000","353,900,000","349,200,000","323,000,000","325,000,000","259,400,000","289,900,000","284,700,000","349,500,000","311,400,000","329,600,000","516,800,000","528,700,000","543,100,000","526,600,000","680,300,000","588,800,000","525,105,000","528,070,000","524,359,000","514,309,000","590,107,000","636,221,000","308,929,000","315,946,000","395,076,000","247,172,000","237,938,000","251,622,000","255,612,000","274,838,000","228,702,000","222,740,000","173,056,000","148,424,000","258,911,000","328,738,000","288,415,000","249,243,198","209,852,915","179,243,439","161,432,793"
			RawMaterials,"376,000,000","249,000,000","213,000,000","202,000,000","196,000,000","149,000,000","139,000,000","137,000,000","124,000,000","195,000,000","194,000,000","184,000,000","183,000,000","182,000,000","213,000,000","219,000,000","210,600,000","190,800,000","177,600,000","166,000,000","168,700,000","173,600,000","167,500,000","175,600,000","142,400,000","139,600,000","139,900,000","172,800,000","141,200,000","132,800,000","210,000,000","197,900,000","223,200,000","221,500,000","239,400,000","214,600,000","206,558,000","210,134,000","224,338,000","233,660,000","234,031,000","197,534,000","125,156,000","161,592,000","241,420,000","113,453,000","116,215,000","128,702,000","119,498,000","131,889,000","128,776,000","110,831,000","91,997,000","73,040,000","94,164,000","154,397,000","147,556,000",,,,
			WorkInProcess,"51,000,000","20,000,000","24,000,000","27,000,000","23,000,000","16,000,000","17,000,000","15,000,000","10,000,000","18,000,000","18,000,000","22,000,000","36,000,000","12,000,000","19,000,000","29,000,000","36,300,000","22,400,000","20,900,000","18,900,000","38,900,000","23,900,000","14,600,000","17,600,000","21,200,000","35,800,000","10,700,000","18,500,000","17,500,000","20,600,000","33,600,000","41,400,000","51,900,000","36,900,000","78,500,000","56,800,000","54,310,000","42,767,000","36,450,000","36,986,000","61,862,000","115,372,000","34,531,000","24,473,000","34,575,000","22,931,000","16,639,000","22,515,000","16,867,000","19,401,000","13,539,000","12,148,000","9,385,000","14,376,000","27,304,000","28,363,000","17,045,000",,,,
			FinishedGoods,"256,000,000","215,000,000","185,000,000","175,000,000","159,000,000","133,000,000","110,000,000","100,000,000","77,000,000","177,000,000","176,000,000","184,000,000","184,000,000","186,000,000","195,000,000","185,000,000","177,500,000","172,000,000","141,200,000","133,400,000","146,300,000","151,700,000","140,900,000","131,800,000","95,800,000","114,500,000","134,100,000","158,200,000","152,700,000","176,200,000","273,200,000","289,400,000","268,000,000","268,200,000","362,400,000","317,400,000","264,237,000","275,169,000","263,571,000","243,663,000","294,214,000","323,315,000","149,242,000","129,881,000","119,081,000","110,788,000","105,084,000","100,405,000","119,247,000","123,548,000","86,387,000","99,761,000","71,674,000","61,008,000","110,106,000","145,978,000","123,814,000",,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,337,000",,,,,,
		PrepaidAssets,"54,000,000","76,000,000","76,000,000","43,000,000","286,000,000","259,000,000","183,000,000","253,000,000","228,000,000","67,000,000","66,000,000","59,000,000","58,000,000","76,000,000","47,000,000","54,000,000","114,300,000","33,700,000","41,100,000","45,800,000","37,900,000","68,400,000","64,900,000","88,100,000","84,300,000","105,400,000","92,200,000","86,200,000","139,800,000","174,700,000","213,600,000","222,900,000","135,200,000","82,500,000","142,500,000","132,300,000","54,858,000","54,486,000","32,517,000","64,805,000","66,082,000","117,509,000","45,723,000","44,923,000","51,061,000","28,616,000","32,335,000","22,202,000","26,251,000","26,141,000","28,823,000","20,757,000","22,321,000","37,583,000","53,540,000","9,886,000","13,071,000","14,185,531","28,189,488","23,255,906","18,524,017"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","34,560,000",,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","200,000","2,400,000","5,200,000","6,300,000","8,800,000","12,600,000","13,900,000","27,800,000","14,500,000","13,600,000","16,968,000","57,423,000","36,880,000","26,063,000",,"0","17,643,000","15,282,000","39,825,000","43,351,000","23,133,000","14,578,000","22,647,000","21,505,000","35,835,000","31,581,000","31,000,000","25,365,000","64,295,000","79,996,000","78,325,000","78,264,910","99,559,780","133,008,581","18,888,660"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","200,000","2,400,000","5,200,000","6,300,000","8,800,000","12,600,000","13,900,000","27,800,000","14,500,000","13,600,000","16,968,000","57,423,000","36,880,000","26,063,000",,"0","17,643,000","15,282,000","39,825,000","43,351,000","23,133,000","14,578,000","22,647,000","21,505,000","35,835,000","31,581,000","31,000,000","25,365,000","64,295,000","79,996,000","78,325,000","78,264,910","99,559,780","133,008,581","18,888,660"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,386,000",,,,,,,
	TotalNonCurrentAssets,"2,579,000,000","2,537,000,000","2,568,000,000","2,598,000,000","2,591,000,000","2,576,000,000","2,622,000,000","2,669,000,000","2,729,000,000","2,614,000,000","2,635,000,000","2,673,000,000","2,749,000,000","2,614,000,000","2,612,000,000","2,639,000,000","2,676,200,000","2,712,500,000","2,649,600,000","2,683,100,000","2,704,900,000","2,734,700,000","2,755,500,000","2,781,100,000","2,029,800,000","2,031,100,000","2,015,800,000","1,987,700,000","1,993,400,000","2,005,900,000","1,986,900,000","1,967,700,000","1,954,200,000","1,934,100,000","1,906,700,000","1,877,200,000","1,846,844,000","1,849,816,000","1,786,560,000","1,770,727,000","1,761,339,000","1,762,508,000","1,144,834,000","1,127,626,000","1,126,116,000","1,140,827,000","1,154,516,000","1,168,959,000","1,178,201,000","1,188,518,000","1,197,240,000","1,204,919,000","1,220,961,000","1,237,072,000","1,317,570,000","1,344,888,000","1,301,127,000","1,298,186,717","1,272,311,229","1,258,159,914","1,107,026,461"
		NetPPE,"2,269,000,000","2,273,000,000","2,291,000,000","2,304,000,000","2,278,000,000","2,240,000,000","2,267,000,000","2,294,000,000","2,325,000,000","2,336,000,000","2,356,000,000","2,376,000,000","2,418,000,000","2,445,000,000","2,441,000,000","2,494,000,000","2,537,600,000","2,571,800,000","2,586,500,000","2,621,200,000","2,642,200,000","2,672,100,000","2,694,700,000","2,723,500,000","1,972,400,000","1,967,100,000","1,948,700,000","1,916,500,000","1,911,600,000","1,916,000,000","1,909,600,000","1,894,200,000","1,884,000,000","1,864,400,000","1,834,700,000","1,809,900,000","1,782,644,000","1,782,918,000","1,722,019,000","1,701,305,000","1,692,134,000","1,672,961,000","1,079,601,000","1,061,342,000","1,063,831,000","1,081,312,000","1,092,688,000","1,109,273,000","1,126,443,000","1,137,910,000","1,147,779,000","1,156,808,000","1,170,328,000","1,178,965,000","1,185,801,000","1,189,921,000","1,192,542,000","1,192,174,459","1,164,047,449","1,157,972,453","1,007,155,873"
			GrossPPE,"4,516,000,000","4,467,000,000","4,430,000,000","4,405,000,000","4,336,000,000","4,249,000,000","4,230,000,000","4,210,000,000","4,192,000,000","4,163,000,000","4,135,000,000","4,115,000,000","4,107,000,000","4,082,000,000","4,026,000,000","4,026,000,000","4,020,200,000","4,002,800,000","3,967,300,000","3,951,700,000","3,922,200,000","3,899,600,000","3,870,900,000","3,849,400,000","3,050,900,000","3,007,100,000","2,951,700,000","2,885,400,000","2,839,600,000","2,803,200,000","2,758,600,000","2,706,700,000","2,659,000,000","2,606,300,000","2,540,200,000","2,479,800,000","2,417,720,000","2,384,051,000","2,294,502,000","2,241,255,000","2,201,656,000","2,151,286,000","1,534,877,000","1,494,828,000","1,474,156,000","1,470,721,000","1,461,071,000","1,456,095,000","1,451,944,000","1,442,704,000","1,431,568,000","1,419,213,000","1,411,796,000","1,399,684,000","1,387,917,000","1,371,576,000","1,353,773,000","1,192,174,459","1,164,047,449","1,157,972,453","1,007,155,873"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
				LandAndImprovements,"71,000,000","71,000,000","48,000,000","48,000,000","48,000,000","47,000,000","47,000,000","47,000,000","47,000,000","46,000,000","46,000,000","45,000,000","44,000,000","43,000,000","43,000,000","44,000,000","47,400,000","47,400,000","47,000,000","46,500,000","46,500,000","46,500,000","46,400,000","46,500,000","38,800,000","38,600,000","38,100,000","37,800,000","37,700,000","37,400,000","37,200,000","36,700,000","36,500,000","36,100,000","34,000,000","33,300,000","32,179,000","30,992,000","28,520,000","27,674,000","26,673,000","26,136,000","20,792,000","19,819,000","19,367,000","19,228,000","18,545,000","18,494,000","18,394,000","18,016,000","17,977,000","17,451,000","17,384,000","17,383,000","17,672,000","18,588,000","14,099,000",,,,
				BuildingsAndImprovements,"89,000,000","88,000,000","87,000,000","87,000,000","88,000,000","88,000,000","88,000,000","88,000,000","88,000,000","87,000,000","87,000,000","87,000,000","83,000,000","82,000,000","82,000,000","82,000,000","83,900,000","83,300,000","83,700,000","80,900,000","80,900,000","64,800,000","64,800,000","64,400,000","53,100,000","53,600,000","52,300,000","51,500,000","51,400,000","50,400,000","44,900,000","44,600,000","44,400,000","42,600,000","42,500,000","41,300,000","41,349,000","40,617,000","38,824,000","37,583,000","37,375,000","37,289,000","27,873,000","27,087,000","26,830,000","25,663,000","25,599,000","24,876,000","24,802,000","23,316,000","23,314,000","23,104,000","22,852,000","23,932,000","23,124,000","20,099,000","19,351,000",,,,
				MachineryFurnitureEquipment,"4,083,000,000","4,070,000,000","3,947,000,000","3,953,000,000","3,955,000,000","3,919,000,000","3,908,000,000","3,914,000,000","3,863,000,000","3,894,000,000","3,863,000,000","3,869,000,000","3,863,000,000","3,754,000,000","3,741,000,000","3,750,000,000","3,819,600,000","3,811,300,000","3,762,600,000","3,752,700,000","3,727,400,000","3,730,500,000","3,687,800,000","3,578,200,000","2,805,400,000","2,789,000,000","2,701,100,000","2,679,000,000","2,666,500,000","2,640,500,000","2,461,100,000","2,390,900,000","2,367,300,000","2,360,200,000","2,326,400,000","2,299,400,000","2,263,802,000","2,120,668,000","2,046,831,000","2,039,013,000","2,018,434,000","1,992,331,000","1,397,269,000","1,387,301,000","1,382,556,000","1,381,903,000","1,372,389,000","1,369,070,000","1,323,028,000","1,322,253,000","1,319,836,000","1,318,525,000","1,313,916,000","1,304,442,000","1,302,594,000","1,291,391,000","1,289,464,000",,,,
				OtherProperties,"95,000,000","96,000,000","95,000,000","95,000,000","95,000,000","95,000,000","96,000,000","69,000,000","69,000,000","41,000,000","41,000,000","41,000,000","44,000,000","203,000,000","160,000,000","150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"178,000,000","142,000,000","253,000,000","222,000,000","150,000,000","100,000,000","91,000,000","92,000,000","125,000,000","95,000,000","98,000,000","73,000,000","73,000,000",,,,"64,700,000","56,200,000","69,300,000","66,800,000","62,700,000","54,200,000","68,300,000","156,900,000","150,200,000","122,300,000","156,800,000","113,700,000","80,600,000","71,500,000","212,000,000","231,700,000","208,300,000","164,900,000","134,800,000","103,300,000","77,907,000","189,291,000","177,858,000","135,006,000","117,204,000","94,085,000","87,582,000","59,260,000","44,150,000","42,674,000","43,291,000","42,435,000","84,500,000","77,818,000","69,140,000","59,052,000","56,563,000","53,927,000","44,527,000","41,498,000","30,859,000",,,,
				Leases,,,,,,,,,,,,,,,,,"4,600,000","4,600,000","4,700,000","4,800,000","4,700,000","3,600,000","3,600,000","3,400,000","3,400,000","3,600,000","3,400,000","3,400,000","3,400,000","3,400,000","3,400,000","2,800,000","2,500,000","2,500,000","2,500,000","2,500,000","2,483,000","2,483,000","2,469,000","1,979,000","1,970,000","1,445,000","1,361,000","1,361,000","1,253,000","1,253,000","1,247,000","1,220,000","1,220,000","1,301,000","1,301,000","1,081,000","1,081,000",,,,,,,,
			AccumulatedDepreciation,"-2,247,000,000","-2,194,000,000","-2,139,000,000","-2,101,000,000","-2,058,000,000","-2,009,000,000","-1,963,000,000","-1,916,000,000","-1,867,000,000","-1,827,000,000","-1,779,000,000","-1,739,000,000","-1,689,000,000","-1,637,000,000","-1,585,000,000","-1,532,000,000","-1,482,600,000","-1,431,000,000","-1,380,800,000","-1,330,500,000","-1,280,000,000","-1,227,500,000","-1,176,200,000","-1,125,900,000","-1,078,500,000","-1,040,000,000","-1,003,000,000","-968,900,000","-928,000,000","-887,200,000","-849,000,000","-812,500,000","-775,000,000","-741,900,000","-705,500,000","-669,900,000","-635,076,000","-601,133,000","-572,483,000","-539,950,000","-509,522,000","-478,325,000","-455,276,000","-433,486,000","-410,325,000","-389,409,000","-368,383,000","-346,822,000","-325,501,000","-304,794,000","-283,789,000","-262,405,000","-241,468,000","-220,719,000","-202,116,000","-181,655,000","-161,231,000",,,,
		GoodwillAndOtherIntangibleAssets,,,,,,,,,,,,,,,,,"41,100,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,200,000","41,300,000","41,300,000","41,300,000","41,300,000","41,246,000","41,253,000","41,260,000","41,266,000","41,273,000","41,281,000","41,289,000","41,297,000","41,305,000","41,313,000","41,322,000","41,330,000","41,338,000","41,346,000","41,354,000","41,363,000","41,371,000","41,379,000","84,193,000","84,201,000","84,225,000","84,248,377","84,272,078","84,310,410","84,413,341"
			Goodwill,,,,,,,,,,,,,,,,,"41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","41,000,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","40,969,000","83,775,000","83,775,000","83,775,000","83,774,885","83,774,885","83,774,885","83,774,885"
			OtherIntangibleAssets,,,,,,,,,,,,,,,,,"100,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","300,000","300,000","300,000","300,000","277,000","284,000","291,000","297,000","304,000","312,000","320,000","328,000","336,000","344,000","353,000","361,000","369,000","377,000","385,000","394,000","402,000","410,000","418,000","426,000","450,000","473,492","497,193","535,525","638,456"
		InvestmentsAndAdvances,,,,,,,,,,,,,,,,,"83,500,000","82,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,,,,"83,500,000","82,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000","4,000,000","4,042,000","4,042,000","4,076,000","4,076,000","4,076,000","4,076,000","4,076,000","3,856,000","3,570,000","3,570,000","3,587,000","1,000,000","1,000,000",,"1,000,000","1,000,000","3,433,000",,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"6,200,000","6,700,000","7,200,000","7,700,000","8,400,000","9,100,000","9,800,000","10,500,000","11,200,000","11,900,000","12,600,000","13,070,000","16,639,000","15,487,000","17,437,000","18,866,000","20,319,000","15,194,000","16,444,000","12,949,000","10,601,000","12,065,000","13,022,000","4,422,000","3,485,000","2,150,000","2,583,000","3,348,000",,,,,,,,
		OtherNonCurrentAssets,"310,000,000","264,000,000","277,000,000","294,000,000","313,000,000","336,000,000","355,000,000","375,000,000","404,000,000","278,000,000","279,000,000","297,000,000","331,000,000","169,000,000","171,000,000","145,000,000","14,000,000","16,700,000","21,900,000","20,700,000","21,500,000","21,400,000","19,600,000","16,400,000","16,200,000","16,600,000","19,200,000","22,800,000","32,900,000","40,300,000","27,000,000","22,500,000","18,400,000","17,200,000","14,800,000","9,400,000","5,842,000","4,964,000","3,718,000","6,643,000","4,990,000","23,871,000","4,674,000","4,687,000","4,461,000","4,031,000","4,854,000","4,334,000","4,998,000","5,777,000","4,957,000","3,165,000","2,481,000","16,728,000","47,576,000","70,766,000","24,360,000","21,763,881","23,991,702","15,877,051","15,457,247"
TotalLiabilitiesNetMinorityInterest,"3,469,000,000","3,136,000,000","3,107,000,000","3,128,000,000","3,024,000,000","2,759,000,000","2,574,000,000","2,515,000,000","2,639,000,000","2,237,000,000","2,237,000,000","2,124,000,000","2,216,000,000","2,039,000,000","2,139,000,000","2,163,000,000","2,081,700,000","2,102,700,000","2,410,700,000","2,388,900,000","2,348,800,000","2,340,600,000","2,295,900,000","2,243,000,000","1,666,500,000","1,705,300,000","1,769,000,000","1,768,300,000","1,772,000,000","1,787,200,000","1,898,100,000","1,875,700,000","1,919,700,000","1,830,400,000","1,908,300,000","1,991,000,000","1,874,652,000","1,950,757,000","2,026,265,000","1,863,860,000","1,928,751,000","1,819,588,000","1,276,730,000","1,230,052,000","1,138,139,000","1,040,011,000","1,002,448,000","964,745,000","957,029,000","950,079,000","983,913,000","960,410,000","953,117,000","1,020,416,000","1,344,956,000","1,490,520,000","1,457,886,000","1,401,952,978","1,808,946,367","1,799,638,839","1,368,707,255"
	CurrentLiabilities,"1,552,000,000","1,156,000,000","1,035,000,000","1,112,000,000","995,000,000","659,000,000","457,000,000","369,000,000","504,000,000","596,000,000","590,000,000","482,000,000","580,000,000","496,000,000","604,000,000","591,000,000","522,300,000","543,700,000","618,200,000","605,100,000","560,400,000","565,900,000","456,900,000","377,000,000","474,200,000","484,800,000","565,500,000","551,700,000","424,500,000","423,600,000","574,000,000","555,600,000","629,400,000","501,500,000","573,200,000","684,400,000","641,995,000","625,631,000","728,075,000","609,490,000","700,887,000","587,559,000","304,090,000","270,896,000","363,645,000","265,715,000","219,769,000","186,320,000","215,205,000","190,624,000","205,486,000","176,529,000","179,915,000","244,909,000","534,312,000","669,778,000","601,013,000","536,442,723","603,251,593","514,581,282","230,199,780"
		PayablesAndAccruedExpenses,"1,423,000,000","1,033,000,000","957,000,000","1,037,000,000","863,000,000","585,000,000","419,000,000","340,000,000","448,000,000","536,000,000","390,000,000","323,000,000","359,000,000","320,000,000","409,000,000","372,000,000","409,600,000","416,300,000","356,300,000","302,700,000","304,900,000","334,300,000","281,300,000","303,700,000","299,600,000","330,700,000","394,600,000","370,000,000","318,300,000","340,000,000","509,500,000","498,400,000","554,800,000","455,300,000","503,800,000","584,400,000","517,505,000","527,960,000","600,709,000","579,693,000","604,747,000","524,955,000","222,212,000","238,487,000","293,584,000","213,620,000","167,497,000","159,633,000","156,415,000","137,291,000","151,019,000","136,182,000","126,701,000","130,052,000","233,652,000","182,083,000","227,221,000","210,534,009","230,896,858","175,353,136","172,677,212"
