name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,12/31/1997
TotalAssets,"912,585,000","919,540,000","883,620,000","854,496,000","822,209,000","800,136,000","780,117,000","768,798,000","1,013,814,000","806,043,000","802,322,000","795,913,000","770,700,000","470,138,000","470,068,000","470,350,000","458,701,000","471,834,000","478,908,000","440,730,000","462,745,000","457,166,000","502,995,000","454,742,000","481,003,000","513,396,000","565,893,000","475,571,000","492,462,000","474,187,000","474,851,000","388,417,000","393,461,000","381,765,000","389,846,000","346,560,000","367,589,000","342,021,000","346,052,000","292,341,000","303,881,000","262,657,000","237,923,000","195,280,000","199,595,000","169,957,000","168,447,000","134,417,000","133,788,000","118,240,000","82,270,000","86,920,000","123,521,000","135,413,000","180,076,000","177,837,000","174,836,000","190,489,000","171,741,000","166,218,000","210,947,000","228,961,000","250,033,000","238,169,000","233,383,000","228,834,000","205,859,000","209,361,000","203,957,000","191,813,000","186,822,000","176,027,000","169,597,000","150,702,000","141,880,000","121,491,000","113,815,000","108,331,000","106,915,000","76,910,000","75,187,000","67,436,000","66,979,000","62,969,000","60,246,000","64,672,000","89,289,000","91,914,000","95,709,000","95,900,000","102,000,000","102,800,000","108,800,000","106,200,000","63,300,000","58,800,000","57,200,000"
	CurrentAssets,"191,895,000","207,621,000","195,327,000","186,997,000","171,502,000","181,804,000","164,361,000","141,758,000","372,785,000","160,368,000","159,593,000","158,636,000","145,653,000","150,857,000","158,357,000","158,219,000","142,381,000","152,491,000","164,249,000","129,188,000","149,022,000","138,327,000","190,731,000","147,337,000","172,329,000","197,926,000","246,201,000","217,471,000","235,498,000","232,595,000","238,044,000","168,929,000","196,187,000","189,539,000","220,466,000","186,188,000","209,074,000","210,578,000","223,545,000","179,707,000","223,887,000","191,195,000","162,310,000","121,955,000","145,301,000","116,909,000","114,108,000","78,892,000","76,345,000","54,102,000","34,427,000","34,564,000","63,173,000","69,153,000","60,075,000","58,312,000","59,831,000","79,143,000","73,677,000","74,759,000","96,900,000","103,168,000","121,472,000","105,872,000","98,164,000","105,056,000","94,949,000","111,426,000","106,238,000","95,566,000","95,856,000","81,187,000","77,514,000","104,534,000","97,594,000","76,534,000","69,519,000","69,994,000","65,493,000","43,840,000","39,323,000","30,672,000","28,932,000","25,204,000","20,952,000","23,965,000","39,066,000","43,555,000","51,130,000","54,100,000","62,900,000","66,400,000","77,000,000","75,800,000","33,700,000","30,600,000","30,700,000"
		CashCashEquivalentsAndShortTermInvestments,"1,556,000","2,389,000","1,830,000","2,173,000","2,238,000","4,243,000","1,365,000","1,651,000","239,213,000","1,593,000","1,545,000","1,684,000","1,696,000","1,612,000","1,241,000","2,407,000","2,335,000","3,651,000","29,914,000","2,082,000","36,452,000","11,609,000","51,346,000","2,401,000","29,520,000","27,561,000","105,921,000","88,453,000","121,386,000","121,604,000","133,743,000","82,938,000","112,556,000","110,382,000","138,708,000","111,976,000","142,671,000","139,179,000","157,640,000","123,096,000","170,954,000","136,275,000","116,355,000","77,625,000","101,882,000","81,361,000","82,416,000","39,878,000","39,501,000","17,717,000","4,796,000","4,471,000","3,121,000","13,057,000","6,205,000","6,802,000","6,203,000","7,279,000","8,522,000","11,131,000","36,044,000","46,567,000","62,023,000","38,306,000","41,370,000","56,985,000","45,876,000","58,801,000","64,316,000","50,813,000","55,982,000","43,294,000","39,829,000","74,047,000","69,321,000","47,356,000","40,858,000","39,322,000","37,081,000","25,995,000","25,643,000","16,375,000","15,435,000","8,848,000","4,532,000","5,448,000","12,681,000","18,129,000","26,804,000","27,500,000","37,600,000","31,800,000","44,400,000","45,600,000","9,600,000","8,700,000","12,700,000"
			CashAndCashEquivalents,"1,556,000","2,389,000","1,830,000","2,173,000","2,238,000","4,243,000","1,365,000","1,651,000","239,213,000","1,593,000","1,545,000","1,684,000","1,696,000","1,612,000","1,241,000","2,407,000","2,335,000","3,651,000","29,914,000","2,082,000","36,452,000","11,609,000","45,383,000","2,401,000","29,520,000","20,994,000","72,678,000","26,074,000","46,351,000","51,995,000","78,426,000","37,107,000","60,409,000","58,223,000","81,301,000","58,189,000","84,815,000","87,915,000","110,408,000","90,324,000","150,943,000","116,255,000","96,367,000","57,645,000","101,882,000","81,361,000","82,416,000","39,878,000","39,501,000","17,717,000","4,796,000","4,471,000","3,121,000","13,057,000","6,205,000","6,802,000","6,203,000","7,279,000","8,522,000","9,830,000","15,476,000","8,819,000","26,029,000","0","5,838,000","32,863,000","16,222,000","20,595,000","24,238,000","15,066,000","29,662,000","29,167,000","32,155,000","24,725,000","53,288,000","32,702,000","26,552,000","27,176,000","24,400,000","15,356,000","20,086,000","16,375,000","15,435,000","8,848,000","4,532,000","1,498,000","3,109,000","8,696,000","4,692,000","7,400,000","13,300,000","22,700,000","44,400,000","45,600,000","9,600,000","8,700,000","12,700,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0","5,963,000","0","0","6,567,000","33,243,000","62,379,000","75,035,000","69,609,000","55,317,000","45,831,000","52,147,000","52,159,000","57,407,000","53,787,000","57,856,000","51,264,000","47,232,000","32,772,000","20,011,000","20,020,000","19,988,000","19,980,000",,,,,,,,,,,,,,,,"1,301,000","20,568,000","37,748,000","35,994,000","38,306,000","35,532,000","24,122,000","29,654,000","38,206,000","40,078,000","35,747,000","26,320,000","14,127,000","7,674,000","49,322,000","16,033,000","14,654,000","14,306,000","12,146,000","12,681,000","10,639,000","5,557,000",,,,,"3,950,000","9,572,000","9,433,000","22,112,000","20,100,000","24,300,000","9,100,000",,,,,
		Receivables,"24,502,000","25,718,000","33,388,000","24,783,000","25,923,000","31,871,000","32,688,000","15,754,000","7,170,000","19,978,000","25,541,000","22,840,000","18,613,000","24,795,000","25,357,000","28,592,000","21,798,000","19,312,000","21,107,000","28,167,000","18,227,000","19,705,000","23,731,000","23,513,000","20,186,000","44,286,000","26,286,000","20,464,000","17,886,000","19,693,000","29,154,000","14,334,000","15,579,000","14,979,000","15,245,000","14,385,000","14,526,000","16,613,000","15,215,000","10,908,000","12,454,000","13,844,000","7,973,000","7,134,000","8,750,000","4,564,000","2,853,000","7,424,000","2,689,000","8,987,000","3,490,000","8,011,000","11,170,000","30,839,000","7,680,000","5,566,000","7,488,000","18,902,000","16,625,000","12,170,000","14,544,000","12,164,000","17,120,000","17,636,000","13,437,000","10,109,000","10,754,000","11,707,000","9,212,000","8,644,000","7,621,000","9,133,000","10,926,000","6,823,000","6,202,000","6,170,000","3,215,000","3,270,000","2,763,000","2,704,000","1,059,000","2,623,000","683,000","2,106,000","1,376,000","2,693,000","648,000","487,000","612,000","1,100,000","1,600,000","12,000,000","11,700,000","10,600,000","9,000,000","8,400,000","6,000,000"
			AccountsReceivable,"24,502,000","25,718,000","33,388,000","23,205,000","25,923,000","31,871,000","32,688,000","15,754,000","7,170,000","19,978,000","25,541,000","19,581,000","18,613,000","24,795,000","24,128,000","22,065,000","21,798,000","19,312,000","21,107,000","24,486,000","18,227,000","19,705,000","23,731,000","23,513,000","20,186,000","29,002,000","26,286,000","20,464,000","17,886,000","19,693,000","29,154,000","14,334,000","15,579,000","14,979,000","15,245,000","14,385,000","14,526,000","16,613,000","15,215,000","10,908,000","12,454,000","13,844,000","7,973,000","7,134,000","8,750,000","4,564,000","2,853,000","4,134,000","2,532,000","5,094,000","2,593,000","4,279,000","7,336,000","4,939,000","7,680,000","5,566,000","7,488,000","18,902,000","16,625,000","12,170,000","14,544,000","12,164,000","17,120,000","17,636,000","13,437,000","10,109,000","10,754,000","11,707,000","9,212,000","8,644,000","7,621,000","9,133,000","10,926,000","6,823,000","6,202,000","6,170,000","3,215,000","3,270,000","2,763,000","2,704,000","1,059,000","2,623,000","683,000","2,106,000","1,376,000",,,,,,,,,,,,
				GrossAccountsReceivable,"25,549,000","26,642,000","34,504,000","24,303,000","26,951,000","32,917,000","33,511,000","16,711,000","8,237,000","20,876,000","26,294,000","20,298,000","19,333,000","25,494,000","24,707,000","22,612,000","22,346,000","20,026,000","21,801,000","25,342,000","19,194,000","20,589,000","25,007,000","24,514,000","21,301,000","30,041,000","27,036,000","21,165,000","18,618,000","20,432,000","29,795,000","14,812,000","15,997,000","15,404,000","15,693,000","14,844,000","14,981,000","16,961,000","15,560,000","11,299,000","12,914,000","14,241,000","8,298,000","7,440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,047,000","-924,000","-1,116,000","-1,098,000","-1,028,000","-1,046,000","-823,000","-957,000","-1,067,000","-898,000","-753,000","-717,000","-720,000","-699,000","-579,000","-547,000","-548,000","-714,000","-694,000","-856,000","-967,000","-884,000","-1,276,000","-1,001,000","-1,115,000","-1,039,000","-750,000","-701,000","-732,000","-739,000","-641,000","-478,000","-418,000","-425,000","-448,000","-459,000","-455,000","-348,000","-345,000","-391,000","-460,000","-397,000","-325,000","-306,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,"1,578,000",,,,,,,,"3,259,000",,,"1,229,000","6,527,000",,,,"3,681,000",,"0",,"0","0","15,284,000",,,,,,,,,,,,,,,,,,,,"0","0","3,290,000","157,000","3,893,000","897,000","3,732,000","3,834,000","25,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
