name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995
MarketCap,"1,322,842,077","1,579,999,200","1,617,530,880","1,278,264,120","1,365,203,420","1,172,500,000","933,261,570","706,324,520","641,803,500","568,676,800","910,122,500","885,944,360","892,005,345","908,774,848","804,971,280","982,314,212","895,724,503","710,349,257","668,298,592","539,896,308","523,731,600","634,956,250","626,449,523","555,524,880","469,085,970","542,933,820","718,659,840","759,886,200","668,535,840","659,751,320","709,735,690","613,049,820","714,493,300","723,217,040","690,095,340","587,131,100","504,157,972","572,322,374","495,461,340","433,509,068","495,922,864","568,290,082","466,935,595","372,976,200","556,750,200","786,442,500","675,013,420","542,557,400","503,701,500","600,521,220","488,812,500","467,445,780","317,013,910","268,570,197","297,414,359","401,487,830","332,952,330","354,307,200","390,783,763","534,106,586","662,168,757","566,038,267","498,142,440","486,899,090","615,744,490","503,612,250","430,865,280","397,188,600","324,263,340","428,346,240","413,774,700","309,766,700","346,665,120","293,046,500","285,670,550","239,199,740","152,524,960","83,365,200","127,688,760","98,120,500","189,352,800","163,893,600","199,644,600","155,468,400","203,403,317","172,829,977","129,102,348","148,375,500","307,221,578","399,991,562","592,266,412","367,651,557","402,644,763","385,631,604","1,029,618,750","832,950,000","1,374,499,125","811,882,500","729,791,994","528,528,990","396,504,250","212,875,080","266,948,000","359,137,500","298,707,000","148,316,896","113,093,750","81,821,000"
EnterpriseValue,"1,321,798,077","1,601,267,200","1,621,018,880","1,281,694,120","1,382,162,420","1,189,226,000","953,073,570","773,729,520","729,465,500","634,157,800","954,470,500","903,678,360","992,651,345","981,821,848","885,557,280","1,084,555,212","1,020,865,503","829,090,257","796,468,592","663,748,308","656,693,600","749,005,250","730,512,523","654,160,880","575,165,970","625,259,820","798,802,840","852,380,200","761,398,840","752,408,320","722,055,690","694,370,820","776,026,300","786,348,040","744,395,340","637,775,100","544,228,972","593,085,374","516,224,340","444,898,068","496,355,864","618,486,082","527,049,595","433,090,200","576,552,200","813,176,500","686,886,420","564,404,400","542,958,500","620,252,220","493,591,500","481,593,780","343,175,910","313,680,197","338,987,359","417,343,830","368,486,330","411,854,200","446,559,763","602,801,586","747,393,757","656,974,267","547,820,440","543,036,090","671,881,490","576,447,250","455,834,280","422,157,600","358,445,340","472,914,240","451,580,700","345,859,700","390,795,120","309,409,500","297,344,550","250,784,740","169,068,960","103,562,200","151,158,760","109,475,500","214,073,800","198,797,600","234,548,600","194,294,400","239,703,317","224,047,977","128,570,348","157,073,500","315,919,578","419,762,562","592,666,412","348,351,557","370,444,763","345,731,604","974,218,750","774,450,000","1,294,799,125","742,682,500","653,891,994","534,328,990","368,604,250","181,875,080","227,348,000","319,237,500","298,707,000","148,416,896","112,493,750","81,221,000"
PeRatio,"16.068","20.895","21.994","17.856","22.316","20.458","17.465","14.557","12.238","11.166","16.073","16.1","15.257","15.27","16.36","22.927","23.819","20.808","17.782","14.745","14.627","19","17.5","14.034","11.568","12.882","18.187","22.462","22.87","23.989","47.314","36.241","51.548","66.625","28.417","24.569",,,,,"91.148","21.286","18.682","14.864","21.443","33.115","32.714","31.182","37.5","47.742","37.972",,,,,"13.613","10.885","9.609","10.263","14.449","19.253","17.883","16.903","17.806","23.224","20.565","12.977","11.977","9.724","14.851","16.087","28.897","55.529","52.778","58.438",,,,,,,,,"36.429","50",,,,,,,"21.792","18.112","21.25","67.424","69.231","108.482","57.292","55.541","59.762","50.385","31.032","43.137","61","67.105","42.711","53.409","70.833"
ForwardPeRatio,"14.514","17.391","20.408","16.639","20.534","18.975","16.181","13.263","15.823","9.862","14.663","14.409","13.369","13.228",,"14.472","15.601","12.723","14.104","12.24","12.642","14.472","15.408","12.048","9.794","10.091","13.736","13.85","13.532","13.245","17.513","15.06","14.306","14.245","16.722","15.552","12.121","12.092","13.755","10.718","12.195","14.065","14.451","11.723","12.674","17.391","21.645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.566","0.748","0.643","0.611","0.608","0.713","0.664","0.517","0.516","0.559","0.435","0.496","0.938","0.826","0.67","0.724","0.993","1.238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.797","0.993","1.052","0.856","0.939","0.82","0.659","0.524","0.496","0.451","0.669","0.66","0.62","0.625","0.559","0.687","0.638","0.51","0.482","0.389","0.382","0.473","0.468","0.421","0.353","0.418","0.551","0.603","0.559","0.581","0.626","0.523","0.605","0.623","0.624","0.569","0.483","0.545","0.477","0.547","0.439","0.521","0.457","0.363","0.504","0.766","0.681","0.577","0.554","0.668","0.54","0.501","0.336","0.284","0.304","0.391","0.342","0.354","0.398","0.546","0.696","0.616","0.565","0.571","0.744","0.628","0.566","0.523","0.432","0.575","0.606","0.483","0.582","0.602","0.589","0.492","0.31","0.168","0.261","0.191","0.33","0.259","0.317","0.247","0.329","0.287","0.175","0.202","0.401","0.532","0.806","0.486","0.562","0.544","1.548","2.317","4.084","3.6","3.556","3.831","3.242","1.921","2.751","4.059","4.326","2.804","2.699","2.046"
PbRatio,"6.674","8.386","8.515","6.862","7.728","6.516","5.483","4.632","4.184","3.4","4.843","4.123","4.828","5.343","4.91","6.519","6.661","5.254","4.672","3.979","4.183","5.216","4.799","4.235","3.858","3.888","5.059","5.497","4.883","4.733","4.05","4.134","4.427","4.6","4.202","3.66","2.919","3.324","2.917","1.959","1.978","2.349","2.063","1.646","2.159","3.101","2.659","2.191","2.104","2.582","2.156","2.112","1.477","1.281","1.445","1.247","1.05","1.148","1.251","1.855","2.43","2.161","1.967","2.021","2.556","2.252","2.127","1.961","1.673","2.222","2.423","2.02","2.376","3.136","3.125","2.717","1.754","0.957","1.492","0.722","1.374","1.181","1.438","1.006","1.277","1.115","0.611","0.677","1.401","1.852","2.714","1.445","1.588","1.505","4.038","3.382","5.775","4.536","4.201","6.383","5.083","2.854","3.744","5.182","16.503","8.776","7.158","34.092"
EnterprisesValueRevenueRatio,"0.809","3.84","3.95","3.183","3.424","3.274","2.692","2.117","2.127","1.892","2.839","2.615","2.929","3.005","2.474","3.051","2.847","2.394","2.325","1.946","1.93","2.243","2.241","1.944","1.717","1.941","2.438","2.495","2.257","2.407","2.265","2.213","2.37","2.576","2.457","2.128","1.918","2.233","1.913","1.647","1.811","2.305","1.846","1.499","2.104","3.099","2.657","2.175","2.206","2.737","2.198","2.11","1.519","1.356","1.407","1.663","1.444","1.557","1.7","2.3","2.875","2.604","2.254","2.275","2.866","2.593","2.239","2.037","1.806","2.452","2.374","1.831","2.568","2.376","2.365","2.04","1.373","0.837","1.224","0.849","1.654","1.51","1.787","1.294","1.386","1.169","0.643","0.777","1.598","2.152","3.267","1.817","1.956","1.878","5.295","4.441","7.786","11.052","10.737","11.641","9.308","5.196","7.733","12.092","13.893","8.782","8.035","6.712"
EnterprisesValueEBITDARatio,"11.077","55.528","62.629","42.311","40.279","57.581","37.579","27.608","43.382","41.427","45.644","38.309","42.938","71.744","36.411","43.843","40.583","52.798","38.564","29.488","30.594","59.873","41.573","37.404","27.778","53.758","35.331","33.221","33.329","60.722","41.759","42.503","37.726","61.009","-84.802","35.359","37.941","77.599","42.751","24.186","-10.572","-22.724","36.144","25.621","39.803","72.026","50.185","39.904","44.604","86.086","52.133","67.009","35.984","35.601","-2.961","27.909","29.09","24.68","21.209","26.06","32.757","32.997","26.534","29.078","37.325","42.333","31.037","29.734","29.774","58.126","60.453","43.791","211.126","123.615","64.207","93.786","79.004","51.396","-26.906","40.501","100.316","258.514","-14.108","36.114","31.078","20.11","13.21","29.464","50.652","-378.505","-12.347","105.561","105.841","20.101","50.217","43.265","77.071","109.218","92.097","95.416","89.903","51.964","73.338","118.236","119.483","82.454","59.207","62.478"
