name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
TotalRevenue,"1,734,568,000","436,159,000","415,856,000","461,565,000","420,988,000","387,029,000","359,301,000","389,913,000","375,061,000","343,650,000","321,508,000","357,358,000","343,896,000","303,443,000","278,992,000","303,116,000","294,822,000","255,311,000","223,213,000","181,717,000","72,750,000","73,132,000","76,668,000","79,745,000","83,060,000","83,856,000","86,255,000","86,992,000","87,335,000","83,543,000","82,152,000","81,306,000","78,896,000","72,657,000","68,756,000","65,500,000","59,215,000","52,171,000","46,179,000","42,022,000","36,504,000","31,094,000","27,449,000","24,008,000","20,958,000","17,628,000","16,109,000","15,457,000"
	OperatingRevenue,"1,734,568,000","436,159,000","415,856,000","461,565,000","420,988,000","387,029,000","359,301,000","389,913,000","375,061,000","343,650,000","321,508,000","357,358,000","343,896,000","303,443,000","278,992,000","303,116,000","294,822,000","255,311,000","223,213,000","181,717,000","72,750,000","73,132,000","76,668,000","79,745,000","83,060,000","83,856,000","86,255,000","86,992,000","87,335,000","83,543,000","82,152,000","81,306,000","78,896,000","72,657,000","68,756,000","65,500,000","59,215,000","52,171,000","46,179,000","42,022,000","36,504,000","31,094,000","27,449,000","24,008,000","20,958,000","17,628,000","16,109,000","15,457,000"
CostOfRevenue,"371,050,000","98,998,000","102,881,000","99,467,000","69,704,000","53,828,000","50,757,000","48,253,000","41,042,000","33,229,000","12,448,000","13,312,000","10,722,000","10,011,000","13,426,000","14,015,000","14,703,000","13,595,000","11,682,000","7,999,000","6,928,000","8,287,000","7,676,000","10,236,000","10,172,000","12,209,000","12,598,000","14,022,000","15,456,000","13,998,000","13,347,000","14,119,000","13,746,000","11,548,000","10,654,000","11,016,000","10,104,000","8,298,000","7,450,000","7,140,000","6,716,000","5,775,000","4,123,000","4,697,000","4,198,000","3,399,000","3,193,000","3,387,000"
GrossProfit,"1,363,518,000","337,161,000","312,975,000","362,098,000","351,284,000","333,201,000","308,544,000","341,660,000","334,019,000","310,421,000","309,060,000","344,046,000","333,174,000","293,432,000","265,566,000","289,101,000","280,119,000","241,716,000","211,531,000","173,718,000","65,822,000","64,845,000","68,992,000","69,509,000","72,888,000","71,647,000","73,657,000","72,970,000","71,879,000","69,545,000","68,805,000","67,187,000","65,150,000","61,109,000","58,102,000","54,484,000","49,111,000","43,873,000","38,729,000","34,882,000","29,788,000","25,319,000","23,326,000","19,311,000","16,760,000","14,229,000","12,916,000","12,070,000"
OperatingExpense,"1,474,097,000","371,118,000","341,893,000","377,071,000","384,015,000","333,092,000","313,241,000","344,679,000","316,375,000","326,717,000","302,903,000","319,320,000","321,771,000","297,073,000","247,681,000","255,586,000","256,857,000","252,472,000","245,449,000","286,223,000","72,405,000","61,359,000","58,702,000","84,889,000","66,733,000","75,028,000","58,900,000","72,195,000","79,435,000","64,263,000","52,903,000","71,921,000","83,373,000","64,416,000","54,831,000","67,512,000","62,966,000","51,342,000","35,818,000","52,902,000","52,718,000","38,313,000","28,670,000","34,138,000","32,048,000","22,930,000","20,145,000","19,096,000"
	SellingGeneralAndAdministration,"1,330,916,000","335,456,000","308,102,000","340,841,000","346,517,000","294,002,000","276,443,000","300,293,000","275,435,000","284,515,000","259,673,000","277,886,000","284,180,000","259,731,000","210,632,000","218,566,000","221,531,000","214,202,000","208,857,000","259,954,000","57,500,000","47,046,000","43,042,000","67,916,000","53,410,000","64,994,000","49,216,000","63,205,000","69,864,000","55,847,000","43,107,000","63,225,000","75,283,000","56,959,000","47,983,000","60,570,000","56,154,000","45,747,000","31,171,000","47,997,000","48,527,000","35,186,000","25,564,000","31,861,000","30,165,000","21,087,000","18,072,000","17,591,000"
		GeneralAndAdministrativeExpense,"427,312,000","109,655,000","107,085,000","103,086,000","107,486,000","88,162,000","103,967,000","90,122,000","85,451,000","94,556,000","93,461,000","82,344,000","88,013,000","84,429,000","85,350,000","82,154,000","79,688,000","76,270,000","82,471,000","129,088,000","13,729,000","10,866,000","10,220,000","12,914,000","11,995,000","18,047,000","15,004,000","10,721,000","12,521,000","10,962,000","8,932,000","8,639,000","9,085,000","7,356,000","11,809,000","8,421,000","6,218,000","6,380,000","6,635,000","5,669,000","6,580,000","5,171,000","6,010,000","4,365,000","4,461,000","3,904,000","8,206,000","3,455,000"
			OtherGandA,"427,312,000","109,655,000","107,085,000","103,086,000","107,486,000","88,162,000","103,967,000","90,122,000","85,451,000","94,556,000","93,461,000","82,344,000","88,013,000","84,429,000","85,350,000","82,154,000","79,688,000","76,270,000","82,471,000","129,088,000","13,729,000","10,866,000","10,220,000","12,914,000","11,995,000","18,047,000","15,004,000","10,721,000","12,521,000","10,962,000","8,932,000","8,639,000","9,085,000","7,356,000","11,809,000","8,421,000","6,218,000","6,380,000","6,635,000","5,669,000","6,580,000","5,171,000","6,010,000","4,365,000","4,461,000","3,904,000","8,206,000","3,455,000"
		SellingAndMarketingExpense,"903,604,000","225,801,000","201,017,000","237,755,000","239,031,000","205,840,000","172,476,000","210,171,000","189,984,000","189,959,000","166,212,000","195,542,000","196,167,000","175,302,000","125,282,000","136,412,000","141,843,000","137,932,000","126,386,000","130,866,000","43,771,000","36,180,000","32,822,000","55,002,000","41,415,000","46,947,000","34,212,000","52,484,000","57,343,000","44,885,000","34,175,000","54,586,000","66,198,000","49,603,000","36,174,000","52,149,000","49,936,000","39,367,000","24,536,000","42,328,000","41,947,000","30,015,000","19,554,000","27,496,000","25,704,000","17,183,000","9,866,000","14,136,000"
	ResearchAndDevelopment,"70,745,000","17,859,000","16,459,000","17,675,000","18,752,000","18,047,000","18,735,000","17,577,000","15,407,000","17,084,000","17,293,000","16,021,000","15,082,000","15,804,000","16,392,000","15,309,000","13,662,000","15,780,000","15,378,000","20,010,000",,,,,,,,,,,,,,,,,,,,"4,905,000","4,191,000","3,127,000","3,106,000","2,277,000","1,883,000","1,843,000","2,073,000","1,505,000"
	DepreciationAmortizationDepletionIncomeStatement,"72,436,000","17,803,000","17,332,000","18,555,000","18,746,000","21,043,000","18,063,000","26,809,000","25,533,000","25,118,000","25,937,000","25,413,000","22,509,000","21,538,000","20,657,000","21,711,000","21,664,000","22,490,000","21,214,000","6,259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"72,436,000","17,803,000","17,332,000","18,555,000","18,746,000","21,043,000","18,063,000","26,809,000","25,533,000","25,118,000","25,937,000","25,413,000","22,509,000","21,538,000","20,657,000","21,711,000","21,664,000","22,490,000","21,214,000","6,259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"57,276,000","13,999,000","13,518,000","14,701,000","15,058,000","15,969,000","14,007,000","13,921,000","12,555,000","12,138,000","12,876,000","11,244,000","8,796,000","6,999,000","6,140,000","6,100,000","5,886,000","6,184,000","4,838,000","3,491,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,"15,160,000","3,804,000","3,814,000","3,854,000","3,688,000","5,074,000","4,056,000","12,888,000","12,978,000","12,980,000","13,061,000","14,169,000","13,713,000","14,539,000","14,517,000","15,611,000","15,778,000","16,306,000","16,376,000","2,768,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"15,160,000","3,804,000","3,814,000","3,854,000","3,688,000","5,074,000","4,056,000","12,888,000","12,978,000","12,980,000","13,061,000","14,169,000","13,713,000","14,539,000","14,517,000","15,611,000","15,778,000","16,306,000","16,376,000","2,768,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,"14,905,000","14,313,000","15,660,000","16,973,000","13,323,000","10,034,000","9,684,000","8,990,000","9,571,000","8,416,000","9,796,000","8,696,000","8,090,000","7,457,000","6,848,000","6,942,000","6,812,000","5,595,000","4,647,000",,,,,,,,,
OperatingIncome,"-110,579,000","-33,957,000","-28,918,000","-14,973,000","-32,731,000","109,000","-4,697,000","-3,019,000","17,644,000","-16,296,000","6,157,000","24,726,000","11,403,000","-3,641,000","17,885,000","33,515,000","23,262,000","-10,756,000","-33,918,000","-112,505,000","-6,583,000","3,486,000","10,290,000","-15,380,000","6,155,000","-3,381,000","14,757,000","775,000","-7,556,000","5,282,000","15,902,000","-4,734,000","-18,223,000","-3,307,000","3,271,000","-13,028,000","-13,855,000","-7,469,000","2,911,000","-18,020,000","-22,930,000","-12,994,000","-5,344,000","-14,827,000","-15,288,000","-8,701,000","-7,229,000","-7,026,000"
NetNonOperatingInterestIncomeExpense,"-21,684,000","-4,958,000","-4,783,000","-6,032,000","-5,814,000","-6,617,000","-6,585,000","-3,699,000","-1,620,000","-2,274,000","-2,529,000","-3,007,000","-2,963,000","-3,010,000","-2,842,000","-3,155,000","-3,045,000","-2,699,000","-2,198,000","-1,864,000","-1,469,000","-1,496,000","-1,335,000","-1,417,000","-1,352,000","-616,000","-591,000","-684,000","-784,000","-912,000","-624,000","0","-118,000","-461,000","-473,000","-468,000","-464,000","-463,000","-476,000","-467,000","-457,000","-456,000","-485,000","-712,000","-872,000","-935,000","-999,000","-1,027,000"
	InterestIncomeNonOperating,"206,000","64,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"21,890,000","5,022,000","5,022,000","6,032,000","5,814,000","6,617,000","6,585,000","3,699,000","1,620,000","2,274,000","2,529,000","3,007,000","2,963,000","3,010,000","2,842,000","3,155,000","3,045,000","2,699,000","2,198,000","1,864,000","1,469,000","1,496,000","1,335,000","1,417,000","1,352,000","616,000","591,000","684,000","784,000","912,000","624,000","0","118,000","461,000","473,000","468,000","464,000","463,000","476,000","467,000","457,000","456,000","485,000","712,000","872,000","935,000","999,000","1,027,000"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,"1,469,000","1,496,000","1,335,000","1,417,000","1,352,000","616,000","591,000","684,000","784,000","912,000","624,000",,"118,000","461,000","473,000","468,000","464,000","463,000","476,000",,,,,,,,,
OtherIncomeExpense,"-2,339,000","-455,000","-866,000","-479,000","-636,000","-767,000","362,000","223,000","212,000","421,000","1,671,000","1,505,000","1,047,000","2,287,000","14,884,000","1,566,000","1,053,000","356,000","-126,000","1,364,000",,,,,,,,,,,"0","-458,000",,,,,,,,,,,"0","-1,830,000",,,,
	GainOnSaleOfSecurity,"-1,252,000","-456,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"0","-458,000",,,,,,,"0","0",,,"0","-1,830,000",,,,"0"
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","458,000",,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-8,000","1,000","1,869,000","-479,000","-636,000","-767,000","362,000","223,000","212,000","421,000","1,671,000","1,505,000","1,047,000","2,287,000","14,884,000","1,566,000","1,053,000","356,000","-126,000","1,364,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-134,602,000","-39,370,000","-34,567,000","-21,484,000","-39,181,000","-7,275,000","-10,920,000","-6,495,000","16,236,000","-18,149,000","5,299,000","23,224,000","9,487,000","-4,364,000","29,927,000","31,926,000","21,270,000","-13,099,000","-36,242,000","-113,005,000","-8,052,000","1,990,000","8,955,000","-16,797,000","4,803,000","-3,997,000","14,166,000","91,000","-8,340,000","4,370,000","15,278,000","-5,192,000","-18,341,000","-3,768,000","2,798,000","-13,496,000","-14,319,000","-7,932,000","2,435,000","-18,487,000","-23,387,000","-13,450,000","-5,829,000","-17,369,000","-16,160,000","-9,636,000","-8,228,000","-8,053,000"
TaxProvision,"-28,807,000","-6,083,000","-8,804,000","-4,791,000","-9,129,000","-9,289,000","2,470,000","-11,698,000","3,025,000","-8,965,000","5,394,000","4,900,000","2,253,000","-14,215,000","-6,885,000","5,140,000","-1,753,000","-3,985,000","21,989,000","-40,847,000","10,000","10,000","7,000","23,000","6,000","7,000","16,000","9,000","9,000","10,000","6,000","15,000","15,000","15,000","-5,000","15,000","15,000","15,000","5,000","0","0","0","43,000","0","0","0","8,000","0"
NetIncomeCommonStockholders,"-106,699,000","-33,390,000","-26,021,000","-16,995,000","-30,293,000","1,931,000","-14,464,000","4,472,000","12,667,000","-8,958,000","-107,000","17,999,000","6,968,000","9,969,000","36,687,000","26,617,000","22,899,000","-8,885,000","-58,224,000","-71,761,000","-8,062,000","1,980,000","8,948,000","-16,820,000","4,797,000","-4,004,000","14,150,000","82,000","-8,349,000","4,360,000","15,272,000","-5,207,000","-18,356,000","-3,783,000","2,803,000","-13,511,000","-14,334,000","-7,947,000","2,430,000","-18,487,000","-23,387,000","-13,450,000","-5,872,000","-17,369,000","-16,160,000","-9,636,000","-8,236,000","-8,053,000"
	NetIncome,"-106,699,000","-33,390,000","-26,021,000","-16,995,000","-30,293,000","1,931,000","-14,464,000","4,472,000","12,667,000","-8,958,000","-107,000","17,999,000","6,968,000","9,969,000","36,687,000","26,617,000","22,899,000","-8,885,000","-58,224,000","-71,761,000","-8,062,000","1,980,000","8,948,000","-16,820,000","4,797,000","-4,004,000","14,150,000","82,000","-8,349,000","4,360,000","15,272,000","-5,207,000","-18,356,000","-3,783,000","2,803,000","-13,511,000","-14,334,000","-7,947,000","2,430,000","-18,487,000","-23,387,000","-13,450,000","-5,872,000","-17,369,000","-16,160,000","-9,636,000","-8,236,000","-8,053,000"
		NetIncomeIncludingNoncontrollingInterests,"-105,795,000","-33,287,000","-25,763,000","-16,693,000","-30,052,000","2,014,000","-13,390,000","5,203,000","13,211,000","-9,184,000","-95,000","18,324,000","7,234,000","9,851,000","36,812,000","26,786,000","23,023,000","-9,114,000","-58,231,000","-72,158,000","-8,062,000","1,980,000","8,948,000","-16,820,000","4,797,000","-4,004,000","14,150,000","82,000","-8,349,000","4,360,000","15,272,000","-5,207,000","-18,356,000","-3,783,000","2,803,000","-13,511,000","-14,334,000","-7,947,000","2,430,000","-18,487,000","-23,387,000","-13,450,000","-5,872,000","-17,369,000","-16,160,000","-9,636,000","-8,236,000","-8,053,000"
			NetIncomeContinuousOperations,"-105,795,000","-33,287,000","-25,763,000","-16,693,000","-30,052,000","2,014,000","-13,390,000","5,203,000","13,211,000","-9,184,000","-95,000","18,324,000","7,234,000","9,851,000","36,812,000","26,786,000","23,023,000","-9,114,000","-58,231,000","-72,158,000","-8,062,000","1,980,000","8,948,000","-16,820,000","4,797,000","-4,004,000","14,150,000","82,000","-8,349,000","4,360,000","15,272,000","-5,207,000","-18,356,000","-3,783,000","2,803,000","-13,511,000","-14,334,000","-7,947,000","2,430,000","-18,487,000","-23,387,000","-13,450,000","-5,872,000","-17,369,000","-16,160,000","-9,636,000","-8,236,000","-8,053,000"
		MinorityInterests,"-904,000","-103,000","-258,000","-302,000","-241,000","-83,000","-1,074,000","-731,000","-544,000","226,000","-12,000","-325,000","-266,000","118,000","-125,000","-169,000","-124,000","229,000","7,000","397,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-106,699,000","-33,390,000","-26,021,000","-16,995,000","-30,293,000","1,931,000","-14,464,000","4,472,000","12,667,000","-8,958,000","-107,000","17,999,000","6,968,000","9,969,000","36,687,000","26,617,000","22,899,000","-8,885,000","-58,224,000","-71,761,000","-8,062,000","1,980,000","8,948,000","-16,820,000","4,797,000","-4,004,000","14,150,000","82,000","-8,349,000","4,360,000","15,272,000","-5,207,000","-18,356,000","-3,783,000","2,803,000","-13,511,000","-14,334,000","-7,947,000","2,430,000","-18,487,000","-23,387,000","-13,450,000","-5,872,000","-17,369,000","-16,160,000","-9,636,000","-8,236,000","-8,053,000"
BasicEPS,,"-0.07","-0.05","-0.03","-0.06","0.004","-0.03","0.01","0.03","-0.02","-0","0.04","0.01","0.02","0.07","0.06","0.05","-0.02","-0.12","-0.17","-0.13","0.03","0.15","-0.28","0.08","-0.07","0.24","0.001","-0.14","0.07","0.26","-0.09","-0.31","-0.06","0.05","-0.23","-0.25","-0.14","0.04","-0.32","-0.41","-0.24",,"-0.66","-0.6","-0.34",,
DilutedEPS,,"-0.07","-0.05","-0.03","-0.06","0.004","-0.03","0.01","0.02","-0.02","-0","0.04","0.01","0.02","0.07","0.05","0.05","-0.02","-0.12","-0.17","-0.13","0.03","0.15","-0.28","0.08","-0.07","0.24","0.001","-0.14","0.07","0.26","-0.09","-0.31","-0.06","0.05","-0.23","-0.25","-0.14","0.04","-0.32","-0.41","-0.24",,"-0.66","-0.6","-0.34",,
BasicAverageShares,,"477,000,000","520,420,000","566,500,000","504,883,333","504,046,000","482,133,333","447,200,000","495,769,000","447,900,000","501,251,000","449,975,000","507,256,000","498,450,000","524,100,000","443,616,667","457,980,000","444,250,000","477,002,000","415,420,000","60,274,000","59,509,000","59,228,000","59,495,592","58,710,000","58,614,000","58,532,000","58,517,000","58,517,000","58,517,000","58,517,000","58,516,677","58,515,000","58,491,000","58,429,000","58,389,000","58,150,000","57,949,000","57,831,000","57,768,777","57,372,232","56,964,000",,"26,140,678","26,913,827","28,346,204",,
