name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,252,000","1,465,000","1,412,000","1,478,000","1,053,000","1,055,000","574,000","679,000","521,000","281,000","206,000","83,000","81,000","79,000","74,000","-239,000","93,000","375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,252,000","1,465,000","1,412,000","1,478,000","1,053,000","1,055,000","574,000","679,000","521,000","281,000","206,000","83,000","81,000","79,000","74,000","-239,000","93,000","375,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,355,000","0","0","0","-5,293,000","0","-6,289,000","-67,000",,,,"342,000","41,091,000","-144,000","-220,000","-172,000",,,,,,,,,,,,,,,,"240,000","-5,112,000","8,000","80,000","-56,000","-11,659,000","-112,000","623,000","534,000","1,630,000","2,429,000","-235,000","-391,000","4,427,000","-2,888,000","-729,000","-1,474,000","-122,000","-665,000","-957,000","1,033,000","-575,000","-11,000","-294,000","210,000","258,000","-1,449,000","-682,000","-79,000",,,,,,,"-8,100,000","2,400,000","2,200,000","1,900,000","1,700,000","1,600,000","1,900,000","1,000,000","700,000","800,000","1,100,000","100,000","1,100,000","300,000","300,000","400,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,355,000","0","0","0","-5,293,000","0","-6,289,000","-67,000",,,,"342,000","41,091,000","-144,000","-220,000","-172,000",,,,,,,,,,,,,,,,"240,000","-5,112,000","8,000","80,000","-56,000","-11,659,000","-112,000","623,000","534,000","1,630,000","2,429,000","-235,000","-391,000","4,427,000","-2,888,000","-729,000","-1,474,000","-122,000","-665,000","-957,000","1,033,000","-575,000","-11,000","-294,000","210,000","258,000","-1,449,000","-682,000","-79,000",,,,,,,"-8,100,000","2,400,000","2,200,000","1,900,000","1,700,000","1,600,000","1,900,000","1,000,000","700,000","800,000","1,100,000","100,000","1,100,000","300,000","300,000","400,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"679,000","690,000","597,000","508,000","414,000","226,000","187,000","480,000","1,270,000","1,272,000","-2,547,000","1,845,000","2,085,000","2,029,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,"-614,000","0","0","0","-614,000","614,000","-25,000","104,000","159,000","25,000","64,000","-133,000","128,000","131,000","17,000","281,000","330,000","195,000","859,000","370,000","849,000","378,000","899,000","613,000","1,170,000","0","441,000","0","0","323,000","985,000","-666,000","131,000","535,000","815,000","163,000","158,000","0","282,000","-39,000","114,000","403,000","577,000","236,000","592,000","407,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"18,110,000","6,313,000","3,444,000","4,329,000","4,024,000","7,402,000","4,733,000","4,689,000","4,706,000","9,768,000","5,425,000","4,739,000","5,453,000","6,727,000","5,698,000","5,564,000","4,960,000","5,827,000","4,992,000","4,859,000","5,030,000","4,963,000","3,098,000","3,186,000","3,248,000","3,241,000","3,107,000","3,024,000","2,957,000","2,621,000","2,646,000","1,730,000","2,067,000","2,466,000","2,121,000","5,063,000","-980,000","1,685,000",,,"555,000","1,506,000","-2,162,000","1,245,000","1,537,000","2,061,000",,,,,"1,108,000","183,000","224,000","298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","782,000","53,000","-27,000","818,000","-157,000","-601,000","-82,000","-569,000","-537,000","-147,000","-793,000","-558,000","-314,000","-575,000","-181,000","-1,127,000","-380,000",,,,,,,,,"-771,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"7,663,000","1,848,000","1,939,000","1,973,000","1,903,000","1,683,000","1,739,000","1,775,000","1,708,000","1,670,000","1,748,000","1,838,000","2,460,000","2,563,000","2,996,000","1,868,000","1,854,000","2,138,000","4,618,000","4,246,000","3,441,000","4,235,000","3,791,000","3,303,000","2,661,000","2,366,000","1,977,000","1,770,000","1,521,000","1,695,000","1,411,000","1,522,000","1,175,000","1,224,000","1,307,000","-1,046,000","4,118,000","1,537,000","18,976,000","5,760,000","-13,331,000","15,025,000","-56,454,000","21,518,000","37,958,000","410,000","-639,000","1,443,000","1,377,000","1,080,000","-334,000","219,000","-387,000","326,000","-4,286,000","4,492,000","-2,261,000","2,306,000","-413,000","-1,626,000","-379,000","4,910,000","-3,169,000","772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-100,000",,,,"-100,000","1,200,000","-100,000","-600,000","-400,000","-300,000","-400,000","-200,000","-100,000","-100,000","200,000",,,"400,000","-200,000"
		ChangeInWorkingCapital,"-49,912,000","38,427,000","-85,391,000","1,790,000","-4,738,000","45,925,000","-833,000","21,283,000","48,979,000","61,174,000","-66,320,000","19,548,000","30,554,000","14,144,000","-22,143,000","-45,000,000","38,505,000","-7,823,000","239,701,000","-74,135,000","-69,719,000","-32,028,000","-94,991,000","-130,197,000","-17,367,000","-83,308,000","-50,872,000","-36,731,000","-38,870,000","4,988,000","-19,843,000","-33,490,000","4,273,000","8,602,000","-28,427,000","-3,099,000","-3,829,000","-1,854,000","-14,234,000","50,979,000","6,853,000","28,104,000","-66,646,000","23,644,000","-17,274,000","26,091,000","-31,688,000","-8,107,000","-7,391,000","36,062,000","8,772,000","-34,120,000","8,381,000","15,271,000","-3,698,000","-10,884,000","9,396,000","-22,609,000","23,398,000","-10,162,000","-9,003,000","574,000","6,393,000","-16,185,000","6,985,000","1,452,000","6,306,000","3,537,000","-11,560,000","-4,638,000","699,000","-5,497,000","1,400,000","-2,601,000","15,117,000","-190,000","991,000","6,861,000","-2,297,000","5,335,000","-3,869,000","-8,038,000","19,017,000","-19,503,000","7,690,000","-6,084,000","12,465,000","-11,201,000","14,971,000","-10,634,000","400,000","-12,700,000","4,800,000","6,300,000","-3,000,000","-18,600,000","10,600,000","-12,600,000","4,700,000","-600,000","5,000,000","-11,600,000","1,400,000","-4,000,000","-3,300,000","-200,000","-400,000","-3,700,000","-3,500,000","-800,000","-100,000","-1,800,000"
			ChangeInReceivables,"11,332,000","24,092,000","-33,376,000","-7,188,000","27,804,000","28,457,000","11,052,000","-9,819,000","17,688,000","54,416,000","-65,198,000","10,435,000","13,044,000","28,973,000","-50,783,000","-32,286,000","5,681,000","9,238,000","219,009,000","-79,886,000","-60,281,000","-17,389,000","-92,420,000","-128,862,000","-40,707,000","-69,519,000","-65,846,000","-44,906,000","-20,849,000","-11,796,000","-16,984,000","-32,475,000","7,206,000","-7,227,000","-10,981,000","-25,759,000","16,104,000","-6,603,000","-12,258,000","29,413,000","-2,318,000","29,455,000","-46,037,000","8,928,000","-9,234,000","29,142,000","-20,970,000","-18,543,000","3,888,000","21,275,000","28,202,000","-34,088,000","-8,400,000","21,138,000","-9,804,000","1,790,000","-9,643,000","-11,942,000","4,148,000","-3,335,000","-16,317,000","8,242,000","-12,555,000","-5,889,000","-7,109,000","-10,180,000","-2,295,000","5,544,000","-22,108,000","11,621,000","-4,181,000","-7,652,000","2,528,000","2,602,000","2,888,000","-13,126,000","-427,000","-401,000","3,611,000","-1,437,000","-12,761,000","3,736,000","14,803,000","-22,624,000","5,524,000","-922,000","14,278,000","-20,952,000","10,532,000","-10,085,000","-4,200,000","-11,300,000","-4,500,000","2,900,000","-13,500,000","-3,000,000","2,500,000","-10,700,000","-4,400,000","0","-4,900,000","-3,300,000","-2,000,000","-1,700,000","-3,400,000","200,000","3,100,000","-5,800,000","-3,500,000","-1,200,000","1,700,000","300,000"
				ChangesInAccountReceivables,"5,068,000","22,448,000","-34,873,000","-8,686,000","26,179,000","26,846,000","9,683,000","-11,149,000","16,437,000","53,210,000","-54,505,000","7,248,000","11,339,000","27,527,000","-52,146,000","-33,793,000","16,898,000","2,940,000","15,411,000","-38,809,000","-7,373,000","51,709,000","-16,993,000","-48,000,000","36,610,000","-22,563,000","-26,243,000","-17,023,000","983,000","12,972,000","1,574,000","22,256,000","7,206,000","-7,227,000","-10,981,000","-25,759,000","16,104,000","-6,603,000","-12,258,000","29,413,000","-2,318,000","29,455,000","-46,037,000","8,928,000","-9,234,000","29,142,000","-20,970,000","-18,543,000","3,888,000","21,275,000","28,202,000","-34,088,000","-8,400,000","21,138,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-61,244,000","14,335,000","-52,015,000","8,978,000","-32,542,000","17,468,000","-11,885,000","31,102,000","31,291,000","6,758,000","-1,122,000","9,113,000","17,510,000","-14,829,000","28,640,000","-12,714,000","32,824,000","-17,061,000","20,692,000","5,751,000","-9,438,000","-14,639,000","-2,571,000","-1,335,000","23,340,000","-13,789,000","14,974,000","8,175,000","-18,021,000","16,784,000","-2,859,000","-1,015,000","-2,933,000","15,829,000","-17,446,000","22,660,000","-19,933,000","4,749,000","-1,976,000","21,566,000","9,171,000","-1,351,000","-20,609,000","14,716,000","-8,040,000","-3,051,000","-10,718,000","15,723,000","-11,491,000","9,712,000","-15,945,000","-489,000","16,762,000","-9,926,000","1,322,000","-3,480,000","8,464,000","-3,014,000","-3,555,000","811,000","2,276,000","-1,615,000","17,686,000","-7,998,000","15,236,000","5,764,000","5,697,000","-500,000","11,910,000","-12,189,000","-796,000","-2,598,000","177,000","-6,364,000","4,515,000","22,701,000","2,408,000","2,179,000","2,509,000","161,000","3,083,000","-9,238,000","-962,000","4,762,000","2,094,000","-4,369,000","-4,221,000","11,878,000","3,708,000","4,304,000","9,500,000","3,500,000","3,800,000","2,100,000","6,900,000","-7,000,000","7,100,000","2,100,000","7,400,000","2,200,000","600,000","500,000","1,600,000","700,000","-100,000","-200,000","-4,100,000","3,000,000","100,000","800,000","-1,300,000","-300,000"
				ChangeInPayable,"-61,244,000","14,335,000","-52,015,000","8,978,000","-32,542,000","17,468,000","-11,885,000","31,102,000","31,291,000","6,758,000","-1,122,000","9,113,000","17,510,000","-14,829,000","28,640,000","-12,714,000","32,824,000","-17,061,000","20,692,000","5,751,000","-9,438,000","-14,639,000","-2,571,000","-1,335,000","23,340,000","-13,789,000","14,974,000","8,175,000","-18,021,000","16,784,000","-2,859,000","-1,015,000","-2,933,000","15,829,000","-17,446,000","22,660,000","-19,933,000","4,749,000","-1,976,000",,,,,,,,,,"-4,856,000","2,501,000","-17,742,000","5,955,000","9,422,000","-1,724,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"-61,244,000","14,335,000","-52,015,000","8,978,000","-32,542,000","17,468,000","-11,885,000","31,102,000","31,291,000","6,758,000","-1,122,000","9,113,000","17,510,000","-14,829,000","28,640,000","-12,714,000","32,824,000","-17,061,000","20,692,000","5,751,000","-9,438,000","-14,639,000","-2,571,000","-1,335,000","23,340,000","-13,789,000","14,974,000","8,175,000","-18,021,000","16,784,000","-2,859,000","-1,015,000","-2,933,000","15,829,000","-17,446,000","22,660,000","-19,933,000","4,749,000","-1,976,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,635,000","7,211,000","1,797,000","-6,444,000","7,340,000","-8,202,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,079,000","4,099,000","-2,476,000","-798,000","-632,000","1,228,000","-3,146,000","1,857,000","747,000","244,000","6,325,000","1,419,000","-6,299,000","-1,755,000","-464,000","-1,592,000","-859,000","2,951,000","1,177,000","3,708,000","-2,065,000","-6,619,000","-435,000","754,000","185,000","-477,000","8,215,000","-11,143,000","-1,151,000","5,567,000","-8,056,000","3,707,000","-521,000","-3,703,000","3,638,000","505,000","-2,129,000","-1,045,000","2,259,000","-1,141,000","1,379,000","-5,618,000","-8,400,000","-100,000","2,100,000","-800,000","-3,500,000","-1,700,000","-1,600,000","-2,900,000","-1,400,000","-1,700,000","7,500,000","-8,200,000","400,000","-2,000,000","-600,000","-200,000","-700,000","-900,000","-400,000","-100,000","-600,000","100,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"976,000","-4,737,000",,,,"7,688,000","-10,382,000","7,689,000","-6,185,000","9,164,000","-11,209,000","6,814,000","-3,252,000","1,041,000","363,000","-530,000","2,923,000","139,000","-470,000","-2,454,000","2,549,000","6,111,000","3,999,000","-1,490,000","1,638,000","-501,000","1,378,000","161,000","-484,000","-361,000","2,904,000","6,330,000","1,167,000","1,538,000","-2,146,000","2,201,000","252,000","149,000","-986,000","-648,000","765,000","3,500,000","-4,800,000","3,400,000","2,100,000","7,100,000","-6,900,000","2,600,000","-1,100,000","3,100,000","-1,100,000","1,800,000","-600,000","1,400,000","-1,000,000",,,,,,"-300,000","100,000","-1,900,000"
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"651,000","2,831,000",,"-669,000","2,139,000","-1,712,000","7,316,000","2,152,000","4,523,000","-1,046,000","685,000","-1,069,000","247,000","-6,000",,"-4,745,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
