name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
TotalRevenue,"6,053,000","429,000","0","460,000","5,164,000","25,205,000","0","25,000,000","0","0","0","0","0","0","0","0","0","0"
	OperatingRevenue,"6,053,000","429,000","0","460,000","5,164,000","25,205,000","0","25,000,000","0","0","0","0","0","0","0","0","0","0"
OperatingExpense,"282,939,000","75,364,000","78,641,000","67,113,000","61,821,000","61,254,000","47,939,000","43,539,000","32,732,000","62,626,000","23,065,000","22,140,000","18,454,000","14,064,000","9,480,000","6,129,000","5,172,000","4,860,000"
	SellingGeneralAndAdministration,"76,173,000","20,314,000","20,464,000","18,224,000","17,171,000","19,991,000","13,664,000","11,326,000","8,578,000","39,857,000","5,924,000","5,500,000","4,743,000","3,613,000","2,259,000","1,000,000","803,000","516,000"
		GeneralAndAdministrativeExpense,"76,173,000","20,314,000","20,464,000","18,224,000","17,171,000","19,991,000","13,664,000","11,326,000","8,578,000","39,857,000","5,924,000","5,500,000","4,743,000","3,613,000","2,259,000","1,000,000","803,000","516,000"
			OtherGandA,"76,173,000","20,314,000","20,464,000","18,224,000","17,171,000","19,991,000","13,664,000","11,326,000","8,578,000","39,857,000","5,924,000","5,500,000","4,743,000","3,613,000","2,259,000","1,000,000","803,000","516,000"
	ResearchAndDevelopment,"206,766,000","55,050,000","58,177,000","48,889,000","44,650,000","41,263,000","34,275,000","32,213,000","24,154,000","22,769,000","17,141,000","16,640,000","13,711,000","10,451,000","7,221,000","5,129,000","4,369,000","4,344,000"
OperatingIncome,"-276,886,000","-74,935,000","-78,641,000","-66,653,000","-56,657,000","-36,049,000","-47,939,000","-18,539,000","-32,732,000","-62,626,000","-23,065,000","-22,140,000","-18,454,000","-14,064,000","-9,480,000","-6,129,000","-5,172,000","-4,860,000"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,"1,657,000","1,312,000","518,000","463,000","132,000","135,000","127,000"
	InterestIncomeNonOperating,,,,,,,,,,,,"1,657,000","1,312,000","518,000","463,000","132,000","135,000","127,000"
OtherIncomeExpense,"1,394,000","490,000","192,000","328,000","384,000","545,000","563,000","834,000","1,239,000","1,908,000","2,106,000",,,,,,,
	OtherNonOperatingIncomeExpenses,"1,394,000","490,000","192,000","328,000","384,000","545,000","563,000","834,000","1,239,000","1,908,000","2,106,000",,,,,,,
PretaxIncome,"-275,492,000","-74,445,000","-78,449,000","-66,325,000","-56,273,000","-35,504,000","-47,376,000","-17,705,000","-31,493,000","-60,718,000","-20,959,000","-20,483,000","-17,142,000","-13,546,000","-9,017,000","-5,997,000","-5,037,000","-4,733,000"
TaxProvision,,,,,,,,,,,,,,"1,000",,,,"0"
