name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"1,632,386,631","1,595,493,942","1,490,383,873","1,344,788,820","1,467,777,087","1,429,070,065","1,335,614,806","1,467,097,938"
TotalLiabilitiesNetMinorityInterest,"41,242,265","52,934,352","58,929,742","61,946,113","45,105,193","55,280,211","27,946,220","38,517,697"
TotalEquityGrossMinorityInterest,"1,591,144,366","1,542,559,590","1,431,454,131","1,282,842,707","1,422,671,894","1,373,789,854","1,307,668,586","1,428,580,241"
	StockholdersEquity,"1,591,144,366","1,542,559,590","1,431,454,131","1,282,842,707","1,422,671,894","1,373,789,854","1,307,668,586","1,428,580,241"
		CapitalStock,"1,040,868","1,040,868","1,040,868","1,040,868","1,040,209","1,037,179","1,037,179","1,035,545"
			CommonStock,"1,040,868","1,040,868","1,040,868","1,040,868","1,040,209","1,037,179","1,037,179","1,035,545"
		AdditionalPaidInCapital,"524,623,098","563,830,966","563,830,966","642,735,481","641,834,800","718,285,613","718,285,613","763,081,870"
		RetainedEarnings,"1,065,480,400","977,687,756","866,582,297","639,066,358","779,796,885","654,467,062","588,345,794","-43,821,337"
CommonStockEquity,"1,591,144,366","1,542,559,590","1,431,454,131","1,282,842,707","1,422,671,894","1,373,789,854","1,307,668,586","1,428,580,241"
NetTangibleAssets,"1,591,144,366","1,542,559,590","1,431,454,131","1,282,842,707","1,422,671,894","1,373,789,854","1,307,668,586","1,428,580,241"
TangibleBookValue,"1,591,144,366","1,542,559,590","1,431,454,131","1,282,842,707","1,422,671,894","1,373,789,854","1,307,668,586","1,428,580,241"
ShareIssued,"104,086,837","104,086,837","104,086,837","104,086,837","104,020,906","103,717,926","103,717,926","103,554,549"
OrdinarySharesNumber,"104,086,837","104,086,837","104,086,837","104,086,837","104,020,906","103,717,926","103,717,926","103,554,549"
