name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"1,768,000,000","72,000,000","774,000,000","416,000,000","506,000,000","678,000,000","377,000,000","219,000,000","230,000,000","478,000,000","1,357,000,000","360,000,000","593,000,000","-184,000,000","1,089,000,000","240,000,000","139,000,000","294,000,000","-214,000,000","-585,000,000","346,000,000","-346,000,000"
	CashFlowFromContinuingOperatingActivities,"1,768,000,000","72,000,000","774,000,000","416,000,000","506,000,000","678,000,000","377,000,000","219,000,000","230,000,000","478,000,000","1,357,000,000","360,000,000","593,000,000","-184,000,000","1,089,000,000","240,000,000","139,000,000","294,000,000","-214,000,000","-358,000,000",,"-346,000,000"
		NetIncomeFromContinuingOperations,"355,000,000","80,000,000","336,000,000","16,000,000","-77,000,000","-605,000,000","951,000,000","-259,000,000","-355,000,000","-16,098,000,000","94,000,000","117,000,000","-11,000,000","71,000,000","302,000,000","38,000,000","-38,000,000","-19,000,000","-247,000,000","314,000,000",,"66,000,000"
		OperatingGainsLosses,"46,000,000","-11,000,000","-110,000,000","140,000,000","27,000,000","788,000,000","136,000,000","-11,000,000","228,000,000",,"0",,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,"0","0","0",,"136,000,000","-11,000,000","228,000,000",,"0",,,,,,,,,,,
			GainLossOnInvestmentSecurities,"46,000,000","-11,000,000","-110,000,000","140,000,000",,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,"27,000,000","788,000,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,090,000,000","277,000,000","273,000,000","262,000,000","278,000,000","292,000,000","307,000,000","316,000,000","339,000,000","355,000,000","353,000,000","356,000,000","359,000,000","350,000,000","353,000,000","353,000,000","392,000,000","388,000,000","387,000,000","282,000,000",,"132,000,000"
			DepreciationAndAmortization,"1,090,000,000","277,000,000","273,000,000","262,000,000","278,000,000","292,000,000","307,000,000","316,000,000","339,000,000","355,000,000","353,000,000","356,000,000","359,000,000","350,000,000","353,000,000","353,000,000","392,000,000","388,000,000","387,000,000","282,000,000",,"132,000,000"
		DeferredTax,,,"109,000,000","74,000,000",,,"425,000,000","-109,000,000",,,"97,000,000","-9,000,000","-19,000,000","-18,000,000","63,000,000","-12,000,000","-67,000,000","-233,000,000","-284,000,000",,,"-115,000,000"
			DeferredIncomeTax,,,"109,000,000","74,000,000",,,"425,000,000","-109,000,000",,,"97,000,000","-9,000,000","-19,000,000","-18,000,000","63,000,000","-12,000,000","-67,000,000","-233,000,000","-284,000,000",,,"-115,000,000"
		AssetImpairmentCharge,,,"-14,000,000","-1,000,000","22,000,000","0","70,000,000","239,000,000","24,000,000","15,876,000,000",,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,"788,000,000","-1,417,000,000",,,,,,,,,,,,,,,
		OtherNonCashItems,,"-181,000,000","169,000,000","25,000,000","78,000,000","-202,000,000","-55,000,000","332,000,000","-211,000,000","162,000,000","174,000,000","-111,000,000","-175,000,000","-193,000,000","-8,000,000","-91,000,000","-30,000,000","50,000,000","498,000,000","-1,230,000,000",,"-67,000,000"
		ChangeInWorkingCapital,"137,000,000","-274,000,000","180,000,000","-25,000,000","256,000,000","203,000,000","188,000,000","-133,000,000","205,000,000","183,000,000","639,000,000","5,000,000","303,000,000","-394,000,000","411,000,000","-48,000,000","-118,000,000","108,000,000","-568,000,000","-1,011,000,000",,"-362,000,000"
			ChangeInReceivables,"-453,000,000","-242,000,000","-350,000,000","107,000,000","32,000,000","347,000,000","122,000,000","-71,000,000","366,000,000","194,000,000","-222,000,000","-165,000,000","-113,000,000","-143,000,000","-39,000,000","-127,000,000","-174,000,000","265,000,000","-941,000,000",,,"-240,000,000"
				ChangesInAccountReceivables,"-671,000,000","-204,000,000","-434,000,000","41,000,000","-74,000,000","341,000,000","101,000,000","-19,000,000","419,000,000","179,000,000","-208,000,000","-148,000,000","-23,000,000","-204,000,000","-168,000,000","-1,000,000","-160,000,000","125,000,000","-941,000,000",,,"-18,000,000"
