name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993
TotalAssets,"1,912,441,000","1,724,329,000","1,719,768,000","1,494,363,000","1,485,738,000","1,405,329,000","1,277,533,000","1,229,927,000","1,474,096,000","1,197,247,000","1,158,592,000","1,160,746,000","1,092,622,000","1,087,252,000","1,109,204,000","1,104,817,000","1,077,270,000","1,051,697,000","985,913,000","933,755,000","921,225,000","920,450,000","878,894,000","891,429,000","876,443,000","852,173,000","900,690,000","962,299,000","1,010,299,000","1,070,606,000","1,322,176,000","1,355,210,000","1,387,842,000","1,383,769,000","1,392,119,000","1,405,512,000","1,797,773,000","1,807,430,000","1,759,204,000","1,763,573,000","1,811,163,000","1,873,787,000","1,928,301,000","1,890,169,000","1,888,788,000","1,659,790,000","1,416,142,000","1,343,418,000","1,350,158,000","1,268,928,000","1,295,875,000","1,268,233,000","1,280,687,000","1,273,907,000","1,554,853,000","1,450,255,000","1,239,366,000","1,230,047,000","1,151,414,000","1,187,258,000","1,114,086,000","1,089,059,000","1,044,698,000","960,213,000","895,277,000","909,624,000","709,458,000","681,306,000","676,112,000","619,323,000","605,973,000","617,640,000","511,231,000","491,986,000","487,894,000","479,184,000","468,717,000","380,288,000","405,006,000","413,889,000","417,562,000","417,604,000","425,870,000","421,005,000","411,122,000","424,171,000","426,289,000","448,263,000","452,253,000","455,300,000","445,600,000","444,300,000","443,800,000","455,600,000","471,300,000","463,000,000","446,300,000","420,600,000","428,000,000","426,700,000","424,000,000","428,700,000","337,500,000","347,000,000","333,800,000","320,500,000","280,300,000","282,600,000","184,700,000","177,600,000","164,100,000","174,100,000","177,100,000","154,600,000","148,800,000"
	CurrentAssets,"787,925,000","659,305,000","672,428,000","543,114,000","585,189,000","515,233,000","401,030,000","362,631,000","653,227,000","386,339,000","339,880,000","466,288,000","417,349,000","418,953,000","446,672,000","448,359,000","476,722,000","460,062,000","395,420,000","337,950,000","334,269,000","331,498,000","294,278,000","299,806,000","289,734,000","260,972,000","270,318,000","322,365,000","362,337,000","413,210,000","450,598,000","463,932,000","493,120,000","478,598,000","465,907,000","467,230,000","535,513,000","544,997,000","515,381,000","516,819,000","589,646,000","642,480,000","701,143,000","653,999,000","668,664,000","604,794,000","522,794,000","460,794,000","488,134,000","419,763,000","449,633,000","411,014,000","413,916,000","492,695,000","779,526,000","704,493,000","503,811,000","508,929,000","461,476,000","507,252,000","461,460,000","469,180,000","440,392,000","378,010,000","350,632,000","372,810,000","196,913,000","169,331,000","190,471,000","158,531,000","147,160,000","172,847,000","107,611,000","106,634,000","113,737,000","113,608,000","113,720,000","103,643,000","131,707,000","119,241,000","126,282,000","119,067,000","122,038,000","115,714,000","104,897,000","110,349,000","114,724,000","129,689,000","132,886,000","132,000,000","128,300,000","133,100,000","138,200,000","140,600,000","150,300,000","154,300,000","145,300,000","136,200,000","144,400,000","148,500,000","145,300,000","134,400,000","124,500,000","133,200,000","122,700,000","122,000,000","98,600,000","108,000,000","85,200,000","79,100,000","76,000,000","89,000,000","89,900,000","74,800,000","68,500,000"
		CashCashEquivalentsAndShortTermInvestments,"16,125,000","17,823,000","19,081,000","27,818,000","17,927,000","11,326,000","7,258,000","17,887,000","307,655,000","10,326,000","9,624,000","12,377,000","8,119,000","13,173,000","11,216,000","4,723,000","10,090,000","15,007,000","9,194,000","7,287,000","15,209,000","9,830,000","8,100,000","26,819,000","7,018,000","8,940,000","18,925,000","22,755,000","8,929,000","7,601,000","14,666,000","25,672,000","29,362,000","20,403,000","29,934,000","13,481,000","37,078,000","34,540,000","24,404,000","89,863,000","56,470,000","51,720,000","26,989,000","49,462,000","32,801,000","48,245,000","57,035,000","30,342,000","31,524,000","33,573,000","19,981,000","41,026,000","48,721,000","10,039,000","15,039,000","9,205,000","37,516,000","7,035,000","13,410,000","14,251,000","22,593,000","24,818,000","25,356,000","14,320,000","34,185,000","36,776,000","20,645,000","5,328,000","17,271,000","23,955,000","11,307,000","3,621,000","13,199,000","4,990,000","1,687,000","1,132,000","3,595,000","2,608,000","32,974,000","15,176,000","14,595,000","7,781,000","1,877,000","1,893,000","1,383,000","2,156,000","2,407,000","5,515,000","2,639,000","3,000,000","6,200,000","2,500,000","2,700,000","6,600,000","3,800,000","1,700,000","2,100,000","3,200,000","3,100,000","4,000,000","6,900,000","5,300,000","1,900,000","1,600,000","1,700,000","2,100,000","1,600,000","500,000","1,200,000","1,400,000","4,400,000","2,100,000","1,300,000","2,000,000","1,000,000"
			CashAndCashEquivalents,"16,125,000","17,823,000","19,081,000","27,818,000","17,927,000","11,326,000","7,258,000","17,887,000","307,655,000","10,326,000","9,624,000","12,377,000","8,119,000","13,173,000","11,216,000","4,723,000","10,090,000","15,007,000","9,194,000","7,287,000","15,209,000","9,830,000","8,100,000","26,819,000","7,018,000","8,940,000","18,925,000","22,755,000","8,929,000","7,601,000","14,666,000","25,672,000","29,362,000","20,403,000","29,934,000","13,481,000","37,078,000","34,540,000","24,404,000","89,863,000","56,470,000","51,720,000","26,989,000","49,462,000","32,801,000","48,245,000","57,035,000","30,342,000","31,524,000","33,573,000","19,981,000","41,026,000","48,721,000","10,039,000","15,039,000","9,205,000","37,516,000","7,035,000","13,410,000","14,251,000","22,593,000","24,818,000","25,356,000","14,320,000","34,185,000","36,776,000","20,645,000","5,328,000","17,271,000","23,955,000","11,307,000","3,621,000","13,199,000","4,990,000","1,687,000","1,132,000","3,595,000","2,608,000","32,974,000","15,176,000","14,595,000","7,781,000","1,877,000","1,893,000","1,383,000","2,156,000","2,407,000","5,515,000","2,639,000","3,000,000","6,200,000","2,500,000","2,700,000","6,600,000","3,800,000","1,700,000","2,100,000","3,200,000","3,100,000","4,000,000","6,900,000","5,300,000","1,900,000","1,600,000","1,700,000","2,100,000","1,600,000","500,000","1,200,000","1,400,000","4,400,000","2,100,000","1,300,000","2,000,000","1,000,000"
		Receivables,"285,104,000","281,447,000","304,179,000","214,935,000","266,516,000","217,018,000","179,613,000","157,400,000","151,843,000","164,443,000","120,789,000","151,484,000","171,967,000","170,491,000","197,103,000","174,086,000","193,892,000","196,133,000","145,270,000","141,364,000","129,646,000","134,232,000","114,117,000","115,206,000","106,683,000","88,282,000","78,433,000","118,755,000","129,135,000","125,207,000","159,468,000","191,115,000","202,444,000","179,556,000","131,048,000","191,791,000","168,806,000","165,127,000","159,129,000","144,984,000","162,604,000","223,664,000","222,510,000","233,516,000","253,091,000","175,747,000","169,103,000","140,766,000","146,311,000","164,589,000","171,395,000","164,638,000","122,489,000","109,097,000","314,993,000","285,708,000","154,271,000","160,494,000","170,212,000","176,577,000","166,321,000","124,817,000","121,338,000","116,677,000","114,092,000","107,086,000","51,327,000","49,964,000","65,001,000","29,472,000","43,444,000","68,391,000","34,697,000","22,209,000","38,983,000","33,325,000","36,199,000","19,300,000","34,329,000","29,739,000","24,703,000","17,205,000","22,861,000","27,199,000","22,511,000","25,256,000","28,540,000","31,480,000","23,548,000","22,100,000","23,600,000","24,300,000","26,200,000","23,500,000","29,600,000","30,500,000","27,200,000","30,200,000","32,200,000","26,800,000","27,900,000","21,800,000","24,600,000","20,900,000","17,400,000","22,700,000","18,000,000","31,500,000","15,900,000","15,800,000","19,900,000","25,000,000","16,300,000","16,400,000","13,700,000"
			AccountsReceivable,"283,819,000","280,254,000","303,541,000","214,098,000","266,007,000","210,480,000","166,215,000","139,147,000","134,538,000","158,767,000","115,012,000","145,617,000","167,988,000","165,307,000","193,439,000","169,418,000","190,195,000","194,338,000","144,578,000","138,998,000","127,457,000","132,790,000","112,665,000","113,952,000","100,001,000","81,159,000","71,099,000","111,492,000","117,311,000","112,202,000","155,597,000","189,359,000","193,592,000","173,876,000","125,975,000","188,270,000","161,808,000","159,055,000","152,860,000","137,313,000","149,720,000","210,083,000","209,475,000","229,975,000","245,785,000","161,015,000","161,044,000","126,156,000","138,371,000","160,483,000","122,397,000","117,666,000","85,740,000","109,097,000","314,993,000","285,708,000","154,271,000","160,494,000","170,212,000","176,577,000","166,321,000","124,817,000","121,338,000","116,677,000","114,092,000","107,086,000","51,327,000","49,964,000","65,001,000","29,472,000","43,444,000","68,391,000","34,697,000","22,209,000","38,983,000","33,325,000","36,199,000","19,300,000","34,329,000","29,739,000","23,301,000","16,122,000","22,861,000","27,199,000",,,"28,540,000",,"23,548,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"285,375,000","281,833,000","305,092,000",,"267,596,000","212,113,000","167,817,000",,"136,132,000","160,362,000","116,613,000","147,617,000","169,663,000","167,867,000","196,012,000","172,418,000","192,767,000","196,633,000","146,843,000","140,998,000","129,724,000","135,155,000","114,996,000","115,952,000","102,341,000","83,504,000","73,352,000","113,492,000","119,955,000","114,870,000","158,269,000","192,359,000","196,264,000","176,598,000","129,069,000","191,270,000","163,926,000","161,044,000","153,898,000",,"156,475,000","216,686,000","215,523,000",,"252,121,000",,"167,273,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,556,000","-1,579,000","-1,551,000",,"-1,589,000","-1,633,000","-1,602,000",,"-1,594,000","-1,595,000","-1,601,000","-2,000,000","-1,675,000","-2,560,000","-2,573,000","-3,000,000","-2,572,000","-2,295,000","-2,265,000","-2,000,000","-2,267,000","-2,365,000","-2,331,000","-2,000,000","-2,340,000","-2,345,000","-2,253,000","-2,000,000","-2,644,000","-2,668,000","-2,672,000","-3,000,000","-2,672,000","-2,722,000","-3,094,000","-3,000,000","-2,118,000","-1,989,000","-1,038,000",,"-6,755,000","-6,603,000","-6,048,000",,"-6,336,000",,"-6,229,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"1,285,000","1,193,000","638,000","837,000","509,000","6,538,000","13,398,000","18,253,000","17,305,000","5,676,000","5,777,000","5,867,000","3,979,000","5,184,000","3,664,000","4,668,000","3,697,000","1,795,000","692,000","2,366,000","2,189,000","1,442,000","1,452,000","1,254,000","6,682,000","7,123,000","7,334,000","7,263,000","11,824,000","13,005,000","3,871,000","1,756,000","8,852,000","5,680,000","5,073,000","3,521,000","6,998,000","6,072,000","6,269,000","7,671,000","12,884,000","13,581,000","13,035,000","3,541,000","7,306,000","14,732,000","8,059,000","14,610,000","7,940,000","4,106,000","48,998,000","46,972,000","36,749,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,038,000",,,,,,,,"6,229,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,402,000","1,083,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
