name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
TotalAssets,"3,835,786,000","3,738,671,000","3,826,547,000","4,004,391,000","3,983,465,000","3,964,685,000","3,853,065,000","3,698,881,000","3,406,578,000","3,381,332,000","3,345,400,000","3,414,474,000","3,391,540,000","3,051,055,000","3,202,736,000","3,166,843,000","3,171,703,000","2,862,940,000","2,965,277,000","2,824,368,000","2,677,850,000","2,516,296,000","2,406,638,000","2,369,909,000","2,270,456,000","2,182,373,000"
	CurrentAssets,"1,858,684,000","1,739,857,000","1,695,724,000","1,844,916,000","1,823,293,000","1,760,653,000","1,729,768,000","1,589,506,000","1,337,319,000","1,243,278,000","1,257,064,000","1,288,762,000","1,267,875,000","1,151,477,000","1,321,227,000","1,322,630,000","1,281,763,000","1,145,241,000","1,180,091,000","1,123,240,000","1,018,793,000","875,810,000","938,987,000","944,833,000","867,684,000","814,418,000"
		CashCashEquivalentsAndShortTermInvestments,"265,649,000","395,596,000","443,851,000","618,311,000","612,818,000","735,820,000","605,779,000","457,655,000","214,297,000","225,962,000","127,857,000","119,562,000","94,003,000","116,991,000","151,436,000","137,619,000","102,972,000","220,175,000","219,457,000","227,663,000","185,505,000","102,701,000","36,182,000","56,417,000","43,224,000","113,571,000"
			CashAndCashEquivalents,"265,649,000","395,596,000","443,851,000","618,311,000","612,818,000","735,820,000","605,779,000","457,655,000","214,297,000","225,962,000","127,857,000","119,562,000","94,003,000","116,991,000","151,436,000","137,619,000","102,972,000","220,175,000","219,457,000","227,663,000","185,505,000","102,701,000","36,182,000","56,417,000","43,224,000","113,571,000"
		Receivables,"708,502,000","552,041,000","590,769,000","619,032,000","633,582,000","477,472,000","562,175,000","549,446,000","539,252,000","478,796,000","568,573,000","578,486,000","571,632,000","481,332,000","598,398,000","598,167,000","578,183,000","457,485,000","529,397,000","491,367,000","439,096,000","411,914,000","492,965,000","473,187,000","407,874,000","328,288,000"
			AccountsReceivable,"708,502,000","552,041,000","590,769,000","619,032,000","633,582,000","477,472,000","562,175,000","549,446,000","539,252,000","469,762,000","568,573,000","578,486,000","571,632,000","471,655,000","598,398,000","598,167,000","578,183,000","453,251,000","529,397,000","491,367,000","439,096,000","407,620,000","492,965,000","473,187,000","407,874,000","321,079,000"
				GrossAccountsReceivable,"723,002,000","562,218,000","603,869,000","632,532,000","646,382,000","490,406,000","575,375,000","563,746,000","552,252,000","475,729,000","574,473,000","584,486,000","577,632,000",,,"603,567,000",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-14,500,000","-10,177,000","-13,100,000","-13,500,000","-12,800,000","-12,934,000","-13,200,000","-14,300,000","-13,000,000","-5,967,000","-5,900,000","-6,000,000","-6,000,000",,,"-5,400,000",,,,,,,,,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,"210,000"
			TaxesReceivable,,,,,,,,,,"9,034,000",,,,"9,677,000",,,,"4,234,000",,,,"4,294,000",,,,"6,999,000"
