name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,12/31/2010,03/31/2010
TotalAssets,"636,669,000","626,470,000","618,915,000","624,825,000","617,878,000","642,357,000","627,075,000","619,947,000","620,905,000","646,717,000","655,690,000","671,226,000","655,762,000","653,800,000","650,278,000","645,425,000","662,477,000","680,968,000","467,739,000","449,445,000","454,080,000","445,872,000","454,660,000","456,971,000","468,677,000","462,614,000","459,388,000","452,591,000","453,309,000","468,924,000","461,110,000","456,728,000","442,459,000","444,646,000","446,112,000","423,313,000","435,523,000","433,421,000","420,877,000","411,460,000","425,579,000","418,756,000","412,615,000","440,569,000","434,061,000","221,116,000"
	CurrentAssets,"244,438,000","232,813,000","221,432,000","214,524,000","206,809,000","229,713,000","219,567,000","213,226,000","217,936,000","226,396,000","234,598,000","240,606,000","239,778,000","240,395,000","220,555,000","214,805,000","220,194,000","226,220,000","209,025,000","193,150,000","198,174,000","190,884,000","192,738,000","191,403,000","199,753,000","195,725,000","185,091,000","196,035,000","210,704,000","217,962,000","203,944,000","190,495,000","176,107,000","172,385,000","169,254,000","147,199,000","151,577,000","143,450,000","130,124,000","122,000,000","127,664,000","123,466,000","115,999,000","129,678,000","122,422,000","103,630,000"
		CashCashEquivalentsAndShortTermInvestments,"41,445,000","32,566,000","38,242,000","41,052,000","40,124,000","49,617,000","51,362,000","48,229,000","43,237,000","37,054,000","39,014,000","35,269,000","31,402,000","30,190,000","28,481,000","31,270,000","34,901,000","52,202,000","88,444,000","87,505,000","87,628,000","78,994,000","76,570,000","72,558,000","84,570,000","79,101,000","61,672,000","79,363,000","93,774,000","90,288,000","82,129,000","77,259,000","72,640,000","67,340,000","53,368,000","45,365,000","43,847,000","28,389,000","16,410,000","13,630,000","21,468,000","19,776,000","13,192,000","31,604,000","35,201,000","30,147,000"
			CashAndCashEquivalents,"41,445,000","32,566,000","38,242,000","41,052,000","40,124,000","49,617,000","51,362,000","48,229,000","43,237,000","37,054,000","39,014,000","35,269,000","31,402,000","30,190,000","28,481,000","31,118,000","33,879,000","51,171,000","83,378,000","74,577,000","42,842,000","42,022,000","76,570,000","72,558,000","84,570,000","79,101,000","61,672,000","79,363,000","93,774,000","90,288,000","82,129,000","77,259,000","72,640,000","67,340,000","53,368,000","45,365,000","43,847,000","28,389,000","16,410,000","13,630,000","21,468,000","19,776,000","13,192,000","31,604,000","35,201,000","30,147,000"
				CashFinancial,,,,,,,,,,,,,"31,402,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"0",,,,,,,,,,,,"0","0","0","152,000","1,022,000","1,031,000","5,066,000","12,928,000","44,786,000","36,972,000",,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"119,557,000","118,606,000","106,103,000","99,755,000","94,111,000","95,247,000","85,453,000","85,265,000","105,207,000","114,822,000","119,136,000","127,134,000","136,166,000","130,673,000","107,841,000","105,679,000","112,410,000","100,102,000","69,246,000","60,430,000","68,720,000","64,750,000","67,338,000","66,634,000","66,307,000","60,892,000","66,199,000","60,937,000","67,245,000","75,580,000","71,200,000","66,791,000","58,768,000","55,937,000","67,750,000","59,582,000","64,925,000","63,643,000","60,907,000","61,623,000","55,230,000","52,515,000","55,756,000","53,717,000","49,072,000","44,889,000"
			AccountsReceivable,"95,305,000","89,422,000","82,368,000","74,133,000","74,501,000","76,612,000","66,104,000","72,827,000","92,478,000","97,011,000","98,075,000","98,542,000","105,323,000","101,328,000","82,538,000","82,606,000","94,411,000","85,456,000","55,923,000","51,994,000","63,719,000","58,166,000","57,248,000","57,151,000","58,493,000","52,958,000","60,229,000","55,435,000","60,441,000","66,922,000","64,308,000","61,093,000","52,578,000","48,616,000","58,487,000","49,962,000","56,123,000","55,899,000","53,673,000","53,770,000","50,037,000","46,187,000","47,647,000","45,893,000","47,073,000","41,882,000"
				GrossAccountsReceivable,"97,482,000","92,111,000","85,678,000","76,074,000","76,575,000","77,707,000","67,107,000","73,651,000","93,312,000","98,090,000","99,043,000","99,752,000","106,310,000","102,683,000","83,968,000","83,813,000","95,642,000","86,485,000","56,583,000","52,514,000","64,237,000","58,728,000","57,738,000","57,760,000","59,149,000","53,706,000","61,132,000","56,351,000","61,226,000","67,889,000","65,482,000","62,044,000","53,329,000","49,767,000","59,910,000","51,160,000","57,264,000","56,757,000","54,607,000","54,648,000","51,471,000","47,592,000","49,218,000",,,"41,882,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,177,000","-2,689,000","-3,310,000","-1,941,000","-2,074,000","-1,095,000","-1,003,000","-824,000","-834,000","-1,079,000","-968,000","-1,210,000","-987,000","-1,355,000","-1,430,000","-1,207,000","-1,231,000","-1,029,000","-660,000","-520,000","-518,000","-562,000","-490,000","-609,000","-656,000","-748,000","-903,000","-916,000","-785,000","-967,000","-1,174,000","-951,000","-751,000","-1,151,000","-1,423,000","-1,198,000","-1,141,000","-858,000","-934,000","-878,000","-1,434,000","-1,405,000","-1,571,000",,,
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","3,000"
