name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"395,546,000","431,391,000","351,802,000","355,528,000","362,728,000","402,045,000","366,686,000","385,255,000","412,277,000","452,608,000","479,208,000","234,141,000","263,050,000","285,044,000","309,194,000","352,961,000","391,043,000","290,276,000","306,202,000","326,984,000","225,408,000","248,254,000","265,918,000","120,130,000","139,201,000","159,127,000","175,239,000","176,337,000","195,197,000","161,085,000","173,283,000","57,702,000","65,961,000","70,458,000","7,242,000","3,685,000","3,219,000"
	CurrentAssets,"316,966,000","355,650,000","275,952,000","289,018,000","293,577,000","331,755,000","295,213,000","313,079,000","338,437,000","376,342,000","396,668,000","154,110,000","180,317,000","220,175,000","246,817,000","295,478,000","341,154,000","254,142,000","283,399,000","309,976,000","210,215,000","237,690,000","256,542,000","108,202,000","120,691,000","138,427,000","156,586,000","159,907,000","170,955,000","141,047,000","171,717,000","57,254,000","65,783,000","70,267,000","7,066,000","3,517,000","3,038,000"
		CashCashEquivalentsAndShortTermInvestments,"195,248,000","139,801,000","167,607,000","188,287,000","208,204,000","240,364,000","218,432,000","241,918,000","264,731,000","309,190,000","340,777,000","109,363,000","148,868,000","202,818,000","235,954,000","286,103,000","333,977,000","249,655,000","281,334,000","307,919,000","207,864,000","233,662,000","253,632,000","107,031,000","119,289,000","136,562,000","155,238,000","158,789,000","169,736,000","139,925,000","171,061,000","56,324,000","65,111,000","69,649,000","4,619,000","2,377,000","2,925,000"
			CashAndCashEquivalents,"56,441,000","37,187,000","61,847,000","79,956,000","122,695,000","151,570,000","129,787,000","151,299,000","134,179,000","143,940,000","248,702,000","109,363,000","148,868,000","202,818,000","234,954,000","270,648,000","249,501,000","197,569,000","194,078,000","242,650,000","139,534,000","197,945,000","211,938,000","58,519,000","74,266,000","91,060,000","106,946,000","100,916,000","113,450,000","85,586,000","148,884,000","27,876,000","35,843,000","69,649,000","4,619,000","2,377,000","2,925,000"
			OtherShortTermInvestments,"138,807,000","102,614,000","105,760,000","108,331,000","85,509,000","88,794,000","88,645,000","90,619,000","130,552,000","165,250,000","92,075,000",,,"0","1,000,000","15,455,000","84,476,000","52,086,000","87,256,000","65,269,000","68,330,000","35,717,000","41,694,000","48,512,000","45,023,000","45,502,000","48,292,000","57,873,000","56,286,000","54,339,000","22,177,000","28,448,000","29,268,000",,,,
		Receivables,"63,617,000","158,828,000","64,566,000","59,151,000","46,150,000","56,022,000","46,848,000","43,078,000","42,941,000","38,354,000","33,278,000","25,650,000","14,758,000","2,715,000","1,961,000","1,125,000",,,,,,,,,,,,,,,,,,,,,
			AccountsReceivable,"63,617,000","68,828,000","64,566,000","59,151,000","46,150,000","56,022,000","46,848,000","43,078,000","42,941,000","38,354,000","33,278,000","25,650,000","14,758,000","2,715,000","1,961,000","1,125,000",,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"90,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"40,190,000","40,410,000","30,055,000","30,704,000","28,324,000","27,059,000","20,842,000","19,092,000","20,225,000","21,054,000","14,673,000","10,419,000","10,192,000","10,112,000","5,612,000","5,747,000","1,062,000",,,,,,,,,,,,,,,,,,,,
			RawMaterials,"4,968,000","5,368,000","4,780,000","3,840,000","2,695,000","1,875,000","2,724,000","2,033,000","1,878,000","1,400,000","1,076,000","766,000","766,000","836,000","559,000","507,000",,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"30,480,000","30,989,000","20,732,000","24,244,000","22,365,000","21,648,000","15,639,000","14,037,000","14,190,000","13,414,000","7,327,000","7,671,000","7,377,000","6,885,000","2,478,000","2,248,000",,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"4,742,000","4,053,000","4,543,000","2,620,000","3,264,000","3,536,000","2,479,000","3,022,000","4,157,000","6,240,000","6,270,000","1,982,000","2,049,000","2,391,000","2,575,000","2,992,000",,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"17,911,000","16,611,000","13,724,000","10,876,000","10,899,000","8,310,000","9,091,000","8,991,000","10,540,000","7,744,000","7,940,000","8,678,000","6,499,000","4,530,000","3,290,000","2,503,000","6,115,000","4,487,000","2,065,000","2,057,000","2,351,000","4,028,000","2,910,000","1,171,000","1,402,000","1,865,000","1,348,000","1,118,000","1,219,000","1,122,000","656,000","930,000","672,000","618,000","117,000","115,000","113,000"
