name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"3,264,897,000","3,237,526,000","3,218,225,000","3,111,259,000","3,195,555,000"
	CurrentAssets,"331,972,000","322,905,000","299,841,000","187,772,000","281,765,000"
		CashCashEquivalentsAndShortTermInvestments,"195,497,000","182,544,000","160,465,000","58,506,000","162,118,000"
			CashAndCashEquivalents,"195,497,000","182,544,000","160,465,000","58,506,000","162,118,000"
		Receivables,"86,226,000","87,432,000","95,183,000","83,061,000","85,239,000"
			AccountsReceivable,"76,746,000","78,793,000","82,367,000","81,817,000","74,107,000"
				GrossAccountsReceivable,"80,907,000","82,584,000","86,339,000","86,035,000","78,331,000"
				AllowanceForDoubtfulAccountsReceivable,"-4,161,000","-3,791,000","-3,972,000","-4,218,000","-4,224,000"
			TaxesReceivable,"71,000","318,000","6,915,000","1,244,000","2,037,000"
			OtherReceivables,"9,409,000","8,321,000","5,901,000",,"9,095,000"
		PrepaidAssets,"22,555,000","26,541,000","22,074,000",,"16,275,000"
		CurrentDeferredAssets,"15,645,000","15,069,000","13,833,000","12,681,000","11,917,000"
		OtherCurrentAssets,"12,049,000","11,319,000","8,286,000","33,524,000","6,216,000"
	TotalNonCurrentAssets,"2,932,925,000","2,914,621,000","2,918,384,000","2,923,487,000","2,913,790,000"
		NetPPE,"174,491,000","173,079,000","159,792,000","150,499,000","101,438,000"
			GrossPPE,"255,843,000","254,694,000","234,699,000","150,499,000","161,007,000"
				Properties,"0","0","0",,"0"
				BuildingsAndImprovements,"4,910,000","4,910,000","4,910,000",,"4,910,000"
				MachineryFurnitureEquipment,"183,685,000","177,670,000","166,737,000",,"142,700,000"
				OtherProperties,"34,690,000","37,234,000","38,774,000","150,499,000",
				Leases,"32,558,000","34,880,000","24,278,000",,"13,397,000"
			AccumulatedDepreciation,"-81,352,000","-81,615,000","-74,907,000",,"-59,569,000"
		GoodwillAndOtherIntangibleAssets,"2,687,527,000","2,680,133,000","2,704,834,000","2,729,492,000","2,778,801,000"
			Goodwill,"1,494,252,000","1,466,884,000","1,466,884,000","1,466,884,000","1,466,884,000"
