name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013
OperatingCashFlow,"56,420,000","7,969,000","14,662,000","6,735,000","27,054,000","9,951,000","8,852,000","10,505,000","10,509,000","7,484,000","16,814,000","37,152,000","18,692,000","17,199,000","22,610,000","21,911,000","21,741,000","19,133,000","16,907,000","20,241,000","24,051,000","9,679,000","13,763,000","16,086,000","15,958,000","8,478,000","10,315,000","13,311,000","12,456,000","5,176,000","2,151,000","3,199,000","6,823,000","1,411,000","2,935,000"
	CashFlowFromContinuingOperatingActivities,"56,420,000","7,969,000","14,662,000","6,735,000","27,054,000","9,951,000","8,852,000","10,505,000","10,509,000","7,484,000","16,814,000","37,152,000","18,692,000","17,199,000","22,610,000","21,911,000","21,741,000","19,133,000","16,907,000","20,241,000","24,051,000","9,679,000","13,763,000","16,086,000","15,958,000","8,478,000","10,315,000","13,311,000","12,456,000","5,176,000","2,151,000","3,199,000","6,823,000","1,411,000","2,935,000"
		NetIncomeFromContinuingOperations,"-21,968,000","-11,282,000","-10,349,000","-2,402,000","2,065,000","575,000","-20,314,000","-6,110,000","-18,031,000","-1,079,000","-2,073,000","11,423,000","11,171,000","3,607,000","-548,000","6,946,000","10,571,000","4,979,000","-11,032,000","7,870,000","8,184,000","3,862,000","5,457,000","6,789,000","6,549,000","3,351,000","3,046,000","6,193,000","5,145,000","-11,260,000","-1,427,000","504,000","1,949,000","1,092,000","997,000"
		OperatingGainsLosses,,,"0","0",,,"0","-2,522,000","2,522,000","-79,000","321,000","303,000","355,000","351,000","374,000","157,000","196,000","206,000","269,000","216,000","112,000","16,000","49,000",,,,"0",,,,"77,000","10,000","13,000","5,000","8,000"
			GainLossOnSaleOfPPE,"3,146,000",,,,,,,,,,"321,000","303,000","377,000","351,000","374,000","157,000","196,000","190,000","291,000","204,000","100,000","13,000",,,,,"0","17,000","0","0",,,"13,000","5,000",
			GainLossOnInvestmentSecurities,,,"0","0",,,"0","0","0","-79,000","0","0",,,"0","0","0","16,000","-22,000","12,000","12,000","3,000","15,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"63,384,000","17,187,000","15,920,000","15,491,000","14,786,000","14,039,000","12,926,000","12,834,000","12,457,000","12,028,000","11,358,000","10,581,000","888,000","17,877,000","8,095,000","7,439,000","6,968,000","6,498,000","6,094,000","5,604,000","5,258,000","4,748,000","4,273,000","3,719,000","3,404,000","3,106,000","2,948,000","2,636,000","2,447,000","2,191,000","1,742,000","1,502,000","1,334,000","1,231,000","1,069,000"
			DepreciationAndAmortization,"63,384,000","17,187,000","15,920,000","15,491,000","14,786,000","14,039,000","12,926,000","12,834,000","12,457,000","12,028,000","11,358,000","10,581,000","888,000","17,877,000","8,095,000","7,439,000","6,968,000","6,498,000","6,094,000","5,604,000","5,258,000","4,748,000","4,273,000","3,719,000","3,404,000","3,106,000","2,948,000","2,636,000","2,447,000","2,191,000","1,742,000","1,502,000","1,334,000","1,231,000","1,069,000"
				Depreciation,"62,120,000","16,855,000","15,610,000","15,183,000","14,472,000","13,726,000","12,568,000","12,376,000","12,089,000","11,768,000","11,153,000","10,474,000","888,000","17,877,000","8,095,000","7,439,000","6,968,000","6,498,000","6,094,000","5,604,000","5,258,000","4,748,000","4,273,000","3,719,000","3,404,000","3,106,000","2,948,000","2,636,000","2,447,000","2,191,000","1,742,000","1,502,000","1,334,000","1,231,000","1,069,000"
				AmortizationCashFlow,"1,264,000","332,000","310,000","308,000","314,000","313,000","358,000","458,000","368,000","260,000","205,000",,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,"1,264,000","332,000","310,000","308,000","314,000","313,000","358,000","458,000","368,000","260,000","205,000",,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"-3,137,000","5,719,000","-20,087,000","3,443,000","7,788,000","-1,523,000","-10,036,000","-2,545,000","7,450,000","3,775,000","-4,912,000","-1,469,000","222,000","95,000","-1,208,000","1,191,000","1,110,000","-305,000","143,278,000","495,000","3,570,000","-1,009,000","-644,000","142,000","-24,000","3,000",,,,"0","-93,000",,,"0","-8,000"
			DeferredIncomeTax,"-3,137,000","5,719,000","-20,087,000","3,443,000","7,788,000","-1,523,000","-10,036,000","-2,545,000","7,450,000","3,775,000","-4,912,000","-1,469,000","222,000","95,000","-1,208,000","1,191,000","1,110,000","-305,000","143,278,000","495,000","3,570,000","-1,009,000","-644,000","142,000","-24,000","3,000",,,,"0","-93,000",,,"0","-8,000"
		AssetImpairmentCharge,"1,840,000","577,000","370,000","535,000","358,000","369,000","7,227,000",,,"2,088,000",,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"631,000","400,000","160,000","80,000","-9,000","46,000","37,000","0","-334,000","356,000","37,000","0","-74,000","-157,000",,"-62,000","23,000","38,000",,,,,,,,,,,,,,,,,
		StockBasedCompensation,"10,210,000","3,188,000","2,740,000","2,324,000","1,958,000","1,681,000","1,502,000","1,339,000","1,419,000","1,300,000","1,754,000","1,879,000","2,180,000","1,692,000","1,673,000","1,636,000","1,397,000","1,437,000","1,800,000","1,289,000","1,285,000","1,249,000","1,537,000","1,577,000","1,210,000","1,030,000","1,172,000","1,172,000","1,178,000","13,159,000","41,000","41,000","42,000","41,000","42,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0","0","0","2,000","0","-7,000","-28,000",,,,,,,,,
		OtherNonCashItems,"53,299,000","13,947,000","13,940,000","12,762,000","12,650,000","12,752,000","12,233,000","11,547,000","12,139,000","10,994,000","10,484,000","10,649,000","18,765,000","2,000","-78,000","0","0","744,000","-127,149,000","91,000","83,000","71,000","-595,000","70,000","71,000","70,000","70,000","68,000","69,000","66,000","117,000","28,000","34,000","13,000","12,000"
