name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986
MarketCap,"1,689,845,372","2,423,368,515","2,296,514,368","2,296,514,368","2,343,045,731","2,203,262,570","2,031,524,001","1,763,724,447","1,857,541,701","1,798,562,183","2,779,561,496","2,669,353,007","2,522,292,737","2,788,394,180","2,276,359,679","2,807,632,903","3,013,588,104","2,833,667,169","3,191,935,688","3,067,567,864","3,074,583,456","2,843,535,016","2,891,573,947","2,735,698,671","2,941,697,354","2,453,712,760","2,386,245,838","2,158,423,380","2,389,047,046","2,861,233,493","2,865,104,696","2,518,281,931","2,450,619,334","2,269,018,388","2,208,353,781","2,065,355,952","2,116,701,177","2,132,072,415","1,749,737,155","1,748,155,271","1,767,934,511","1,638,520,574","1,288,006,608","1,085,992,940","1,570,870,457","1,635,976,433","1,566,751,613","1,642,021,360","1,419,003,235","1,587,464,004","1,465,838,607","1,419,548,967","957,946,411","252,510,721","679,678,804","1,402,299,671","1,382,120,212","1,478,934,590","1,560,189,708","2,197,997,215","2,481,973,940","2,908,202,115","2,936,874,113","2,931,405,249","2,895,773,156","2,887,008,709","1,567,957,983","1,746,607,441","1,709,567,900","1,579,774,083","1,625,053,981","1,525,367,667","1,241,666,887","1,395,027,348","1,098,659,806","959,756,075","919,781,805","776,640,040","768,285,930","794,353,403","924,348,078","852,648,297","750,954,500","757,943,398","800,037,135","711,358,534","738,175,024","723,052,858","682,831,789","611,490,475","595,607,875","603,752,500","744,433,849","610,561,250","671,617,375","727,075,125","852,577,000","891,225,338","605,185,875","558,617,168","223,661,250","193,792,500","136,753,500","16,384,914","10,783,134","9,866,246","6,616,496","6,731,634","6,848,612","7,428,000","8,009,246","7,783,971","7,203,078","6,273,648","3,485,360","2,788,288","2,904,466","1,277,965","697,072","1,394,144","1,394,144","2,555,930","929,429","1,045,608","1,277,965","1,510,322","1,045,608","1,161,786","2,323,573","2,323,573","2,555,930","3,717,717","3,717,717","4,879,504","4,879,504","4,182,432","5,111,861","7,667,792","5,808,933","9,991,366","15,103,228","17,891,516","18,820,945","18,588,588"
EnterpriseValue,"3,660,136,372","4,272,453,515","4,107,530,368","4,160,235,368","4,163,731,731","4,010,271,570","3,911,486,001","3,722,595,447","4,020,045,701","3,875,035,183","4,850,394,496","4,756,769,007","4,625,042,737","4,793,598,180","4,143,536,679","4,638,121,903","4,752,807,104","4,562,316,169","5,056,288,688","4,941,839,864","4,852,640,456","4,662,768,016","4,686,115,947","4,504,762,671","4,703,168,354","4,781,775,760","4,775,590,838","4,478,260,380","4,527,541,046","5,055,079,493","4,906,581,696","4,871,735,931","4,806,174,334","4,601,232,388","4,400,067,781","4,229,192,952","4,462,799,177","4,595,893,415","4,213,558,155","4,025,932,271","4,108,027,511","4,032,148,574","3,774,570,608","3,572,556,940","4,036,201,457","4,076,498,433","3,980,675,613","4,094,179,360","3,828,790,235","4,010,766,004","3,955,978,607","3,965,453,967","3,480,632,411","3,004,600,721","3,477,095,804","2,065,261,671","2,033,877,212","4,483,580,590","4,584,003,708","5,271,985,215","5,596,815,940","5,960,522,115","5,842,809,113","6,047,396,249","6,011,764,156","5,724,013,709","3,025,911,983","3,204,561,441","3,109,351,900","2,913,543,083","2,915,996,981","2,359,810,667","2,051,047,887","2,204,193,348","1,945,742,806","1,884,881,075","2,104,234,805","1,742,906,040","1,734,393,930","1,762,998,403","1,877,540,078","1,837,671,297","1,735,977,500","1,735,695,398","2,027,437,135","1,561,572,534","1,591,279,024","1,613,760,858","1,573,539,789","1,485,382,475","1,441,057,875","1,752,037,500","1,892,718,849","1,758,846,250","1,819,902,375","862,564,125","988,066,000","1,026,714,338","740,674,875","576,982,168","242,026,250","212,157,500","155,118,500","99,384,914","19,683,134","17,957,246","15,616,496","15,731,634","15,848,612","14,328,000","18,009,246","17,783,971","17,203,078","16,273,648","3,485,360","2,788,288","804,466","-822,035","697,072","1,394,144","-705,856","455,930","929,429","-7,754,392","-7,522,035","-7,289,678","-7,754,392","-9,638,214","-8,476,427","-8,476,427","2,555,930","3,717,717","3,717,717","4,879,504","4,879,504","4,182,432","5,111,861","7,667,792","5,808,933","9,991,366","15,103,228","17,891,516","18,820,945","18,588,588"
PeRatio,"164.333","202","89.467","7.713","7.746","7.294","6.806","51.7","54.45","55.368","19.937","30.3","27.019","20.868","26.265","18.714","21.367","24.431","113.688","194.333","350.6","85.421",,,,,"105.077","205.333","221.333",,"122.923","93.8","78","72.3",,,,,,"406.333",,,,,,,,,,,,"46","67.727","71.25","18.805","36.432","35.022","41.366","74.708",,,,,"406.875","402.125","88.222","51.685","57.574","45.746","32.273","26.963","22.425","22.106","26.565","24.56","22.535","21.982","20.37","21.382","21.274","33.636","39.833","35.117","21.33","20.981","17.768","19.335","23.011","21.733","20.387","20.469","20.062","25.731","19.345","18.816","17.546","19.978","23.119","26.447","68.394",,,,,,,,,,,,,"387.888","2.54","1.411",,,,,,,,,,,,,,,,,,,"52.553","9.732","8.342","5.984","6.769","3.96","7.686","13.118","17.842","23.57",
ForwardPeRatio,"7.231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.173","11.173","21.787","24.155","22.371","22.272","20.79","20.877","22.422","24.753","36.496","35.971",,,,,,,,,,"8.32",,,"7.843",,,"29.586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.235","2.235",,,,,,,,,,,,,,,,,"-13.611",,,"2.774",,,"3.922",,,"14.776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.448","5.004","4.724","4.661","4.594","4.159","3.729","3.154","3.309","3.202","4.877","4.798","4.64","5.234","4.282","5.273","5.704","5.394","6.182","5.926","5.941","5.436","5.284","4.815","5.05","4.148","4.1","3.715","3.841","4.449","4.406","3.791","4.28","3.972","3.637","3.371","3.427","3.8","3.119","2.942","2.929","2.673","2.18","1.838","2.662","2.817","2.707","2.809","2.445","2.604","2.217","1.874","1.134","0.412","1.11","2.076","1.992","2.15","2.289","3.247","3.769","4.54","4.395","4.494","4.442","4.482","4.023","4.481","4.421","4.161","4.35","4.075","3.745","4.01","3.335","3.122","2.99","2.666","2.701","2.748","3.213","2.943","2.594","2.647","2.82","2.491","2.679","2.594","2.45","2.219","2.155","2.142","2.895","2.674","3.366","3.811","4.192","3.956","3.762","12.517","7.731","10.93","13.634","2.944","2.774","2.717","1.38","1.382","1.406","1.428","2.422","2.354","2.633","1.494","1.176","1.033","1.076","4.26","2.324","4.647","13.941","25.559","9.289","10.456","12.78","15.061","10.427","11.618","23.236","23.171","12.78","18.589","18.589","16.265","8.133","6.971","5.68","6.39","3.712","6.714","11.195","14.937","20.951",
PbRatio,"1.013","1.434","1.34","1.32","1.322","1.228","1.125","1.13","1.166","1.072","1.644","1.554","1.426","1.534","1.293","1.531","1.63","1.549","1.871","1.763","1.651","1.524","1.527","1.431","1.512","1.269","1.178","1.029","1.127","1.337","1.321","1.361","1.308","1.194","1.162","1.079","1.219","1.218","0.999","0.939","0.96","0.884","0.754","0.604","0.867","0.894","0.847","0.879","0.754","0.844","0.778","0.745","0.501","0.151","0.41","0.839","0.811","0.862","0.895","1.22","1.346","1.532","1.491","1.459","1.441","1.38","1.394","1.553","1.52","1.387","1.417","1.316","1.318","1.478","1.425","1.318","1.262","1.136","1.119","1.149","1.29","1.204","1.061","1.037","1.075","0.94","0.966","0.95","0.897","0.909","0.858","0.808","0.981","0.83","0.951","0.966","1.18","1.249","1.422","1.361","1.306","1.117","1.342","1.45","1.457","1.343","0.848","0.841","0.856","0.816","0.656","0.638","0.59","0.502","0.775","0.634","0.66","0.609","0.332","0.664","0.664","1.278","0.443","0.119","0.145","0.172","0.119","0.108","0.215","0.215","0.152","0.221","0.221","0.29","0.285","0.245","0.299","0.448","0.34","0.595","0.899","1.065","1.12",
EnterprisesValueRevenueRatio,"7.416","33.508","32.722","34.548","34.668","33.206","30.843","29.52","29.378","26.708","32.987","32.731","32.085","33.313","29.766","34.357","35.525","33.458","37.919","38.476","37.973","35.615","35.478","34.734","36.98","35.031","31.012","29.349","31.086","33.61","33.195","33.241","31.935","30.249","31.882","29.481","31.669","32.686","29.577","28.678","29.86","28.435","26.483","24.526","27.758","27.442","27.538","28.638","27.847","28.021","26.978","27.051","23.86","19.784","22.469","13.878","13.225","26.849","25.303","30.056","34.064","36.545","39.153","33.302","35.162","34.531","29.755","33.458","32.647","29.452","31.249","29.629","26.671","29.843","24.73","24.412","28.103","22.767","22.647","23.262","25.398","26.187","22.436","21.885","25.623","20.817","22.6","22.083","21.808","20.791","21.729","23.708","26.288","24.772","26.467","18.159","22.819","31.019","33.883","31.702","19.838","24.386","28.567","38.225","19.683","17.957","16.166","17.48","17.61","15.92","7.83","19.76","15.639","12.518","11.618","13.941","0.335","-8.22",,"13.941","-7.059","4.559",,"-77.544","-75.22","-72.897",,"-96.382","-84.764","-84.764",,"37.177","37.177","48.795","48.795","41.824","51.119","76.678","14.522","24.978","37.758","35.783","62.736","92.943"
EnterprisesValueEBITDARatio,"14.344","65.077","61.261","64.649","71.646","63.036","49.228","11.08","54.528","48.355","54.902","57.416","58.954","62.717","22.225","233.13","62.394","42.374","35.75","61.455","67.151","52.627","85.289","59.422","71.635","40.131","207.175","41.924","55.075","57.335","62.344","52.241","56.108","55.807","44.623","45.776","49.458","57.859","82.41","44.789","51.055","49.656","38.776","43.631","48.202","50.833","38.281","51.885","48.808","50.468","49.965","46.641","41.793","35.694","39.655","24.219","21.987","47.378","46.465","51.066","58.969","60.817","58.025","43.624","61.595","62.597","51.013","58.269","49.813","53.326","50.525","49.669","43.61","52.323","40.196","39.036","45.372","38.036","35.909","37.509","40.272","41.317","35.801","34.879","40.886","34.033","31.73","34.934","34.686","32.683","-6.372","12.873","14.02","13.254","-16.822","9.681","12.366","16.97","-20.436","17.07","10.127","12.936","-45.569","19.112","9.842","9.976","-2.475","8.28","6.891","7.96","3.105","19.76","7.82","6.259","11.618","13.941","0.335","-8.22",,,"-7.059","4.559","0.137","-38.772","-75.22","-72.897",,"-96.382","-84.764","-84.764","0.433","37.177","37.177","48.795","24.398","41.824","51.119","76.678","11.618","24.978","37.758","35.783","47.052","92.943"
