name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
TotalRevenue,"1,138,393,000","344,287,000","263,887,000","253,497,000","276,722,000","273,162,000","195,647,000","180,984,000","118,661,000","182,310,000","180,112,000","172,080,000","194,822,000","199,918,000","165,793,000","123,483,000","138,659,000","140,429,000","114,373,000","103,541,000","75,106,000","77,149,000","67,661,000","62,021,000","66,680,000","68,539,000","60,506,000","57,240,000","60,716,000","64,762,000","55,484,000","47,659,000","53,400,000","50,293,000","43,938,000","43,304,000","48,973,000","47,062,000","37,818,000","33,159,000"
	OperatingRevenue,"1,138,393,000","344,287,000","263,887,000","253,497,000","276,722,000","273,162,000","195,647,000","180,984,000","118,661,000","182,310,000","180,112,000","172,080,000","194,822,000","199,918,000","165,793,000","123,483,000","138,659,000","140,429,000","114,373,000","103,541,000","75,106,000","77,149,000","67,661,000","62,021,000","66,680,000","68,539,000","60,506,000","57,240,000","60,716,000","64,762,000","55,484,000","47,659,000","53,400,000","50,293,000","43,938,000","43,304,000","48,973,000","47,062,000","37,818,000","33,159,000"
CostOfRevenue,"848,742,000","247,166,000","200,336,000","193,745,000","207,495,000","201,134,000","146,158,000","135,243,000","95,109,000","136,461,000","140,244,000","132,079,000","147,090,000","150,196,000","127,478,000","92,982,000","105,119,000","104,066,000","86,857,000","80,618,000","55,066,000","55,787,000","49,848,000","46,198,000","48,855,000","50,133,000","44,627,000","42,530,000","44,441,000","46,865,000","41,320,000","35,566,000","38,724,000","36,892,000","32,242,000","32,283,000","35,036,000","34,561,000","28,524,000","25,291,000"
GrossProfit,"289,651,000","97,121,000","63,551,000","59,752,000","69,227,000","72,028,000","49,489,000","45,741,000","23,552,000","45,849,000","39,868,000","40,001,000","47,732,000","49,722,000","38,315,000","30,501,000","33,540,000","36,363,000","27,516,000","22,923,000","20,040,000","21,362,000","17,813,000","15,823,000","17,825,000","18,406,000","15,879,000","14,710,000","16,275,000","17,897,000","14,164,000","12,093,000","14,676,000","13,401,000","11,696,000","11,021,000","13,937,000","12,501,000","9,294,000","7,868,000"
OperatingExpense,"96,208,000","25,584,000","23,364,000","23,064,000","24,196,000","25,163,000","20,561,000","16,790,000","14,645,000","15,716,000","16,281,000","17,318,000","17,878,000","19,160,000","17,371,000","13,749,000","14,027,000","12,416,000","11,861,000","11,971,000","12,075,000","8,336,000","6,152,000","9,037,000","10,000,000","6,581,000","6,900,000","7,435,000","4,951,000","8,374,000","7,166,000","8,788,000","27,590,000","13,105,000","5,873,000","4,681,000","5,313,000","6,968,000","5,129,000","6,882,000"
	SellingGeneralAndAdministration,"88,838,000","23,902,000","21,645,000","21,208,000","22,083,000","23,069,000","19,037,000","15,266,000","13,136,000","14,215,000","14,744,000","15,734,000","16,303,000","17,597,000","15,833,000","12,469,000","12,732,000","11,125,000","10,557,000","10,663,000","11,526,000","7,786,000","5,603,000","8,487,000","9,452,000","6,036,000","6,355,000","6,888,000","4,400,000","7,781,000","6,571,000","8,064,000","26,296,000","11,811,000","4,578,000","3,387,000","4,018,000","5,674,000","3,834,000","5,588,000"
		GeneralAndAdministrativeExpense,"66,030,000","17,129,000","15,987,000","16,091,000","16,823,000","18,402,000","15,036,000","11,654,000","9,523,000","9,643,000","10,078,000","10,668,000","11,729,000","12,324,000","11,232,000","8,971,000","8,988,000","7,862,000","7,435,000","7,074,000","9,269,000","5,997,000","3,453,000","6,064,000","7,975,000","4,462,000","4,193,000","4,626,000","2,719,000","6,124,000","4,540,000","6,426,000","24,652,000","10,299,000","3,068,000","1,955,000","2,875,000","4,150,000","2,640,000","4,512,000"
			OtherGandA,"66,030,000","17,129,000","15,987,000","16,091,000","16,823,000","18,402,000","15,036,000","11,654,000","9,523,000","9,643,000","10,078,000","10,668,000","11,729,000","12,324,000","11,232,000","8,971,000","8,988,000","7,862,000","7,435,000","7,074,000","9,269,000","5,997,000","3,453,000","6,064,000","7,975,000","4,462,000","4,193,000","4,626,000","2,719,000","6,124,000","4,540,000","6,426,000","24,652,000","10,299,000","3,068,000","1,955,000","2,875,000","4,150,000","2,640,000","4,512,000"
		SellingAndMarketingExpense,"22,808,000","6,773,000","5,658,000","5,117,000","5,260,000","4,667,000","4,001,000","3,612,000","3,613,000","4,572,000","4,666,000","5,066,000","4,574,000","5,273,000","4,601,000","3,498,000","3,744,000","3,263,000","3,122,000","3,589,000","2,257,000","1,789,000","2,150,000","2,423,000","1,477,000","1,574,000","2,162,000","2,262,000","1,681,000","1,657,000","2,031,000","1,638,000","1,644,000","1,512,000","1,510,000","1,432,000","1,143,000","1,524,000","1,194,000","1,076,000"
	DepreciationAmortizationDepletionIncomeStatement,"7,370,000","1,682,000","1,719,000","1,856,000","2,113,000","2,094,000","1,524,000","1,524,000","1,509,000","1,501,000","1,537,000","1,584,000","1,575,000","1,563,000","1,538,000","1,280,000","1,295,000","1,291,000","1,304,000","1,308,000","549,000","550,000","549,000","550,000","548,000","545,000","545,000","547,000","551,000","593,000","595,000","724,000","1,294,000","1,294,000","1,295,000","1,294,000","1,295,000","1,294,000","1,295,000","1,294,000"
