name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,12/31/2010
TotalAssets,"23,331,000,000","22,898,000,000","22,639,000,000","22,335,000,000","21,996,000,000","17,619,000,000","18,760,000,000","20,337,000,000","23,386,000,000","23,531,000,000","23,553,000,000","23,171,000,000","22,268,000,000","21,595,687,000","9,806,573,000","8,954,395,000","8,224,888,000","7,770,985,000","7,287,568,000","6,783,809,000","6,369,700,000","5,349,680,000","3,525,680,000","2,840,355,000","2,942,959,000","2,758,412,000","2,991,554,000","3,171,458,000","3,092,481,000","3,095,481,000","2,820,555,000","2,047,394,000","1,936,897,000","1,521,614,000","1,465,896,000","798,639,000","648,463,000","606,701,000","307,767,000","282,991,310","267,040,806","249,483,885","230,199,244","172,516,696"
	CurrentAssets,"1,347,000,000","1,446,000,000","1,464,000,000","1,142,000,000","851,000,000","602,000,000","558,000,000","654,000,000","1,268,000,000","869,000,000","845,000,000","972,000,000","693,000,000","925,021,000","795,689,000","393,347,000","324,467,000","358,601,000","193,854,000","221,337,000","198,774,000","1,792,166,000","258,270,000","297,950,000","291,064,000","108,745,000","173,439,000","170,362,000","215,372,000","251,711,000","143,261,000","114,704,000","90,653,000","61,968,000","91,915,000","116,536,000","34,516,000","50,275,000","26,904,000","25,263,765","27,582,051","30,932,839","32,663,903","25,037,404"
		CashCashEquivalentsAndShortTermInvestments,"149,000,000","654,000,000","457,000,000","344,000,000","121,000,000","104,000,000","92,000,000","51,000,000","149,000,000","123,000,000","100,000,000","326,000,000","126,000,000","214,516,000","508,446,000","113,927,000","72,487,000","112,446,000","30,205,000","16,588,000","37,440,000","1,666,574,000","167,269,000","218,794,000","235,810,000","20,115,000","43,827,000","44,678,000","31,643,000","30,183,000","40,644,000","36,993,000","25,314,000","15,555,000","53,100,000","81,898,000","5,516,000","26,358,000","1,275,000","2,066,717","9,043,365","6,802,389","3,218,083","4,089,745"
			CashAndCashEquivalents,"149,000,000","654,000,000","457,000,000","344,000,000","121,000,000","104,000,000","92,000,000","51,000,000","149,000,000","123,000,000","100,000,000","326,000,000","126,000,000","214,516,000","508,446,000","113,927,000","72,487,000","112,446,000","30,205,000","16,588,000","37,440,000","1,666,574,000","167,269,000","218,794,000","235,810,000","20,115,000","43,827,000","44,678,000","31,643,000","30,183,000","40,644,000","36,993,000","25,314,000","15,555,000","53,100,000","81,898,000","5,516,000","26,358,000","1,275,000","2,066,717","9,043,365","6,802,389","3,218,083","4,089,745"
		Receivables,"1,079,000,000","671,000,000","811,000,000","690,000,000","632,000,000","437,000,000","391,000,000","442,000,000","403,000,000","615,000,000","538,000,000","517,000,000","463,000,000","392,061,000","264,317,000","258,890,000","236,280,000","231,613,000","153,692,000","154,635,000","139,476,000","120,122,000","85,514,000","74,914,000","49,064,000","78,904,000","83,242,000","70,411,000","83,210,000","97,994,000","90,228,000","68,655,000","56,578,000","39,273,000","31,282,000","24,369,000","19,678,000","14,812,000","18,223,000","15,288,466","10,954,019","17,695,893","22,373,739","12,187,777"
			AccountsReceivable,"1,079,000,000","670,000,000","811,000,000","657,000,000","599,000,000","337,000,000","291,000,000","342,000,000","403,000,000","615,000,000","538,000,000","517,000,000","463,000,000","392,061,000","264,317,000","258,890,000","236,280,000","231,613,000","153,692,000","154,635,000","139,476,000","120,122,000","85,514,000","74,914,000","49,064,000","78,904,000","83,242,000","70,411,000","83,210,000","97,994,000","90,228,000","68,655,000","56,578,000","39,273,000","31,282,000","24,369,000","19,678,000","14,812,000","8,182,000","7,297,777","8,135,276","17,695,893","22,373,739","12,187,777"
			TaxesReceivable,"0","1,000,000","0","33,000,000","33,000,000","100,000,000","100,000,000","100,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,"72,000,000","99,000,000","78,000,000","68,000,000","56,000,000","67,000,000","111,000,000","178,000,000","186,000,000","171,000,000","168,000,000","107,000,000","95,536,000","81,955,000","91,036,000","71,017,000","73,038,000","49,729,000","71,685,000","56,051,000","49,773,000","33,043,000","33,199,000","16,775,000","42,900,000","41,021,000","28,032,000","44,563,000","54,944,000","43,541,000","28,007,000","18,218,000","15,740,000","10,141,000","7,995,000","7,324,000","6,731,000","10,041,000","7,990,689","2,818,743",,,
		Inventory,"62,000,000","62,000,000","53,000,000","52,000,000","52,000,000","33,000,000","33,000,000","34,000,000","36,000,000","37,000,000","45,000,000","44,000,000","39,000,000","37,570,000","14,815,000","13,264,000","8,963,000","9,108,000","4,834,000","4,925,000","3,027,000","1,983,000","1,969,000","1,494,000","1,591,000","1,728,000","2,602,000","2,658,000","2,847,000","2,827,000","3,105,000","3,308,000","5,889,000","5,631,000","6,228,000","6,271,000","6,247,000","6,195,000","6,310,000","5,890,578","7,184,217","6,006,355","6,430,770","8,433,734"
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,631,000",,,,"5,725,000",,"5,890,578",,"6,006,355","6,430,770","8,433,734"
