name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"796,101,256","1,108,517,897","1,776,065,138","2,255,614,553","2,778,154,251"
EnterpriseValue,"474,234,256","750,030,897","1,389,331,138","1,837,990,553","2,628,631,251"
PbRatio,"2.402","3.107","4.647","5.574",
EnterprisesValueEBITDARatio,"-4.596","-23.878","-43.325","-79.601","-158.285"
