name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997
OperatingCashFlow,"257,984,000","238,823,000","-264,518,000","135,437,000","148,242,000","124,657,000","160,916,000","181,322,000","445,423,000","245,703,000","295,817,000","35,623,000","108,535,000","453,316,000","596,234,000","-194,852,000","-11,183,000","189,862,000","203,016,000","19,697,000","-18,628,000","91,827,000","290,411,000","-3,561,000","-47,248,000","72,482,000","168,809,000","-85,468,000","105,482,000","152,288,000","192,348,000","-44,306,000","-87,516,000","-30,531,000","595,672,000","127,920,000","7,201,000","-46,029,000","123,780,000","-29,802,000","-52,516,000","-30,359,000","-44,373,000","18,174,000","-28,406,000","-20,373,000","54,846,000","36,959,000","4,029,000","-63,444,000","-54,016,000","-35,935,000","-56,809,000","-116,422,000","281,572,000","25,641,000","-39,365,000","8,710,000","-58,715,000","-26,163,000","12,123,000","-41,000,000","41,719,000","3,184,000","39,459,000","-70,994,000","13,320,000","-91,822,000","189,476,000","-20,889,000","-58,714,000","12,165,000","87,896,000","-43,880,000","19,758,000","23,182,000","81,568,000","26,180,000","10,421,000","32,365,000","76,032,000","3,071,000","926,000","1,990,000","21,332,000","-26,060,166","-7,767,898","-15,930,936","-5,500,000","-7,100,000","-6,900,000","-2,900,000","200,000","-5,500,000","-5,900,000","1,200,000","2,500,000","-4,900,000","-2,200,000"
	CashFlowFromContinuingOperatingActivities,"257,984,000","238,823,000","-264,518,000","135,437,000","148,242,000","124,657,000","160,916,000","181,322,000","445,423,000","245,703,000","295,817,000","35,623,000","108,535,000","453,316,000","596,234,000","-194,852,000","-11,183,000","189,862,000","203,016,000","19,697,000","-18,628,000","91,827,000","290,411,000","-3,561,000","-47,248,000","72,482,000","168,809,000","-85,468,000","105,482,000","152,288,000","192,348,000","-44,306,000","-87,516,000","-30,247,000","595,986,000","128,268,000","7,573,000","-46,980,000","124,189,000","-29,398,000","-52,106,000","-29,932,000","-43,954,000","18,915,000","-27,986,000","-19,915,000","58,555,000","25,288,000","14,732,000","-63,444,000","-54,016,000","-35,935,000","-56,809,000","-116,422,000","281,572,000","25,641,000","-39,365,000","8,710,000","-58,715,000","-26,163,000","12,123,000","-41,000,000","41,719,000","3,184,000","39,459,000","-70,994,000","13,320,000","-91,822,000","189,476,000","-20,889,000","-58,714,000","12,165,000","87,896,000","-43,880,000","19,758,000","23,182,000","81,568,000","26,180,000","10,421,000","32,365,000","76,032,000","3,071,000","926,000","1,990,000","21,332,000","-26,060,166","-7,767,898","-15,930,936","-5,500,000","-7,100,000","-6,900,000","-2,900,000","200,000","-5,500,000","-5,900,000","1,200,000","2,500,000","-4,900,000","-2,200,000"
		NetIncomeFromContinuingOperations,"418,022,000","110,972,000","144,497,000","10,297,000","152,256,000","218,812,000","182,248,000","99,321,000","88,505,000","122,722,000","163,642,000","71,815,000","46,280,000","56,830,000","179,947,000","25,367,000","71,693,000","90,853,000","25,140,000","-2,736,000","60,276,000","99,280,000","-29,842,000","36,432,000","-38,567,000","46,399,000","-42,413,000","54,735,000","-67,023,000","-242,791,000","40,093,000","-41,369,000","-35,403,000","-30,774,000","578,444,000","-124,095,000","-61,884,000","21,170,000","70,877,000","-12,437,000","-110,772,000","831,000","56,165,000","-47,261,000","-8,619,000","-70,874,000","12,379,000","16,916,000","-33,822,000","-21,990,000","-55,472,000","-10,080,000","-50,388,000","-14,954,000","51,826,000","98,222,000","-37,997,000","-7,063,000","-58,546,000","-51,249,000","-21,548,000","-14,015,000","-91,379,000","-50,373,000","-29,122,000","19,192,000","-28,780,000","-8,186,000","55,249,000","62,631,000","-14,435,000","-14,576,000","31,758,000","24,768,000","7,649,000","15,239,000","50,462,000","22,333,000","4,766,000","9,637,000","34,829,000","-4,815,000","409,000","-11,924,000","7,750,000","13,373,161","3,448,970","3,340,869","4,800,000","9,100,000","2,700,000","1,600,000","2,900,000","4,900,000","100,000","700,000","1,200,000","-2,400,000","-1,200,000"
		OperatingGainsLosses,"-6,015,000","39,000",,,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,"0","1,500,000",,,"0","0","3,642,000","1,911,000",,,,,,,,,,"1,592,000",,,"-1,550,000","1,615,000","224,000","-3,737,000","5,762,000","1,563,000","1,027,000","-1,387,000","3,618,000","154,000","-355,000","-604,000","-1,039,000","-40,615,000","-22,990,000","62,574,000","23,102,000","62,526,000","16,040,000","57,906,000","113,941,000","23,588,000","60,670,000","16,823,000","130,175,000","9,320,000","-11,998,000","36,677,000","22,041,000","698,000","-3,286,000","9,852,000","2,418,000","6,652,000","31,377,000","1,332,000","2,941,617","-573,023","-3,505,594","200,000","1,900,000","2,400,000","300,000","200,000","-2,300,000","200,000","1,200,000","400,000",,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,592,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,550,000","1,615,000","224,000","-3,737,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-6,015,000","39,000",,,,"-1,000,000",,,,,,,,,,,,,,,,,,,,,,,,"0","1,500,000",,,"0","0","-5,372,000","1,911,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"279,292,000","72,937,000","48,912,000","105,253,000","52,190,000","56,625,000","45,897,000","55,566,000","74,725,000","69,493,000","60,881,000","58,977,000","47,192,000","58,105,000","155,427,000","28,445,000","22,849,000","32,981,000","40,421,000","37,387,000","34,130,000","105,610,000","75,418,000","29,916,000","48,412,000","58,754,000","49,871,000","24,610,000","30,197,000","49,643,000","85,538,000","8,165,000","11,508,000","17,009,000","171,814,000","47,193,000","46,434,000","44,557,000","51,276,000","50,083,000","102,466,000","36,286,000","35,914,000","15,590,000","76,016,000","25,325,000","55,446,000","38,004,000","25,055,000","48,669,000","18,849,000","31,514,000","25,590,000","47,884,000","47,317,000","53,665,000","25,341,000","36,417,000","46,124,000","36,459,000","26,966,000","36,613,000","32,595,000","60,613,000","36,559,000","45,296,000","22,609,000","26,584,000","27,539,000","9,523,000","6,844,000","4,908,000","15,372,000","6,795,000","4,814,000","5,870,000","4,338,000","5,952,000","4,538,000","3,582,000","3,020,000","2,749,000","4,282,000","4,467,000","3,277,000","2,562,070","3,879,394","2,302,536","1,500,000","1,200,000","1,000,000","600,000","500,000","600,000","500,000","700,000","1,200,000","900,000","0"
			DepreciationAndAmortization,"279,292,000","72,937,000","48,912,000","105,253,000","52,190,000","56,625,000","45,897,000","55,566,000","74,725,000","69,493,000","60,881,000","58,977,000","47,192,000","58,105,000","155,427,000","28,445,000","22,849,000","32,981,000","40,421,000","37,387,000","34,130,000","105,610,000","75,418,000","29,916,000","48,412,000","58,754,000","49,871,000","24,610,000","30,197,000","49,643,000","85,538,000","8,165,000","11,508,000","17,009,000","171,814,000","47,193,000","46,434,000","44,557,000","51,276,000","50,083,000","102,466,000","36,286,000","35,914,000","15,590,000","76,016,000","25,325,000","55,446,000","38,004,000","25,055,000","48,669,000","18,849,000","31,514,000","25,590,000","47,884,000","47,317,000","53,665,000","25,341,000","36,417,000","46,124,000","36,459,000","26,966,000","36,613,000","32,595,000","60,613,000","36,559,000","45,296,000","22,609,000","26,584,000","27,539,000","9,523,000","6,844,000","4,908,000","15,372,000","6,795,000","4,814,000","5,870,000","4,338,000","5,952,000","4,538,000","3,582,000","3,020,000","2,749,000","4,282,000","4,467,000","3,277,000","2,562,070","3,879,394","2,302,536","1,500,000","1,200,000","1,000,000","600,000","500,000","600,000","500,000","700,000","1,200,000","900,000","0"
				Depreciation,"61,196,000","16,464,000","16,296,000","15,972,000","12,464,000","15,519,000","14,964,000","13,528,000","12,298,000","12,382,000","12,209,000","11,903,000","11,134,000","10,957,000","10,016,000","9,623,000","9,130,000","8,969,000","7,864,000","7,626,000","7,743,000","8,378,000","7,460,000","7,491,000","7,378,000","7,338,000","7,534,000","7,353,000","6,575,000","5,934,000","5,845,000","5,130,000","4,148,000","3,522,000","3,413,000","3,367,000","3,057,000","2,806,000","2,509,000","2,550,000","2,769,000","2,740,000","2,854,000","3,284,000","3,245,000","3,728,000","4,058,000","3,632,000","4,159,000","4,281,000","4,457,000","4,777,000","5,108,000","5,629,000","6,201,000","7,516,000","6,409,000","6,706,000","7,006,000","7,076,000","6,661,000","6,621,000","183,000","12,944,000","6,651,000","6,437,000","5,691,000","5,102,000","4,786,000","4,864,000","4,327,000","3,910,000","3,745,000","3,235,000","2,929,000","3,197,000","3,155,000","4,574,000","2,899,000","2,517,000","2,271,000","1,598,000","3,821,000",,,,,,,,,,,,,,,,
