name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-507,804,000","-160,635,000","-133,895,000","-121,561,000","-91,713,000","-150,765,000","-96,261,000","-131,684,000","-87,849,000","-83,920,000","-76,203,000","-49,996,000","-68,248,000","-59,140,000","-46,414,000","-38,322,000","-33,956,000","-17,951,000"
	CashFlowFromContinuingOperatingActivities,"-507,804,000","-160,635,000","-133,895,000","-121,561,000","-91,713,000","-150,765,000","-96,261,000","-131,684,000","-87,849,000","-83,920,000","-76,203,000","-49,996,000","-68,248,000","-59,140,000","-46,414,000","-38,322,000","-33,956,000","-17,951,000"
		NetIncomeFromContinuingOperations,"-616,702,000","-201,330,000","-152,282,000","-161,016,000","-102,074,000","-171,082,000","-135,025,000","-130,167,000","-136,214,000","-104,082,000","-84,151,000","-60,733,000","-74,265,000","-69,436,000","-49,241,000","-42,078,000","-35,702,000","-42,430,000"
		OperatingGainsLosses,"-5,401,000","19,979,000","-25,380,000","0","0","-5,550,000","-2,986,000","-78,000","1,737,000","-539,000","900,000","6,368,000","4,731,000","6,120,000","-16,043,000","0","4,000","3,000"
			GainLossOnSaleOfBusiness,,"0",,,,"-5,550,000",,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,"55,000","1,000","7,000","0","0","4,000","3,000"
			GainLossOnInvestmentSecurities,,"13,718,000","-28,717,000","0",,,"-2,986,000","-78,000","1,737,000","-539,000","57,000","-276,000","-226,000","1,514,000",,,,
			EarningsLossesFromEquityInvestments,,,,,,,"0","0","0","0","906,000","6,589,000","4,956,000","4,599,000","275,000","0","0","0"
		DepreciationAmortizationDepletion,"7,161,000","1,884,000","1,526,000","265,000","2,687,000","1,365,000",,,,,,"374,000","132,000","112,000","100,000","77,000","42,000","26,000"
			DepreciationAndAmortization,"7,161,000","1,884,000","1,526,000","265,000","2,687,000","1,365,000",,,,,,"374,000","132,000","112,000","100,000","77,000","42,000","26,000"
				Depreciation,,,,,,"1,365,000",,,,,,,,,,,,
		AssetImpairmentCharge,,"12,653,000",,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,,,,,"0","0","0","0","0","0","730,000","416,000"
		StockBasedCompensation,"90,050,000","24,122,000","19,774,000","16,042,000","30,112,000","33,577,000","12,146,000","17,699,000","18,392,000","10,222,000","10,007,000","5,846,000","3,289,000","2,232,000","3,113,000","1,186,000","1,017,000","751,000"
		OtherNonCashItems,"6,786,000","-7,868,000","1,864,000","6,775,000","3,514,000","6,345,000","11,520,000","10,179,000","6,665,000","2,795,000","1,502,000","1,496,000","848,000","2,574,000","334,000","277,000","1,146,000","17,138,000"
		ChangeInWorkingCapital,"949,000","-10,075,000","20,603,000","16,373,000","-25,952,000","-15,420,000","14,996,000","-29,317,000","21,571,000","7,684,000","-3,912,000","-3,278,000","-2,983,000","-742,000","15,323,000","2,216,000","-1,193,000","6,145,000"
			ChangeInReceivables,"-9,021,000","10,266,000","-11,577,000","37,193,000","-44,903,000","-462,000","8,000,000",,,,,,,,,,,
			ChangeInPrepaidAssets,"-8,367,000","-2,657,000","-519,000","-5,143,000","-48,000","1,448,000","-1,668,000","-7,025,000","-1,212,000","2,846,000","-951,000","-9,196,000","-3,036,000","-309,000","5,561,000","-3,543,000","-6,445,000","-1,673,000"
			ChangeInPayablesAndAccruedExpense,"17,260,000","-6,889,000","23,412,000","-14,823,000","15,560,000","4,026,000","5,585,000","-21,463,000","18,257,000","13,798,000","6,567,000","2,578,000","-809,000","1,965,000","9,603,000","4,027,000","3,989,000","8,237,000"
				ChangeInPayable,"-773,000","-1,814,000","1,473,000","-11,665,000","11,233,000","1,792,000","-1,282,000","-3,436,000","-251,000","4,234,000","-1,418,000","-3,385,000","2,098,000","-1,952,000","7,747,000","97,000","4,517,000","4,339,000"
