name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,03/31/1999
OperatingCashFlow,"1,043,104,000","336,395,000","253,072,000","214,410,000","239,227,000","219,648,000","160,724,000","223,162,000","143,798,000","267,387,000","114,468,000","305,419,000","252,021,000","308,652,000","195,604,000","239,289,000","191,590,000","259,340,000","176,463,000","178,328,000","88,777,000","205,119,000","82,647,000","162,897,000","95,299,000","128,442,000","101,566,000","110,068,000","65,845,000","228,370,000","86,609,000","293,024,000","221,045,000","336,102,000","69,771,000","195,611,000","125,114,000","268,280,000","197,966,000","162,214,000","138,463,000","229,486,000","275,202,000","456,921,000","360,239,000","435,244,000","252,382,000","373,088,000","331,732,000","174,110,000","217,243,000","161,962,000","316,466,000","249,780,000","346,222,000","213,265,000","323,884,000","146,093,000","87,998,000","141,565,000","271,103,000","183,367,000","225,250,000","90,213,000","196,608,000","152,476,000","218,717,000","32,921,000","61,764,000","95,684,000","162,758,000","7,696,000","92,088,000","95,549,000","64,158,000","77,867,000","195,742,000","43,360,000","150,582,000","103,438,000","44,626,000","30,910,000","72,538,000","124,547,000","129,568,000","50,877,000","130,691,000","78,270,000","24,358,000","101,300,000","91,100,000","30,100,000"
	CashFlowFromContinuingOperatingActivities,"1,043,104,000","336,395,000","253,072,000","214,410,000","239,227,000","219,648,000","160,724,000","223,162,000","143,798,000","267,387,000","114,468,000","305,419,000","252,021,000","308,652,000","195,604,000","239,289,000","191,590,000","259,340,000","-39,770,000","178,667,000","88,977,000","205,194,000","87,139,000","165,903,000","86,500,000","119,808,000","101,566,000","110,068,000","65,845,000","228,370,000","99,601,000","293,086,000","228,078,000","349,941,000","-35,435,000","195,611,000","125,114,000","268,280,000","197,966,000","162,214,000","138,463,000","229,486,000","275,202,000","456,921,000","360,239,000","435,244,000","252,382,000","373,088,000","331,732,000","174,110,000","217,243,000","161,962,000","316,466,000","249,780,000","346,222,000","213,265,000","323,884,000","146,093,000","87,998,000","141,565,000","271,103,000","183,367,000","225,250,000","90,213,000","196,608,000","152,476,000","218,717,000","32,921,000","61,764,000","95,684,000","162,758,000","7,696,000","92,088,000","95,549,000","64,158,000","77,867,000","195,742,000","43,360,000","150,582,000","103,438,000","44,626,000","30,910,000","72,538,000","124,547,000","129,568,000","50,877,000","130,691,000","78,270,000","24,358,000","101,300,000","91,100,000","30,100,000"
		NetIncomeFromContinuingOperations,"-1,519,609,000","-922,941,000","630,313,000","-872,922,000","-354,059,000","98,025,000","195,758,000","-188,793,000","-130,487,000","-305,222,000","-240,056,000","143,960,000","192,695,000","-64,651,000","129,415,000","146,756,000","61,394,000","545,546,000","180,368,000","-25,650,000","173,823,000","-33,502,000","-321,195,000","60,951,000","-225,435,000","-50,286,000","34,326,000","125,470,000","-603,301,000","79,030,000","73,666,000","-1,645,000","-24,934,000","121,690,000","157,947,000","-64,049,000","-12,813,000","-1,821,000","149,640,000",,,"97,196,000","195,635,000","167,329,000","77,384,000","192,149,000","104,461,000","75,383,000","70,900,000","107,882,000","150,046,000","93,286,000","118,839,000","204,971,000","176,322,000","90,054,000","101,012,000","75,082,000","6,787,000","-5,384,000","153,117,000","113,262,000","127,916,000","50,586,000","105,934,000","124,446,000","87,593,000","376,982,000","41,074,000","75,212,000","67,668,000","-11,574,000","28,369,000","114,119,000","-20,619,000","-5,895,000","10,559,000","8,157,000","4,134,000","-6,986,000","9,027,000","5,501,000","-11,509,000","49,347,000","100,800,000","29,407,000","4,096,000","36,837,000","23,003,000","36,500,000","10,700,000","25,600,000"
		OperatingGainsLosses,"3,364,032,000","1,707,776,000","-387,011,000","1,512,060,000","531,207,000","-40,481,000","-290,606,000","164,999,000","62,699,000","-127,660,000","-170,540,000","-216,695,000","-221,667,000","206,801,000","99,901,000","-138,181,000","-7,196,000","-656,235,000","-131,266,000","-74,819,000","-233,969,000","-2,640,000","177,097,000","-215,674,000","189,238,000","-59,948,000","-400,226,000","-291,771,000","16,873,000","-5,758,000","12,450,000","43,920,000","58,798,000","-11,119,000","-27,543,000","-23,445,000","-42,652,000","-6,973,000","-96,350,000","-7,849,000","-177,436,000","-27,648,000","-61,164,000","6,455,000","5,443,000","-5,804,000","-7,266,000","-14,512,000","-7,124,000","-2,434,000","-5,307,000","-8,933,000","-11,356,000","-5,232,000","-45,897,000","2,157,000","6,647,000","2,585,000","1,718,000","-141,000","-98,016,000","2,537,000","-4,738,000","10,997,000","1,584,000","10,147,000","3,828,000","-325,345,000","-7,195,000","-3,479,000","-1,168,000","-7,548,000","-8,902,000","-101,126,000","-80,000","-2,115,000","-3,763,000","-13,331,000","-3,608,000","-344,000","201,000","262,000","2,095,000","-7,900,000","-7,844,000","-14,243,000","-4,730,000","-7,026,000","-16,381,000","-6,200,000","1,100,000","-500,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,"-323,000",,,,"1,439,000",,"-3,245,000","-7,917,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"3,383,027,000","1,721,171,000","-382,391,000","1,505,853,000","538,394,000","-37,608,000","-291,315,000","168,986,000","66,901,000","-104,503,000","-135,987,000","-213,913,000","-221,581,000","195,376,000","108,964,000","-18,005,000","-25,660,000","-35,087,000","-126,422,000","-19,183,000","-83,788,000","22,463,000","194,893,000","-198,192,000","199,380,000","-55,060,000","-258,737,000","-99,137,000","24,936,000","-60,004,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,"-337,000","-527,000","1,391,000","161,000","400,000","527,000","223,000","803,000","-675,000","-1,241,000","-1,669,000","-625,441,000","-15,020,000","-12,425,000","-10,055,000","-12,330,000","-11,839,000","-2,279,000","-4,539,000","-12,153,000","-11,704,000","7,361,000","-3,765,000","-11,323,000","43,436,000","30,459,000","-14,062,000","-7,450,000","-12,857,000","-3,609,000","-11,870,000","-4,797,000","-4,372,000","-7,573,000","-7,168,000","-7,935,000","-4,674,000","-8,677,000","-5,831,000","-5,481,000","-5,833,000","-6,903,000","-4,819,000","-3,873,000","-3,219,000","-5,688,000","-3,439,000","-3,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","-109,879,000","-100,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"504,797,000","118,623,000","133,834,000","129,733,000","122,607,000","128,944,000","144,647,000","114,465,000","113,545,000","129,164,000","133,844,000","120,460,000","128,998,000","125,161,000","130,085,000","119,584,000","119,087,000","124,667,000","-2,572,000","148,769,000","117,086,000","148,753,000","156,584,000","151,710,000","130,142,000","160,067,000","191,521,000","152,989,000","154,497,000","150,594,000","155,511,000","148,665,000","137,899,000","129,116,000","-30,666,000","170,405,000","159,565,000","161,818,000","160,572,000","154,064,000","155,569,000","157,233,000","155,244,000","160,321,000","158,910,000","151,530,000","154,554,000","161,338,000","134,555,000","121,376,000","114,284,000","111,011,000","108,202,000","107,890,000","109,701,000","93,048,000","96,928,000","94,815,000","90,808,000","82,483,000","77,700,000","78,243,000","76,853,000","73,496,000","76,523,000","73,138,000","68,101,000","64,413,000","67,923,000","65,897,000","96,800,000","63,808,000","62,138,000","62,558,000","61,290,000","63,452,000","62,710,000","61,713,000","58,155,000","67,520,000","66,677,000","70,521,000","58,622,000","67,168,000","67,845,000","62,652,000","62,799,000","65,272,000","68,949,000","71,000,000","61,100,000","65,300,000"
			DepreciationAndAmortization,,,,,,,"144,648,000",,,,"133,844,000","120,460,000","128,998,000","125,161,000","130,085,000","119,584,000","119,087,000","124,667,000","-2,572,000","148,769,000","117,086,000","148,753,000","156,584,000","151,710,000","130,142,000","160,067,000","191,521,000","152,989,000","154,497,000","150,594,000","155,511,000","148,665,000","137,899,000","129,116,000","-30,666,000","170,405,000","159,565,000","161,818,000","160,572,000","154,064,000","155,569,000","157,233,000","155,244,000","160,321,000","158,910,000","151,530,000","154,554,000","161,338,000","134,555,000","121,376,000","114,284,000","111,011,000","108,202,000","107,890,000","109,701,000","93,048,000","96,928,000","94,815,000","90,808,000","82,483,000","77,700,000","78,243,000","76,853,000","73,496,000","76,523,000","73,138,000","68,101,000","64,413,000","67,923,000","65,897,000","96,800,000","63,808,000","62,138,000","62,558,000","61,290,000","63,452,000","62,710,000","61,713,000",,"67,520,000","66,677,000","70,521,000","58,622,000","67,168,000","67,845,000","62,652,000","62,799,000","65,272,000","68,949,000","71,000,000","61,100,000","65,300,000"
