name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002
TotalRevenue,"12,074,854,000","2,700,205,000","3,352,160,000","2,747,647,000","3,274,842,000","2,918,719,000","3,125,307,000","2,412,112,000","2,713,372,000","1,333,228,000","2,608,650,000","1,962,204,000","2,259,212,000","1,920,677,000","2,492,090,000","1,857,273,000","2,177,488,000","1,909,719,000","2,664,122,000","1,944,187,000","2,156,911,000","1,825,252,000","2,483,433,000","1,810,347,000","1,967,857,000","1,660,343,000","2,240,051,000","1,642,627,000","1,822,979,000","1,565,308,000","2,160,006,000","1,526,675,000","1,688,890,000","1,438,908,000","1,947,418,000","1,400,623,000","1,531,431,000","1,333,701,000","1,805,301,000","1,312,072,000","1,437,041,000","1,281,704,000","1,611,556,000","1,179,702,000","1,306,695,000","1,113,849,000","1,518,913,000","1,078,984,000","1,226,063,000","1,047,531,000","1,336,590,000","989,816,000","1,126,767,000","959,662,000","1,207,532,000","924,191,000","1,086,294,000","912,112,000","1,212,616,000","838,831,000","1,013,421,000","823,553,000","1,026,274,000","708,343,000","734,047,000","645,498,000","849,507,000","582,665,000","621,972,000","570,843,000","788,048,000","541,009,000","416,135,000","364,207,000","474,432,000","338,164,000","353,521,000","304,728,000","395,209,000","290,616,000","310,123,000","276,635,000"
	OperatingRevenue,"12,074,854,000","2,700,205,000","3,352,160,000","2,747,647,000","3,274,842,000","2,918,719,000","3,125,307,000","2,412,112,000","2,713,372,000","1,333,228,000","2,608,650,000","1,962,204,000","2,259,212,000","1,920,677,000","2,492,090,000","1,857,273,000","2,177,488,000","1,909,719,000","2,664,122,000","1,944,187,000","2,156,911,000","1,825,252,000","2,483,433,000","1,810,347,000","1,967,857,000","1,660,343,000","2,240,051,000","1,642,627,000","1,822,979,000","1,565,308,000","2,160,006,000","1,526,675,000","1,688,890,000","1,438,908,000","1,947,418,000","1,400,623,000","1,531,431,000","1,333,701,000","1,805,301,000","1,312,072,000","1,437,041,000","1,281,704,000","1,611,556,000","1,179,702,000","1,306,695,000","1,113,849,000","1,518,913,000","1,078,984,000","1,226,063,000","1,047,531,000","1,336,590,000","989,816,000","1,126,767,000","959,662,000","1,207,532,000","924,191,000","1,086,294,000","912,112,000","1,212,616,000","838,831,000","1,013,421,000","823,553,000","1,026,274,000","708,343,000","734,047,000","645,498,000","849,507,000","582,665,000","621,972,000","570,843,000","788,048,000","541,009,000","416,135,000","364,207,000","474,432,000","338,164,000","353,521,000","304,728,000","395,209,000","290,616,000","310,123,000","276,635,000"
CostOfRevenue,"7,466,881,000","1,715,491,000","2,092,554,000","1,691,071,000","1,967,765,000","1,830,092,000","2,072,976,000","1,569,938,000","1,776,497,000","1,113,900,000","1,875,614,000","1,381,562,000","1,582,141,000","1,356,868,000","1,797,511,000","1,333,719,000","1,518,207,000","1,349,350,000","1,888,269,000","1,410,067,000","1,519,689,000","1,283,387,000","1,763,669,000","1,257,504,000","1,370,479,000","1,164,546,000","1,568,085,000","1,154,251,000","1,269,421,000","1,096,320,000","1,468,750,000","1,074,703,000","1,186,334,000","998,025,000","1,319,351,000","975,724,000","1,052,101,000","922,047,000","1,216,650,000","905,948,000","989,261,000","887,097,000","1,098,784,000","829,111,000","905,620,000","783,406,000","1,039,320,000","771,913,000","865,918,000","745,311,000","946,808,000","722,985,000","816,866,000","709,239,000","855,348,000","671,091,000","766,636,000","653,006,000","836,296,000","600,168,000","714,761,000","579,134,000","705,973,000","517,008,000","526,650,000","467,833,000","591,709,000","429,211,000","447,556,000","418,871,000","561,442,000","402,848,000","297,055,000","261,528,000","334,927,000","249,325,000","256,973,000","221,880,000","280,339,000","218,487,000",,
GrossProfit,"4,607,973,000","984,714,000","1,259,606,000","1,056,576,000","1,307,077,000","1,088,627,000","1,052,331,000","842,174,000","936,875,000","219,328,000","733,036,000","580,642,000","677,071,000","563,809,000","694,579,000","523,554,000","659,281,000","560,369,000","775,853,000","534,120,000","637,222,000","541,865,000","719,764,000","552,843,000","597,378,000","495,797,000","671,966,000","488,376,000","553,558,000","468,988,000","691,256,000","451,972,000","502,556,000","440,883,000","628,067,000","424,899,000","479,330,000","411,654,000","588,651,000","406,124,000","447,780,000","394,607,000","512,772,000","350,591,000","401,075,000","330,443,000","479,593,000","307,071,000","360,145,000","302,220,000","389,782,000","266,831,000","309,901,000","250,423,000","352,184,000","253,100,000","319,658,000","259,106,000","376,320,000","238,663,000","298,660,000","244,419,000","320,301,000","191,335,000","207,397,000","177,665,000","257,798,000","153,454,000","174,416,000","151,972,000","226,606,000","138,161,000","119,080,000","102,679,000","139,505,000","88,839,000","96,548,000","82,848,000","114,870,000","72,129,000",,
OperatingExpense,"2,682,758,000","618,193,000","784,333,000","636,708,000","643,524,000","612,818,000","762,131,000","596,081,000","545,518,000","405,501,000","634,124,000","535,017,000","522,068,000","487,736,000","552,570,000","470,688,000","496,754,000","473,037,000","597,539,000","484,119,000","478,032,000","451,797,000","581,549,000","479,086,000","450,208,000","405,086,000","464,173,000","411,295,000","405,151,000","367,076,000","440,776,000","372,042,000","390,994,000","328,795,000","405,020,000","345,846,000","342,235,000","314,037,000","377,547,000","323,931,000","313,140,000","298,872,000","328,446,000","279,029,000","289,384,000","266,001,000","333,602,000","278,863,000","272,087,000","255,228,000","276,711,000","235,075,000","240,314,000","229,152,000","435,151,000","236,402,000","241,348,000","224,888,000","251,669,000","216,981,000","215,466,000","205,128,000","205,185,000","175,726,000","161,690,000","156,386,000","164,560,000","142,586,000","131,041,000","128,914,000","152,258,000","129,933,000","88,221,000","84,909,000","95,906,000","82,804,000","71,446,000","71,258,000","80,440,000","66,633,000",,
	SellingGeneralAndAdministration,"2,671,082,000","615,293,000","783,578,000","631,943,000","640,268,000","608,294,000","761,163,000","591,117,000","543,033,000","403,221,000","633,743,000","531,704,000","521,072,000","487,158,000","552,232,000","468,691,000","495,325,000","470,328,000","596,857,000","475,899,000","470,267,000","439,341,000","575,572,000","459,782,000","441,721,000","398,568,000","461,389,000","395,015,000","395,935,000","360,736,000","438,738,000","357,708,000","383,054,000","322,589,000","402,933,000","333,724,000","336,950,000","312,708,000","361,471,000","323,931,000","313,140,000","298,872,000","328,446,000","279,029,000","289,384,000","266,001,000","333,602,000","278,863,000","272,087,000","255,228,000","276,711,000","235,075,000","240,314,000","229,152,000","241,801,000","236,402,000","241,348,000","224,888,000","251,669,000","216,981,000","215,466,000","205,128,000","205,185,000","175,726,000","161,690,000","156,386,000","164,560,000","142,586,000","131,041,000","128,914,000","152,258,000","129,933,000","88,221,000","84,909,000","95,906,000","82,804,000","71,446,000","71,258,000","80,440,000","66,633,000",,
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,"495,325,000",,,,,,,,,,,,,,,"357,708,000",,,,,"336,950,000","312,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,,"1,429,000",,,,,,,,,,,,,,,"14,334,000",,,,,"5,285,000","1,329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,,,,,,,,,,,,,,,,"495,325,000",,,,,,,,,,,,,,,"357,708,000",,,,,"336,950,000","312,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"11,676,000","2,900,000","755,000","4,765,000","3,256,000","4,524,000","968,000","4,964,000","2,485,000","2,280,000","381,000","3,313,000","996,000","578,000","338,000","1,997,000","1,429,000","2,709,000","682,000","8,220,000","7,765,000","12,456,000","5,977,000","19,304,000","8,487,000","6,518,000","2,784,000","16,280,000","9,216,000","6,340,000","2,038,000","14,334,000","7,940,000","6,206,000","2,087,000","12,122,000","5,285,000","1,329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
