name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalRevenue,"89,760,000","25,261,000","25,950,000","19,745,000","18,804,000","13,299,000","11,133,000","3,835,000","299,000","58,000","89,000","46,000","0","278,000","487,000","2,362,000","686,000","193,000","37,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","158,000","309,000","158,000","75,000","75,000","117,000"
	OperatingRevenue,"89,760,000","25,261,000","25,950,000","19,745,000","18,804,000","13,299,000","11,133,000","3,835,000","299,000","58,000","89,000","46,000","0","278,000","487,000","2,362,000","686,000","193,000","37,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","75,000","158,000","309,000","158,000","75,000","75,000","117,000"
CostOfRevenue,"27,086,000","7,893,000","7,881,000","5,886,000","5,426,000","4,217,000","3,663,000","1,085,000","21,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0"
GrossProfit,"62,674,000","17,368,000","18,069,000","13,859,000","13,378,000","9,082,000","7,470,000","2,750,000","278,000",,,,,,,,,,,,,,,,,,,,,,,,,"158,000","309,000",,,"75,000","117,000"
OperatingExpense,"329,559,000","79,589,000","79,673,000","86,582,000","83,715,000","79,094,000","85,439,000","79,878,000","57,383,000","61,018,000","46,259,000","42,586,000","39,122,000","36,905,000","38,890,000","36,003,000","35,605,000","35,855,000","32,891,000","30,791,000","26,916,000","27,163,000","19,630,000","17,798,000","22,210,000","19,819,000","21,861,000","18,843,000","16,663,000","15,250,000","13,922,000","13,900,000","12,967,000","11,644,000","9,242,000","8,426,000","11,423,000","9,752,000","18,493,000"
	SellingGeneralAndAdministration,"190,595,000","43,941,000","45,205,000","51,770,000","49,679,000","48,073,000","51,881,000","47,511,000","29,606,000","21,224,000","18,766,000","16,739,000","13,596,000","12,910,000","13,358,000","14,155,000","12,734,000","13,616,000","11,887,000","9,148,000","8,609,000","7,754,000","7,100,000","7,502,000","7,018,000","7,455,000","6,905,000","5,827,000","6,360,000","5,996,000","4,793,000","5,300,000","4,857,000","4,093,000","3,003,000","2,142,000","3,641,000","2,225,000","1,614,000"
		GeneralAndAdministrativeExpense,"24,175,000","43,941,000","-121,215,000","51,770,000","49,679,000","48,073,000","51,881,000","47,511,000","29,606,000","21,224,000","18,766,000","16,739,000","13,596,000","12,910,000","13,358,000","14,155,000","12,734,000","13,616,000","11,887,000","9,148,000","8,609,000","7,754,000","7,100,000","7,502,000","7,018,000","7,455,000","6,905,000","5,827,000","6,360,000","5,996,000",,,,,,,,,
			SalariesAndWages,"29,190,000","8,164,000","7,114,000","6,624,000","7,288,000","7,281,000","7,633,000","7,695,000","4,769,000","4,102,000",,"2,197,000","2,167,000",,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,"35,777,000",,"45,146,000","42,391,000","40,792,000","44,248,000","39,816,000","24,837,000","17,122,000","25,210,000","14,542,000","11,429,000","12,910,000","13,358,000","14,155,000","12,734,000","13,616,000","11,887,000","9,148,000","8,609,000","7,754,000","7,100,000","7,502,000","7,018,000","7,455,000","6,905,000","5,827,000","6,360,000","5,996,000",,,,,,,,,
	ResearchAndDevelopment,"119,733,000","30,729,000","29,468,000","30,095,000","29,441,000","27,251,000","29,768,000","29,130,000","27,103,000","39,794,000","27,493,000","25,847,000","25,526,000","23,995,000","25,532,000","21,848,000","22,871,000","22,239,000","21,004,000","21,643,000","18,307,000","19,409,000","12,530,000","10,296,000","15,192,000","12,364,000","14,956,000","13,016,000","10,303,000","9,254,000","9,129,000","8,600,000","8,110,000","7,551,000","6,239,000","6,284,000","7,782,000","7,527,000","16,879,000"
	DepreciationAmortizationDepletionIncomeStatement,"19,231,000","4,919,000","5,000,000","4,717,000","4,595,000","3,770,000","3,790,000","3,237,000","674,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"19,231,000","4,919,000","5,000,000","4,717,000","4,595,000","3,770,000","3,790,000","3,237,000","674,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DepreciationIncomeStatement,"4,296,000","1,134,000","1,231,000","1,012,000","919,000","932,000","952,000","672,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
