name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016
OperatingCashFlow,"4,647,000","17,861,000","29,124,000","-9,724,000","-32,614,000","35,063,000","24,926,000","-7,427,000","-15,638,000","-657,000","11,666,000","-31,817,000","-11,436,000","819,000","30,820,000","-22,564,000","-4,425,000","1,409,000","-2,079,000","-16,381,000","-5,103,000","-8,346,000","-905,000","-9,031,000","-5,258,000","7,451,000","1,228,000"
	CashFlowFromContinuingOperatingActivities,"4,647,000","17,861,000","29,124,000","-9,724,000","-32,614,000","35,063,000","24,926,000","-7,427,000","-15,638,000","-657,000","11,666,000","-31,817,000","-11,436,000","819,000","30,820,000","-22,564,000","-4,425,000","1,409,000","-2,079,000","-16,381,000","-5,103,000","-8,346,000","-905,000","-9,031,000","-5,258,000","7,451,000","1,228,000"
		NetIncomeFromContinuingOperations,"-101,467,000","-25,839,000","-23,110,000","-24,926,000","-27,592,000","-17,631,000","-18,311,000","-22,041,000","-25,116,000","-29,224,000","-30,577,000","-42,717,000","-29,291,000","-18,959,000","-10,839,000","-24,766,000","-21,096,000","-18,136,000","-16,998,000","-17,062,000","-16,399,000","-16,106,000","-14,573,000","-10,222,000","-9,012,000","-9,343,000","-8,263,000"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,"0","-1,000","0","491,000","147,000","64,000","-2,000","44,000","28,000"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,"0","-1,000","0","491,000","147,000","64,000","-2,000","44,000","28,000"
		DepreciationAmortizationDepletion,"26,841,000","6,757,000","6,655,000","6,872,000","6,557,000","5,995,000","5,909,000","4,892,000","6,512,000","5,502,000","5,318,000","5,343,000","5,013,000","3,519,000","1,785,000","1,787,000","1,665,000","1,576,000","1,372,000","1,322,000","1,253,000","1,176,000","1,133,000","1,000,000","981,000","968,000","967,000"
			DepreciationAndAmortization,"26,841,000","6,757,000","6,655,000","6,872,000","6,557,000","5,995,000","5,909,000","4,892,000","6,512,000","5,502,000","5,318,000","5,343,000","5,013,000","3,519,000","1,785,000","1,787,000","1,665,000","1,576,000","1,372,000","1,322,000","1,253,000","1,176,000","1,133,000","1,000,000","981,000","968,000","967,000"
				Depreciation,"26,841,000","6,757,000","6,655,000","6,872,000","6,557,000","5,995,000","5,909,000","4,892,000","6,512,000","5,502,000","5,318,000","5,343,000","5,013,000","3,519,000",,,,,,,,,,,,,
		DeferredTax,,,,,,,,,,,,"0","-61,000","3,000","11,000","3,000","-35,000","-22,000","-116,000","-19,000","19,000","-13,000","36,000","8,000","-6,000","-7,000","102,000"
			DeferredIncomeTax,,,,,,,,,,,,"0","-61,000","3,000","11,000","3,000","-35,000","-22,000","-116,000","-19,000","19,000","-13,000","36,000","8,000","-6,000","-7,000","102,000"
