name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"711,689,000","182,149,000","172,654,000","176,776,000","180,110,000","173,737,000","150,693,000","121,129,000","106,832,000","109,664,000","114,457,000","114,159,000","102,865,000","89,188,000","93,307,000","110,085,000","109,482,000","103,081,000","108,249,000","111,255,000","107,563,000","104,688,000","101,108,000","103,790,000","97,169,000","85,326,000","87,289,000","88,878,000","85,265,000","82,557,000","86,595,000","90,144,000","88,985,000","83,073,000","90,412,000","91,715,000","87,922,000","77,040,000","79,170,000","78,045,000","76,382,000","71,773,000","66,730,000","75,063,000","80,184,000","76,762,000","72,986,000","75,452,000","79,858,000","71,507,000","66,138,000","60,024,000","49,250,000","40,289,000","42,417,000","53,816,000","53,635,000","51,840,000","52,680,000","49,806,000","43,240,000","45,317,000","41,281,000","44,404,000","41,465,000","35,253,000","36,813,000","36,543,000","35,299,000","34,416,000","33,581,000","32,946,000","35,944,000","34,165,000","32,291,000","34,525,000","29,800,000","29,090,000","29,198,000","28,168,000","27,148,000","23,670,000","23,649,000","23,003,000","21,247,000","26,196,000","26,632,000","27,860,000","29,012,000","28,010,000","30,127,000","30,140,000","22,979,000","20,821,000","20,152,000","20,317,000","15,113,000","14,426,000","15,100,000","13,000,000","9,600,000","7,100,000","6,200,000","5,600,000","5,400,000","6,100,000"
	OperatingRevenue,"711,689,000","182,149,000","172,654,000","176,776,000","180,110,000","173,737,000","150,693,000","121,129,000","106,832,000","109,664,000","114,457,000","114,159,000","102,865,000","89,188,000","93,307,000","110,085,000","109,482,000","103,081,000","108,249,000","111,255,000","107,563,000","104,688,000","101,108,000","103,790,000","97,169,000","85,326,000","87,289,000","88,878,000","85,265,000","82,557,000","86,595,000","90,144,000","88,985,000","83,073,000","90,412,000","91,715,000","87,922,000","77,040,000","79,170,000","78,045,000","76,382,000","71,773,000","66,730,000","75,063,000","80,184,000","76,762,000","72,986,000","75,452,000","79,858,000","71,507,000","66,138,000","60,024,000","49,250,000","40,289,000","42,417,000","53,816,000","53,635,000","51,840,000","52,680,000","49,806,000","43,240,000","45,317,000","41,281,000","44,404,000","41,465,000","35,253,000","36,813,000","36,543,000","35,299,000","34,416,000","33,581,000","32,946,000","35,944,000","34,165,000","32,291,000","34,525,000","29,800,000","29,090,000","29,198,000","28,168,000","27,148,000","23,670,000","23,649,000","23,003,000","21,247,000","26,196,000","26,632,000","27,860,000","29,012,000","28,010,000","30,127,000","30,140,000","22,979,000","20,821,000","20,152,000","20,317,000","15,113,000","14,426,000","15,100,000","13,000,000","9,600,000","7,100,000","6,200,000","5,600,000","5,400,000","6,100,000"
CostOfRevenue,"334,786,000","81,474,000","79,478,000","85,037,000","88,797,000","89,326,000","76,688,000","61,560,000","53,296,000","53,184,000","56,232,000","56,028,000","51,293,000","43,714,000","45,302,000","53,080,000","53,248,000","49,537,000","54,221,000","55,542,000","54,116,000","54,212,000","51,724,000","52,597,000","49,532,000","42,379,000","44,373,000","44,717,000","41,247,000","40,265,000","40,790,000","41,092,000","40,249,000","37,096,000","42,021,000","42,941,000","41,715,000","37,176,000","39,767,000","39,294,000","38,627,000","37,181,000","35,176,000","40,020,000","42,558,000","40,339,000","36,860,000","36,447,000","38,369,000","35,585,000","32,322,000","30,901,000","25,053,000","19,357,000","23,472,000","24,659,000","24,829,000","23,718,000","24,661,000","23,409,000","19,288,000","20,200,000","19,172,000","20,355,000","17,359,000","16,908,000","18,692,000","18,463,000","18,045,000","17,779,000","17,356,000","17,188,000","19,392,000","17,473,000","15,906,000","18,222,000","14,670,000","14,016,000","15,269,000","16,328,000","15,758,000","13,368,000","13,486,000","13,092,000","11,893,000","12,781,000","13,287,000","13,280,000","13,867,000","13,442,000","14,178,000","12,667,000","10,482,000","9,467,000","9,773,000","10,635,000","8,254,000","7,976,000","8,000,000","7,000,000","4,800,000",,,,,
GrossProfit,"376,903,000","100,675,000","93,176,000","91,739,000","91,313,000","84,411,000","74,005,000","59,569,000","53,536,000","56,480,000","58,225,000","58,131,000","51,572,000","45,474,000","48,005,000","57,005,000","56,234,000","53,544,000","54,028,000","55,713,000","53,447,000","50,476,000","49,384,000","51,193,000","47,637,000","42,947,000","42,916,000","44,161,000","44,018,000","42,292,000","45,805,000","49,052,000","48,736,000","45,977,000","48,391,000","48,774,000","46,207,000","39,864,000","39,403,000","38,751,000","37,755,000","34,592,000","31,554,000","35,043,000","37,626,000","36,423,000","36,126,000","39,005,000","41,489,000","35,922,000","33,816,000","29,123,000","24,197,000","20,932,000","18,945,000","29,157,000","28,806,000","28,122,000","28,019,000","26,397,000","23,952,000","25,117,000","22,109,000","24,049,000","24,106,000","18,345,000","18,121,000","18,080,000","17,254,000","16,637,000","16,225,000","15,758,000","16,552,000","16,692,000","16,385,000","16,303,000","15,130,000","15,074,000","13,929,000","11,840,000","11,390,000","10,302,000","10,163,000","9,911,000","9,354,000","13,415,000","13,345,000","14,580,000","15,145,000","14,568,000","15,949,000","17,473,000","12,497,000","11,354,000","10,379,000","9,682,000","6,859,000","6,450,000","7,100,000","6,000,000","4,800,000",,,,,
OperatingExpense,"190,984,000","49,628,000","48,872,000","46,147,000","46,337,000","44,225,000","46,278,000","44,828,000","40,611,000","41,386,000","43,551,000","40,633,000","41,812,000","39,353,000","39,962,000","38,980,000","40,615,000","39,583,000","39,563,000","39,654,000","39,250,000","37,560,000","36,548,000","36,724,000","36,010,000","34,035,000","31,867,000","32,378,000","34,814,000","35,335,000","33,940,000","32,177,000","34,411,000","33,246,000","33,284,000","32,180,000","32,919,000","30,787,000","4,738,000","54,998,000","28,342,000","25,871,000","23,761,000","24,480,000","24,440,000","24,746,000","25,155,000","23,751,000","22,666,000","21,044,000","22,568,000","18,055,000","19,208,000","19,627,000","38,881,000","20,498,000","21,781,000","20,859,000","20,000,000","20,115,000","17,633,000","18,617,000","20,831,000","22,871,000","20,648,000","20,425,000","16,282,000","12,615,000","11,300,000","10,893,000","9,724,000","9,890,000","10,080,000","9,843,000","9,280,000","9,834,000","9,904,000","9,757,000","9,244,000","8,917,000","8,841,000","8,442,000","8,689,000","8,920,000","8,969,000","8,358,000","7,205,000","7,966,000","8,374,000","8,380,000","7,708,000","10,030,000","6,691,000","6,180,000","5,780,000","5,390,000","4,174,000","3,996,000","4,800,000","4,400,000","4,100,000",,,,,
	SellingGeneralAndAdministration,"102,400,000","25,950,000","26,844,000","25,010,000","24,596,000","24,198,000","24,357,000","23,960,000","20,841,000","22,234,000","25,253,000","22,676,000","22,543,000","21,407,000","21,997,000","21,744,000","22,717,000","22,102,000","22,383,000","22,314,000","21,909,000","20,920,000","20,782,000","20,818,000","20,151,000","19,256,000","18,011,000","18,490,000","19,950,000","20,394,000","20,273,000","18,719,000","20,045,000","19,756,000","20,375,000","19,196,000","19,430,000","18,515,000","18,463,000","18,270,000","16,276,000","15,231,000","14,029,000","14,135,000","14,245,000","14,723,000","15,402,000","14,403,000","13,992,000","12,933,000","14,354,000","11,209,000","11,519,000","11,903,000","22,809,000","13,476,000","13,802,000","13,107,000","13,298,000","13,451,000","11,717,000","12,723,000","14,574,000","16,540,000","14,630,000","14,616,000","11,478,000","8,510,000","7,196,000","6,795,000","5,898,000","5,794,000","5,992,000","5,691,000","5,389,000","5,547,000","5,723,000","5,673,000","5,356,000","5,356,000","5,193,000","4,835,000","5,046,000","5,334,000","5,273,000","4,812,000","4,254,000","4,882,000","4,943,000","5,325,000","4,628,000","7,217,000","4,156,000","3,844,000","3,775,000","3,443,000","2,454,000","2,437,000","2,500,000","2,500,000","1,900,000",,,,,
		GeneralAndAdministrativeExpense,"39,379,000","9,614,000","11,073,000","9,386,000","9,306,000","10,075,000","10,028,000","10,302,000","7,804,000","8,761,000","10,634,000","9,224,000","9,334,000","8,390,000","8,796,000","8,466,000","9,220,000","9,014,000","9,127,000","9,546,000","8,765,000","8,704,000","8,257,000","8,789,000","8,133,000","7,850,000","6,896,000","7,361,000","7,491,000","8,281,000","8,383,000","7,155,000","7,813,000","7,646,000","8,266,000","7,984,000","8,066,000","7,734,000","8,108,000","7,941,000","7,100,000","7,092,000","5,747,000","6,145,000","6,141,000","6,475,000","6,339,000","6,746,000","6,465,000","6,013,000","7,227,000","5,465,000","5,594,000","5,681,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,,"4,248,000",,,,"3,468,000",,,,"3,569,000","1,722,000","1,938,000",,"1,963,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"39,379,000","9,614,000","11,073,000","9,386,000","9,306,000","10,075,000","10,028,000","10,302,000","7,804,000","8,761,000","10,634,000","9,224,000","9,334,000","8,390,000","8,796,000","8,466,000","9,220,000","9,014,000","9,127,000","9,546,000","8,765,000","8,704,000","8,257,000","8,789,000","8,133,000","7,850,000","6,896,000","7,361,000","7,491,000","8,281,000","8,383,000","7,155,000","7,813,000","7,646,000","8,266,000","7,984,000","8,066,000","7,734,000","8,108,000","7,941,000","7,100,000","7,092,000","5,747,000","6,145,000","6,141,000","6,475,000","6,339,000","6,746,000","6,465,000","6,013,000","7,227,000","5,465,000","5,594,000","5,681,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"63,021,000","16,336,000","15,771,000","15,624,000","15,290,000","14,123,000","14,329,000","13,658,000","13,037,000","13,473,000","14,619,000","13,452,000","13,209,000","13,017,000","13,201,000","13,278,000","13,497,000","13,088,000","13,256,000","12,768,000","13,144,000","12,216,000","12,525,000","12,029,000","12,018,000","11,406,000","11,115,000","11,129,000","12,459,000","12,113,000","11,890,000","11,564,000","12,232,000","12,110,000","12,109,000","11,212,000","11,364,000","10,781,000","10,355,000","10,329,000","9,176,000","8,139,000","8,282,000","7,990,000","8,104,000","8,248,000","9,063,000","7,657,000","7,527,000","6,920,000","7,127,000","5,744,000","5,925,000","6,222,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
