name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999
OperatingCashFlow,"214,140,000","95,450,000","42,242,000","56,936,000","19,512,000","59,906,000","62,328,000","116,843,000","74,807,000","65,896,000","119,417,000","3,121,000","-7,595,000","6,749,000","65,238,000","44,730,000","74,129,000","2,622,000","55,625,000","27,167,000","10,759,000","3,037,000","36,960,000","16,929,000","1,239,000","1,493,000","17,640,000","3,831,000","13,803,000","14,280,000","59,923,000","-550,000","4,687,000","-9,373,000","11,599,000","6,262,000","11,789,000","-5,897,000","22,075,000","-3,763,000","17,581,000","27,158,000","15,381,000","8,487,000","10,451,000","28,867,000","11,896,000","2,959,000","-13,094,000","38,043,000","23,600,000","17,778,000","27,711,000","47,318,000","18,548,000","14,617,000","-11,959,000","15,037,000","25,104,000","24,285,000","24,077,000","24,697,000","6,930,000","2,360,000","15,055,000","10,347,000","20,105,000","21,757,000","8,405,000","3,803,000","-5,556,000","9,838,000","12,622,000","17,000,000","15,081,000","17,211,000","4,720,000","10,490,000","-6,352,000","12,280,000","26,369,000","10,206,000","18,640,000","2,320,000","-30,575,000","-5,205,000","-4,612,000","17,651,000","7,610,000","25,400,000","17,000,000","17,600,000"
	CashFlowFromContinuingOperatingActivities,"214,140,000","95,450,000","42,242,000","56,936,000","19,512,000","59,906,000","62,328,000","116,843,000","74,807,000","65,896,000","119,417,000","3,121,000","-7,595,000","6,749,000","65,238,000","44,730,000","74,129,000","2,622,000","55,625,000","27,167,000","10,759,000","3,037,000","36,960,000","16,929,000","1,239,000","1,493,000","17,640,000","3,831,000","13,803,000","14,280,000","59,923,000","-550,000","4,687,000","-9,373,000","11,599,000","6,262,000","11,789,000","-5,897,000","22,075,000","-3,763,000","17,581,000","27,158,000","15,381,000","8,487,000","10,451,000","28,867,000","11,896,000","2,959,000","-13,094,000","38,043,000","23,600,000","17,778,000","27,711,000","47,318,000","18,548,000","14,617,000","-11,959,000","15,037,000","25,104,000","24,285,000","24,077,000","24,697,000","6,930,000","2,360,000","15,066,000","10,358,000","20,057,000","21,621,000","7,178,000","8,815,000","-4,305,000","10,632,000","13,729,000","17,825,000","15,390,000","18,447,000","10,970,000","10,489,000","-6,351,000","12,924,000","28,405,000","10,451,000","19,652,000","14,350,000","54,885,000","-5,205,000","-4,612,000","17,651,000","7,610,000","25,400,000","17,000,000","17,600,000"
		NetIncomeFromContinuingOperations,"202,617,000","66,041,000","63,889,000","43,486,000","29,201,000","43,832,000","13,531,000","48,278,000","43,789,000","26,173,000","69,253,000","5,790,000","10,414,000","-8,396,000","41,218,000","33,590,000","9,945,000","14,835,000","4,813,000","21,854,000","5,085,000","888,000","8,019,000","11,075,000","862,000","13,885,000","-1,113,000","10,365,000","5,119,000","9,773,000","-1,618,000","-5,921,000","-14,497,000","-8,036,000","-7,890,000","2,438,000","5,182,000","3,034,000","633,000","3,527,000","11,941,000","15,331,000","-8,629,000","10,591,000","14,267,000","8,603,000","8,127,000","14,337,000","6,251,000","24,737,000","11,168,000","8,939,000","19,874,000","10,322,000","13,586,000","5,274,000","7,031,000","19,525,000","21,504,000","8,449,000","7,046,000","15,138,000","10,396,000","11,302,000","10,565,000","13,600,000","11,702,000","11,180,000","16,133,000","10,920,000","4,448,000","7,646,000","19,540,000","8,852,000","17,150,000","2,650,000","-4,119,000","-16,000,000","-1,604,000","2,528,000","15,970,000","9,430,000","4,841,000","11,992,000","-20,408,000","11,683,000","9,473,000","15,239,000","10,608,000","20,200,000","15,600,000","12,500,000"
		OperatingGainsLosses,,,"0","0",,,"8,602,000","-6,655,000","-7,945,000","11,718,000","101,000","568,000",,,"-1,701,000","-2,181,000",,,,"-34,000","125,000","-102,000","-29,000","-310,000","38,000","-128,000","7,237,000","-105,000",,,"-148,000","4,099,000",,,"-374,000","12,000","-102,000","425,000","23,000","-243,000","-23,000","110,000","1,266,000","0",,,"2,000","-3,000","0","-52,000","-159,000","-250,000",,,"-115,000","0","0","348,000","378,000","850,000",,,,,"-2,645,000","1,726,000","2,089,000","615,000","2,827,000","-1,795,000","2,931,000","1,281,000","6,368,000","-140,000","-32,000","-1,788,000","17,667,000","21,268,000","339,000","777,000","3,173,000","-1,641,000","1,057,000","-9,058,000","60,399,000","-7,539,000","-3,633,000","-764,000","10,517,000","0","-1,500,000","7,600,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"137,000","11,000","0","-374,000","12,000","-102,000","425,000","23,000","-70,000","0","110,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","-173,000",,,"-110,000","0",,,"2,000","-3,000",,"-52,000","-159,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,"0","0","808,000","0","8,602,000","-6,655,000","-7,945,000","11,718,000","101,000","568,000",,,"-1,701,000","-2,181,000",,,,"-34,000","125,000","-102,000","-29,000","-310,000","38,000","-128,000","112,000","-105,000",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"89,976,000","25,316,000","17,742,000","19,256,000","27,662,000","22,688,000","27,915,000","19,797,000","19,856,000","25,272,000","23,506,000","28,019,000","17,189,000","20,451,000","21,151,000","19,079,000","21,225,000","14,844,000","25,566,000","15,447,000","17,866,000","18,424,000","18,723,000","11,315,000","18,805,000","16,551,000","12,261,000","24,917,000","11,123,000","14,946,000","17,643,000","14,690,000","20,721,000","9,276,000","13,235,000","18,542,000","7,456,000","11,306,000","14,777,000","5,307,000","4,821,000","3,918,000","4,108,000","3,593,000","3,644,000","3,635,000","-3,768,000","7,717,000","4,579,000","3,179,000","3,470,000","3,578,000","3,593,000","3,783,000","-10,042,000","6,975,000","4,251,000","11,899,000","5,435,000","28,096,000","2,128,000","2,229,000","1,901,000","1,738,000","1,905,000","1,997,000","2,435,000","2,433,000","2,845,000","2,881,000","2,927,000","2,797,000","3,609,000","2,776,000","2,537,000","2,389,000","1,027,000","1,886,000","3,867,000","2,497,000","3,217,000","2,869,000","3,199,000","2,558,000","-420,000","2,998,000","2,331,000","1,864,000","744,000","700,000","400,000","700,000"
			DepreciationAndAmortization,"89,976,000","25,316,000","17,742,000","19,256,000","27,662,000","22,688,000","27,915,000","19,797,000","19,856,000","25,272,000","23,506,000","28,019,000","17,189,000","20,451,000","21,151,000","19,079,000","21,225,000","14,844,000","25,566,000","15,447,000","17,866,000","18,424,000","18,723,000","11,315,000","18,805,000","16,551,000","12,261,000","24,917,000","11,123,000","14,946,000","17,643,000","14,690,000","20,721,000","9,276,000","13,235,000","18,542,000","7,456,000","11,306,000","14,777,000","5,307,000","4,821,000","3,918,000","4,108,000","3,593,000","3,644,000","3,635,000","-3,768,000","7,717,000","4,579,000","3,179,000","3,470,000","3,578,000","3,593,000","3,783,000","-10,042,000","6,975,000","4,251,000","11,899,000","5,435,000","28,096,000","2,128,000","2,229,000","1,901,000","1,738,000","1,905,000","1,997,000","2,435,000","2,433,000","2,845,000","2,881,000","2,927,000","2,797,000","3,609,000","2,776,000","2,537,000","2,389,000","1,027,000","1,886,000","3,867,000","2,497,000","3,217,000","2,869,000","3,199,000","2,558,000","-420,000","2,998,000","2,331,000","1,864,000","744,000","700,000","400,000","700,000"
				Depreciation,"48,122,000","11,980,000","11,252,000","12,158,000","12,732,000","12,643,000","12,096,000","12,118,000","12,226,000","12,093,000","11,776,000","11,754,000","8,019,000","8,003,000","7,676,000","7,476,000","8,699,000","7,916,000","7,749,000","7,676,000","8,071,000","8,534,000","7,916,000","7,548,000","7,196,000","6,736,000","6,509,000","6,552,000","6,677,000","6,892,000","6,965,000","8,428,000","8,606,000","5,008,000","6,650,000","6,503,000","6,084,000","5,232,000",,,,,,,"10,113,000","12,847,000",,"7,717,000","5,919,000","1,839,000",,,,,,"3,330,000","3,719,000","2,472,000","2,347,000","2,368,000","2,252,000","2,352,000","2,026,000","1,860,000","2,400,000","2,595,000","2,781,000","2,696,000","2,899,000","3,004,000","3,051,000","2,920,000","3,825,000","2,942,000","2,872,000","2,724,000","1,343,000","3,473,000","2,915,000","2,814,000","5,418,000","2,810,000","2,645,000","2,240,000",,,,,,,,
