name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
TotalRevenue,"279,260,730","71,863,767","70,132,069","68,528,923","68,735,971","51,866,114","48,607,331","46,122,796","35,805,858","28,388,463","39,495,283","35,617,998","30,094,154","24,725,446","26,563,457","29,293,451","28,864,686","25,198,741","20,237,336","17,833,249","17,048,492","12,630,467","13,248,744","13,549,976","13,661,356","11,299,191","11,171,906","10,874,243","11,289,975","8,133,932","7,599,908","8,410,089","8,348,309","5,271,873","4,965,912","4,877,589","4,898,729","3,156,582","3,014,596","3,207,876","2,454,769","1,993,597","1,808,260","1,693,140","1,477,388","1,063,065","951,575","1,160,767","1,015,463","1,002,159","912,539","994,250","1,849,413","1,272,029","779,839","2,377,614","2,738,521","1,985,655","1,968,718","1,972,063","1,067,760","850,491"
	OperatingRevenue,"279,260,730","71,863,767","70,132,069","68,528,923","68,735,971","51,866,114","48,607,331","46,122,796","35,805,858","28,388,463","39,495,283","35,617,998","30,094,154","24,725,446","26,563,457","29,293,451","28,864,686","25,198,741","20,237,336","17,833,249","17,048,492","12,630,467","13,248,744","13,549,976","13,661,356","11,299,191","11,171,906","10,874,243","11,289,975","8,133,932","7,599,908","8,410,089","8,348,309","5,271,873","4,965,912","4,877,589","4,898,729","3,156,582","3,014,596","3,207,876","2,454,769","1,993,597","1,808,260","1,693,140","1,477,388","1,063,065","951,575","1,160,767","1,015,463","963,467","912,539","994,250","1,849,413","1,272,029","779,839","2,377,614","2,738,521","1,985,655","1,968,718","1,972,063","1,067,760","850,491"
CostOfRevenue,"177,153,741","44,147,334","45,443,296","44,074,368","43,488,743","33,579,683","32,648,119","30,092,964","24,066,781","18,091,575","27,038,147","23,344,968","19,468,141","16,575,366","18,044,119","20,466,877","20,267,886","17,705,128","15,661,865","13,584,452","12,431,152","9,297,709","10,080,423","9,741,681","9,910,430","8,012,303","8,352,035","7,579,123","7,932,833","5,287,895","5,228,015","5,770,856","5,881,637","3,492,738","3,389,278","3,261,620","3,404,830","2,097,370","2,099,339","2,149,583","1,446,455","1,215,108","1,346,041","935,774","738,134","506,445","408,969","575,930","446,509","469,202","442,775","398,279","825,047","501,867","408,614","960,183","1,317,818","832,913","1,112,451","753,455","332,079","256,238"
GrossProfit,"102,106,989","27,716,433","24,688,773","24,454,555","25,247,228","18,286,431","15,959,212","16,029,832","11,739,077","10,296,888","12,457,136","12,273,030","10,626,013","8,150,080","8,519,338","8,826,574","8,596,800","7,493,613","4,575,471","4,248,797","4,617,340","3,332,758","3,168,321","3,808,295","3,750,926","3,286,888","2,819,871","3,295,120","3,357,142","2,846,037","2,371,893","2,639,233","2,466,672","1,779,135","1,576,634","1,615,969","1,493,899","1,059,212","915,257","1,058,293","1,008,314","778,489","462,219","757,366","739,254","556,620","542,606","584,837","568,954","532,957","469,764","595,971","1,024,366","770,162","371,225","1,417,431","1,420,703","1,152,742","856,267","1,218,608","735,681","594,253"
OperatingExpense,"60,502,558","17,680,511","16,159,855","14,087,286","12,574,906","9,739,321","8,627,259","7,616,177","6,598,621","7,813,020","7,483,242","6,603,871","6,654,742","5,664,635","5,676,570","5,827,243","5,167,633","4,899,638","4,279,869","3,558,498","3,382,163","3,317,780","3,391,406","2,583,189","2,426,004","2,361,280","2,676,613","2,628,513","2,378,526","2,024,531","1,939,475","1,897,277","1,494,582","1,133,173","1,121,261","1,016,634","908,193","656,734","644,939","717,868","788,948","534,833","334,186","567,057","531,701","469,540","434,909","486,371","480,925","499,242","453,137","537,619","929,891","754,585","846,458","1,156,192","1,925,318","1,706,244","1,517,271","833,217","943,674","919,646"
	SellingGeneralAndAdministration,"60,502,558","17,680,511","16,159,855","14,087,286","12,574,906","9,739,321","8,627,259","7,616,177","6,598,621","7,813,020","7,483,242","6,603,871","6,654,742","5,664,635","6,728,501","5,462,642","4,771,357","4,601,084","3,793,442","3,245,869","3,092,255","3,038,148","3,227,987","2,430,130","2,279,529","2,228,532","2,573,436","2,490,805","2,257,081","1,931,117","1,851,705","1,860,426","1,461,903","1,104,213","1,097,508","988,106","888,208","638,828","628,405","702,826","699,511","522,834","531,754","481,674","447,993","387,646","351,344","404,046","398,882","416,262","366,020","449,751","808,294","632,265","719,087","1,030,003","1,769,138","1,636,246","1,400,032","787,919","907,192","894,322"
		GeneralAndAdministrativeExpense,"39,305,971","11,369,291","10,865,027","9,183,440","7,888,213","6,351,491","5,868,645","5,289,277","4,679,092","5,069,771","5,367,845","4,798,833","4,589,906","4,065,529","1,508,872","4,823,818","4,409,540","4,019,114","3,347,789","3,013,765","2,883,700","2,743,157","2,936,344","2,260,452","2,104,014","2,077,237","2,165,473","2,240,721","2,044,707","1,756,546","1,595,635","1,696,896","1,361,565","1,020,909","991,280","902,694","831,722","614,609","579,061","636,584","649,603","502,345",,,,,,,,,"380,624","426,751","782,241","629,714","532,159","971,907","1,576,631","1,360,177","1,142,090","701,290","809,144","826,111"
			SalariesAndWages,,,,,,,,,,,,,,,,"2,707,637","2,525,105","2,157,365","1,748,793","1,753,415","1,645,886","1,437,994","1,413,433","1,257,410","1,244,783","1,243,519","1,444,362","1,455,908","1,324,793","1,088,976","1,053,892","983,371","877,812","666,085","721,903","570,702","586,311","408,326","340,138","450,896","473,650","351,697",,,,,,,,,,,,,,,,,,,,
			RentAndLandingFees,,,,,,,,,,,,,,,,"457,738","408,665","404,721","399,867","309,787","260,697","215,985","188,649","193,030","192,389","173,250","131,459","150,637","133,732","127,091","106,302","108,531","91,529","67,209","56,198","53,770","47,117","45,284",,,,,,,,,,,,,,,,,,,,,,,,
			InsuranceAndClaims,,,,,,,,,,,,,,,,"148,715","127,872","97,890","95,754","106,650","69,972","78,648","73,640","65,066","75,645","52,454","52,454","48,809","58,094","31,965","35,960","31,457","26,317","25,094","27,085","18,962","19,156","14,191","12,719","14,398","9,921","9,561",,,,,,,,,,,,,,,,,,,,
