name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010
TotalAssets,"184,297,000,000","182,114,000,000","179,184,000,000","180,470,000,000","181,879,000,000","182,165,000,000","185,270,000,000","184,061,000,000","182,527,000,000","180,644,000,000","181,485,000,000","180,448,000,000","180,117,000,000","178,869,000,000","173,101,000,000","171,345,000,000","170,021,000,000","167,148,000,000","164,013,000,000","164,345,000,000","162,101,000,000","163,728,000,000","157,397,000,000","157,931,000,000","156,505,000,000","158,581,000,000","156,105,000,000","156,472,000,000","153,524,000,000","151,828,000,000","149,195,000,000","149,937,000,000","148,452,000,000","151,167,000,000","150,556,000,000","150,627,000,000","166,199,000,000","182,347,000,000","182,482,000,000","178,560,000,000","186,350,000,000","184,059,000,000","181,956,000,000","178,889,000,000","173,704,000,000","172,008,000,000"
TotalLiabilitiesNetMinorityInterest,"168,884,000,000","165,064,000,000","161,895,000,000","162,940,000,000","167,254,000,000","167,462,000,000","171,144,000,000","170,235,000,000","169,008,000,000","166,228,000,000","167,035,000,000","166,132,000,000","166,418,000,000","165,601,000,000","160,016,000,000","158,206,000,000","156,939,000,000","153,654,000,000","150,440,000,000","150,872,000,000","148,736,000,000","150,411,000,000","143,767,000,000","144,320,000,000","142,682,000,000","145,142,000,000","141,506,000,000","142,177,000,000","137,590,000,000","136,429,000,000","134,005,000,000","135,059,000,000","133,993,000,000","136,959,000,000","131,495,000,000","131,462,000,000","145,725,000,000","162,449,000,000","163,717,000,000","160,197,000,000","166,683,000,000","164,688,000,000","162,224,000,000","158,466,000,000","153,297,000,000","151,519,000,000"
TotalEquityGrossMinorityInterest,"15,413,000,000","17,050,000,000","17,289,000,000","17,530,000,000","14,625,000,000","14,703,000,000","14,126,000,000","13,826,000,000","13,519,000,000","14,416,000,000","14,450,000,000","14,316,000,000","13,699,000,000","13,268,000,000","13,085,000,000","13,139,000,000","13,082,000,000","13,494,000,000","13,573,000,000","13,473,000,000","13,365,000,000","13,317,000,000","13,630,000,000","13,611,000,000","13,823,000,000","13,439,000,000","14,599,000,000","14,295,000,000","15,934,000,000","15,399,000,000","15,190,000,000","14,878,000,000","14,459,000,000","14,208,000,000","19,061,000,000","19,165,000,000","20,474,000,000","19,898,000,000","18,765,000,000","18,363,000,000","19,667,000,000","19,371,000,000","19,732,000,000","20,423,000,000","20,407,000,000","20,489,000,000"
	StockholdersEquity,"15,413,000,000","17,050,000,000","17,289,000,000","17,530,000,000","14,625,000,000","14,703,000,000","14,126,000,000","13,826,000,000","13,519,000,000","14,416,000,000","14,450,000,000","14,316,000,000","13,699,000,000","13,268,000,000","13,085,000,000","13,139,000,000","13,082,000,000","13,494,000,000","13,573,000,000","13,473,000,000","13,365,000,000","13,317,000,000","13,630,000,000","13,611,000,000","13,823,000,000","13,439,000,000","14,599,000,000","14,295,000,000","15,934,000,000","15,399,000,000","15,190,000,000","14,878,000,000","14,459,000,000","14,208,000,000","19,061,000,000","19,165,000,000","20,474,000,000","19,898,000,000","18,765,000,000","18,363,000,000","19,667,000,000","19,371,000,000","19,732,000,000","20,423,000,000","20,407,000,000","20,489,000,000"
		CapitalStock,"24,052,000,000","23,995,000,000","23,968,000,000","23,955,000,000","21,566,000,000","21,544,000,000","21,517,000,000","21,499,000,000","21,470,000,000","21,438,000,000","21,417,000,000","21,403,000,000","21,379,000,000","21,345,000,000","21,322,000,000","21,303,000,000","21,273,000,000","21,245,000,000","21,223,000,000","21,208,000,000","21,187,000,000","21,166,000,000","21,149,000,000","21,136,000,000","21,813,000,000","21,796,000,000","21,895,000,000","21,882,000,000","22,303,000,000","22,293,000,000","22,277,000,000","22,266,000,000","22,194,000,000","22,194,000,000","26,609,000,000","26,608,000,000","26,608,000,000","26,608,000,000","26,608,000,000","6,940,000,000","26,608,000,000","26,608,000,000","26,608,000,000","26,608,000,000","26,608,000,000","26,640,000,000"
			PreferredStock,"2,324,000,000","2,324,000,000","2,324,000,000","2,324,000,000",,,,,,,,,,,,,,,,,"0","0",,"0","696,000,000","696,000,000","813,000,000","813,000,000","1,255,000,000","1,255,000,000","1,255,000,000","1,255,000,000","1,255,000,000","1,255,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,940,000,000","6,972,000,000"
			CommonStock,"21,728,000,000","21,671,000,000","21,644,000,000","21,631,000,000","21,566,000,000","21,544,000,000","21,517,000,000","21,499,000,000","21,470,000,000","21,438,000,000","21,417,000,000","21,403,000,000","21,379,000,000","21,345,000,000","21,322,000,000","21,303,000,000","21,273,000,000","21,245,000,000","21,223,000,000","21,208,000,000","21,187,000,000","21,166,000,000","21,149,000,000","21,136,000,000","21,117,000,000","21,100,000,000","21,082,000,000","21,069,000,000","21,048,000,000","21,038,000,000","21,022,000,000","21,011,000,000","20,939,000,000","20,939,000,000","19,669,000,000","19,668,000,000","19,668,000,000","19,668,000,000","19,668,000,000",,"19,668,000,000","19,668,000,000","19,668,000,000","19,668,000,000","19,668,000,000","19,668,000,000"
		AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,668,000,000",,,,,,
		RetainedEarnings,"-1,076,000,000","-1,599,000,000","-2,136,000,000","-2,726,000,000","-3,555,000,000","-4,278,000,000","-4,893,000,000","-5,296,000,000","-5,465,000,000","-4,057,000,000","-4,368,000,000","-4,682,000,000","-5,195,000,000","-5,489,000,000","-5,716,000,000","-6,026,000,000","-6,318,000,000","-6,406,000,000","-6,533,000,000","-6,760,000,000","-6,975,000,000","-7,151,000,000","-7,361,000,000","-7,530,000,000","-7,875,000,000","-8,110,000,000","-7,158,000,000","-7,388,000,000","-6,319,000,000","-6,828,000,000","-6,937,000,000","-7,293,000,000","-7,551,000,000","-7,710,000,000","-7,365,000,000","-7,256,000,000","-6,128,000,000","-7,021,000,000","-8,129,000,000","-8,313,000,000","-7,215,000,000","-7,324,000,000","-6,918,000,000","-6,508,000,000","-6,435,000,000","-6,410,000,000"
		TreasuryStock,"5,772,000,000","5,188,000,000","4,594,000,000","3,915,000,000","3,413,000,000","3,194,000,000","3,193,000,000","3,192,000,000","3,192,000,000","3,088,000,000","2,789,000,000","2,489,000,000","2,260,000,000","2,049,000,000","1,740,000,000","1,490,000,000","1,295,000,000","1,110,000,000","920,000,000","730,000,000","526,000,000","357,000,000","189,000,000","30,000,000","30,000,000","16,000,000","16,000,000","16,000,000","15,000,000",,,,,,,,,,,,,,,,,
