name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993
OperatingCashFlow,"8,171,000","-18,517,000","13,016,000","15,197,000","-1,525,000","-15,962,000","9,798,000","41,930,000","1,529,000","3,972,000","14,230,000","41,213,000","5,618,000","-15,619,000","-3,470,000","-2,779,000","5,756,000","-35,683,000","13,923,000","15,341,000","-16,014,000","-14,539,000","-10,484,000","24,312,000","27,339,000","2,333,000","33,394,000","22,694,000","14,809,000","-6,967,000","36,725,000","34,292,000","25,064,000","17,991,000","-15,540,000","45,579,000","65,330,000","21,280,000","45,080,000","36,405,000","28,035,000","20,648,000","16,109,000","18,949,000","-25,037,000","-5,595,000","43,063,000","16,842,000","945,000","-10,139,000","20,665,000","29,628,000","36,024,000","-14,004,000","21,002,000","-12,856,000","34,201,000","8,823,000","20,858,000","11,972,000","27,504,000","15,659,000","7,822,000","-20,020,000","1,374,000","5,284,000","-12,720,000","9,130,000","19,530,000","6,959,000","1,872,000","-4,410,000","3,644,000","17,043,000","-2,990,000","13,189,000","15,217,000","-15,034,000","-9,554,000","21,438,000","5,269,000","-245,000","-4,460,000","7,983,000","38,593,000","-16,353,000","-25,291,000","5,334,000","15,506,000","-21,356,000","-14,200,000","12,000,000","17,800,000","-12,500,000","8,200,000","26,600,000","8,600,000","-10,700,000","14,500,000","21,600,000","10,700,000","-2,800,000","7,400,000","20,100,000","21,200,000","5,500,000","14,000,000","11,400,000","9,200,000","2,900,000","-7,600,000","-4,800,000","7,700,000","-3,700,000","-6,500,000","-2,000,000"
	CashFlowFromContinuingOperatingActivities,"8,171,000","-18,517,000","13,016,000","15,197,000","-1,525,000","-15,962,000","9,798,000","41,930,000","1,529,000","3,972,000","14,230,000","41,213,000","5,618,000","-15,619,000","-3,470,000","-2,779,000","5,756,000","-35,683,000","13,923,000","15,341,000","-16,014,000","-14,539,000","-10,484,000","24,312,000","27,339,000","2,333,000","33,394,000","22,694,000","14,809,000","-6,967,000","36,725,000","34,292,000","25,064,000","17,991,000","-15,540,000","45,579,000","65,330,000","21,280,000","45,080,000","36,405,000","28,035,000","20,648,000","16,109,000","18,949,000","-25,037,000","-5,595,000","43,063,000","16,842,000","945,000","-10,139,000","20,665,000","29,628,000","36,024,000","-14,004,000","21,002,000","-12,856,000","34,201,000","8,823,000","20,858,000","11,972,000","27,504,000","15,659,000","7,822,000","-20,020,000","1,374,000","5,284,000","-12,720,000","9,130,000","19,530,000","6,959,000","1,872,000","-4,410,000","3,644,000","17,043,000","-2,990,000","13,189,000","15,217,000","-15,034,000","-9,554,000","21,438,000","5,269,000","-245,000","-4,460,000","7,983,000","38,593,000","-16,353,000","-25,291,000","5,334,000","15,506,000","-21,356,000","-14,200,000","12,000,000","17,800,000","-12,500,000","8,200,000","26,600,000","8,600,000","-10,700,000","14,500,000","21,600,000","10,700,000","-2,800,000","7,400,000","20,100,000","21,200,000","5,500,000","14,000,000","11,400,000","9,200,000","2,900,000","-7,600,000","-4,800,000","7,700,000","-3,700,000","-6,500,000","-2,000,000"
		NetIncomeFromContinuingOperations,"61,246,000","24,578,000","28,290,000","10,804,000","-2,426,000","13,223,000","-19,481,000","-13,454,000","-4,643,000","-27,499,000","-25,805,000","-20,044,000","-6,677,000","1,007,000","-14,077,000","6,699,000","5,737,000","14,686,000","-35,739,000","-11,218,000","-6,537,000","-10,585,000","-14,035,000","-10,918,000","-2,449,000","-8,735,000","-55,895,000","-37,612,000","4,280,000","-1,060,000","-83,389,000","-17,017,000","-24,891,000","-5,128,000","-20,210,000","7,652,000","22,856,000","19,389,000","-4,588,000","18,829,000","44,325,000","35,394,000","14,091,000","21,804,000","25,277,000","-3,036,000","-10,304,000","4,015,000","4,569,000","2,078,000","-26,483,000","-11,113,000","5,910,000","7,041,000","-18,406,000","10,303,000","13,306,000","8,134,000","-8,848,000","-878,000","4,962,000","-2,483,000","-9,540,000","488,000","5,603,000","8,593,000","-5,541,000","1,182,000","4,200,000","11,201,000","-1,293,000","1,481,000","5,643,000","5,276,000","-9,180,000","-13,412,000","-8,187,000","-5,878,000","-15,731,000","-17,664,000","383,000","-2,865,000","-21,531,000","-9,502,000","-3,984,000","228,000","-7,967,000","-7,445,000","18,875,000","1,062,000","-5,900,000","-5,900,000","300,000","100,000","-5,300,000","400,000","4,800,000","8,300,000","4,000,000","3,700,000","8,100,000","9,300,000","4,700,000","9,200,000","10,500,000","11,000,000","9,800,000","8,900,000","10,000,000","9,300,000","5,300,000","4,300,000","5,100,000","3,800,000","1,400,000","1,200,000"
		OperatingGainsLosses,"21,909,000","5,332,000","2,076,000","-2,106,000","16,268,000","-9,717,000","-3,148,000","2,000,000","-6,831,000","16,271,000","-2,330,000","-5,233,000","4,906,000","-6,695,000","-518,000","-4,367,000","4,265,000","3,769,000","22,843,000","-1,406,000","3,809,000","-1,342,000","-88,000","3,082,000","10,740,000","-4,000,000",,,,,"-504,000",,,,"22,237,000","171,000","172,000","154,000","26,722,000","0",,,"-954,000","0",,,,,"2,722,000","0","0","0","0","-1,398,000",,,,,,,,,,,,,,,,,"0","1,486,000","0","2,988,000","0",,,,"2,782,000",,,,"3,846,000","0","-4,356,000","-1,619,000","0","0",,,,,,,,,,,,,,,"0","-15,300,000",,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,"10,890,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"634,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,"-194,000","-110,000","0","-84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"-4,807,000","-5,448,000","3,112,000","-2,377,000","-94,000","-9,571,000","2,632,000","1,690,000","-9,169,000","17,291,000","-2,330,000","-538,000","4,906,000","-6,695,000","-518,000","-4,367,000","4,265,000","3,769,000","4,197,000","-1,406,000","3,809,000","-1,342,000","-88,000","3,082,000","10,740,000","-4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,"-485,000","-4,855,000","0","2,005,000","-1,302,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,"355,000","342,000","339,000",,"310,000","333,000","282,000",,,,,,,,,,,,,,,,,,,,,,,,,"149,000","171,000","172,000","154,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"46,779,000","11,348,000","11,646,000","11,427,000","12,358,000","12,560,000","14,279,000","13,257,000","13,334,000","13,785,000","13,029,000","13,538,000","13,136,000","14,673,000","14,223,000","13,220,000","14,845,000","15,330,000","14,415,000","14,543,000","15,020,000","14,466,000","14,879,000","14,274,000","15,366,000","15,249,000","16,637,000","16,377,000","18,124,000","18,480,000","20,915,000","20,974,000","23,540,000","23,275,000","24,289,000","16,302,000","20,047,000","19,984,000","18,230,000","12,312,000","11,710,000","11,843,000","12,155,000","11,607,000","11,847,000","9,299,000","9,950,000","8,982,000","9,354,000","9,281,000","9,537,000","8,470,000","8,323,000","7,966,000","8,825,000","7,151,000","7,239,000","7,153,000","7,153,000","6,745,000","7,257,000","7,465,000","7,390,000","6,972,000","6,245,000","6,243,000","4,892,000","4,939,000","5,453,000","5,462,000","9,644,000","3,914,000","4,614,000","6,735,000","8,673,000","7,824,000","7,913,000","7,867,000","8,522,000","7,305,000","8,918,000","8,877,000","9,585,000","9,200,000","8,992,000","9,486,000","9,999,000","8,419,000","8,677,000","10,126,000","9,900,000","9,100,000","9,700,000","9,900,000","9,400,000","8,700,000","8,100,000","8,500,000","7,100,000","8,300,000","7,900,000","7,600,000","7,000,000","6,600,000","7,300,000","7,100,000","5,900,000","5,700,000","5,900,000","5,900,000","5,500,000","4,600,000","3,600,000","3,700,000","2,200,000","1,100,000"
