name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
MarketCap,"1,072,967,960","1,375,626,895","1,542,178,522","1,744,999,990","1,641,983,809","1,562,499,241","1,507,366,596","942,427,758","919,643,790","874,593,673","873,558,037","806,759,586","772,247,577","656,564,684","453,991,085","622,116,889","673,876,462"
EnterpriseValue,"1,382,371,960","1,634,991,895","1,707,799,522","1,815,943,990","1,700,885,809","1,606,781,241","1,458,703,596","937,777,758","940,182,790","891,558,673","842,935,037","798,978,586","765,873,577","624,201,684","417,742,085","613,507,889","695,254,462"
PeRatio,"81.68","74.8","75.41","57.534","44.857","36.439","37.321","23.947","22.2","19.871","20.083","19.235","19.813","14.607","7.955","12.984","13.458"
ForwardPeRatio,"21.459",,,,,,,,"19.305","18.553","18.349",,"14.451","16.367","11.038","14.409","15.873"
PegRatio,,,,,,,,,,,,,,"1.637","1.104","1.441","1.587"
PsRatio,"0.99","1.351","1.672","2.015","1.999","1.927","1.913","1.176","1.132","1.081","1.108","1.054","1.059","0.96","0.596","0.954","0.91"
PbRatio,"2.585","3.296","3.772","4.366","4.221","3.971","3.913","2.566","2.619","2.505","2.543","2.473","2.514","2.155","1.516","2.188","3.869"
EnterprisesValueRevenueRatio,"1.293","6.718","5.993","6.508","6.5","8.971","7.64","4.174","4.332","5.286","4.808","3.367","3.37","3.799","2.707","2.844","3.564"
EnterprisesValueEBITDARatio,"16.724","286.941","69.769","71.641","62.682","261.648","65.999","27.358","30.616","66.41","51.224","25.895","25.168","46.767","29.518","22.391","32.484"
