name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990
OperatingCashFlow,"132,867,000","23,113,000","49,620,000","22,483,000","37,651,000","9,262,000","14,871,000","21,489,000","16,735,000","9,530,000","17,674,000","21,965,000","17,789,000","9,788,000","5,555,000","19,680,000","5,963,000","1,572,000","15,218,000","-1,728,000","2,814,000","1,147,000","1,954,000","-1,186,000","10,564,000","-3,811,000","3,352,000","6,587,966","7,417,391","-2,304,357","1,753,430","6,327,542","2,321,536","7,998,790","7,338,208","6,201,075","8,795,981","3,594,703","7,229,444","2,471,341","2,005,001","1,733,822","148,090","-2,710,594","1,444,080","1,113,956","1,135,082","-461,355","-363,301","1,348,159","-1,565,586","-1,867,626","-95,018","889,464","-124,280","5,636,978","-269,866","-1,472,464","40,963,014","-754,083","671,391","106,925","-68,324","-304,510","239,903","-1,077,332","90,931","1,161,882","216,883","-158,200","-895,866","41,906","-641,968","-2,182,347","-1,541,944","-1,352,110","-2,415,659","1,322,772","-2,047,446","-2,117,357","-994,337","-993,521","-964,236","-1,802,078","-1,542,886","-1,866,475","-612,447","-598,499","-434,500","-1,700,000","-700,000","-300,000","-300,000","-400,000","-100,000","-400,000","-200,000","-100,000","-400,000","0","100,000","200,000","100,000","-3,600,000","-4,300,000","-2,200,000","1,100,000","-3,900,000","-2,800,000","-3,900,000","-8,800,000","900,000","-3,400,000","-7,700,000","-5,100,000","-8,600,000","100,000","-3,800,000","1,900,000","-100,000","-3,000,000","-2,900,000","-2,000,000","-700,000","-500,000","-1,000,000","-1,900,000","-2,300,000"
	CashFlowFromContinuingOperatingActivities,"132,867,000","23,113,000","49,620,000","22,483,000","37,651,000","9,262,000","14,871,000","21,489,000","16,735,000","9,530,000","17,674,000","21,965,000","17,789,000","9,788,000","5,555,000","19,680,000","5,963,000","1,572,000","15,218,000","-1,728,000","2,814,000","1,147,000","1,954,000","-1,186,000","10,564,000","-3,811,000","3,352,000","6,587,967","7,417,390","-2,304,357","1,753,430","6,327,542","2,321,536","7,998,790","7,338,208","6,201,075","8,795,981","3,594,703","7,229,444","2,471,341","2,005,001","1,733,822","148,090","-2,710,594","1,444,080","1,113,956","1,135,082","-461,355","-363,301","1,348,159","-1,565,586","-1,867,626","-95,018","889,464","-124,280","5,636,978","-269,866","-1,472,464","40,963,014","-754,083","671,391","106,925","-68,324","-304,510","239,903","-1,077,332","90,931","1,161,882","216,883","-158,200","-895,866","41,906","-641,968","-2,182,347","-1,541,944","-1,352,110","-2,415,659","1,322,772","-2,047,446","-2,117,357","-994,337","-993,521","-964,236","-1,802,078","-1,542,886","-1,866,475","-612,447","-598,499","-434,500","-1,700,000","-700,000","-300,000","-300,000","-400,000","-100,000","-400,000","-200,000","-100,000","-400,000","0","100,000","200,000","100,000","-3,600,000","-4,300,000","-2,200,000","1,100,000","-3,900,000","-2,800,000","-3,900,000","-8,800,000","900,000","-3,400,000","-7,700,000","-5,100,000","-8,600,000","100,000","-3,800,000","1,900,000","-100,000","-3,000,000","-2,900,000","-2,000,000","-700,000","-500,000","-1,000,000","-1,900,000","-2,300,000"
		NetIncomeFromContinuingOperations,"145,805,000","46,964,000","29,110,000","33,498,000","36,233,000","29,450,000","19,698,000","14,552,000","15,861,000","9,815,000","3,604,000","1,659,000","8,095,000","8,053,000","5,638,000","4,794,000","2,737,000","3,448,000","12,178,000","4,669,000","8,438,000","3,068,000","5,030,000","1,155,000","3,871,000","1,625,000","265,000","2,537,956","3,612,557","2,929,487","-398,545","1,466,234","2,825,422","4,277,103","3,327,458","5,888,274","4,539,187","2,338,236",,,,,,,,"375,916","623,209","988,053","-1,629,223","-348,938","-979,703","-1,105,980","-2,693,238","18,382","142,056","8,278,828","-3,197,599","-241,943","40,306,078","239,978","-106,969","-19,709","-863,319","100,734","-819,646","-202,312","-467,508","2,186,326","-426,631","-193,228","-1,718,629","-645,086","-3,255,956","-2,126,906","-2,140,146","-2,027,852","-1,697,432","-765,853","-1,082,648","-991,139","-922,918","-817,318","-1,376,872","-1,343,509","-1,513,313","-1,582,603","-1,212,008","-970,943","-816,383","-1,800,000","-800,000","-400,000","-1,600,000","-400,000","-200,000","-300,000","-300,000","-100,000","-300,000","-100,000","-200,000","-100,000","300,000","-500,000","-5,600,000","-2,400,000","-900,000","-2,600,000","-13,300,000","-5,800,000","-6,900,000","-6,000,000","-4,700,000","-5,500,000","-4,700,000","-4,600,000","-3,400,000","-4,100,000","-4,200,000","400,000","-900,000","-8,400,000","-2,100,000","-1,400,000","-1,500,000","-1,600,000","-1,300,000","-1,300,000"
		OperatingGainsLosses,,,,,,,,,,,"0",,,,,"0","0","1,000","0","0","5,000","59,000","-18,000","-1,000","8,000","3,000","0","-156",,,"32,388","0",,,,,,,,"277,301","37,503","-289,615",,,,,,,,,,,"5,233","0",,,,,,,,,,,"124,769",,,,"-73,543","4,660","4,660","67,826","2,530,872","0","0","52,300",,,,,,,,,"0","0","151,125","251,360","-11,735","0",,,,,,,,,,,"100,000",,,,"2,300,000","0",,,"5,200,000",,,"400,000","0","0",,,,,,,"1,200,000",,,,"-100,000",,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,"0","0",,,"-25,000","25,000",,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"41,837,000","11,834,000","11,017,000","10,010,000","8,976,000","8,444,000","7,486,000","6,712,000","6,479,000","6,390,000","6,077,000","5,738,000","4,840,000","4,213,000","4,003,000","3,881,000","3,934,000","3,960,000","4,133,000","3,096,000","1,696,000","1,582,000","1,490,000","1,379,000","1,315,000","1,150,000","1,145,000","1,153,431","1,145,049","1,150,520","1,054,754","1,109,241","962,985","892,407","842,711","762,238","690,023","818,920","915,768","895,939","872,476","824,409","405,831","406,377","400,281","465,011","407,215","402,021","386,180","339,674","330,427","322,718","294,781","280,028","261,213","241,325","227,606","207,581","200,281","189,158","154,097","132,533","127,515","124,887","131,211","83,436","93,570","90,217","94,820","141,519","223,362","296,557","153,284","251,897","245,407","236,117","221,823","218,308","200,503","161,594","43,198","48,992","82,550","82,797","88,589","52,766","48,073","87,424","124,409","0","100,000","100,000","100,000","100,000","0","100,000","0","100,000","0","100,000","100,000","0",,,"300,000","300,000","400,000","400,000","700,000","500,000","700,000","700,000","800,000","500,000","500,000","600,000","300,000","200,000","700,000","500,000","400,000","200,000","300,000","200,000","200,000","300,000","200,000","200,000"
			DepreciationAndAmortization,"41,837,000","11,834,000","11,017,000","10,010,000","8,976,000","8,444,000","7,486,000","6,712,000","6,479,000","6,390,000","6,077,000","5,738,000","4,840,000","4,213,000","4,003,000","3,881,000","3,934,000","3,960,000","4,133,000","3,096,000","1,696,000","1,582,000","1,490,000","1,379,000","1,315,000","1,150,000","1,145,000","1,153,431","1,145,049","1,150,520","1,054,754","1,109,241","962,985","892,407","842,711","762,238","690,023","818,920","915,768","895,939","872,476","824,409","405,831","406,377","400,281","465,011","407,215","402,021","386,180","339,674","330,427","322,718","294,781","280,028","261,213","241,325","227,606","207,581","200,281","189,158","154,097","132,533","127,515","124,887","131,211","83,436","93,570","90,217","94,820","141,519","223,362","296,557","153,284","251,897","245,407","236,117","221,823","218,308","200,503","161,594","43,198","48,992","82,550","82,797","88,589","52,766","48,073","87,424","124,409","0","100,000","100,000","100,000","100,000","0","100,000","0","100,000","0","100,000","100,000","0",,,"300,000","300,000","400,000","400,000","700,000","500,000","700,000","700,000","800,000","500,000","500,000","600,000","300,000","200,000","700,000","500,000","400,000","200,000","300,000","200,000","200,000","300,000","200,000","200,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229,907","224,782","222,367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,990","20,625","13,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,990","20,625","13,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
