name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
		AdditionalPaidInCapital,"627,792,000","612,106,000","604,488,000","597,001,000","592,170,000","589,202,000","439,732,000","237,295,000","458,697,000"
		RetainedEarnings,"122,958,000","97,342,000","64,406,000","31,220,000","3,551,000","-5,094,000","208,759,000","0","194,355,000"
		GainsLossesNotAffectingRetainedEarnings,"-18,448,000","-16,677,000","-15,368,000","-11,865,000","-11,865,000","-10,171,000","-14,133,000","-16,002,000","-19,976,000"
	MinorityInterest,"1,156,000","1,170,000","1,130,000","1,127,000","1,119,000","1,087,000","1,042,000","977,000","950,000"
TotalCapitalization,"759,207,000","719,669,000","680,423,000","643,252,000","610,752,000","600,831,000","634,464,000","222,958,000","650,882,000"
CommonStockEquity,"734,207,000","694,669,000","655,423,000","618,252,000","585,752,000","575,831,000","634,464,000","222,958,000","633,182,000"
CapitalLeaseObligations,"16,454,000","16,246,000","17,316,000","17,694,000",,,,,
NetTangibleAssets,"678,228,000","638,641,000","599,199,000","561,833,000","529,280,000","519,162,000","577,933,000","201,543,000","611,939,000"
WorkingCapital,"407,469,000","368,351,000","357,498,000","333,494,000","313,890,000","289,411,000","284,280,000","-101,746,000","298,110,000"
InvestedCapital,"759,207,000","719,669,000","680,423,000","643,252,000","610,752,000","600,831,000","667,464,000","255,958,000","718,882,000"
TangibleBookValue,"678,228,000","638,641,000","599,199,000","561,833,000","529,280,000","519,162,000","577,933,000","201,543,000","611,939,000"
TotalDebt,"41,454,000","41,246,000","42,316,000","42,694,000","25,000,000","25,000,000","33,000,000","33,000,000","85,700,000"
ShareIssued,"190,473,595","189,797,145","189,702,550","189,581,621","189,588,161","189,431,726","189,476,622","189,476,622","189,476,622"
OrdinarySharesNumber,"190,473,595","189,797,145","189,702,550","189,581,621","189,588,161","189,431,726","189,476,622","189,476,622","189,476,622"
