name,ttm,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020
TotalRevenue,"0","0","0","0","0","0","0"
	OperatingRevenue,"0","0","0","0","0","0","0"
OperatingExpense,"419,563,000","149,001,000","120,205,000","123,314,000","19,396,000","15,996,000","17,547,000"
	SellingGeneralAndAdministration,"136,414,000","34,066,000","39,776,000","43,557,000","12,675,000","10,514,000","14,027,000"
		GeneralAndAdministrativeExpense,"114,792,000","27,880,000","33,757,000","36,725,000","10,993,000","8,533,000","13,806,000"
			OtherGandA,"114,792,000","27,880,000","33,757,000","36,725,000","10,993,000","8,533,000","13,806,000"
		SellingAndMarketingExpense,"21,622,000","6,186,000","6,019,000","6,832,000","1,682,000","1,981,000","221,000"
	ResearchAndDevelopment,"283,149,000","114,935,000","80,429,000","79,757,000","6,721,000","5,482,000","3,520,000"
OperatingIncome,"-419,563,000","-149,001,000","-120,205,000","-123,314,000","-19,396,000","-15,996,000","-17,547,000"
NetNonOperatingInterestIncomeExpense,"-22,286,000","-4,368,000","-4,529,000","-1,893,000","-28,926,000","-25,862,000","-15,535,000"
	InterestExpenseNonOperating,"22,286,000","4,368,000","4,529,000","1,893,000","28,926,000","25,862,000","15,535,000"
OtherIncomeExpense,"-151,992,000","271,000","40,672,000","-178,699,000","-27,200,000","-16,088,000","-257,000"
	GainOnSaleOfSecurity,"5,403,000","1,186,000","37,694,000","-22,747,000","-26,917,000","-15,132,000","1,394,000"
	SpecialIncomeCharges,,,"-1,204,000","-62,342,000",,"-10,000","0"
		GainOnSaleOfPPE,,,"-1,204,000","-62,342,000",,"-10,000","0"
	OtherNonOperatingIncomeExpenses,"-93,204,000","-915,000","4,182,000","-93,610,000","-283,000","-946,000","-1,651,000"
PretaxIncome,"-593,841,000","-153,098,000","-84,062,000","-303,906,000","-75,522,000","-57,946,000","-33,339,000"
TaxProvision,"237,000","0","237,000","0","3,000","3,000","0"
NetIncomeCommonStockholders,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
	NetIncome,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
		NetIncomeIncludingNoncontrollingInterests,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
			NetIncomeContinuousOperations,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
DilutedNIAvailtoComStockholders,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
BasicEPS,,"-0.48",,"-1.06","-0.48",,"-0.211"
DilutedEPS,,"-0.48",,"-1.06","-0.48",,"-0.211"
BasicAverageShares,,"322,211,392",,"287,951,929","158,088,382",,"158,088,382"
DilutedAverageShares,,"322,211,392",,"287,951,929","158,088,382",,"158,088,382"
TotalOperatingIncomeAsReported,"-483,754,000","-149,001,000","-121,409,000","-185,656,000","-19,396,000","-16,006,000","-17,547,000"
TotalExpenses,"419,563,000","149,001,000","120,205,000","123,314,000","19,396,000","15,996,000","17,547,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
NormalizedIncome,"-558,805,200","-154,284,000","-110,936,700","-218,817,000","-55,875,590","-46,895,340","-34,733,000"
InterestExpense,"22,286,000","4,368,000","4,529,000","1,893,000","28,926,000","25,862,000","15,535,000"
NetInterestIncome,"-22,286,000","-4,368,000","-4,529,000","-1,893,000","-28,926,000","-25,862,000","-15,535,000"
EBIT,"-571,555,000","-148,730,000","-79,533,000","-302,013,000","-46,596,000","-32,084,000","-17,804,000"
EBITDA,"-559,532,000"
ReconciledDepreciation,"12,023,000","4,853,000","3,890,000",,"988,000","471,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"-594,078,000","-153,098,000","-84,299,000","-303,906,000","-75,525,000","-57,949,000","-33,339,000"
TotalUnusualItemsExcludingGoodwill,"-58,788,000","1,186,000","36,490,000","-85,089,000","-26,917,000","-15,142,000","1,394,000"
TotalUnusualItems,"-58,788,000","1,186,000","36,490,000","-85,089,000","-26,917,000","-15,142,000","1,394,000"
NormalizedEBITDA,"-500,744,000","-145,063,000","-112,133,000","-216,924,000","-18,691,000","-16,471,000","-19,198,000"
TaxRateForCalcs,"0.4","0","0.27","0","0.27","0.27","0"
TaxEffectOfUnusualItems,"-23,515,200","0","9,852,300","0","-7,267,590","-4,088,340","0"
