name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017
MarketCap,"504,325,373","714,236,800","661,746,690","725,753,050","1,115,887,400","990,876,520","988,587,950","831,427,520","859,084,720","564,907,140","590,027,700","635,212,520","737,035,171","690,257,522","507,418,466","662,624,258","433,306,674","408,759,247","288,781,212","358,067,547"
EnterpriseValue,"957,088,373","1,115,486,800","1,068,601,690","1,185,902,050","1,578,607,400","1,345,204,520","1,317,354,950","1,099,163,520","1,184,527,720","817,362,140","862,006,700","714,678,520","812,364,171","735,885,522","621,077,466","769,535,258","569,271,674","388,586,247","262,721,212","393,002,547"
PeRatio,,,,,,,,,,,,"170.375","206",,,,,,,"35.965"
ForwardPeRatio,"14.993","21.053","28.409","15.601","23.81","23.202","26.667","30.488","31.949","16.584",,"19.194","38.76","36.9","24.938",,"35.842",,"25.974","33.003"
PegRatio,"1.873","0.841","1.136","0.624","0.953","0.928","1.068","1.219","1.279","0.664",,"0.768","1.551","1.478","0.999",,"1.433",,"1.04","1.321"
PsRatio,"0.523","0.739","0.689","0.78","1.159","1.113","1.205","0.98","1.078","0.742","0.832","0.923","1.118","1.023","0.764","1.641","1.377","1.319","1.112","1.316"
PbRatio,"1.948","2.825","2.539","2.729","4.492","3.776","3.726","2.577","2.93","1.995","2.061","2.252","2.796","2.713","2.701","5.309","3.392","6.432","4.108","6.904"
EnterprisesValueRevenueRatio,"1.003","4.046","5.434","5.633","5.825","5.289","8.022","6.781","4.437","4.376","5.585","3.842","3.682","4.958","5.594","5.857","3.326","3.377","5.06","6.49"
EnterprisesValueEBITDARatio,"19.078","60.73","191.712","177.318","80.797","68.347","216.386","195.825","113.952","128.274","-122.132","1,209.27","67.663","93.696","-497.26","76.381","48.137","-527.254","232.497","140.408"
