name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"1,901,600,000","1,906,700,000","2,117,200,000","2,487,300,000","2,505,100,000","2,487,000,000","2,499,300,000","2,494,400,000","2,494,700,000","2,471,600,000","2,469,000,000","2,458,900,000","2,462,200,000","2,419,600,000","2,250,800,000","2,196,800,000","2,165,000,000","2,441,600,000","2,676,500,000","3,038,400,000","2,661,600,000","2,770,800,000"
	CurrentAssets,"282,600,000","282,000,000","153,200,000","129,000,000","137,300,000","114,800,000","133,400,000","134,100,000","139,800,000","118,700,000","115,700,000","115,100,000","124,100,000","112,400,000","136,100,000","113,500,000","125,300,000","165,200,000","135,600,000","525,200,000","173,600,000","129,500,000"
		CashCashEquivalentsAndShortTermInvestments,"190,700,000","193,200,000","59,600,000","23,300,000","36,100,000","12,400,000","32,900,000","39,600,000","36,800,000","21,000,000","9,300,000","13,000,000","16,900,000","13,200,000","27,300,000","17,100,000","36,500,000","69,400,000","36,400,000","427,500,000","86,500,000","30,800,000"
			CashAndCashEquivalents,"190,700,000","193,200,000","59,600,000","23,300,000","36,100,000","12,400,000","32,900,000","39,600,000","36,800,000","21,000,000","9,300,000","13,000,000","16,900,000","13,200,000","27,300,000","17,100,000","36,500,000","69,400,000","36,400,000","427,500,000","86,500,000","30,800,000"
		Receivables,"53,200,000","58,100,000","49,800,000","40,700,000","61,500,000","73,200,000","70,300,000","65,800,000","75,000,000","75,600,000","84,200,000","81,500,000","89,500,000","83,800,000","89,700,000","78,700,000","72,400,000","83,600,000","83,400,000","83,500,000","73,000,000","87,400,000"
			AccountsReceivable,"37,700,000","40,900,000","39,500,000","38,300,000","58,500,000","69,500,000","67,200,000","63,500,000","65,400,000","65,800,000","78,700,000","75,200,000","85,600,000","74,600,000","83,800,000","75,600,000","70,300,000","81,500,000","80,000,000","79,500,000","72,100,000","87,200,000"
				GrossAccountsReceivable,"40,500,000","45,200,000","45,200,000","43,500,000","67,600,000","78,100,000","75,300,000","71,300,000","74,400,000","73,300,000","87,400,000","83,400,000","92,600,000","82,100,000","89,800,000","81,000,000","75,500,000","87,300,000","86,500,000","85,500,000","77,100,000","96,600,000"
				AllowanceForDoubtfulAccountsReceivable,"-2,800,000","-4,300,000","-5,700,000","-5,200,000","-9,100,000","-8,600,000","-8,100,000","-7,800,000","-9,000,000","-7,500,000","-8,700,000","-8,200,000","-7,000,000","-7,500,000","-6,000,000","-5,400,000","-5,200,000","-5,800,000","-6,500,000","-6,000,000","-5,000,000","-9,400,000"
			OtherReceivables,"15,500,000","17,200,000","10,300,000","2,400,000","3,000,000","3,700,000","3,100,000","2,300,000","9,600,000","9,800,000","5,500,000","6,300,000","3,900,000","9,200,000","5,900,000","3,100,000","2,100,000","2,100,000","3,400,000","4,000,000","900,000","200,000"
		PrepaidAssets,"38,700,000","30,700,000","28,300,000","35,100,000","39,700,000","29,200,000","30,200,000","28,700,000","28,000,000","22,100,000","22,200,000","20,600,000","17,700,000","15,400,000","19,100,000","17,700,000","16,400,000","12,200,000","15,800,000","14,200,000","14,100,000","11,300,000"
