name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990
TotalAssets,"17,441,551,000","17,595,636,000","17,364,644,000","17,098,132,000","16,878,313,000","16,551,840,000","15,558,162,000","15,692,079,000","14,019,829,000","13,497,877,000","13,584,786,000","13,548,958,000","13,478,017,000","13,286,460,000","13,439,812,000","13,525,265,000","13,463,439,000","13,797,953,000","13,884,655,000","13,909,138,000","13,490,361,000","13,352,333,000","13,161,538,000","13,030,349,000","12,775,196,000","12,678,896,000","12,390,276,000","12,182,448,000","12,179,164,000","12,250,633,000","12,096,316,000","12,119,996,000","12,057,054,000","11,790,383,000","11,805,197,000","11,863,312,000","11,850,515,000","9,828,667,000","9,872,159,000","9,890,846,000","9,931,593,000","9,727,007,000","9,705,921,000","9,698,451,000","9,514,462,000","9,553,902,000","9,416,905,000","9,244,545,000","9,293,215,000","9,526,018,000","9,368,498,000","9,626,870,000","9,775,714,000","9,790,909,000","9,086,273,000","9,315,049,000","9,097,153,000","8,966,802,000","8,910,987,000","8,828,767,000","8,893,337,000","8,840,970,000","8,869,554,000","8,234,588,000","8,237,688,000","8,389,750,000","8,328,880,000","8,104,399,000","8,179,993,000","8,052,957,000","8,150,627,000","8,250,337,000","8,090,463,000","7,914,321,000","7,633,104,000","7,373,299,000","7,305,864,000","7,138,706,000","7,059,309,000","6,846,350,000","6,771,435,000","7,180,339,000","6,996,789,000","7,157,029,000","6,823,808,000","6,886,988,000","6,805,556,000","6,757,009,000","6,741,221,000","6,743,400,000","6,657,000,000","6,564,100,000","6,532,000,000","6,355,200,000","6,232,700,000","5,856,800,000","5,783,800,000","5,545,200,000","5,371,900,000","5,269,500,000","5,377,100,000","5,193,700,000","5,097,900,000","5,168,100,000","5,194,700,000","4,992,600,000","4,905,100,000","4,920,700,000","4,836,100,000","4,763,400,000","4,520,500,000","4,433,500,000","4,544,600,000","4,432,000,000","4,410,500,000","4,235,000,000","4,172,600,000","4,085,100,000","3,928,300,000","3,906,900,000","3,920,900,000","3,878,400,000","3,710,800,000","3,745,000,000","3,651,600,000","3,700,000,000","3,579,800,000","3,619,300,000","3,119,700,000"
TotalLiabilitiesNetMinorityInterest,"15,810,169,000","15,854,325,000","15,595,697,000","15,318,823,000","15,118,608,000","14,810,723,000","13,848,121,000","14,018,135,000","12,367,430,000","11,837,175,000","11,939,424,000","11,930,408,000","11,890,989,000","11,695,007,000","11,840,208,000","11,941,193,000","11,893,302,000","12,226,252,000","12,302,120,000","12,347,220,000","11,952,400,000","11,832,125,000","11,626,777,000","11,506,882,000","11,266,940,000","11,205,839,000","10,913,520,000","10,732,039,000","10,733,080,000","10,830,693,000","10,681,218,000","10,720,105,000","10,683,159,000","10,435,430,000","10,475,683,000","10,536,493,000","10,497,569,000","8,541,298,000","8,594,144,000","8,632,351,000","8,690,073,000","8,511,970,000","8,484,315,000","8,505,681,000","8,354,233,000","8,404,418,000","8,258,113,000","8,102,165,000","8,164,686,000","8,415,958,000","8,147,137,000","8,424,756,000","8,575,346,000","8,612,443,000","8,137,275,000","8,379,164,000","8,159,812,000","8,047,166,000","8,003,450,000","7,942,607,000","7,999,330,000","7,949,635,000","7,979,624,000","7,473,313,000","7,482,003,000","7,648,287,000","7,596,326,000","7,359,761,000","7,448,487,000","7,302,561,000","7,416,393,000","7,540,536,000","7,371,838,000","7,224,748,000","6,951,006,000","6,708,940,000","6,645,221,000","6,459,172,000","6,366,675,000","6,154,417,000","6,085,849,000","6,494,895,000","6,316,931,000","6,489,218,000","6,180,344,000","6,257,347,000","6,193,329,000","6,102,565,000","6,097,340,000","6,087,600,000","5,991,100,000","5,896,900,000","5,881,000,000","5,703,300,000","5,587,300,000","5,233,100,000","5,160,500,000","4,951,600,000","4,789,700,000","4,704,800,000","4,829,400,000","4,669,500,000","4,586,800,000","4,671,400,000","4,708,800,000","4,513,800,000","4,440,300,000","4,468,600,000","4,399,200,000","4,342,400,000","4,136,200,000","4,057,800,000","4,173,200,000","4,073,400,000","4,061,200,000","3,920,000,000","3,868,400,000","3,789,700,000","3,641,200,000","3,627,100,000","3,647,300,000","3,610,700,000","3,449,300,000","3,488,600,000","3,400,400,000","3,449,700,000","3,335,100,000","3,378,600,000","2,884,000,000"
TotalEquityGrossMinorityInterest,"1,631,382,000","1,741,311,000","1,768,947,000","1,779,309,000","1,759,705,000","1,741,117,000","1,710,041,000","1,673,944,000","1,652,399,000","1,660,702,000","1,645,362,000","1,618,550,000","1,587,028,000","1,591,453,000","1,599,604,000","1,584,072,000","1,570,137,000","1,571,701,000","1,582,535,000","1,561,918,000","1,537,961,000","1,520,208,000","1,534,761,000","1,523,467,000","1,508,256,000","1,473,057,000","1,476,756,000","1,450,409,000","1,446,084,000","1,419,940,000","1,415,098,000","1,399,891,000","1,373,895,000","1,354,953,000","1,329,514,000","1,326,819,000","1,352,946,000","1,287,369,000","1,278,015,000","1,258,495,000","1,241,520,000","1,215,037,000","1,221,606,000","1,192,770,000","1,160,229,000","1,149,484,000","1,158,792,000","1,142,380,000","1,128,529,000","1,110,060,000","1,221,361,000","1,202,114,000","1,200,368,000","1,178,466,000","948,998,000","935,885,000","937,341,000","919,636,000","907,537,000","886,160,000","894,007,000","891,335,000","889,930,000","761,275,000","755,685,000","741,463,000","732,554,000","744,638,000","731,506,000","750,396,000","734,234,000","709,801,000","718,625,000","689,573,000","682,098,000","664,359,000","660,643,000","679,534,000","692,634,000","691,933,000","685,586,000","685,444,000","679,858,000","667,811,000","643,464,000","629,641,000","612,227,000","654,444,000","643,881,000","655,800,000","665,900,000","667,200,000","651,000,000","651,900,000","645,400,000","623,700,000","623,300,000","593,600,000","582,200,000","564,700,000","547,700,000","524,200,000","511,100,000","496,700,000","485,900,000","478,800,000","464,800,000","452,100,000","436,900,000","421,000,000","384,300,000","375,700,000","371,400,000","358,600,000","349,300,000","315,000,000","304,200,000","295,400,000","287,100,000","279,800,000","273,600,000","267,700,000","261,500,000","256,400,000","251,200,000","250,300,000","244,700,000","240,700,000","235,700,000"
	StockholdersEquity,"1,631,382,000","1,741,311,000","1,768,947,000","1,779,309,000","1,759,705,000","1,741,117,000","1,710,041,000","1,673,944,000","1,652,399,000","1,660,702,000","1,645,362,000","1,618,550,000","1,587,028,000","1,591,453,000","1,599,604,000","1,584,072,000","1,570,137,000","1,571,701,000","1,582,535,000","1,561,918,000","1,537,961,000","1,520,208,000","1,534,761,000","1,523,467,000","1,508,256,000","1,473,057,000","1,476,756,000","1,450,409,000","1,446,084,000","1,419,940,000","1,415,098,000","1,399,891,000","1,373,895,000","1,354,953,000","1,329,514,000","1,326,819,000","1,352,946,000","1,287,369,000","1,278,015,000","1,258,495,000","1,241,520,000","1,215,037,000","1,221,606,000","1,192,770,000","1,160,229,000","1,149,484,000","1,158,792,000","1,142,380,000","1,128,529,000","1,110,060,000","1,221,361,000","1,202,114,000","1,200,368,000","1,178,466,000","948,998,000","935,885,000","937,341,000","919,636,000","907,537,000","886,160,000","894,007,000","891,335,000","889,930,000","761,275,000","755,685,000","741,463,000","732,554,000","744,638,000","731,506,000","750,396,000","734,234,000","709,801,000","718,625,000","689,573,000","682,098,000","664,359,000","660,643,000","679,534,000","692,634,000","691,933,000","685,586,000","685,444,000","679,858,000","667,811,000","643,464,000","629,641,000","612,227,000","654,444,000","643,881,000","655,800,000","665,900,000","667,200,000","651,000,000","651,900,000","645,400,000","623,700,000","623,300,000","593,600,000","582,200,000","564,700,000","547,700,000","524,200,000","511,100,000","496,700,000","485,900,000","478,800,000","464,800,000","452,100,000","436,900,000","421,000,000","384,300,000","375,700,000","371,400,000","358,600,000","349,300,000","315,000,000","304,200,000","295,400,000","287,100,000","279,800,000","273,600,000","267,700,000","261,500,000","256,400,000","251,200,000","250,300,000","244,700,000","240,700,000","235,700,000"
		CapitalStock,"12,806,000","12,845,000","13,014,000","13,079,000","13,209,000","13,215,000","13,215,000","13,214,000","13,209,000","13,376,000","13,390,000","13,418,000","13,499,000","13,717,000","14,089,000","14,089,000","14,121,000","14,115,000","14,114,000","14,114,000","14,112,000","14,091,000","14,090,000","14,090,000","14,093,000","14,076,000","14,076,000","14,076,000","14,076,000","14,060,000","14,051,000","14,051,000","14,051,000","14,038,000","13,998,000","13,994,000","13,992,000","13,506,000","13,496,000",,"13,494,000",,"13,359,000","13,359,000",,,,,,"0","218,429,000","217,973,000","217,519,000","205,126,000",,,,,"11,933,000","11,931,000","12,130,000","12,226,000",,"11,514,000","11,604,000","11,620,000","11,655,000","11,824,000","11,873,000","12,055,000","12,048,000","12,044,000","12,143,000","12,136,000","12,193,000","12,296,000","12,337,000","12,609,000","12,847,000","12,961,000","13,110,000","13,273,000","13,358,000","13,524,000","13,405,000","13,491,000","13,584,000","14,334,000","14,409,000","14,700,000","14,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","218,429,000","206,009,000","205,564,000","205,126,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"12,806,000","12,845,000","13,014,000","13,079,000","13,209,000","13,215,000","13,215,000","13,214,000","13,209,000","13,376,000","13,390,000","13,418,000","13,499,000","13,717,000","14,089,000","14,089,000","14,121,000","14,115,000","14,114,000","14,114,000","14,112,000","14,091,000","14,090,000","14,090,000","14,093,000","14,076,000","14,076,000","14,076,000","14,076,000","14,060,000","14,051,000","14,051,000","14,051,000","14,038,000","13,998,000","13,994,000","13,992,000","13,506,000","13,496,000",,"13,494,000",,"13,359,000","13,359,000",,,,,,,,"11,964,000","11,955,000",,,,,,"11,933,000","11,931,000","12,130,000","12,226,000",,"11,514,000","11,604,000","11,620,000","11,655,000","11,824,000","11,873,000","12,055,000","12,048,000","12,044,000","12,143,000","12,136,000","12,193,000","12,296,000","12,337,000","12,609,000","12,847,000","12,961,000","13,110,000","13,273,000","13,358,000","13,524,000","13,405,000","13,491,000","13,584,000","14,334,000","14,409,000","14,700,000","14,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"167,094,000","175,913,000","201,837,000","210,420,000","229,892,000","233,120,000","231,836,000","230,613,000","229,403,000","256,400,000","257,370,000","260,619,000","272,268,000","309,545,000","362,868,000","361,715,000","366,021,000","369,124,000","368,131,000","367,075,000","365,951,000","366,563,000","365,553,000","364,516,000","363,979,000","361,467,000","360,494,000","359,533,000","358,583,000","356,244,000","354,251,000","353,196,000","352,402,000","349,680,000","343,759,000","342,359,000","342,233,000","285,905,000","297,585,000","296,519,000","295,882,000","279,390,000","278,109,000","277,299,000","273,630,000","269,993,000","267,599,000","266,444,000","263,667,000","258,131,000","145,352,000","143,654,000","142,167,000","151,415,000","140,561,000","138,819,000","137,941,000","136,094,000","123,227,000","122,185,000","146,937,000","158,856,000","168,837,000","51,511,000","63,674,000","65,374,000","69,362,000","91,619,000","97,692,000","121,705,000","121,282,000","120,608,000","133,147,000","132,383,000","140,154,000","152,981,000","157,954,000","188,652,000","14,370,000","27,750,000","46,857,000","66,083,000","75,484,000","92,347,000","85,943,000","94,229,000","102,162,000","164,764,000","171,460,000","193,700,000","215,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,600,138,000","1,585,113,000","1,573,176,000","1,566,451,000","1,533,110,000","1,495,833,000","1,459,306,000","1,419,552,000","1,402,089,000","1,414,526,000","1,395,460,000","1,369,329,000","1,342,176,000","1,323,870,000","1,302,593,000","1,282,007,000","1,257,881,000","1,228,187,000","1,228,115,000","1,209,238,000","1,200,903,000","1,185,352,000","1,172,193,000","1,157,025,000","1,151,757,000","1,142,908,000","1,130,766,000","1,117,993,000","1,103,077,000","1,092,120,000","1,081,161,000","1,063,201,000","1,045,939,000","1,034,966,000","1,023,983,000","1,006,554,000","991,012,000","984,563,000","973,182,000","958,322,000","944,101,000","932,526,000","923,891,000","911,797,000","898,222,000","890,917,000","881,545,000","870,532,000","860,398,000","853,553,000","854,508,000","845,882,000","845,779,000","836,642,000","824,768,000","814,674,000","810,369,000","797,993,000","787,356,000","770,925,000","753,801,000","740,870,000","732,781,000","715,345,000","696,236,000","677,781,000","661,764,000","646,782,000","635,935,000","620,588,000","603,316,000","586,215,000","564,199,000","548,521,000","529,154,000","506,401,000","484,980,000","470,317,000","651,015,000","630,217,000","608,196,000","587,387,000","567,576,000","547,585,000","529,296,000","512,107,000","496,951,000","480,365,000","462,004,000","445,000,000","429,900,000","412,400,000","395,100,000","378,600,000","364,200,000","349,000,000","334,500,000","320,900,000","308,800,000","296,200,000","283,700,000","261,900,000","250,700,000","237,300,000","225,300,000","214,200,000","203,300,000","191,000,000","180,000,000","169,900,000","155,800,000","145,500,000","134,700,000","124,800,000","115,400,000","105,700,000","94,900,000","86,100,000","77,900,000","70,500,000","64,400,000","58,400,000","52,200,000","47,200,000","42,000,000","41,100,000","35,400,000","31,500,000","26,400,000"
		GainsLossesNotAffectingRetainedEarnings,"-148,656,000","-32,560,000","-19,080,000","-10,641,000","-16,506,000","-1,051,000","5,684,000","10,565,000","7,698,000","-23,600,000","-20,858,000","-24,816,000","-40,915,000","-55,679,000","-79,946,000","-73,739,000","-67,886,000","-39,725,000","-27,825,000","-28,509,000","-43,005,000","-45,798,000","-17,075,000","-12,164,000","-21,573,000","-45,394,000","-28,580,000","-41,193,000","-29,652,000","-42,484,000","-34,365,000","-30,557,000","-38,497,000","-43,731,000","-52,226,000","-36,088,000","5,709,000","3,395,000","7,248,000","3,654,000","1,537,000","3,121,000","19,606,000","3,674,000","-11,623,000","-11,426,000","9,648,000","5,404,000","4,464,000","-1,624,000","3,072,000","-5,395,000","-5,097,000","-14,717,000","-16,331,000","-17,608,000","-10,969,000","-14,451,000","-14,979,000","-18,881,000","-18,861,000","-20,617,000","-11,688,000","-17,095,000","-15,829,000","-13,312,000","-10,227,000","-5,587,000","-13,994,000","-3,952,000","-2,412,000","-9,066,000","9,136,000","-3,467,000","597,000","-7,319,000","5,372,000","7,956,000","14,402,000","21,005,000","17,423,000","18,701,000","23,440,000","14,355,000","14,820,000","9,814,000","-470,000","-5,019,000","-3,992,000","2,400,000","5,500,000","6,500,000","13,000,000","17,000,000","19,600,000",,"11,100,000","10,800,000","9,200,000","5,300,000","800,000","3,200,000","1,300,000","200,000","1,400,000","5,500,000","2,400,000","2,100,000","-2,200,000","-8,000,000","-5,400,000","-3,700,000","2,900,000",,,,,,,,,,,,,,,,
